Product,Category,Date,Customer,SoldLast6m,MinimumBeforeReorder,ReorderQuantity,Unit
Cinzano Prosecco 750ml,Bubbles,10-Mar-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,09-Mar-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,26-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,25-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,16-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,15-Jan-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,11-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,14-Feb-2022,Airport,2.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,01-Nov-2021,Pleasant Valley,12.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,09-Dec-2021,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,10-Dec-2021,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,11-Dec-2021,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,15-Dec-2021,Pleasant Valley,3.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,17-Dec-2021,Pleasant Valley,3.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,22-Dec-2021,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,30-Dec-2021,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,31-Dec-2021,Pleasant Valley,8.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,14-Jan-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,21-Jan-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,22-Jan-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,29-Jan-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,19-Nov-2021,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,02-Feb-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,10-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,31-Jan-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,02-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,11-Mar-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,03-Mar-2022,Pleasant Valley,5.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,25-Feb-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,05-Feb-2022,Airport,1.0,2.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,21-Feb-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,18-Feb-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,17-Feb-2022,Pleasant Valley,2.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,12-Feb-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,14-Feb-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Cinzano Prosecco 750ml,Bubbles,22-Feb-2022,Pleasant Valley,1.0,6.0,12.0,12.99
Clovis Cotes du Rhone 750ml,Red Old World,04-Feb-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,10-Feb-2022,Airport,2.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,11-Feb-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,22-Jan-2022,Oak Hill,1.0,1.0,6.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,14-Mar-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,10-Mar-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,08-Mar-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,03-Feb-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,26-Feb-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,15-Feb-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,28-Jan-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,19-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,17-Mar-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,09-Mar-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,08-Mar-2022,Pleasant Valley,2.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,25-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,17-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,14-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,28-Jan-2022,Pleasant Valley,2.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,27-Jan-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,21-Jan-2022,Pleasant Valley,2.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,15-Jan-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,19-Feb-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,21-Jan-2022,Airport,1.0,2.0,12.0,16.99
Clovis Cotes du Rhone 750ml,Red Old World,18-Feb-2022,Airport,1.0,2.0,12.0,16.99
Commuter Cuvee Pinot Noir 750ml,Red New World,28-Dec-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,08-Nov-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,10-Dec-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,09-Dec-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,07-Dec-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,03-Dec-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,11-Dec-2021,Airport,5.0,3.0,12.0,19.990000000000002
Commuter Cuvee Pinot Noir 750ml,Red New World,15-Dec-2021,Airport,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,23-Dec-2021,Airport,4.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,04-Nov-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,24-Dec-2021,Airport,3.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,02-Dec-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,22-Nov-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,16-Mar-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,26-Oct-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,28-Oct-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,20-Nov-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,10-Nov-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,29-Dec-2021,Airport,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,30-Oct-2021,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,23-Nov-2021,Airport,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,08-Jan-2022,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,28-Oct-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,01-Nov-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,04-Nov-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,04-Mar-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,05-Nov-2021,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,13-Nov-2021,Pleasant Valley,3.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,17-Nov-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,23-Nov-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,24-Nov-2021,Pleasant Valley,3.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,26-Nov-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,30-Dec-2021,Airport,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,27-Nov-2021,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,22-Oct-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,18-Oct-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,03-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,08-Feb-2022,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,27-Jan-2022,Airport,3.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,24-Jan-2022,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,22-Jan-2022,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,17-Jan-2022,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,13-Jan-2022,Airport,3.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,11-Jan-2022,Airport,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,02-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,02-Mar-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,14-Feb-2022,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,11-Feb-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,09-Dec-2021,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,11-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,05-Feb-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,02-Feb-2022,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,29-Jan-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,25-Feb-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,28-Jan-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,27-Jan-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,21-Jan-2022,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,14-Jan-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,17-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,18-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,23-Dec-2021,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,24-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,29-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,30-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,31-Dec-2021,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,04-Dec-2021,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,05-Jan-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,12-Jan-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,26-Feb-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,10-Nov-2021,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,12-Nov-2021,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,25-Feb-2022,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,23-Feb-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,17-Feb-2022,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,11-Feb-2022,Pleasant Valley,2.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,04-Mar-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,09-Feb-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,23-Nov-2021,Oak Hill,8.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,10-Dec-2021,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,31-Dec-2021,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,20-Jan-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,02-Feb-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,09-Feb-2022,Oak Hill,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,07-Feb-2022,Pleasant Valley,1.0,3.0,12.0,19.99
Commuter Cuvee Pinot Noir 750ml,Red New World,20-Oct-2021,Oak Hill,1.0,3.0,12.0,19.99
Corzano e Paterno Chianti 750ml,Red Old World,09-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,04-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,17-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,12-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,10-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,01-Nov-2021,Oak Hill,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,26-Oct-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,03-Mar-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,22-Oct-2021,Pleasant Valley,2.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,11-Mar-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,23-Dec-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,23-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,26-Oct-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,22-Oct-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,17-Mar-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,17-Feb-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,12-Feb-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,05-Feb-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,04-Feb-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,02-Feb-2022,Pleasant Valley,2.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,31-Jan-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,22-Jan-2022,Pleasant Valley,2.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,04-Jan-2022,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,10-Dec-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,21-Oct-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,03-Dec-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,01-Dec-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,18-Nov-2021,Pleasant Valley,1.0,2.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,25-Feb-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,30-Nov-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,21-Dec-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,03-Feb-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,02-Feb-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,28-Jan-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,27-Jan-2022,Airport,2.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,26-Jan-2022,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,16-Dec-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,06-Nov-2021,Airport,1.0,0.0,12.0,17.99
Corzano e Paterno Chianti 750ml,Red Old World,22-Jan-2022,Airport,1.0,0.0,12.0,17.99
Cot Boy 750ml,Red Old World,27-Oct-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,06-Nov-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,18-Nov-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,26-Nov-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,29-Nov-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,05-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,29-Oct-2021,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,12-Nov-2021,Airport,2.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,13-Nov-2021,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,19-Nov-2021,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,01-Dec-2021,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,03-Dec-2021,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,31-Dec-2021,Pleasant Valley,2.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,21-Dec-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,16-Dec-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,22-Oct-2021,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,08-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,12-Mar-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,05-Mar-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,04-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,12-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,03-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,25-Jan-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,15-Jan-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,14-Jan-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,23-Dec-2021,Airport,3.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,22-Dec-2021,Airport,3.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,22-Jan-2022,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,27-Jan-2022,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,14-Feb-2022,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,17-Feb-2022,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,28-Feb-2022,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,04-Mar-2022,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,07-Dec-2021,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,11-Dec-2021,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,18-Dec-2021,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,23-Dec-2021,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,04-Jan-2022,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,27-Jan-2022,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,11-Feb-2022,Oak Hill,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,18-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,25-Feb-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,07-Mar-2022,Airport,2.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,14-Mar-2022,Airport,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,06-Dec-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cot Boy 750ml,Red Old World,04-Dec-2021,Pleasant Valley,1.0,2.0,6.0,26.99
Cote de Brouilly Cuvee 750ml,Red Old World,25-Jan-2022,Oak Hill,1.0,,,21.99
Cote de Brouilly Cuvee 750ml,Red Old World,14-Jan-2022,Oak Hill,1.0,,,21.99
Crazy Creatures 750mL,White,07-Jan-2022,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,27-Jan-2022,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,28-Jan-2022,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,02-Feb-2022,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,28-Feb-2022,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,04-Mar-2022,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,15-Mar-2022,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,20-Oct-2021,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,28-Oct-2021,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,31-Dec-2021,Airport,2.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,05-Nov-2021,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,08-Nov-2021,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,30-Dec-2021,Airport,2.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,21-Dec-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,17-Dec-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,15-Dec-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,11-Dec-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,04-Dec-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,12-Nov-2021,Pleasant Valley,3.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,24-Nov-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,18-Nov-2021,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,12-Nov-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,25-Oct-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,24-Nov-2021,Pleasant Valley,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,19-Oct-2021,Airport,1.0,2.0,12.0,21.99
Crazy Creatures 750mL,White,31-Dec-2021,Pleasant Valley,2.0,2.0,12.0,21.99
