Product,Category,Date,Customer,SoldLast6m,MinimumBeforeReorder,ReorderQuantity,Unit
17/24 Metodo Classico 750ml,Bubbles,05-Feb-2022,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,05-Feb-2022,Airport,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,04-Feb-2022,Airport,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,22-Jan-2022,Airport,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,31-Dec-2021,Airport,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,14-Mar-2022,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,28-Feb-2022,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,25-Feb-2022,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,12-Feb-2022,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,28-Jan-2022,Pleasant Valley,3.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,17-Jan-2022,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,31-Dec-2021,Pleasant Valley,2.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,24-Dec-2021,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,23-Dec-2021,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,20-Dec-2021,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,04-Dec-2021,Pleasant Valley,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,03-Dec-2021,Oak Hill,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,24-Nov-2021,Oak Hill,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,19-Feb-2022,Airport,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,09-Mar-2022,Airport,1.0,2.0,6.0,42.99
17/24 Metodo Classico 750ml,Bubbles,16-Mar-2022,Pleasant Valley,1.0,2.0,6.0,42.99
22 Pirates Red Blend 750ml,Red New World,11-Mar-2022,Airport,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,12-Jan-2022,Airport,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,21-Dec-2021,Airport,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,24-Nov-2021,Pleasant Valley,1.0,,,24.99
22 Pirates Red Blend 750ml,Red New World,02-Nov-2021,Airport,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,29-Jan-2022,Airport,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,02-Feb-2022,Oak Hill,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,07-Dec-2021,Oak Hill,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,25-Oct-2021,Oak Hill,1.0,2.0,12.0,24.99
22 Pirates Red Blend 750ml,Red New World,05-Feb-2022,Pleasant Valley,1.0,,,24.99
22 Pirates Red Blend 750ml,Red New World,15-Feb-2022,Pleasant Valley,1.0,,,24.99
22 Pirates Red Blend 750ml,Red New World,04-Mar-2022,Pleasant Valley,1.0,,,24.99
AUS Pet Nat 750ml,White,10-Nov-2021,Pleasant Valley,2.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,17-Nov-2021,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,24-Nov-2021,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,10-Dec-2021,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,11-Feb-2022,Oak Hill,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,21-Dec-2021,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,27-Dec-2021,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,30-Dec-2021,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,10-Jan-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,11-Jan-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,14-Feb-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,26-Feb-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,28-Feb-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,02-Mar-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,08-Mar-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,16-Mar-2022,Pleasant Valley,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,17-Jan-2022,Oak Hill,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,05-Feb-2022,Airport,1.0,2.0,12.0,25.99
AUS Pet Nat 750ml,White,11-Dec-2021,Pleasant Valley,1.0,2.0,12.0,25.99
Achard Vincent Clairette Brut 750ml,Bubbles,25-Feb-2022,Pleasant Valley,2.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,16-Feb-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,02-Nov-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,05-Nov-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,06-Nov-2021,Pleasant Valley,2.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,26-Nov-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,10-Dec-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,11-Dec-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,17-Dec-2021,Pleasant Valley,2.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,26-Feb-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,28-Oct-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,02-Mar-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,28-Dec-2021,Oak Hill,1.0,3.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,12-Mar-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,02-Dec-2021,Oak Hill,1.0,3.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,08-Dec-2021,Oak Hill,4.0,3.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,22-Dec-2021,Oak Hill,1.0,3.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,20-Dec-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,31-Dec-2021,Oak Hill,3.0,3.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,04-Dec-2021,Airport,2.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,11-Dec-2021,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,17-Dec-2021,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,18-Dec-2021,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,21-Dec-2021,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,29-Dec-2021,Airport,3.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,30-Dec-2021,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,31-Dec-2021,Airport,6.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,03-Jan-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,06-Jan-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,21-Jan-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,27-Jan-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,28-Jan-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,01-Feb-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,02-Feb-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,04-Feb-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,09-Mar-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,23-Dec-2021,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,22-Jan-2022,Airport,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,30-Dec-2021,Pleasant Valley,4.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,31-Dec-2021,Pleasant Valley,9.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,07-Jan-2022,Pleasant Valley,2.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,08-Jan-2022,Pleasant Valley,2.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,15-Jan-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,29-Jan-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,31-Jan-2022,Pleasant Valley,1.0,2.0,6.0,23.99
Achard Vincent Clairette Brut 750ml,Bubbles,29-Dec-2021,Pleasant Valley,2.0,2.0,6.0,23.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,11-Feb-2022,Pleasant Valley,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,07-Jan-2022,Pleasant Valley,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,30-Dec-2021,Pleasant Valley,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,22-Dec-2021,Pleasant Valley,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,08-Dec-2021,Pleasant Valley,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,17-Feb-2022,Pleasant Valley,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,28-Jan-2022,Airport,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,08-Dec-2021,Airport,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,04-Dec-2021,Airport,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,24-Nov-2021,Airport,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,12-Nov-2021,Airport,1.0,4.0,6.0,19.99
Agricola Morandin Lentico Pet Nat 750ml,Bubbles,12-Mar-2022,Airport,1.0,4.0,6.0,19.99
Alias Cabernet Sauvignon 750ml,Red New World,24-Nov-2021,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,29-Nov-2021,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,03-Dec-2021,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,30-Dec-2021,Airport,2.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,31-Dec-2021,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,06-Jan-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,08-Jan-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,18-Jan-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,27-Jan-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,11-Feb-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,28-Feb-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,01-Mar-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,11-Mar-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,01-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,30-Oct-2021,Airport,2.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,17-Jan-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,09-Mar-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,15-Feb-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,25-Feb-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,06-Dec-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,10-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,15-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,16-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,17-Dec-2021,Pleasant Valley,4.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,18-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,20-Dec-2021,Pleasant Valley,5.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,24-Dec-2021,Pleasant Valley,3.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,27-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,29-Dec-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,30-Dec-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,31-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,07-Jan-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,13-Jan-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,14-Jan-2022,Pleasant Valley,3.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,21-Jan-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,25-Jan-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,26-Jan-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,27-Jan-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,01-Feb-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,02-Feb-2022,Pleasant Valley,3.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,04-Feb-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,05-Feb-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,07-Feb-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,12-Feb-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,12-Mar-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,24-Feb-2022,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,07-Mar-2022,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,17-Mar-2022,Airport,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,15-Nov-2021,Oak Hill,2.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,25-Oct-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,19-Nov-2021,Oak Hill,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,11-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,13-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,24-Nov-2021,Pleasant Valley,7.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,27-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,21-Oct-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,30-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,02-Dec-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,03-Dec-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,04-Dec-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,08-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,06-Nov-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,05-Nov-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,03-Nov-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,04-Nov-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,10-Feb-2022,Oak Hill,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,14-Mar-2022,Oak Hill,1.0,2.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,18-Oct-2021,Pleasant Valley,1.0,5.0,12.0,10.99
Alias Cabernet Sauvignon 750ml,Red New World,19-Oct-2021,Pleasant Valley,2.0,5.0,12.0,10.99
Altocedro Cabernet Sauvignon 750ml,Red New World,13-Nov-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,13-Dec-2021,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,05-Mar-2022,Oak Hill,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,22-Oct-2021,Oak Hill,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,12-Mar-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,11-Nov-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,02-Mar-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,02-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,24-Nov-2021,Oak Hill,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,12-Nov-2021,Oak Hill,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,01-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,23-Dec-2021,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,27-Oct-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,02-Dec-2021,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,02-Nov-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,25-Feb-2022,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,27-Nov-2021,Pleasant Valley,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,02-Feb-2022,Oak Hill,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,10-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,22-Nov-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,24-Nov-2021,Airport,2.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,26-Nov-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,29-Nov-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,07-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,09-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,11-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,13-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,15-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,16-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,21-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,23-Dec-2021,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,07-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,08-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,23-Feb-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,21-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,22-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,28-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,31-Jan-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,02-Feb-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,10-Feb-2022,Airport,2.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,29-Jan-2022,Oak Hill,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,11-Feb-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,18-Feb-2022,Airport,1.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,19-Feb-2022,Airport,2.0,2.0,12.0,16.99
Altocedro Cabernet Sauvignon 750ml,Red New World,28-Feb-2022,Airport,1.0,2.0,12.0,16.99
American Recordings Chardonnay 2019 750ml,White,21-Oct-2021,Pleasant Valley,1.0,0.0,0.0,29.99
American Recordings Chardonnay 2019 750ml,White,27-Dec-2021,Pleasant Valley,1.0,0.0,0.0,29.99
American Recordings Chardonnay 2019 750ml,White,24-Dec-2021,Pleasant Valley,1.0,0.0,0.0,29.99
American Recordings Chardonnay 2019 750ml,White,24-Nov-2021,Pleasant Valley,2.0,0.0,0.0,29.99
American Recordings Chardonnay 2019 750ml,White,06-Dec-2021,Pleasant Valley,2.0,0.0,0.0,29.99
American Recordings Chardonnay 2019 750ml,White,11-Nov-2021,Pleasant Valley,1.0,0.0,0.0,29.99
Amicone Cantine Di Ora 750ml,Red Old World,05-Feb-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,08-Feb-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,12-Nov-2021,Pleasant Valley,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,19-Nov-2021,Pleasant Valley,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,29-Nov-2021,Pleasant Valley,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,07-Jan-2022,Pleasant Valley,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,15-Mar-2022,Pleasant Valley,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,24-Nov-2021,Airport,2.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,16-Dec-2021,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,23-Dec-2021,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,17-Jan-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,20-Jan-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,26-Jan-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,02-Feb-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,14-Dec-2021,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,16-Feb-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,09-Feb-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,11-Feb-2022,Airport,1.0,2.0,12.0,13.99
Amicone Cantine Di Ora 750ml,Red Old World,04-Mar-2022,Airport,1.0,2.0,12.0,13.99
Ancient Peaks Merlot 750ml,Red New World,10-Dec-2021,Airport,1.0,,,19.99
Ancient Peaks Merlot 750ml,Red New World,05-Mar-2022,Pleasant Valley,1.0,,,19.99
