Category,SKU,ProductName,Location,Bin,BatchSerialNumber,ExpiryDate,Discount,StockValue,OnHand,VolumeOnHand,Available,OnOrder,InTransit,Allocated,Status,Unit,Family,StockLocator,Brand,PriceTier1,PriceTier2,PriceTier3,NextDeliveryDate
"Whiskey Bourbon/American","080660001142","1792 Single Barrel 750ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",41.9900,34.9500,34.9500,
"Whiskey Bourbon/American","088004042196","1792 Small Batch Bourbon 1L","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",35.9900,28.0000,28.0000,
"Whiskey Bourbon/American","088004042196","1792 Small Batch Bourbon 1L","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",35.9900,28.0000,28.0000,
"Whiskey Bourbon/American","088004042196","1792 Small Batch Bourbon 1L","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",35.9900,28.0000,28.0000,
"Whiskey Bourbon/American","088004042196","1792 Small Batch Bourbon 1L","Warehouse","","",,"",1149.0800,46.0000,0.0000,46.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",35.9900,28.0000,28.0000,
"Whiskey Bourbon/American","080660001203","1792 Small Batch Bourbon 750ml","Airport","","",,"",261.1700,13.0000,0.0000,13.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,28.0000,28.0000,
"Whiskey Bourbon/American","080660001203","1792 Small Batch Bourbon 750ml","Oak Hill","","",,"",129.5400,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,28.0000,28.0000,
"Whiskey Bourbon/American","080660001203","1792 Small Batch Bourbon 750ml","Pleasant Valley","","",,"",80.3600,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,28.0000,28.0000,
"Whiskey Bourbon/American","080660001166","1792 Sweet Wheat 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,30.1700,30.1700,
"Whiskey Bourbon/American","080660001166","1792 Sweet Wheat 750ml","Oak Hill","","",,"",25.9100,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,30.1700,30.1700,
"Whiskey Bourbon/American","080660001166","1792 Sweet Wheat 750ml","Pleasant Valley","","",,"",77.7300,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,30.1700,30.1700,
"Whiskey Bourbon/American","080660001166","1792 Sweet Wheat 750ml","Warehouse","","",,"",207.2800,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,30.1700,30.1700,
"Tequila","811538010146","1800 Blanco 1L","Airport","","",,"",188.9300,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",39.9900,30.3700,30.3700,
"Tequila","811538010146","1800 Blanco 1L","Oak Hill","","",,"",134.9500,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",39.9900,30.3700,30.3700,
"Tequila","811538010146","1800 Blanco 1L","Pleasant Valley","","",,"",80.9700,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",39.9900,30.3700,30.3700,
"Tequila","811538010146","1800 Blanco 1L","Warehouse","","",,"",161.9400,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",39.9900,30.3700,30.3700,
"Tequila","811538010139","1800 Blanco 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",31.9900,24.5800,24.5800,
"Tequila","811538010139","1800 Blanco 750ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",31.9900,24.5800,24.5800,
"RTD","811538018920","1800 Mango Margarita 1.75L","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",19.9900,0.0000,0.0000,
"Whiskey Bourbon/American","040232625121","1876 Straight Bourbon 750ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",36.9900,28.3200,28.3200,
"Vodka","949223659484","1876 Vodka 175L","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",21.9900,20.9000,20.9000,
"Vodka","850010806136","1876 Vodka 175L","Airport","","",,"",14.2417,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",23.9900,17.4900,17.4900,
"Vodka","850010806136","1876 Vodka 175L","Oak Hill","","",,"",85.4500,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",23.9900,17.4900,17.4900,
"Vodka","850010806136","1876 Vodka 175L","Pleasant Valley","","",,"",284.8333,20.0000,0.0000,20.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",23.9900,17.4900,17.4900,
"Vodka","850010806143","1876 Vodka 1L","Airport","","",,"",46.3600,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,13.7700,13.7700,
"Vodka","850010806143","1876 Vodka 1L","Oak Hill","","",,"",34.7700,3.0000,0.0000,3.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,13.7700,13.7700,
"Vodka","850010806143","1876 Vodka 1L","Pleasant Valley","","",,"",139.0800,12.0000,0.0000,12.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,13.7700,13.7700,
"Vodka","850010806143","1876 Vodka 1L","Warehouse","","",,"",1367.6200,118.0000,0.0000,118.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,13.7700,13.7700,
"Vodka","94922365941","1876 Vodka 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",12.9900,10.3400,10.3400,
"Mixer","857438001525","1888 Dirtiest Martini Mix 1L","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",15.9900,11.9400,11.9400,
"Mixer","857438001525","1888 Dirtiest Martini Mix 1L","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",15.9900,11.9400,11.9400,
"Mixer","857438001525","1888 Dirtiest Martini Mix 1L","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",15.9900,11.9400,11.9400,
"Whiskey Irish","080686294047","2 Gingers Irish Whiskey 750ml","Warehouse","","",,"",576.0000,48.0000,0.0000,48.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",22.9900,16.6700,16.6700,
"Orange Wine","8437016956236","20000 Leguas 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",15.9900,12.5000,12.5000,
"Orange Wine","8437016956236","20000 Leguas 750ml","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",15.9900,12.5000,12.5000,
"Orange Wine","8437016956236","20000 Leguas 750ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",15.9900,12.5000,12.5000,
"Craft Beer","859612001314","21st Amendment Blood Orange Cans 6 Pack","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001314","21st Amendment Blood Orange Cans 6 Pack","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001031","21st Amendment Brew Free IPA Cans 6pk","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001031","21st Amendment Brew Free IPA Cans 6pk","Pleasant Valley","","",,"",7.9800,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001185","21st Amendment El Sully Cans 6 Pack","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001185","21st Amendment El Sully Cans 6 Pack","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001024","21st Amendment Seasonal Release Cans 6 Pack","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001024","21st Amendment Seasonal Release Cans 6 Pack","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001581","21st Amendment Sparkle Cans 6 Pack","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Craft Beer","859612001581","21st Amendment Sparkle Cans 6 Pack","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",11.9900,8.8800,8.8800,
"Red New World","664228300047","22 Pirates Red Blend 750ml","Airport","","",,"",84.3500,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",24.9900,18.7400,18.7400,
"Red New World","664228300047","22 Pirates Red Blend 750ml","Oak Hill","","",,"",118.0900,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",24.9900,18.7400,18.7400,
"Red New World","664228300047","22 Pirates Red Blend 750ml","Pleasant Valley","","",,"",118.0900,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",24.9900,18.7400,18.7400,
"Whiskey Bourbon/American","856491003132","291 Barrel Proof Bourbon 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",119.9900,93.7400,93.7400,
"Whiskey Bourbon/American","856491003132","291 Barrel Proof Bourbon 750ml","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",119.9900,93.7400,93.7400,
"Whiskey Bourbon/American","856491003132","291 Barrel Proof Bourbon 750ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",119.9900,93.7400,93.7400,
"Whiskey Bourbon/American","856491003132","291 Barrel Proof Bourbon 750ml","Warehouse","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",119.9900,93.7400,93.7400,
"Whiskey Rye","856491003057","291 Single Barrel Rye 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",89.9900,68.1700,68.1700,
"Whiskey Rye","856491003057","291 Single Barrel Rye 750ml","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",89.9900,68.1700,68.1700,
"Whiskey Rye","856491003057","291 Single Barrel Rye 750ml","Pleasant Valley","","",,"",119.9867,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",89.9900,68.1700,68.1700,
"Whiskey Rye","856491003057","291 Single Barrel Rye 750ml","Warehouse","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",89.9900,68.1700,68.1700,
"Red Zinfandel","757725777013","3 Ball Zinfandel 2012 750ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",11.9900,7.7800,7.7800,
"Red Zinfandel","757725777013","3 Ball Zinfandel 2012 750ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",11.9900,7.7800,7.7800,
"Tequila","7500326689291","4 Copas Reposado 750ml","Warehouse","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",0.0000,40.7400,0.0000,
"Mezcal","811538013628","400 Conejos Espadin 750ml","Airport","","",,"",121.4400,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",28.9900,22.8900,22.8900,
"Mezcal","811538013628","400 Conejos Espadin 750ml","Oak Hill","","",,"",121.4400,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",28.9900,22.8900,22.8900,
"Mezcal","811538013628","400 Conejos Espadin 750ml","Pleasant Valley","","",,"",101.2000,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",28.9900,22.8900,22.8900,
"Mezcal","811538013628","400 Conejos Espadin 750ml","Warehouse","","",,"",161.9200,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",28.9900,22.8900,22.8900,
"Vodka","080480284312","42 Below 1L","Airport","","",,"",18.5000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,10.5000,10.5000,
"Vodka","080480284312","42 Below 1L","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","1A","",18.9900,10.5000,10.5000,
"Vodka","080480284312","42 Below 1L","Pleasant Valley","","",,"",83.2500,9.0000,0.0000,9.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,10.5000,10.5000,
"Vodka","080480284312","42 Below 1L","Warehouse","","",,"",508.7500,55.0000,0.0000,55.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.9900,10.5000,10.5000,
"Vodka","833597009688","44 North Potato Vodka 750ml","Warehouse","","",,"",237.8400,12.0000,0.0000,12.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",27.9900,22.0200,22.0200,
"Craft Beer","852674006198","512 Cascabel Cream Stout 4pk Bottles","Airport","","",,"",15.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.9900,8.5000,8.5000,
"Craft Beer","852674006198","512 Cascabel Cream Stout 4pk Bottles","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.9900,8.5000,8.5000,
"Craft Beer","852674006389","512 Citra Summer 6pk Bottles","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.9900,9.0000,9.0000,
"Craft Beer","852674006389","512 Citra Summer 6pk Bottles","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.9900,9.0000,9.0000,
"Craft Beer","852674006013","512 Double Pecan Porter 750ml","Airport","","",,"",90.0000,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",17.9900,14.1200,14.1200,
"Craft Beer","852674006013","512 Double Pecan Porter 750ml","Pleasant Valley","","",,"",60.0000,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",17.9900,14.1200,14.1200,
"Craft Beer","852674006068","512 IPA 6pk Bottles","Airport","","",,"",16.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006068","512 IPA 6pk Bottles","Oak Hill","","",,"",56.0000,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006068","512 IPA 6pk Bottles","Pleasant Valley","","",,"",32.0000,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006068","512 IPA 6pk Bottles","Warehouse","","",,"",304.0000,38.0000,0.0000,38.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006362","512 Nut Brown 6pk Bottles","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006362","512 Nut Brown 6pk Bottles","Oak Hill","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006362","512 Nut Brown 6pk Bottles","Pleasant Valley","","",,"",64.0000,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",10.9900,9.0000,9.0000,
"Craft Beer","852674006150","512 Pale 6 Pack Bottles","Airport","","",,"",42.0000,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.9900,8.0000,0.0000,
