,SKU,Product,Customer,Location,Status,CategoryDear,CategorySale,OnHand,Quantity,Sale,Unit,StockValue
1652,810255020063,Bitter Truth Grapefruit Bitters 200ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.99,59.97
1661,810255020377,Bitter Truth Nut Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,21.99,65.97
1664,810255020360,Bitter Truth Olive Bitters 200ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.99,59.97
1676,810255020391,Bitter Truth Root Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,,
1682,810255020384,Bitter Truth Wood Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,21.99,65.97
1693,737212282770,Bittercube Corazon Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,4.0,,,19.99,79.96
1696,737212282886,Bittercube Jamaican #2 Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.79,59.37
1721,608866961901,Bittermens Citron Sauvage 375ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,7.0,,,14.99,104.93
1742,639767719247,Bittermens New Orleans Coffee 375ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,12.0,,,14.99,179.88
1745,856972005211,Bittermens Orange Cream 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,12.0,,,19.990000000000002,239.88000000000002
1751,856972005242,Bittermens Scarborough Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.99,59.97
1766,852175005041,Bittermilk Charred Grapefruit Tonic 17oz,Customer Square 3,Oak Hill,ACTIVE,Mixer,,5.0,,,14.99,74.95
1778,9781580083591,Bitters A Spirited History,Customer Square 3,Oak Hill,ACTIVE,Books,,3.0,,,24.99,74.97
1798,040232378133,Black Feather Straight Rye 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Rye,,3.0,,,32.99,98.97
1872,855439000738,Bloody Mary Salt Rimmer,Customer Square 3,Oak Hill,ACTIVE,Garnish,,8.0,,,7.0,56.0
1956,8710631219031,Bobbys Dry Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,,6.0,,,41.99,251.94
1971,5060372430107,Bobs Bitters Vanilla 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,4.0,,,31.99,127.96
1977,40001236,Bodega de Edgar CabRhone 750ml,Customer Square 3,Oak Hill,ACTIVE,Red New World,,7.0,,,32.99,230.93
1987,080915037643,Bols Butter Scotch Schnapps 1L,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,3.0,,,12.99,38.97
2009,080480985646,Bombay Bramble 1L,Customer Square 3,Oak Hill,ACTIVE,Gin,,4.0,,,36.99,147.96
2083,852935001801,Botanika Angelica Amaro 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,6.0,,,,
2085,852935001856,Botanika Angelica Bitters 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,6.0,,,28.99,173.94
2171,084105337520,Branca Menta 375ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,3.0,,,15.99,47.97
2210,700686046209,Broc Cellars Love Red 750mL,Customer Square 3,Oak Hill,ACTIVE,Red New World,,4.0,,,21.99,87.96
2241,816136027091,Brothers Bond Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,,3.0,,,42.99,128.97
2306,812066020171,Brugal Extra Viejo 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,4.0,,,27.99,111.96
2320,087236700379,Bruichladdich Islay Barley 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,,5.0,,,75.99,379.95
2347,850012626091,Brush Creek Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,,3.0,,,58.99,176.97
2351,850012626107,Brush Creek Rye 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Rye,,3.0,,,,
2682,3268140000145,Cap Corse Quinquina Rouge 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,3.0,,,21.99,65.97
2746,898563002605,Carpano Antica 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,6.0,,,34.99,209.94
2749,8004400076971,Carpano Bianco 1L,Customer Square 3,Oak Hill,ACTIVE,Fortified,,3.0,,,24.990000000000002,74.97
2764,898563002575,Carpano Dry 375ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,4.0,,,13.107647058823531,52.430588235294124
2767,898563002537,Carpano Dry Vermouth 1L,Customer Square 3,Oak Hill,ACTIVE,Fortified,,5.0,,,24.990000000000002,124.95000000000002
2784,5602246111110,Casa Do Valle Vino Verde 750ml,Customer Square 3,Oak Hill,ACTIVE,White,,6.0,,,9.96142857142857,59.76857142857142
2828,856724006114,Casamigos Blanco 750ml,Customer Square 3,Oak Hill,ACTIVE,Tequila,,6.0,,,49.99,299.94
2957,786992210121,Chairmans Forgotten Cask 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,3.0,,,47.99,143.97
3022,853117005006,Chareau Aloe Liqueur 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,4.0,,,44.99,179.96
3302,695521151739,Citadelle Reserve 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,,3.0,,,44.99,134.97
3405,182972001206,Clement Rhum Blanc Agricole 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,6.0,,,19.990000000000002,119.94000000000001
3431,856980005333,Cobrafire Eau De Vie De Rasin 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,,3.0,,,49.99,149.97
3499,791090529693,Cocktail Kingdom Coco Mesh Strainer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,9.0,,,10.77,96.92999999999999
3534,123490,Cocktail Kingdom Japanese Jigger .5-.75 oz Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,8.0,,,18.0,144.0
3553,123496,Cocktail Kingdom Julep Strainer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,6.0,,,20.0,120.0
3556,123497,Cocktail Kingdom Julep Strainer Gold,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,5.0,,,22.0,110.0
3568,791090532358,Cocktail Kingdom Mixtin Beaker 625ml,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,3.0,,,43.0,129.0
3577,791090529136,Cocktail Kingdom Pineapple Barspoon Stainless,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,6.0,,,25.0,150.0
3590,791090526074,Cocktail Kingdom Skull Barspoon Stainless,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,6.0,,,25.0,150.0
3609,1234500000064,Cocktail Kingdom Teardrop Double Stirrer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,4.0,,,26.0,104.0
3612,1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,4.0,,,22.4,89.6
3615,1234500000066,Cocktail Kingdom Teardrop Double Stirrer Stainless,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,4.0,,,20.0,80.0
3686,736040523888,Combier Elicser 375ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,3.0,,,28.99,86.97
3848,123553,Copper Cocktail Picks,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,,36.0,,,3.0,108.0
4016,080686967613,Cruzan Blackstrap 1L,Customer Square 3,Oak Hill,ACTIVE,Rum,,3.0,,,19.865,59.595
4051,7500326213076,Dakabend Mexican Rum 1L,Customer Square 3,Oak Hill,ACTIVE,Rum,,3.0,,,44.99,134.97
4071,088076184541,Dalwhinnie Distillers Edition 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,,3.0,,,99.99,299.96999999999997
4294,618397201391,Del Maguey Barril 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,4.0,,,,
4303,618397201018,Del Maguey Espadin Especial 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,129.99,389.97
4332,618397950015,Del Maguey San Luis del Rio 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,6.0,,,78.99,473.93999999999994
4335,618397110013,Del Maguey San Luis del Rio Azul 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,8.0,,,129.99,1039.92
4340,618397201230,Del Maguey San Pedro Taviche 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,,
4392,7503019735541,Derrumbes Michoacan Chino Alto 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,82.865,248.59499999999997
4395,613739980552,Derrumbes Oaxaca 200ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,6.0,,,17.99,107.94
4410,708747152913,Derrumbes Tamaulipas Ensamble 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,81.99,245.96999999999997
4413,613739980583,Derrumbes Zacatecas Blue Weber 200ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,4.0,,,21.990000000000002,87.96000000000001
4416,708747152920,Derrumbes Zacatecas Blue Weber 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,4.0,,,63.99,255.96
4439,3507110017111,Deux Moulins Rose 750ml,Customer Square 3,Oak Hill,ACTIVE,Rose,,6.0,,,9.99,59.94
4559,860002029917,District Distilling Wild Bark Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,,6.0,,,39.99,239.94
4719,190046000048,Don Mateo Cupreata 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,75.99,227.96999999999997
4723,190046000031,Don Mateo Manso De Sahuayo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,5.0,,,84.99,424.95
4729,190046000024,Don Mateo Silvestre 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,,
4759,850021602017,Dos Deus Vermouth White 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,6.0,,,,
4774,1234500000081,Double Zero Apple Eau De Vie 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,,3.0,,,86.99,260.96999999999997
4790,610696409744,Dr Adams Aphrodite Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.99,59.97
4796,5060185876215,Dr Adams Spanish Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.99,59.97
4813,5425007810516,Drie Fonteinen Oude Geuze 1.5L,Customer Square 3,Oak Hill,ACTIVE,Craft Beer,,3.0,,,62.99,188.97
4817,9780399580550,Drinking Distilled A Users Manual,Customer Square 3,Oak Hill,ACTIVE,Books,,3.0,,,16.99,50.97
4870,096749401307,Dubonnet Rouge 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,3.0,,,15.99,47.97
4893,3267130034405,Duquesne Rhum Agricole Dark 1L,Customer Square 3,Oak Hill,ACTIVE,Rum,,3.0,,,33.99,101.97
4914,085000004210,E & J VS Brandy 200ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,,20.0,,,3.99,79.80000000000001
5071,852681918064,El Buho Tepeztate 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,89.99000000000001,269.97
5123,711629001308,El Dorado Diamond White 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,3.0,,,12.99,38.97
5157,850012903499,El Guapo Falernum Syrup 8.5oz,Customer Square 3,Oak Hill,ACTIVE,Mixer,,4.0,,,12.99,51.96
5174,850012903116,El Guapo Mojito Syrup 8.5oz,Customer Square 3,Oak Hill,ACTIVE,Mixer,,3.0,,,12.99,38.97
5190,850012903208,El Guapo Spiced Cocoa Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,7.0,,,19.99,139.92999999999998
5193,850012903444,El Guapo Summer Berries Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,19.99,59.97
5377,098709086425,Emilio Hidalgo PX Sherry 500ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,3.0,,,20.99,62.97
5385,709081489697,Enoz La Monade Fiano 750ml,Customer Square 3,Oak Hill,ACTIVE,Orange Wine,,4.0,,,28.990000000000002,115.96000000000001
5388,28682868,Epoch Estate Blend 750ml,Customer Square 3,Oak Hill,ACTIVE,Red New World,,3.0,,,59.989999999999995,179.96999999999997
5391,678113000165,Ercole Barbera del Monferatto DOC 1L,Customer Square 3,Oak Hill,ACTIVE,Red Old World,,4.0,,,14.99,59.96
5426,858666003121,Esporao Alandra Red BIB 3L,Customer Square 3,Oak Hill,ACTIVE,Red Old World,,6.0,,,23.85666666666667,143.14000000000001
5436,858666003046,Esporao Monte Velho White 750ml,Customer Square 3,Oak Hill,ACTIVE,White,,3.0,,,11.175185185185185,33.525555555555556
5481,088004021955,Evangelines Praline Liqueur 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,3.0,,,17.99,53.97
5546,761503725523,Fattoria Moretto Lambrusco Monovitigno 750ml,Customer Square 3,Oak Hill,ACTIVE,Bubbles,,8.0,,,24.903793103448276,199.2303448275862
5555,791863140506,Fee Brothers Aromatic Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.99,23.97
5576,791863144535,Fee Brothers Elderflower Water 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.99,23.97
5588,791863144504,Fee Brothers Hibiscus Water 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.99,23.97
5594,791863144528,Fee Brothers Lavender Water 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.989999999999999,23.97
5600,791863140759,Fee Brothers Lime Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.99,23.97
5603,791863140537,Fee Brothers Mint Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.989999999999999,23.97
5612,791863140520,Fee Brothers Peach Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,7.989999999999999,23.97
5623,791863140766,Fee Brothers Toasted Almond Bitters 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,4.0,,,7.723333333333334,30.893333333333334
5732,000309515038,Fidencio Mezcal 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,5.0,,,38.99,194.95000000000002
5797,9780399579004,Finding Mezcal,Customer Square 3,Oak Hill,ACTIVE,Books,,5.0,,,30.0,150.0
5913,039383009577,Foro Amaro 1L,Customer Square 3,Oak Hill,ACTIVE,Amaro,,3.0,,,26.99,80.97
6009,724803018467,Foursquare Indelible 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,6.0,,,85.99000000000001,515.94
6199,851756002219,Garrison Brothers 375ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,,3.0,,,39.99,119.97
6276,852322814038,Giffard Cassis 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,6.0,,,33.14,198.84
6300,852322814182,Giffard Orgeat Sirop 1L,Customer Square 3,Oak Hill,ACTIVE,Non Alcoholic Beverage,,4.0,,,19.990000000000002,79.96000000000001
6312,852322824174,Giffard Piment D'Espelette 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,6.0,,,33.99,203.94
6317,852322824181,Giffard Triple Sec 1L,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,6.0,,,,
6404,083664990405,Glenfiddich 15y Solera 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,,3.0,,,74.99,224.96999999999997
6494,081753810863,Glenmorangie Lasanta 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,,3.0,,,59.99,179.97
6505,12345000000922,Glenmorangie Quinta Ruban 50ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,,4.0,,,4.3133333333333335,17.253333333333334
6538,086767500106,Goldschlager 200ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,3.0,,,8.99,26.97
6606,086785890036,Gracias A Dios Tobala 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,74.99,224.96999999999997
6664,618115105086,Granada Vallet 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,3.0,,,33.99,101.97
6670,097985140678,Granbazan Albarino Ambar 750ml,Customer Square 3,Oak Hill,ACTIVE,White,,3.0,,,19.99,59.97
6673,3770009550000,Grand Brulot Cafe Liqueur 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,3.0,,,39.99,119.97
6748,854493005246,Gregarious Grump 16yr Guyana 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,4.0,,,152.99,611.96
6788,761503541550,Gros Nore Bandol Rose 750ml,Customer Square 3,Oak Hill,ACTIVE,Rose,,4.0,,,29.99,119.96
6802,761503723390,Guido Porro Barolo Lazzairasco 2014 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,,3.0,,,49.99,149.97
6817,804879609544,Gulp Hablo Verdejo 1L,Customer Square 3,Oak Hill,ACTIVE,White,,6.0,,,16.990000000000002,101.94000000000001
6835,496496496496,Gusto Historico Juan Garcia Tobaxiche Amarillo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,129.99,389.97
6838,469469469469,Gusto Historico Juan Vazquez Blend of 4 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,129.99,389.97
6851,485000485485,Gusto Historico Victor Ramos Espadin Bicuixe 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,5.0,,,99.99000000000001,499.95000000000005
6860,336591001318,H Bourgeois LCdMD Sancerre Blanc 750mL,Customer Square 3,Oak Hill,ACTIVE,White,,4.0,,,35.99,143.96
6865,7503007775061,Hacienda De Banuelos Masparillo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,4.0,,,89.99,359.96
6867,7503007775078,Hacienda De Banuelos Tepemete 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,4.0,,,99.99,399.96
7087,792834858109,Hella Bitters Apple Blossom 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,6.0,,,14.99,89.94
7099,850001070102,Hella Bitters Ginger 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,6.0,,,14.99,89.94
7105,850001070096,Hella Bitters Orange 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,6.0,,,14.99,89.94
7111,850001070119,Hella Bitters Smoked Chili 5oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,6.0,,,14.99,89.94
7185,5601196010771,Henriques and Henriques Dry 5yr Madeira 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,,5.0,,,22.990000000000002,114.95000000000002
7334,250250250,HoochHouse Pin,Customer Square 3,Oak Hill,ACTIVE,Retail,,24.0,,,3.5,84.0
7468,051497104962,Ilegal Mezcal Joven 375ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,3.0,,,23.69,71.07000000000001
7474,051497104979,Ilegal Mezcal Reposado 375ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,,6.0,,,,
7494,8534780011670,Independence Peach Emoji Sour Cans 6 Pack,Customer Square 3,Oak Hill,ACTIVE,Craft Beer,,4.0,,,9.99,39.96
7508,851532005267,Infuse Bitters Cassia Bark 4oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,3.0,,,,
7541,857262003092,Ivy Mountain Corn Whiskey 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,,5.0,,,51.99,259.95
7544,857262003108,Ivy Mountain Peach Brandy 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,,4.0,,,49.99,199.96
7550,4976881502482,Iwai Mars 45 1.8L,Customer Square 3,Oak Hill,ACTIVE,Whiskey Japanese,,6.0,,,79.99,479.93999999999994
7576,748252169372,J Rieger Caffe Amaro 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,3.0,,,34.99,104.97
7579,748252169280,J Rieger Dry Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,,3.0,,,29.99,89.97
7582,721059001977,J Wray Gold 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,,3.0,,,16.99,50.97
7625,082184003466,Jack Daniels Rye 1L,Customer Square 3,Oak Hill,ACTIVE,Whiskey Rye,,3.0,,,35.99,107.97
7642,082184002094,Jack Daniels Single Barrel Rye 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Rye,,5.0,,,54.99,274.95
7659,859975003031,Jack Rudy Aromatic Bitters 2oz,Customer Square 3,Oak Hill,ACTIVE,Bitters,,4.0,,,14.99,59.96
7664,859975003079,Jack Rudy Sweet Tea Syrup 500ml,Customer Square 3,Oak Hill,ACTIVE,Mixer,,4.0,,,17.99,71.96
7696,083089000185,Jagermeister Cold Brew Mini 10pk 20ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,6.0,,,,
7793,736040537175,Jelinek Amaro 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,3.0,,,18.99,56.97
7796,736040505372,Jelinek Fernet 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,,4.0,,,18.99,75.96
7808,850995005845,Jeppsons Straight Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,,4.0,,,25.99,103.96
7957,664841000577,Joan d'Anguera Altaroses Grenache 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,,6.0,,,19.99,119.94
8069,3760174333034,Joy VSOP 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,,3.0,,,39.99,119.97
8111,089540535548,Kahlua Blonde Roast 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,,3.0,,,24.99,74.97
8219,4589633900308,Ki No Bi Navy Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,,3.0,,,81.99,245.96999999999997
8222,4589633900544,Ki No Tea Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,,7.0,,,79.99,559.93
8243,080686187295,Kilbeggan Single Pot Still 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Irish,,4.0,,,43.70428571428572,174.81714285714287
8255,857203007820,King Floyds Black Lava 4oz,Customer Square 3,Oak Hill,ACTIVE,Garnish,,6.0,,,11.99,71.94
8261,857203007318,King Floyds Chocolate Cinn 4oz,Customer Square 3,Oak Hill,ACTIVE,Garnish,,6.0,,,11.99,71.94
8272,857203007066,King Floyds Sriracha 4oz,Customer Square 3,Oak Hill,ACTIVE,Garnish,,6.0,,,11.99,71.94
8276,09331457,King Lighter,Customer Square 3,Oak Hill,ACTIVE,Tobacco,,50.0,,,0.47572815533980584,23.78640776699029
8293,853396007180,Kings County Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey American Single Malt,,4.0,,,69.99,279.96
8299,853396007258,Kings County Empire Rye 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey American Single Malt,,3.0,,,104.99000000000001,314.97
8305,853396007203,Kings County Single Malt 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey American Single Malt,,3.0,,,69.99,209.96999999999997
