Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity
City Orchard Lavender 4pk,Customer Square 2,7,0.23076923076923078,0.723649527777953,0,4,0.0,0.0,0.0,Create/Update,855082008044,2,6
City Orchard Lavender 4pk,Customer Square 3,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,855082008044,2,6
City Orchard Mr. Green 4pk,Customer Square 1,7,0.21153846153846154,0.5992475558031878,0,3,0.0,0.0,0.0,Create/Update,855082008167,2,6
City Orchard Mr. Green 4pk,Customer Square 2,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,855082008167,2,6
City Orchard Mr. Green 4pk,Customer Square 3,4,0.1346153846153846,0.5199425320998375,0,3,0.0,0.0,0.0,Create/Update,855082008167,2,6
City Orchard Plum 4pk,Customer Square 1,4,0.11538461538461539,0.46632137126854395,0,3,0.0,0.0,0.0,Create/Update,855082008327,2,6
City Orchard Plum 4pk,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,855082008327,2,6
City Orchard Plum 4pk,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,855082008327,2,6
Clairin Rum Casimir 750ml,Customer Square 1,11,0.25,0.5142208445046514,0,2,0.0,0.0,0.0,Create/Update,810852032179,1,2
Clairin Rum Casimir 750ml,Customer Square 2,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,810852032179,2,2
Clairin Rum Casimir 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,810852032179,1,2
Clairin Rum Le Rocher 750ml,Customer Square 1,9,0.17307692307692307,0.3783137610174231,0,1,0.0,0.0,0.0,Create/Update,810852032094,1,2
Clairin Rum Le Rocher 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,810852032094,2,0
Clairin Rum Le Rocher 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,810852032094,1,2
Clairin Rum Sajous 750ml,Customer Square 1,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,810852032063,1,2
Clairin Rum Sajous 750ml,Customer Square 2,9,0.17307692307692307,0.3783137610174231,0,1,0.0,0.0,0.0,Create/Update,810852032063,2,2
Clairin Rum Sajous 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,810852032063,1,2
Clairin Rum Vaval 750ml,Customer Square 1,12,0.28846153846153844,0.5992475558031879,0,3,0.0,0.0,0.0,Create/Update,810852032070,1,2
Clairin Rum Vaval 750ml,Customer Square 2,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,810852032070,2,2
Clairin Rum Vaval 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,810852032070,1,2
Clase Azul Gold 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,20212030039,1,3
Clase Azul Gold 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,20212030039,2,3
Clase Azul Plata 750ml,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,81240049547,1,6
Clase Azul Plata 750ml,Customer Square 2,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,81240049547,2,6
Clase Azul Plata 750ml,Customer Square 3,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,81240049547,1,6
Clase Azul Reposado 750ml,Customer Square 1,6,0.17307692307692307,0.5449472044347983,0,3,0.0,0.0,0.0,Create/Update,81240049516,1,6
Clase Azul Reposado 750ml,Customer Square 2,20,0.5961538461538461,0.9042552265775958,0,4,0.0,0.0,1.0,Create/Update,81240049516,3,6
Clase Azul Reposado 750ml,Customer Square 3,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,81240049516,1,6
Claude Chatelier Cognac VS 750ml,Customer Square 2,5,0.15384615384615385,0.5329387100211929,0,3,0.0,0.0,0.0,Create/Update,695521104100,6,12
Clear Creek Eau de vie Douglas Fir 375ml,Customer Square 1,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,16976532001,1,3
Clear Creek Eau de vie Douglas Fir 375ml,Customer Square 2,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,16976532001,1,3
Clear Creek Eau de vie Douglas Fir 375ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,16976532001,1,3
Clement 10y Grand Reserve 750ml,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,182972000537,1,6
Clement 10y Grand Reserve 750ml,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,182972000537,1,6
Clement 10y Grand Reserve 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,182972000537,1,6
Clement 15y 750ml,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,182972000544,0,6
Clement 15y 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,182972000544,0,6
Clement 15y 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,182972000544,0,6
Clement Canne Bleue Rhum 750ml,Customer Square 1,8,0.19230769230769232,0.4819216956208333,0,2,0.0,0.0,0.0,Create/Update,182972000407,2,6
Clement Canne Bleue Rhum 750ml,Customer Square 2,14,0.3269230769230769,0.579162321014446,0,2,0.0,0.0,1.0,Create/Update,182972000407,6,6
Clement Canne Bleue Rhum 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,182972000407,1,6
Clement Coconut 750ml,Customer Square 1,8,0.17307692307692307,0.4261253808876988,0,2,0.0,0.0,0.0,Create/Update,128972000474,3,6
Clement Coconut 750ml,Customer Square 2,10,0.21153846153846154,0.4530468842072979,0,2,0.0,0.0,0.0,Create/Update,128972000474,3,12
Clement Coconut 750ml,Customer Square 3,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,128972000474,1,6
Clement Creole Shrubb 750ml,Customer Square 1,13,0.3076923076923077,0.6056929133855239,0,3,0.0,0.0,0.25,Create/Update,182972000025,2,6
Clement Creole Shrubb 750ml,Customer Square 2,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,182972000025,2,6
Clement Creole Shrubb 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,182972000025,2,6
Clement Premiere Cane 750ml,Customer Square 1,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0,Create/Update,182972000001,1,6
Clement Premiere Cane 750ml,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,182972000001,6,6
Clement Premiere Cane 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,182972000001,1,6
Clement Rhum Blanc Agricole 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,182972001206,1,6
Clement Rhum Blanc Agricole 750ml,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,182972001206,6,6
Clement Rhum Blanc Agricole 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,182972001206,1,6
Clement Rhum VSOP 750ml,Customer Square 1,13,0.25,0.4330127018922193,0,1,0.0,0.0,0.25,Create/Update,182972000513,1,6
Clement Rhum VSOP 750ml,Customer Square 2,14,0.3076923076923077,0.5384615384615385,0,2,0.0,0.0,1.0,Create/Update,182972000513,2,6
Clement Rhum VSOP 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,182972000513,1,6
Clement Select Barrel 750ml,Customer Square 1,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,182972000421,1,6
Clement Select Barrel 750ml,Customer Square 2,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,182972000421,2,6
Clement Select Barrel 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,182972000421,1,6
Clement XO 750ml,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,182972000520,1,6
Clement XO 750ml,Customer Square 2,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,182972000520,2,6
Clement XO 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,182972000520,1,6
Clipper Full Flavor Kings,Customer Square 1,45,2.8846153846153846,1.9966688234488323,0,8,1.0,3.0,4.25,Create/Update,812615001538,15,20
Clipper Menthol Kings,Customer Square 1,42,2.980769230769231,2.6201173242622953,0,9,1.0,2.0,5.0,Create/Update,812615001545,10,20
Clyde Mays Alabama Whiskey 750ml,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,56160000015,12,6
Clynelish 14y 750ml,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,88076163485,1,6
Clynelish 14y 750ml,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,88076163485,3,6
Clynelish 14y 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,88076163485,1,6
Cobrafire Eau De Vie De Rasin 750ml,Customer Square 1,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,856980005333,1,2
Cobrafire Eau De Vie De Rasin 750ml,Customer Square 2,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0,Create/Update,856980005333,3,4
Cobrafire Eau De Vie De Rasin 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,856980005333,1,2
Cocchi Americano 750ml,Customer Square 1,25,0.7115384615384616,0.8844063298128398,0,3,0.0,0.0,1.0,Create/Update,8007117010061,3,6
Cocchi Americano 750ml,Customer Square 2,23,0.5961538461538461,0.7405719043834501,0,2,0.0,0.0,1.0,Create/Update,8007117010061,6,12
Cocchi Americano 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,8007117010061,3,6
Cocchi Barolo Chinato 1L,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,8007117010115,1,3
Cocchi Barolo Chinato 1L,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,8007117010115,4,4
Cocchi Barolo Chinato 1L,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,8007117010115,1,3
Cocchi Barolo Chinato 500ml,Customer Square 1,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,8007117010078,1,2
Cocchi Barolo Chinato 500ml,Customer Square 2,8,0.25,0.6467373738769322,0,3,0.0,0.0,0.0,Create/Update,8007117010078,2,2
Cocchi Barolo Chinato 500ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,8007117010078,1,2
Cocchi Di Torino 750ml,Customer Square 1,37,1.5,1.1848401385191818,0,4,0.0,2.0,2.0,Create/Update,8007117010108,3,6
Cocchi Di Torino 750ml,Customer Square 2,37,1.6153846153846154,1.5210553794834758,0,7,0.0,2.0,2.0,Create/Update,8007117010108,6,12
Cocchi Di Torino 750ml,Customer Square 3,15,0.3269230769230769,0.5791623210144459,0,3,0.0,0.0,1.0,Create/Update,8007117010108,3,6
Cocchi Dopo Teatro Vermouth Amaro 500ml,Customer Square 1,13,0.25,0.4330127018922193,0,1,0.0,0.0,0.25,Create/Update,8007117011495,2,4
Cocchi Dopo Teatro Vermouth Amaro 500ml,Customer Square 2,10,0.21153846153846154,0.4530468842072979,0,2,0.0,0.0,0.0,Create/Update,8007117011495,2,4
Cocchi Dopo Teatro Vermouth Amaro 500ml,Customer Square 3,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,8007117011495,2,4
Cocchi Rosa 750ml,Customer Square 1,16,0.40384615384615385,0.6866758104368126,0,3,0.0,0.0,1.0,Create/Update,8007117010085,3,4
Cocchi Rosa 750ml,Customer Square 2,8,0.17307692307692307,0.4261253808876988,0,2,0.0,0.0,0.0,Create/Update,8007117010085,6,12
Cocchi Rosa 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,8007117010085,1,4
Cocktail & Sons Fassionola 8oz,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,646341816629,2,4
Cocktail & Sons Fassionola 8oz,Customer Square 2,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,646341816629,2,4
Cocktail & Sons Fassionola 8oz,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,646341816629,2,4
Cocktail & Sons Honey Ginger 8oz,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,46139877991,2,4
Cocktail & Sons Honey Ginger 8oz,Customer Square 2,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,46139877991,2,4
Cocktail & Sons Honey Ginger 8oz,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,46139877991,2,4
Cocktail & Sons Honeysuckle and Peppercorns 8oz,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,728028374926,2,4
Cocktail & Sons Honeysuckle and Peppercorns 8oz,Customer Square 2,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,728028374926,2,4
Cocktail & Sons Honeysuckle and Peppercorns 8oz,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,728028374926,2,4
Cocktail & Sons Mint and Verbena 8oz,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,728028374919,2,4
Cocktail & Sons Mint and Verbena 8oz,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,728028374919,2,4
Cocktail & Sons Mint and Verbena 8oz,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,728028374919,2,4
Cocktail & Sons Oleo Saccharum 8oz,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,728028374933,3,4
Cocktail & Sons Oleo Saccharum 8oz,Customer Square 2,3,0.09615384615384616,0.44976982936640375,0,3,0.0,0.0,0.0,Create/Update,728028374933,3,4
Cocktail & Sons Oleo Saccharum 8oz,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,728028374933,3,4
Cocktail & Sons Spiced Demerara 8oz,Customer Square 1,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,728028374940,3,4
Cocktail & Sons Spiced Demerara 8oz,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,728028374940,3,4
Cocktail & Sons Spiced Demerara 8oz,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,728028374940,3,4
Cocktail Codex,Customer Square 1,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,9781607749707,3,3
Cocktail Codex,Customer Square 2,8,0.17307692307692307,0.4261253808876988,0,2,0.0,0.0,0.0,Create/Update,9781607749707,3,3
Cocktail Codex,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,9781607749707,3,3
Cocktail Kingdom Antique Hawthorne,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,791090525831,2,4
Cocktail Kingdom Antique Hawthorne,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,791090525831,2,4
Cocktail Kingdom Antique Hawthorne,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,791090525831,2,4
Cocktail Kingdom Atomizer 50ml,Customer Square 1,7,0.21153846153846154,0.660318642822669,0,4,0.0,0.0,0.0,Create/Update,791090529099,5,15
Cocktail Kingdom Atomizer 50ml,Customer Square 2,21,0.5576923076923077,0.8415521725785027,0,4,0.0,0.0,1.0,Create/Update,791090529099,5,15
Cocktail Kingdom Atomizer 50ml,Customer Square 3,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,791090529099,5,15
Cocktail Kingdom Bitters Bottle 100ml Stainless,Customer Square 1,6,0.34615384615384615,1.4126436670928426,0,9,0.0,0.0,0.0,Create/Update,791090529785,6,12
Cocktail Kingdom Bitters Bottle 100ml Stainless,Customer Square 2,8,0.75,3.373397055240858,0,24,0.0,0.0,0.0,Create/Update,791090529785,12,12
Cocktail Kingdom Bitters Bottle 100ml Stainless,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,791090529785,6,12
Cocktail Kingdom Bitters Bottle 50ml,Customer Square 1,8,0.19230769230769232,0.4819216956208333,0,2,0.0,0.0,0.0,Create/Update,791090529723,6,12
Cocktail Kingdom Bitters Bottle 50ml,Customer Square 2,4,0.3076923076923077,1.2790991652550685,0,7,0.0,0.0,0.0,Create/Update,791090529723,6,12
Cocktail Kingdom Bitters Bottle 50ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,791090529723,6,12
Cocktail Kingdom Channel Knife,Customer Square 1,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,123479,6,6
Cocktail Kingdom Channel Knife,Customer Square 2,10,0.19230769230769232,0.3941134909984461,0,1,0.0,0.0,0.0,Create/Update,123479,6,6
Cocktail Kingdom Channel Knife,Customer Square 3,3,0.11538461538461539,0.505882555306381,0,3,0.0,0.0,0.0,Create/Update,123479,6,6
Cocktail Kingdom Coco Mesh Strainer Black,Customer Square 1,12,0.25,0.47535411901185676,0,2,0.0,0.0,0.0,Create/Update,791090529716,4,6
Cocktail Kingdom Coco Mesh Strainer Black,Customer Square 2,19,0.5576923076923077,0.9489561378057946,0,4,0.0,0.0,1.0,Create/Update,791090529716,4,6
Cocktail Kingdom Coco Mesh Strainer Black,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,791090529716,4,6
Cocktail Kingdom Coco Mesh Strainer Copper,Customer Square 1,10,0.23076923076923078,0.541201818441165,0,3,0.0,0.0,0.0,Create/Update,791090529693,4,6
Cocktail Kingdom Coco Mesh Strainer Copper,Customer Square 2,11,0.21153846153846154,0.4530468842072979,0,2,0.0,0.0,0.0,Create/Update,791090529693,4,6
Cocktail Kingdom Coco Mesh Strainer Copper,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,791090529693,4,6
Cocktail Kingdom Coco Mesh Strainer Gold,Customer Square 1,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,791090529709,4,6
Cocktail Kingdom Coco Mesh Strainer Gold,Customer Square 2,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0,Create/Update,791090529709,4,6
Cocktail Kingdom Coco Mesh Strainer Gold,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,791090529709,4,6
Cocktail Kingdom Coco Mesh Strainer Stainless,Customer Square 1,14,0.4230769230769231,0.7682686290553146,0,3,0.0,0.0,1.0,Create/Update,791090525770,6,6
Cocktail Kingdom Coco Mesh Strainer Stainless,Customer Square 2,12,0.5,1.2934747477538644,0,8,0.0,0.0,0.0,Create/Update,791090525770,6,6
Cocktail Kingdom Coco Mesh Strainer Stainless,Customer Square 3,11,0.23076923076923078,0.4647325374459451,0,2,0.0,0.0,0.0,Create/Update,791090525770,6,6
Cocktail Kingdom Ice Ball Mold,Customer Square 1,13,0.36538461538461536,0.7345549713378569,0,3,0.0,0.0,0.25,Create/Update,791090525688,10,20
Cocktail Kingdom Ice Ball Mold,Customer Square 2,11,0.3269230769230769,0.6994820569028157,0,3,0.0,0.0,0.0,Create/Update,791090525688,10,20
Cocktail Kingdom Ice Ball Mold,Customer Square 3,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,791090525688,4,20
Cocktail Kingdom Ice Mallet,Customer Square 1,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,123484,4,4
Cocktail Kingdom Ice Mallet,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,123484,4,4
Cocktail Kingdom Ice Mallet,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,123484,4,4
Cocktail Kingdom Ice Pick,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,123485,4,4
Cocktail Kingdom Ice Pick,Customer Square 2,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,123485,4,4
Cocktail Kingdom Ice Pick,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,123485,4,4
Cocktail Kingdom Ice Tray 1.25in,Customer Square 1,19,0.5384615384615384,0.8651709137847686,0,4,0.0,0.0,1.0,Create/Update,791090525671,10,20
Cocktail Kingdom Ice Tray 1.25in,Customer Square 2,14,0.3076923076923077,0.5384615384615385,0,2,0.0,0.0,1.0,Create/Update,791090525671,10,20
Cocktail Kingdom Ice Tray 1.25in,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,791090525671,10,20
Cocktail Kingdom Ice Tray 2.5in,Customer Square 1,11,0.21153846153846154,0.4083992419537557,0,1,0.0,0.0,0.0,Create/Update,791090525930,5,10
Cocktail Kingdom Ice Tray 2.5in,Customer Square 2,10,0.2692307692307692,0.6237413361625713,0,3,0.0,0.0,0.0,Create/Update,791090525930,5,10
Cocktail Kingdom Ice Tray 2.5in,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,791090525930,5,10
Cocktail Kingdom Ice Tray 2in,Customer Square 1,31,0.8846153846153846,1.0124958908529373,0,5,0.0,1.0,1.0,Create/Update,791090525657,20,20
Cocktail Kingdom Ice Tray 2in,Customer Square 2,44,1.8076923076923077,1.3161491255591289,0,5,1.0,2.0,3.0,Create/Update,791090525657,20,20
Cocktail Kingdom Ice Tray 2in,Customer Square 3,9,0.21153846153846154,0.49367298665359366,0,2,0.0,0.0,0.0,Create/Update,791090525657,6,20
Cocktail Kingdom Ice Tray Collins,Customer Square 1,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0,Create/Update,791090525640,10,20
Cocktail Kingdom Ice Tray Collins,Customer Square 2,12,0.25,0.47535411901185676,0,2,0.0,0.0,0.0,Create/Update,791090525640,10,20
Cocktail Kingdom Ice Tray Collins,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,791090525640,10,20
Cocktail Kingdom Japanese Jigger .5-.75 oz Black,Customer Square 1,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,123666,5,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Black,Customer Square 2,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0,Create/Update,123666,5,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Black,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,123666,2,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Copper,Customer Square 1,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,123490,5,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Copper,Customer Square 2,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,123490,5,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Copper,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,123490,3,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Gold,Customer Square 1,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,123491,5,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Gold,Customer Square 2,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,123491,5,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Gold,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,123491,2,10
Cocktail Kingdom Japanese Jigger .5-.75 oz Stainless,Customer Square 1,6,0.25,0.9172492321316785,0,6,0.0,0.0,0.0,Create/Update,123492,8,15
Cocktail Kingdom Japanese Jigger .5-.75 oz Stainless,Customer Square 2,19,0.4423076923076923,0.6328647181501666,0,2,0.0,0.0,1.0,Create/Update,123492,8,15
Cocktail Kingdom Japanese Jigger .5-.75 oz Stainless,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,123492,8,15
Cocktail Kingdom Japanese Jigger 1-1.5 oz Copper,Customer Square 1,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,123493,5,10
Cocktail Kingdom Japanese Jigger 1-1.5 oz Copper,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,123493,5,10
Cocktail Kingdom Japanese Jigger 1-1.5 oz Copper,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0,Create/Update,123493,5,10
Cocktail Kingdom Japanese Jigger 1oz-2oz Black,Customer Square 1,12,0.28846153846153844,0.5662473793975177,0,2,0.0,0.0,0.0,Create/Update,123665,5,10
Cocktail Kingdom Japanese Jigger 1oz-2oz Black,Customer Square 2,10,0.25,0.584248366575512,0,3,0.0,0.0,0.0,Create/Update,123665,5,10
Cocktail Kingdom Japanese Jigger 1oz-2oz Black,Customer Square 3,4,0.11538461538461539,0.46632137126854395,0,3,0.0,0.0,0.0,Create/Update,123665,5,10
Cocktail Kingdom Julep Strainer Black,Customer Square 1,4,0.11538461538461539,0.46632137126854395,0,3,0.0,0.0,0.0,Create/Update,123495,6,6
Cocktail Kingdom Julep Strainer Black,Customer Square 2,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,123495,6,6
Cocktail Kingdom Julep Strainer Black,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,123495,6,6
Cocktail Kingdom Julep Strainer Copper,Customer Square 1,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0,Create/Update,123496,6,6
