Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,MeanSavings,75Savings
Rhum JM White 1L,Customer Square 3,46,6.596153846153846,6.343560076003839,0,37,2.0,4.5,10.0,Create/Update,182972000292,2,4,53.32,7.0,-5.0,-8.0,-266.6,-426.56
Ricard Anise 750ml,Customer Square 3,12,0.28846153846153844,0.5992475558031879,0,3,0.0,0.0,0.0,Create/Update,080432296677,2,12,29.05,0.0,2.0,2.0,58.1,58.1
Rihei Ginger Shochu 750ml,Customer Square 3,3,0.11538461538461539,0.5058825553063812,0,3,0.0,0.0,0.0,Create/Update,811001031005,1,6,,0.0,1.0,1.0,,
Rittenhouse Rye 750ml,Customer Square 3,50,28.153846153846153,12.70430668253973,0,61,19.0,27.5,34.0,Create/Update,096749702756,3,12,22.5,28.0,-25.0,-31.0,-562.5,-697.5
River Antoine Rivers Rum 700ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,810852037006,3,6,,0.0,3.0,3.0,,
Roger Groult Calvados 18yr 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,899711000207,1,1,,0.0,1.0,1.0,,
Ron Rio Silver Rum 1L,Customer Square 3,22,1.0576923076923077,1.4730066261595902,0,5,0.0,0.0,2.0,Create/Update,085592451331,2,12,6.38,1.0,1.0,0.0,6.38,0.0
Ron Zacapa 23y 750ml,Customer Square 3,29,1.9423076923076923,2.970453614274461,0,18,0.0,1.0,2.25,Create/Update,699013000550,1,6,,2.0,-1.0,-1.0,,
Ron Zacapa XO 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,699013000567,1,6,,0.0,1.0,1.0,,
Rona NIck-Nora Plain 5 1/2 oz,Customer Square 3,1,0.11538461538461539,0.8240109725241748,0,6,0.0,0.0,0.0,Create/Update,289766,6,24,42.0,0.0,6.0,6.0,252.0,252.0
Rothman Apricot 750ml,Customer Square 3,46,6.730769230769231,5.6470393353010975,0,20,2.0,5.5,10.25,Create/Update,9024153040479,1,4,,7.0,-6.0,-9.0,,
Rothman Cherry 750ml,Customer Square 3,2,0.34615384615384615,1.8280360982024835,0,12,0.0,0.0,0.0,Create/Update,9024153040486,1,4,,0.0,1.0,1.0,,
Rothman Creme De Violette 750ml,Customer Square 3,50,3.5961538461538463,2.4981502032243426,0,12,2.0,3.0,4.25,Create/Update,9024153040875,2,3,,4.0,-2.0,-2.0,,
Rothman Orchard Elderberry 750ml,Customer Square 3,4,0.11538461538461539,0.42307692307692313,0,2,0.0,0.0,0.0,Create/Update,9024153040578,2,4,,0.0,2.0,2.0,,
Rothman Peach 750ml,Customer Square 3,19,1.4038461538461537,2.816569212744028,0,12,0.0,0.0,1.0,Create/Update,9024153040523,2,4,,1.0,1.0,1.0,,
Rothman Pear 750ml,Customer Square 3,29,1.0,1.2089410496539776,0,4,0.0,1.0,1.25,Create/Update,9024153040172,1,2,,1.0,0.0,-0.0,,
Routin Vermouth Blanc 750ml,Customer Square 3,5,0.17307692307692307,0.5449472044347983,0,2,0.0,0.0,0.0,Create/Update,612511054689,1,2,13.37,0.0,1.0,1.0,13.37,13.37
Rowans Creek 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,680203040074,3,6,,0.0,3.0,3.0,,
Royal Brackla 12y 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,080480006181,1,6,23.835,0.0,1.0,1.0,23.835,23.835
Ruinart Blanc De Blancs 750ml,Customer Square 3,4,0.5769230769230769,2.1244560737909968,0,12,0.0,0.0,0.0,Create/Update,088076167223,1,6,182.64,1.0,0.0,1.0,0.0,182.64
Ruinart Rose 750ml,Customer Square 3,5,0.6923076923076923,2.249260233417453,0,12,0.0,0.0,0.0,Create/Update,088076167353,2,6,423.54,1.0,1.0,2.0,423.54,847.08
Rujero Bolivian Singani 750ml,Customer Square 3,2,0.1346153846153846,0.8327167344081138,0,6,0.0,0.0,0.0,Create/Update,863342000103,2,2,,0.0,2.0,2.0,,
Rum Bar Gold Rum 1L,Customer Square 3,7,0.9807692307692307,3.8555174481383707,0,25,0.0,0.0,0.0,Create/Update,894108001232,2,2,,1.0,1.0,2.0,,
Rum Bar Overproof 1L,Customer Square 3,9,0.3076923076923077,0.8444037846192364,0,5,0.0,0.0,0.0,Create/Update,894108001041,2,2,,0.0,2.0,2.0,,
Rum Bar Rum Cream 750ml,Customer Square 3,2,0.1346153846153846,0.8327167344081138,0,6,0.0,0.0,0.0,Create/Update,894108001126,2,2,,0.0,2.0,2.0,,
Rum Bar Silver Rum 1L,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,894108001416,1,2,,0.0,1.0,1.0,,
Rum Chata 750ml,Customer Square 3,13,0.6923076923076923,1.4746376548216011,0,7,0.0,0.0,0.25,Create/Update,890355001025,1,6,,1.0,0.0,1.0,,
Rum Fire 750ml,Customer Square 3,44,2.9615384615384617,2.534087140004482,0,12,1.0,2.0,4.0,Create/Update,094922299567,3,3,22.75,3.0,0.0,-1.0,0.0,-22.75
Rumpleminze 1L,Customer Square 3,49,6.711538461538462,5.008978624820166,0,21,3.0,6.0,9.0,Create/Update,086767520043,2,12,27.84,7.0,-5.0,-7.0,-139.2,-194.88
Russells Reserve Bourbon 10yr 750ml,Customer Square 3,35,1.7692307692307692,1.9769380424455996,0,8,0.0,1.0,3.0,Create/Update,721059957502,3,6,,2.0,1.0,0.0,,
Russells Reserve Rye 6y 750ml,Customer Square 3,32,1.6153846153846154,1.952846503813247,0,8,0.0,1.0,2.25,Create/Update,721059967501,2,6,,2.0,0.0,-0.0,,
Russells Reserve Single Barrel Bourbon 750ml,Customer Square 3,4,0.1346153846153846,0.5199425320998375,0,3,0.0,0.0,0.0,Create/Update,721059000000,1,6,,0.0,1.0,1.0,,
Sailor Jerry 750ml,Customer Square 3,10,0.6923076923076923,1.9858970220654752,0,11,0.0,0.0,0.0,Create/Update,083664864461,3,12,14.95,1.0,2.0,3.0,29.9,44.849999999999994
Saint Liberty Berties Bear Gulch 750ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,680750897725,1,6,,0.0,1.0,1.0,,
Sainte Louise Brandy 750ml,Customer Square 3,46,7.788461538461538,4.691795369257087,0,19,5.0,8.0,10.25,Create/Update,040232478666,2,6,67.5,8.0,-6.0,-8.0,-405.0,-540.0
Salers Gentiane 750ml,Customer Square 3,45,2.8846153846153846,1.9773121436964542,0,9,1.0,3.0,4.0,Create/Update,026757132511,1,3,32.5,3.0,-2.0,-3.0,-65.0,-97.5
Sandeman Rainwater Madeira 750ml,Customer Square 3,14,1.1346153846153846,2.0942122270846872,0,8,0.0,0.0,1.25,Create/Update,080432900772,1,6,30.94,1.0,0.0,-0.0,0.0,-0.0
Santa Maria Al Monte Amaro 1L,Customer Square 3,12,0.23076923076923078,0.4213250442347432,0,1,0.0,0.0,0.0,Create/Update,716898965467,1,3,,0.0,1.0,1.0,,
Santa Teresa 1796 Solera 750ml,Customer Square 3,42,4.038461538461538,3.081967019625481,0,12,1.0,4.0,6.0,Create/Update,7591156404604,1,6,,4.0,-3.0,-5.0,,
Santanera Kosher Anejo 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,787790867081,1,6,,0.0,1.0,1.0,,
Santanera Kosher Blanco 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,787790867180,1,6,,0.0,1.0,1.0,,
Santanera Organic Blanco 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,787790867784,1,6,,0.0,1.0,1.0,,
Satoh Shochu 750ml,Customer Square 3,3,0.09615384615384616,0.4047608688432535,0,2,0.0,0.0,0.0,Create/Update,19378719,1,12,77.78,0.0,1.0,1.0,77.78,77.78
Sauza Hornitos Reposado 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,080686835028,3,12,21.69,0.0,3.0,3.0,65.07000000000001,65.07000000000001
Sazerac Rye 1.75L,Customer Square 3,2,0.34615384615384615,1.8280360982024835,0,12,0.0,0.0,0.0,Create/Update,088004021894,0,6,110.34,0.0,0.0,0.0,0.0,0.0
Sazerac Rye 6y 750ml,Customer Square 3,49,11.788461538461538,7.325762072360007,0,31,7.75,11.0,14.25,Create/Update,088004139940,4,6,172.0,12.0,-8.0,-10.0,-1376.0,-1720.0
Scarlet Ibis 750ml,Customer Square 3,32,1.8653846153846154,1.860819155370581,0,7,0.0,2.0,3.0,Create/Update,9024153090856,1,3,,2.0,-1.0,-2.0,,
Scarpa Vemouth di Torino 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,7070292731909,1,4,,0.0,1.0,1.0,,
Schonauer Apfel Liqueur 750ml,Customer Square 3,17,0.5576923076923077,0.9886560718482273,0,4,0.0,0.0,1.0,Create/Update,080368811111,1,2,8.77,1.0,0.0,0.0,0.0,0.0
Scrappys Aromatic Bitters 5oz,Customer Square 3,2,0.23076923076923078,1.2186907321349894,0,8,0.0,0.0,0.0,Create/Update,851561005047,2,4,,0.0,2.0,2.0,,
Scrappys Firewater Bitters 5oz,Customer Square 3,38,4.346153846153846,4.389167677294669,0,14,0.0,3.0,8.0,Create/Update,851561005085,2,4,,4.0,-2.0,-6.0,,
Seagrams Gin 750ml,Customer Square 3,1,0.07692307692307693,0.5493406483494501,0,4,0.0,0.0,0.0,Create/Update,080432401231,2,12,43.8,0.0,2.0,2.0,87.6,87.6
Seedlip Garden 108 700ml,Customer Square 3,23,1.7884615384615385,3.200580106441875,0,17,0.0,0.0,2.0,Create/Update,5060448760015,1,6,56.36,2.0,-1.0,-1.0,-56.36,-56.36
Seedlip Grove 42 700ml,Customer Square 3,37,3.6538461538461537,4.38916767729467,0,23,0.0,3.0,6.0,Create/Update,5060448760350,1,6,28.18,4.0,-3.0,-5.0,-84.53999999999999,-140.9
Seedlip Spice 94 700ml,Customer Square 3,34,2.673076923076923,3.635937895330202,0,20,0.0,2.0,3.25,Create/Update,5060448760008,1,6,28.18,3.0,-2.0,-2.0,-56.36,-56.36
Senor Sotol Durango 750ml,Customer Square 3,9,0.25,0.6162853984216179,0,3,0.0,0.0,0.0,Create/Update,850009098078,1,6,,0.0,1.0,1.0,,
Sheep Dip Blended Scotch 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,087647074434,1,6,33.5,0.0,1.0,1.0,33.5,33.5
Shiner Bock Bottles 6 Pack,Customer Square 3,50,8.634615384615385,6.120673813314517,0,36,4.0,8.0,12.0,Create/Update,088573331011,1,4,32.0,9.0,-8.0,-11.0,-256.0,-352.0
Siembra Azul Reposado 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,850101001037,1,6,,0.0,1.0,1.0,,
Siembra Valles Ancestral 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,850101001136,1,1,,0.0,1.0,1.0,,
Siembra Valles Blanco 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,850101001440,2,4,,0.0,2.0,2.0,,
Siembra Valles Blanco High Proof 750ml,Customer Square 3,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,850101001310,3,2,,0.0,3.0,3.0,,
Sierra Norte Black 750ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,618053113341,1,2,44.4,0.0,1.0,1.0,44.4,44.4
Siete Leguas Anejo 750ml,Customer Square 3,35,1.1730769230769231,1.1045561908287982,0,4,0.0,1.0,2.0,Create/Update,860240019190,1,6,,1.0,0.0,-1.0,,
Siete Leguas Blanco 750ml,Customer Square 3,50,4.480769230769231,2.560726944679401,0,12,3.0,4.0,6.0,Create/Update,860240018964,1,6,,4.0,-3.0,-5.0,,
Siete Leguas Reposado 750ml,Customer Square 3,48,3.3461538461538463,2.0744287015633542,0,9,2.0,3.0,4.25,Create/Update,860240019022,1,6,,3.0,-2.0,-3.0,,
Siglo Cero Pox 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,7500326308819,1,3,,0.0,1.0,1.0,,
Singani 63 750ml,Customer Square 3,20,1.4038461538461537,2.3636641648135353,0,12,0.0,0.0,3.0,Create/Update,7771612000162,1,2,,1.0,0.0,-2.0,,
Sipsmith Lemon Drizzle Gin 750ml,Customer Square 3,25,1.2307692307692308,1.6363113373986653,0,6,0.0,0.0,2.0,Create/Update,5060204341809,1,6,28.08,1.0,0.0,-1.0,0.0,-28.08
Sipsmith London Dry 750ml,Customer Square 3,19,0.6923076923076923,1.3378867023789298,0,8,0.0,0.0,1.0,Create/Update,720815270039,2,6,,1.0,1.0,1.0,,
Sipsmith Sloe Gin 750ml,Customer Square 3,17,0.4423076923076923,0.8415521725785022,0,5,0.0,0.0,1.0,Create/Update,720815270237,1,6,,0.0,1.0,0.0,,
Sipsmith VJOP 750ml,Customer Square 3,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,720815270138,1,6,,0.0,1.0,1.0,,
Skinos Mastiha 750ml,Customer Square 3,22,0.4807692307692308,0.6041645412463466,0,2,0.0,0.0,1.0,Create/Update,789764340132,1,2,,0.0,1.0,0.0,,
Skrewball Peanut Butter Whiskey 750ml,Customer Square 3,4,0.15384615384615385,0.6319875663521147,0,4,0.0,0.0,0.0,Create/Update,860265002405,1,6,,0.0,1.0,1.0,,
Smith and Cross Rum 750ml,Customer Square 3,45,5.134615384615385,3.6586506873533318,0,15,2.0,5.0,8.0,Create/Update,5021692500949,3,3,22.25,5.0,-2.0,-5.0,-44.5,-111.25
Smooth Ambler Contradiction 92 Proof 750ml,Customer Square 3,7,0.5,1.875961292039569,0,12,0.0,0.0,0.0,Create/Update,854570002250,1,6,,0.0,1.0,1.0,,
Smooth Ambler Contradiction Rye 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,854570002397,1,6,,0.0,1.0,1.0,,
Socorro Anejo 750ml,Customer Square 3,13,0.4230769230769231,0.8626023650771462,0,4,0.0,0.0,0.25,Create/Update,698450755467,1,6,,0.0,1.0,1.0,,
Socorro Blanco 750ml,Customer Square 3,30,4.0,5.192450140496147,0,22,0.0,2.0,6.25,Create/Update,698450753463,1,6,,4.0,-3.0,-5.0,,
Socorro Reposado 750ml,Customer Square 3,21,0.8269230769230769,1.2818429317881141,0,6,0.0,0.0,1.0,Create/Update,698450754460,1,6,,1.0,0.0,0.0,,
Soledad Extra Anejo 8y 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,7503006845321,1,6,,0.0,1.0,1.0,,
Solerno Blood Orange Liqueur 750ml,Customer Square 3,19,0.9807692307692307,1.4998767207723416,0,5,0.0,0.0,2.0,Create/Update,083664870202,1,6,21.106666666666666,1.0,0.0,-1.0,0.0,-21.106666666666666
Sombra Mezcal Joven 1L,Customer Square 3,50,21.076923076923077,15.01517969595353,0,66,8.75,20.5,31.0,Create/Update,857050005178,1,6,,21.0,-20.0,-30.0,,
Soplica Vodka 1L,Customer Square 3,50,16.076923076923077,11.986925816594695,0,41,4.75,14.0,29.0,Create/Update,610563098880,2,4,275.8,16.0,-14.0,-27.0,-3861.2000000000003,-7446.6
Sotol La Higuera Cucharilla 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,613739981474,1,2,61.11,0.0,1.0,1.0,61.11,61.11
Sotol La Higuera Leiophyllum 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,799599687661,2,2,,0.0,2.0,2.0,,
Sotol La Higuera Wheeleri 750ml,Customer Square 3,5,0.15384615384615385,0.5329387100211929,0,3,0.0,0.0,0.0,Create/Update,799599687647,2,2,,0.0,2.0,2.0,,
Sotoleros Bienvenido Ensamble 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,7503031213003,1,2,,0.0,1.0,1.0,,
Sotoleros Lalo Y Nando  750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,7503031213089,1,2,,0.0,1.0,1.0,,
Sotoleros Mario Y Cesar 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,7503031213041,0,2,,0.0,0.0,0.0,,
Sotoleros Romel 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,7503031213065,1,2,,0.0,1.0,1.0,,
Sotoleros Tavi Lechuguilla 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,7503031213072,1,2,,0.0,1.0,1.0,,
St Agrestis Amaro 750ml,Customer Square 3,21,0.6346153846153846,0.8993340731607632,0,3,0.0,0.0,1.0,Create/Update,040232339684,2,4,32.98,1.0,1.0,1.0,32.98,32.98
St Agrestis Bitter Inferno 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,040232339677,2,4,29.99,0.0,2.0,2.0,59.98,59.98
St Agrestis Negroni Single 100ml,Customer Square 3,1,0.38461538461538464,2.746703241747251,0,20,0.0,0.0,0.0,Create/Update,040232227998,4,24,101.4,0.0,4.0,4.0,405.6,405.6
St Elizabeth Allspice Dram 750ml,Customer Square 3,35,5.1923076923076925,6.563413926217354,0,36,0.0,3.5,7.25,Create/Update,9024153090863,1,3,,5.0,-4.0,-6.0,,
St Elmo Carl Kolsch Cans 6 Pack,Customer Square 3,26,6.615384615384615,9.377046127797401,0,44,0.0,2.0,8.0,Create/Update,860003360804,1,4,,7.0,-6.0,-7.0,,
St George Absinthe Vert 750ml,Customer Square 3,43,1.4423076923076923,1.0636197545403718,0,5,1.0,1.0,2.0,Create/Update,027724607506,1,6,45.4,1.0,0.0,-1.0,0.0,-45.4
St George Apple Brandy 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,027724597500,0,6,85.44,0.0,0.0,0.0,0.0,0.0
St George Aqua Perfecta 750ml,Customer Square 3,28,1.25,1.5048000122684333,0,6,0.0,1.0,2.0,Create/Update,027724557504,1,6,63.5,1.0,0.0,-1.0,0.0,-63.5
St George Baller Single Malt 750ml,Customer Square 3,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,027724387507,6,6,63.91,0.0,6.0,6.0,383.46,383.46
St George Bruto Americano 750ml,Customer Square 3,24,0.7884615384615384,1.0978394597070835,0,5,0.0,0.0,1.0,Create/Update,027724197502,1,6,9.268,1.0,0.0,0.0,0.0,0.0
St George Cali Citrus Vodka 750ml,Customer Square 3,28,1.7115384615384615,1.822261258621978,0,6,0.0,2.0,3.0,Create/Update,027724027502,2,6,34.89,2.0,0.0,-1.0,0.0,-34.89
St George Gin Botanivore 750ml,Customer Square 3,34,1.0576923076923077,1.0815491300491435,0,5,0.0,1.0,1.25,Create/Update,027724207508,3,6,23.71,1.0,2.0,2.0,47.42,47.42
St George Gin Dry Rye 750ml,Customer Square 3,9,0.28846153846153844,0.9058896702549138,0,6,0.0,0.0,0.0,Create/Update,027724217507,1,6,33.25,0.0,1.0,1.0,33.25,33.25
St George Gin Dry Rye Reposado 750ml,Customer Square 3,24,1.4615384615384615,1.9851519847021442,0,7,0.0,0.0,3.0,Create/Update,027724287500,1,6,35.11,1.0,0.0,-2.0,0.0,-70.22
St George Gin Terroir 750ml,Customer Square 3,35,3.9615384615384617,4.309923872527478,0,15,0.0,2.5,7.0,Create/Update,027724227506,2,6,23.71,4.0,-2.0,-5.0,-47.42,-118.55000000000001
St George Green Chile 750ml,Customer Square 3,51,13.73076923076923,6.254584117685771,0,28,9.75,13.0,18.0,Create/Update,027724037501,1,6,279.12,14.0,-13.0,-17.0,-3628.56,-4745.04
St George NOLA Coffee Liqueur 750ml,Customer Square 3,50,15.653846153846153,9.52099828190425,0,44,7.0,15.0,22.0,Create/Update,027724187503,1,6,41.745,16.0,-15.0,-21.0,-626.175,-876.645
St George Pear Brandy 750ml,Customer Square 3,9,0.23076923076923078,0.5756395979652217,0,3,0.0,0.0,0.0,Create/Update,027724577502,0,6,32.47,0.0,0.0,0.0,0.0,0.0
St George Raspberry Liqueur 750ml,Customer Square 3,33,2.5384615384615383,3.2784936647886282,0,15,0.0,1.0,4.0,Create/Update,027724167505,2,6,214.96,3.0,-1.0,-2.0,-214.96,-429.92
St George Spiced Pear 750ml,Customer Square 3,37,4.519230769230769,4.651262792202799,0,17,0.0,3.0,8.0,Create/Update,027724177504,2,6,53.74,5.0,-3.0,-6.0,-161.22,-322.44
St Germain 375ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,080480006662,3,12,17.3,0.0,3.0,3.0,51.900000000000006,51.900000000000006
St Germain 750ml,Customer Square 3,47,19.46153846153846,11.514976098812062,0,41,11.75,21.0,27.25,Create/Update,080480004699,2,6,59.2,19.0,-17.0,-25.0,-1006.4000000000001,-1480.0
Stainless Steel Cocktail Picks,Customer Square 3,2,0.75,4.278187071106711,0,30,0.0,0.0,0.0,Create/Update,123551,24,24,13.5,1.0,23.0,24.0,310.5,324.0
Stainless Tapered Pourer,Customer Square 3,16,8.76923076923077,15.65077459942894,0,60,0.0,0.0,12.0,Create/Update,1234500000234,36,24,12.0,9.0,27.0,24.0,324.0,288.0
Still Austin Cask Strength Bourbon  750ml,Customer Square 3,11,0.6538461538461539,1.6511606102819754,0,9,0.0,0.0,0.0,Create/Update,851088007289,2,6,,1.0,1.0,2.0,,
Still Austin Straight Bourbon 750ml,Customer Square 3,51,59.57692307692308,29.25507592633493,0,144,36.75,57.5,77.5,Create/Update,851088007180,2,6,,60.0,-58.0,-76.0,,
Still Austin Texas Rye Gin 750ml,Customer Square 3,51,37.25,18.968470803293147,0,84,23.75,36.0,51.0,Create/Update,851088007111,2,6,,37.0,-35.0,-49.0,,
Stirrings Dirty Martini Mixer 12oz,Customer Square 3,8,0.7884615384615384,2.204336098043149,0,12,0.0,0.0,0.0,Create/Update,780999000655,4,6,,1.0,3.0,4.0,,
Stirrings Triple Sec 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,088004037581,3,12,4.41,0.0,3.0,3.0,13.23,13.23
Stolen Overproof 6y 375ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,816136020511,2,12,,0.0,2.0,2.0,,
Stolichnaya Vodka 1L,Customer Square 3,3,0.09615384615384616,0.4047608688432535,0,2,0.0,0.0,0.0,Create/Update,811751020021,1,12,,0.0,1.0,1.0,,
Stranahan's Blue Peak 750ml,Customer Square 3,4,0.11538461538461539,0.46632137126854395,0,3,0.0,0.0,0.0,Create/Update,818844021163,1,6,,0.0,1.0,1.0,,
Stranahan's Single Malt 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,811538013574,2,6,,0.0,2.0,2.0,,
Stray Dog Gin 750ml,Customer Square 3,29,3.1153846153846154,3.8712641850605536,0,15,0.0,2.0,5.25,Create/Update,644216386093,1,4,,3.0,-2.0,-4.0,,
Suntory Haku Vodka 750ml,Customer Square 3,31,1.5769230769230769,2.0787029410571787,0,9,0.0,1.0,2.0,Create/Update,080686958024,2,6,71.5,2.0,0.0,0.0,0.0,0.0
Suntory Roku Gin 750ml,Customer Square 3,52,7.788461538461538,4.679482788898537,1,19,4.0,7.5,11.0,Create/Update,080686958031,2,6,136.08,8.0,-6.0,-9.0,-816.48,-1224.72
Suntory Toki 750ml,Customer Square 3,52,19.46153846153846,8.113288099592067,3,39,13.75,19.0,25.0,Create/Update,080686957010,2,6,186.0,19.0,-17.0,-23.0,-3162.0,-4278.0
Suze Saveur 750ml,Customer Square 3,45,4.634615384615385,4.10454179094445,0,16,2.0,3.5,7.0,Create/Update,080432112700,2,6,23.0,5.0,-3.0,-5.0,-69.0,-115.0
TLC Vodka 1L,Customer Square 3,31,12.307692307692308,12.601188072098694,0,43,0.0,12.0,23.25,Create/Update,850332003343,3,3,,12.0,-9.0,-20.0,,
TX Blended Whiskey 750ml,Customer Square 3,17,4.403846153846154,19.104227900353337,0,138,0.0,0.0,1.0,Create/Update,858379003005,0,6,,4.0,-4.0,-1.0,,
Taaka 1.75L,Customer Square 3,41,5.384615384615385,4.095747542145888,0,15,1.0,6.0,8.25,Create/Update,088004010126,3,6,29.01,5.0,-2.0,-5.0,-58.02,-145.05
Takara Gankutsuoh Shochu 750ml,Customer Square 3,18,0.9615384615384616,1.4406400615636956,0,5,0.0,0.0,2.0,Create/Update,086395409000,1,6,41.083333333333336,1.0,0.0,-1.0,0.0,-41.083333333333336
Takara Jun 750ml,Customer Square 3,12,0.4423076923076923,0.907521170307455,0,4,0.0,0.0,0.0,Create/Update,086395405002,1,12,14.17,0.0,1.0,1.0,14.17,14.17
Takara Kurokame Shochu 750ml,Customer Square 3,18,0.9615384615384616,1.5186220786461255,0,6,0.0,0.0,2.0,Create/Update,086395412000,1,6,24.65,1.0,0.0,-1.0,0.0,-24.65
Takara Towari Shochu 750ml,Customer Square 3,24,1.3461538461538463,1.7418449037268082,0,6,0.0,0.0,2.0,Create/Update,086395410006,1,6,49.3,1.0,0.0,-1.0,0.0,-49.3
Takara Yokaichi Mugi Shochu 750ml,Customer Square 3,4,0.1346153846153846,0.5199425320998375,0,3,0.0,0.0,0.0,Create/Update,086395408003,1,6,48.75,0.0,1.0,1.0,48.75,48.75
Talisker 10y 750ml,Customer Square 3,8,0.17307692307692307,0.4261253808876988,0,2,0.0,0.0,0.0,Create/Update,088110170059,2,6,67.25,0.0,2.0,2.0,134.5,134.5
Talisker Distillers Edition 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,088076184589,1,6,80.6,0.0,1.0,1.0,80.6,80.6
Talisker Storm 750ml,Customer Square 3,7,0.19230769230769232,0.5560320113384984,0,3,0.0,0.0,0.0,Create/Update,088076179028,1,6,93.0,0.0,1.0,1.0,93.0,93.0
Tanqueray 375ml,Customer Square 3,3,3.230769230769231,13.336784563199897,0,72,0.0,0.0,0.0,Create/Update,088110110642,2,24,543.36,3.0,-1.0,2.0,-543.36,1086.72
Tanqueray 50ml,Customer Square 3,2,3.0,17.112748284426843,0,120,0.0,0.0,0.0,Create/Update,08950000,6,120,31.68,3.0,3.0,6.0,95.03999999999999,190.07999999999998
Tanqueray 750ml,Customer Square 3,9,2.75,10.518984668756698,0,60,0.0,0.0,0.0,Create/Update,088110110307,2,12,288.48,3.0,-1.0,2.0,-288.48,576.96
Tanqueray Rangpur 1L,Customer Square 3,4,0.19230769230769232,0.9813346786286978,0,7,0.0,0.0,0.0,Create/Update,088076168657,1,12,15.575,0.0,1.0,1.0,15.575,15.575
