Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,MeanSavings,75Savings
123 Organic Blanco Tequila 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,7503013136207,0,1,,0.0,0.0,0.0,,
123 Organic Reposado Tequila 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,7503013136214,0,1,,0.0,0.0,0.0,,
1792 Bottled In Bond 750ml,Customer Square 3,7,0.17307692307692307,0.4690888814480949,0,2,0.0,0.0,0.0,Create/Update,088004027971,2,6,61.88,0.0,2.0,2.0,123.76,123.76
1792 Full Proof 750ml,Customer Square 3,9,0.19230769230769232,0.44021242854844606,0,2,0.0,0.0,0.0,Create/Update,080660001159,1,6,8.7375,0.0,1.0,1.0,8.7375,8.7375
1792 Small Batch Bourbon 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,080660001203,2,6,14.0,0.0,2.0,2.0,28.0,28.0
1800 Blanco 1L,Customer Square 3,2,0.23076923076923078,1.51423228346381,0,11,0.0,0.0,0.0,Create/Update,811538010146,1,6,,0.0,1.0,1.0,,
1876 Vodka 175L,Customer Square 3,2,0.19230769230769232,0.9813346786286977,0,6,0.0,0.0,0.0,Create/Update,850010806136,2,6,,0.0,2.0,2.0,,
1876 Vodka 1L,Customer Square 3,52,19.75,12.698992994600912,6,57,10.0,16.5,25.0,Create/Update,850010806143,3,12,,20.0,-17.0,-22.0,,
512 IPA 6pk Bottles,Customer Square 3,17,2.1538461538461537,3.7178602995675605,0,16,0.0,0.0,4.0,Create/Update,852674006068,3,4,,2.0,1.0,-1.0,,
Abasolo Corn Whisky 750ml,Customer Square 3,42,6.519230769230769,4.6760041480840675,0,18,2.75,6.5,10.0,Create/Update,7503027709077,1,6,,7.0,-6.0,-9.0,,
Aberfeldy 12y 750ml,Customer Square 3,34,2.0576923076923075,2.4838978482840357,0,13,0.0,1.0,4.0,Create/Update,080480220006,2,6,99.36,2.0,0.0,-2.0,0.0,-198.72
Aberfeldy 16y 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,080480006167,0,6,4.035909090909091,0.0,0.0,0.0,0.0,0.0
Aberlour 12y 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,080432102145,1,6,49.4,0.0,1.0,1.0,49.4,49.4
Aberlour Abunadh 750ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,080432516171,1,6,88.42,0.0,1.0,1.0,88.42,88.42
Absolut Elyx 750ml,Customer Square 3,1,0.07692307692307693,0.5493406483494501,0,4,0.0,0.0,0.0,Create/Update,835229000711,2,6,,0.0,2.0,2.0,,
Absolut Vodka 750ml,Customer Square 3,2,0.28846153846153844,1.9249029791888057,0,14,0.0,0.0,0.0,Create/Update,835229000308,2,12,,0.0,2.0,2.0,,
Admiral Rodney Formidable 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,786992212248,0,1,,0.0,0.0,0.0,,
Admiral Rodney Princessa 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,786992212101,0,1,,0.0,0.0,0.0,,
Admiral Rodney Royal Oak 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,786992212170,0,1,,0.0,0.0,0.0,,
Akashi Eigashima Japanese Whisky 750ml,Customer Square 3,21,0.6153846153846154,0.9020030307352749,0,4,0.0,0.0,1.0,Create/Update,4969265778634,1,2,89.0,1.0,0.0,0.0,0.0,0.0
Akashi Single Malt 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,4969265778597,1,1,91.5,0.0,1.0,1.0,91.5,91.5
Akashi Ume 750ml,Customer Square 3,10,0.19230769230769232,0.3941134909984461,0,1,0.0,0.0,0.0,Create/Update,4969265758834,1,2,31.25,0.0,1.0,1.0,31.25,31.25
Akkeshi Sarorunkamuy 200ml,Customer Square 3,4,0.5384615384615384,2.3325583384702013,0,12,0.0,0.0,0.0,Create/Update,4573479360167,1,1,879.96,1.0,0.0,1.0,0.0,879.96
Alessio Bianco 750ml,Customer Square 3,28,1.5192307692307692,1.896255263319957,0,9,0.0,1.0,2.0,Create/Update,087229200237,2,4,40.56,2.0,0.0,0.0,0.0,0.0
Alessio Chinato Vermouth 750ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,094922423146,1,4,67.98,0.0,1.0,1.0,67.98,67.98
Alessio Di Torino Vermouth 750ml,Customer Square 3,12,0.5192307692307693,1.3515003716010845,0,7,0.0,0.0,0.0,Create/Update,094922423139,2,4,40.56,1.0,1.0,2.0,40.56,81.12
Alias Cabernet Sauvignon 750ml,Customer Square 3,3,0.9423076923076923,5.066532198724298,0,36,0.0,0.0,0.0,Create/Update,850832004017,2,12,,1.0,1.0,2.0,,
Alipus Ensamble San Andres 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,871952000369,2,3,,0.0,2.0,2.0,,
Alipus San Andres 750ml,Customer Square 3,13,0.28846153846153844,0.5312010506512743,0,2,0.0,0.0,0.25,Create/Update,871952000079,3,6,,0.0,3.0,3.0,,
Alipus San Baltazar 750ml,Customer Square 3,14,0.34615384615384615,0.647023224663874,0,3,0.0,0.0,1.0,Create/Update,871952000086,2,6,,0.0,2.0,1.0,,
Alipus San Juan 750ml,Customer Square 3,17,0.5192307692307693,0.8433081518954116,0,3,0.0,0.0,1.0,Create/Update,871952000048,1,6,,1.0,0.0,0.0,,
Alipus San Luis 750ml,Customer Square 3,26,0.6346153846153846,0.7345549713378569,0,3,0.0,0.5,1.0,Create/Update,871952000161,2,6,,1.0,1.0,1.0,,
Alipus San Miguel 750ml,Customer Square 3,24,0.7115384615384616,0.9058896702549136,0,3,0.0,0.0,1.0,Create/Update,871952000178,1,4,,1.0,0.0,0.0,,
Alipus Santa Ana Del Rio 750ml,Customer Square 3,6,0.15384615384615385,0.455083060238432,0,2,0.0,0.0,0.0,Create/Update,871952000154,2,6,,0.0,2.0,2.0,,
Alkkemist Gin 750ml,Customer Square 3,12,0.36538461538461536,0.7078908584348447,0,2,0.0,0.0,0.0,Create/Update,040232521386,1,6,37.49,0.0,1.0,1.0,37.49,37.49
Amargo Vallet 750ml,Customer Square 3,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0,Create/Update,618115105024,1,1,26.85,0.0,1.0,1.0,26.85,26.85
Amaro Alta Verde 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,8018571001625,2,2,,0.0,2.0,2.0,,
Amaro Dell Etna 1L,Customer Square 3,17,0.5,1.0095695960312836,0,6,0.0,0.0,1.0,Create/Update,089552002755,1,6,29.75,0.0,1.0,0.0,29.75,0.0
Amaro Della Sacra 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,8057949760016,1,4,,0.0,1.0,1.0,,
Amaro Di Angostura 750ml,Customer Square 3,23,0.8846153846153846,1.2657294363003333,0,5,0.0,0.0,1.0,Create/Update,075496331938,2,6,82.32,1.0,1.0,1.0,82.32,82.32
Amaro Lucano 750ml,Customer Square 3,22,0.7692307692307693,1.102713168217804,0,4,0.0,0.0,1.0,Create/Update,634955000046,1,6,,1.0,0.0,0.0,,
Amaro Sfumato Rabarbaro 750ml,Customer Square 3,37,2.1346153846153846,2.5040647429102925,0,11,0.0,1.0,3.25,Create/Update,8018571001588,2,4,,2.0,0.0,-1.0,,
Amaro Sibona 1L,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,716898963944,1,2,,0.0,1.0,1.0,,
Amico Amaro 750ml,Customer Square 3,33,1.5769230769230769,1.57316625663212,0,6,0.0,1.0,3.0,Create/Update,864286000082,2,4,,2.0,0.0,-1.0,,
Ancho Reyes 750ml,Customer Square 3,45,12.26923076923077,10.185048212973353,0,50,5.0,11.5,15.25,Create/Update,083664873166,1,6,28.17,12.0,-11.0,-14.0,-309.87,-394.38
Ancho Reyes Verde 750ml,Customer Square 3,42,10.25,9.585395541776442,0,38,3.0,8.5,15.0,Create/Update,083664873685,1,6,37.56,10.0,-9.0,-14.0,-338.04,-525.84
Andalusia Revenant Oak Peated Single Malt 750ml,Customer Square 3,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,860174000325,2,6,,0.0,2.0,2.0,,
Andalusia Stryker Smoked Single Malt 750ml,Customer Square 3,8,0.15384615384615385,0.36080121229411,0,1,0.0,0.0,0.0,Create/Update,860174000318,2,6,,0.0,2.0,2.0,,
Andalusia Texas Single Malt 750ml,Customer Square 3,12,0.38461538461538464,0.7882269819968921,0,3,0.0,0.0,0.0,Create/Update,860174000332,2,6,,0.0,2.0,2.0,,
Angels Envy Bourbon 750ml,Customer Square 3,52,13.673076923076923,10.298844509208402,1,45,6.0,10.5,17.0,Create/Update,850047003003,2,6,,14.0,-12.0,-15.0,,
Angels Envy Rye 750ml,Customer Square 3,46,4.5576923076923075,4.29406326105483,0,19,2.0,3.0,6.0,Create/Update,850047003065,0,6,,5.0,-5.0,-6.0,,
Angostura Bitters 16oz,Customer Square 3,52,36.05769230769231,11.929945292186224,18,67,27.0,34.5,44.25,Create/Update,075496001602,6,12,21.16,36.0,-30.0,-38.0,-634.8,-804.08
Angostura Bitters 200ml,Customer Square 3,4,0.36538461538461536,1.7323710536301458,0,12,0.0,0.0,0.0,Create/Update,075496002005,4,12,183.96,0.0,4.0,4.0,735.84,735.84
Angostura Bitters 4oz,Customer Square 3,8,1.0769230769230769,3.39029244169831,0,18,0.0,0.0,0.0,Create/Update,075496000407,4,12,17.92,1.0,3.0,4.0,53.760000000000005,71.68
Angostura Cocoa Bitters 4oz,Customer Square 3,28,1.2115384615384615,1.597311906123468,0,7,0.0,1.0,2.0,Create/Update,075496332867,4,12,17.92,1.0,3.0,2.0,53.760000000000005,35.84
Angostura Orange Bitters 4oz,Customer Square 3,50,11.23076923076923,7.172638675001703,0,28,5.75,11.0,16.25,Create/Update,075496331143,4,12,17.92,11.0,-7.0,-12.0,-125.44000000000001,-215.04000000000002
Antichi Baronati Marsala Fine Sweet 750ml,Customer Square 3,9,0.38461538461538464,0.9436803189527151,0,4,0.0,0.0,0.0,Create/Update,680144007655,0,2,,0.0,0.0,0.0,,
Antichi Marsala Fine Dry 750ml,Customer Square 3,19,1.5961538461538463,3.039860924099953,0,15,0.0,0.0,2.0,Create/Update,864549000224,0,2,,2.0,-2.0,-2.0,,
Aperol 750ml,Customer Square 3,36,43.36538461538461,53.584953702635694,0,186,0.0,20.0,60.75,Create/Update,721059001311,3,6,,43.0,-40.0,-58.0,,
Apologue Persimmon 375ml,Customer Square 3,1,0.23076923076923078,1.6480219450483495,0,12,0.0,0.0,0.0,Create/Update,23165013296,1,4,225.0,0.0,1.0,1.0,225.0,225.0
Apostoles Gin 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,812483030012,2,3,,0.0,2.0,2.0,,
Appleton Estate 12y 750ml,Customer Square 3,35,3.980769230769231,3.8103623117422263,0,17,0.0,4.0,6.0,Create/Update,721059001557,2,6,,4.0,-2.0,-4.0,,
Appleton Estate 15y Black River Casks 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,636191212405,2,6,,0.0,2.0,2.0,,
Appleton Estate 21y 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,721059001090,1,1,,0.0,1.0,1.0,,
Appleton Estate 8 Year Reserve 750ml,Customer Square 3,36,2.6153846153846154,3.2590338714330556,0,15,0.0,1.0,4.0,Create/Update,636191207401,2,6,,3.0,-1.0,-2.0,,
Appleton Estate Signature Blend 750ml,Customer Square 3,5,0.17307692307692307,0.642146456040923,0,4,0.0,0.0,0.0,Create/Update,721059001502,0,12,,0.0,0.0,0.0,,
Arak Razzouk Anise 750ml,Customer Square 3,11,0.5384615384615384,1.2929027933824317,0,6,0.0,0.0,0.0,Create/Update,739949800012,1,12,,1.0,0.0,1.0,,
Ardbeg An Oa 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,081753829315,1,6,49.0,0.0,1.0,1.0,49.0,49.0
Ardbeg Corryvreckan 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,081753816247,1,6,75.0,0.0,1.0,1.0,75.0,75.0
Ardbeg Uigeadail 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,083300072045,1,6,60.0,0.0,1.0,1.0,60.0,60.0
Ardbeg Wee Beastie 750ml,Customer Square 3,10,0.40384615384615385,1.0608344934461769,0,6,0.0,0.0,0.0,Create/Update,081753832902,2,6,75.0,0.0,2.0,2.0,150.0,150.0
Arette Artesanal Anejo 750ml,Customer Square 3,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,704228056121,1,3,,0.0,1.0,1.0,,
Arette Artesanal Blanco 750ml,Customer Square 3,13,0.36538461538461536,0.7078908584348447,0,3,0.0,0.0,0.25,Create/Update,704228202009,1,3,,0.0,1.0,1.0,,
Arette Artesanal Reposado 750ml,Customer Square 3,16,0.5384615384615384,0.9499299257868052,0,4,0.0,0.0,1.0,Create/Update,704228203006,1,3,,1.0,0.0,0.0,,
Arette Blanco 1L,Customer Square 3,51,124.71153846153847,53.51252065511309,0,238,98.75,121.5,146.5,Create/Update,704228011212,4,12,,125.0,-121.0,-142.0,,
Arette Gran Classe Extra Anejo 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,704228201033,1,1,,0.0,1.0,1.0,,
Arette Reposado 1L,Customer Square 3,51,18.096153846153847,17.748520648411816,0,91,8.0,13.5,20.25,Create/Update,704228014213,3,12,,18.0,-15.0,-17.0,,
Arran 10y 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,892032050005,1,6,,0.0,1.0,1.0,,
ArteNom 1123 Blanco Historico 750ml,Customer Square 3,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,618115103068,2,2,25.0,0.0,2.0,2.0,50.0,50.0
ArteNom 1146 Anejo 750ml,Customer Square 3,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,618115113036,1,2,32.5,0.0,1.0,1.0,32.5,32.5
ArteNom 1414 Reposado 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,618115103020,2,2,48.0,0.0,2.0,2.0,96.0,96.0
ArteNom 1579 Blanco 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,618115103051,2,3,43.75,0.0,2.0,2.0,87.5,87.5
Arton Peche De Vigne 750ml,Customer Square 3,32,2.076923076923077,2.416658164985386,0,14,0.0,2.0,3.0,Create/Update,760080899054,2,2,,2.0,0.0,-1.0,,
Auchentoshan 12y 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,850483000611,1,6,,0.0,1.0,1.0,,
Auchentoshan Three Wood 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,850483000598,1,6,,0.0,1.0,1.0,,
Austin Beerworks Fire Eagle Cans 6 Pack,Customer Square 3,43,13.48076923076923,14.649088163557098,0,80,4.0,8.0,17.0,Create/Update,852895003006,2,4,,13.0,-11.0,-15.0,,
Austin Beerworks Peacemaker Cans 6 Pack,Customer Square 3,19,2.5384615384615383,3.5973362926430528,0,12,0.0,0.0,5.0,Create/Update,852895003013,4,8,,3.0,1.0,-1.0,,
Austin Beerworks Pearl-Snap Cans 6 Pack,Customer Square 3,22,4.0576923076923075,6.264716402011597,0,24,0.0,0.0,4.0,Create/Update,852895003020,3,4,,4.0,-1.0,-1.0,,
Austin Reserve Gin 750ml,Customer Square 3,40,5.288461538461538,4.671256372184527,0,16,1.0,5.0,8.0,Create/Update,864286000006,3,4,,5.0,-2.0,-5.0,,
Averell Damson Gin Liqueur 750ml,Customer Square 3,2,0.09615384615384616,0.49066733931434886,0,3,0.0,0.0,0.0,Create/Update,094922525017,1,2,43.0,0.0,1.0,1.0,43.0,43.0
Averna Amaro 750ml,Customer Square 3,26,5.038461538461538,7.9516847234298975,0,30,0.0,0.5,7.25,Create/Update,8000400203942,2,6,,5.0,-3.0,-5.0,,
Aveze Gentiane Liqueur 1L,Customer Square 3,3,0.17307692307692307,0.8709224518634038,0,6,0.0,0.0,0.0,Create/Update,736040523901,1,2,,0.0,1.0,1.0,,
Aviation Gin 750ml,Customer Square 3,16,2.6346153846153846,8.562055931559192,0,56,0.0,0.0,1.0,Create/Update,853507000024,1,6,,3.0,-2.0,0.0,,
Avua Amburana Cachaca 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,856146006013,1,6,,0.0,1.0,1.0,,
Avua Prata Cachaca 750ml,Customer Square 3,9,0.7307692307692307,2.2880574950362846,0,14,0.0,0.0,0.0,Create/Update,856146006006,1,6,,1.0,0.0,1.0,,
BG Reynolds Orgeat 750ml,Customer Square 3,36,2.5576923076923075,2.996237779015939,0,18,0.0,2.0,4.0,Create/Update,854997002093,2,6,,3.0,-1.0,-2.0,,
BG Reynolds Passion Fruit 750ml,Customer Square 3,15,0.9230769230769231,2.074072117340425,0,12,0.0,0.0,1.0,Create/Update,854997002154,2,2,,1.0,1.0,1.0,,
Bacardi 8 750ml,Customer Square 3,2,0.23076923076923078,1.295189095421749,0,9,0.0,0.0,0.0,Create/Update,080480505400,1,12,80.07,0.0,1.0,1.0,80.07,80.07
Bacardi Anejo 4 Year 1L,Customer Square 3,11,0.8269230769230769,2.2250423837463087,0,12,0.0,0.0,0.0,Create/Update,080480983390,1,6,29.016000000000002,1.0,0.0,1.0,0.0,29.016000000000002
Bacardi Coconut 1L,Customer Square 3,13,1.1538461538461537,2.7553068751649716,0,15,0.0,0.0,0.25,Create/Update,080480400620,2,12,62.32,1.0,1.0,2.0,62.32,124.64
Bacardi Silver 50ml,Customer Square 3,2,4.615384615384615,23.076923076923077,0,120,0.0,0.0,0.0,Create/Update,080480016210,6,120,132.0,5.0,1.0,6.0,132.0,792.0
Bacardi Superior 1L,Customer Square 3,51,33.46153846153846,22.184940784981514,0,104,15.0,32.0,47.25,Create/Update,080480015305,2,12,199.68,33.0,-31.0,-45.0,-6190.08,-8985.6
Badenhorst Caperitif 750ml,Customer Square 3,6,0.21153846153846154,0.5992475558031879,0,2,0.0,0.0,0.0,Create/Update,899109002196,1,6,,0.0,1.0,1.0,,
Baileys 375ml,Customer Square 3,2,0.21153846153846154,1.0622280368954982,0,6,0.0,0.0,0.0,Create/Update,086767210098,2,12,71.2,0.0,2.0,2.0,142.4,142.4
Baileys 750ml,Customer Square 3,8,0.28846153846153844,0.839792521573002,0,5,0.0,0.0,0.0,Create/Update,086767210067,2,12,25.62,0.0,2.0,2.0,51.24,51.24
Baileys Almande 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,082000776284,1,12,25.62,0.0,1.0,1.0,25.62,25.62
Balcones Baby Blue 750ml,Customer Square 3,34,1.3461538461538463,1.5049228881933732,0,7,0.0,1.0,2.0,Create/Update,852757002017,1,6,,1.0,0.0,-1.0,,
Balcones Brimstone 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,852757002055,1,6,,0.0,1.0,1.0,,
Balcones Lineage 750ml,Customer Square 3,3,0.11538461538461539,0.576923076923077,0,4,0.0,0.0,0.0,Create/Update,852757002697,2,6,,0.0,2.0,2.0,,
Balcones Pot Still Bourbon 750ml,Customer Square 3,41,4.923076923076923,4.565110807679319,0,22,2.0,4.0,6.5,Create/Update,852757002536,2,6,,5.0,-3.0,-4.0,,
Balcones Rumble 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,852757002000,1,6,,0.0,1.0,1.0,,
Balcones Rye 100 750ml,Customer Square 3,49,5.461538461538462,4.021392499263917,0,26,3.0,5.0,7.25,Create/Update,852757002291,2,6,,5.0,-3.0,-5.0,,
Balcones Single Malt 50ml,Customer Square 3,3,3.923076923076923,15.913040315131672,0,72,0.0,0.0,0.0,Create/Update,852757002345,10,72,,4.0,6.0,10.0,,
Balcones Texas Single Malt No 1 750ml,Customer Square 3,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,852757002031,1,6,,0.0,1.0,1.0,,
Balcones True Blue 100 Proof 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,852757002062,1,6,,0.0,1.0,1.0,,
Balvenie 12y Doublewood 750ml,Customer Square 3,31,1.6730769230769231,2.1096951460975246,0,9,0.0,1.0,2.25,Create/Update,083664112210,2,12,21.45,2.0,0.0,-0.0,0.0,-0.0
Balvenie 14y Caribbean 750ml,Customer Square 3,29,1.2692307692307692,1.6769407197378188,0,8,0.0,1.0,2.0,Create/Update,083664871681,1,6,74.85,1.0,0.0,-1.0,0.0,-74.85
Balvenie 14y Week Of Peat 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,083664874149,1,6,44.365,0.0,1.0,1.0,44.365,44.365
Balvenie 15y Sherry Cask 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,083664873197,1,6,48.785,0.0,1.0,1.0,48.785,48.785
Balvenie 21y Portwood 750ml,Customer Square 3,9,0.21153846153846154,0.49367298665359366,0,2,0.0,0.0,0.0,Create/Update,083664858415,1,3,448.88,0.0,1.0,1.0,448.88,448.88
Banhez Cuishe 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,736040542964,0,1,,0.0,0.0,0.0,,
Banhez Espadin 1L,Customer Square 3,47,66.90384615384616,30.803508551027992,0,131,52.75,71.0,86.25,Create/Update,736040538073,3,6,,67.0,-64.0,-83.0,,
Banhez Espadin 375ml,Customer Square 3,3,0.5769230769230769,2.388644239265267,0,12,0.0,0.0,0.0,Create/Update,736040538837,4,12,,1.0,3.0,4.0,,
Banhez Tobala 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,736040542988,0,1,,0.0,0.0,0.0,,
Banks 5 White Rum 750ml,Customer Square 3,11,0.5,1.2009611535381535,0,6,0.0,0.0,0.0,Create/Update,080480007072,2,6,24.58,0.0,2.0,2.0,49.16,49.16
Banks 7 Golden Rum 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,080480007089,1,6,26.76,0.0,1.0,1.0,26.76,26.76
Banner Vodka 750ml,Customer Square 3,2,0.1346153846153846,0.8327167344081138,0,6,0.0,0.0,0.0,Create/Update,760921594803,2,6,,0.0,2.0,2.0,,
Bar Keep Apple Bitters 8oz,Customer Square 3,27,1.0384615384615385,1.8288451427644221,0,10,0.0,1.0,1.0,Create/Update,855675001476,2,4,,1.0,1.0,1.0,,
Bar Keep Lavender Bitters 8oz,Customer Square 3,14,0.5576923076923077,1.1834347263281104,0,6,0.0,0.0,1.0,Create/Update,855675001490,2,4,,1.0,1.0,1.0,,
Barbadillo Amontillado Dry Sherry 750ml,Customer Square 3,10,0.7692307692307693,1.7498943332426655,0,7,0.0,0.0,0.0,Create/Update,8410061018173,2,12,,1.0,1.0,2.0,,
Barbadillo Fino 750ml,Customer Square 3,17,0.8653846153846154,1.4679767100679,0,6,0.0,0.0,1.25,Create/Update,8410061018166,2,12,,1.0,1.0,1.0,,
Bardstown Bourbon Company Ferrand Cask 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,857552008271,1,6,,0.0,1.0,1.0,,
Barenjager Honey 1L,Customer Square 3,2,0.36538461538461536,2.473154682352124,0,18,0.0,0.0,0.0,Create/Update,080368533105,1,2,536.94,0.0,1.0,1.0,536.94,536.94
Barnard Griffin Rose 750ml,Customer Square 3,2,0.11538461538461539,0.576923076923077,0,3,0.0,0.0,0.0,Create/Update,096925003042,3,12,32.64,0.0,3.0,3.0,97.92,97.92
Barr Hill Gin 750ml,Customer Square 3,26,1.6538461538461537,2.200389960059662,0,9,0.0,0.5,3.0,Create/Update,852735003029,1,6,,2.0,-1.0,-2.0,,
Barr Hill Tomcat Gin 750ml,Customer Square 3,12,0.28846153846153844,0.5992475558031879,0,3,0.0,0.0,0.0,Create/Update,852735003111,1,6,,0.0,1.0,1.0,,
Barrell Armida 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,736040002789,1,2,,0.0,1.0,1.0,,
Barrell Dovetail 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,736040539797,1,2,,0.0,1.0,1.0,,
Barrell Seagrass 750ml,Customer Square 3,9,0.17307692307692307,0.3783137610174231,0,1,0.0,0.0,0.0,Create/Update,736040002796,1,2,,0.0,1.0,1.0,,
Barrell Whiskey Infinite Project 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,736040542032,1,2,,0.0,1.0,1.0,,
Barrows Intense Ginger 750ml,Customer Square 3,30,2.0576923076923075,2.6990985784321913,0,11,0.0,1.0,3.0,Create/Update,045635366800,1,6,79.35,2.0,-1.0,-2.0,-79.35,-158.7
Basic Vodka 1L,Customer Square 3,49,23.01923076923077,11.277087704748586,0,51,17.75,24.0,30.0,Create/Update,849806002357,3,12,,23.0,-20.0,-27.0,,
Basil Hayden 375ml,Customer Square 3,3,1.3846153846153846,6.923076923076922,0,48,0.0,0.0,0.0,Create/Update,080686012122,3,12,183.84,1.0,2.0,3.0,367.68,551.52
Basil Hayden Bourbon 750ml,Customer Square 3,51,18.576923076923077,10.627153453890857,0,52,11.0,15.5,24.75,Create/Update,080686012405,2,6,17.165,19.0,-17.0,-23.0,-291.805,-394.79499999999996
Basil Hayden Dark Rye 750ml,Customer Square 3,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,080686012146,1,6,68.66,0.0,1.0,1.0,68.66,68.66
Basil Hayden Toast 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,080686012344,2,6,39.77,0.0,2.0,2.0,79.54,79.54
Batavia Arrack Van Oosten 750ml,Customer Square 3,38,3.1153846153846154,3.2678730212234743,0,15,0.0,3.0,4.0,Create/Update,9024153100432,1,3,,3.0,-2.0,-3.0,,
Bauchant Napoleon 1L,Customer Square 3,13,0.75,1.627586698624212,0,7,0.0,0.0,0.25,Create/Update,086785500232,2,6,14.573333333333332,1.0,1.0,2.0,14.573333333333332,29.146666666666665
