Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity,ROUNDMEAN,ROUND75,diffmean,diff75
Chateau Gravas Sauternes 375ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,784585001293,1,6,0,0,,
Chateau Gravas Sauternes 375ml,Customer Square 2,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,784585001293,2,6,0,0,,
Chateau Gravas Sauternes 375ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,784585001293,1,6,0,0,1,1
Chateau Vannieres Cotes De Provence Rose 750ml,Customer Square 1,31,1.19230769230769,1.30145571659143,0,5,0,1,2,Create/Update,3302902120051,2,12,1,2,,
Chateau Vannieres Cotes De Provence Rose 750ml,Customer Square 2,24,1.03846153846154,1.55614833262645,0,6,0,0,1.25,Create/Update,3302902120051,2,12,1,1,,
Chateau Vannieres Cotes De Provence Rose 750ml,Customer Square 3,8,0.153846153846154,0.36080121229411,0,1,0,0,0,Create/Update,3302902120051,2,12,0,0,2,2
Chawar Miske Blanco 750ml,Customer Square 1,19,0.711538461538462,1.3634873058214,0,7,0,0,1,Create/Update,736040545743,3,6,1,1,,
Chawar Miske Blanco 750ml,Customer Square 2,21,0.519230769230769,0.720320030781848,0,3,0,0,1,Create/Update,736040545743,1,6,1,1,,
Chawar Miske Blanco 750ml,Customer Square 3,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,736040545743,1,3,0,0,1,1
Cherry Heering 750ml,Customer Square 1,6,0.134615384615385,0.393644028662668,0,2,0,0,0,Create/Update,87752018583,1,12,0,0,,
Cherry Heering 750ml,Customer Square 2,6,0.134615384615385,0.393644028662668,0,2,0,0,0,Create/Update,87752018583,10,12,0,0,,
Cherry Heering 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,87752018583,1,12,0,0,1,1
Chevalier Chardonnay 750ml,Customer Square 1,25,0.615384615384615,0.788226981996892,0,4,0,0,1,Create/Update,761503512468,2,12,1,1,,
Chevalier Chardonnay 750ml,Customer Square 2,31,1,1.22474487139159,0,7,0,1,1.25,Create/Update,761503512468,2,12,1,1,,
Chevalier Chardonnay 750ml,Customer Square 3,13,0.384615384615385,1.04059609680528,0,7,0,0,0.25,Create/Update,761503512468,2,12,0,0,2,2
Chinaco Reposado 750ml,Customer Square 2,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,12484523036,6,6,0,0,,
Chinola Passion Fruit Liqueur 750ml,Customer Square 1,6,0.134615384615385,0.393644028662668,0,2,0,0,0,Create/Update,868932000105,1,6,0,0,,
Chinola Passion Fruit Liqueur 750ml,Customer Square 2,3,0.076923076923077,0.330858664117024,0,2,0,0,0,Create/Update,868932000105,1,6,0,0,,
Chinola Passion Fruit Liqueur 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,868932000105,1,6,0,0,1,1
Chivas Regal 12yr 1L,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,80432400432,1,12,0,0,,
Chivas Regal 12yr 1L,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,80432400432,8,12,0,0,,
Chivas Regal 12yr 1L,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,80432400432,1,12,0,0,1,1
Chivas Regal 18y 1L,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,80432103807,2,6,0,0,,
Chono Red Blend 750ml,Customer Square 1,25,0.865384615384615,1.16071672410174,0,4,0,0,1,Create/Update,7804606221196,2,12,1,1,,
Chono Red Blend 750ml,Customer Square 2,20,0.557692307692308,0.818381647344355,0,3,0,0,1,Create/Update,7804606221196,2,12,1,1,,
Chono Red Blend 750ml,Customer Square 3,10,0.230769230769231,0.504418348023231,0,2,0,0,0,Create/Update,7804606221196,2,12,0,0,2,2
Chopin Vodka 1L,Customer Square 1,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,852935001160,1,6,0,0,,
Chopin Vodka 1L,Customer Square 2,9,0.288461538461538,0.660318642822669,0,2,0,0,0,Create/Update,852935001160,6,6,0,0,,
Chopin Vodka 1L,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,852935001160,1,6,0,0,1,1
Christian Brothers Sacred Bond 100 750ml,Customer Square 1,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,96749001194,2,12,0,0,,
Christian Brothers Sacred Bond 100 750ml,Customer Square 2,9,0.25,0.584248366575512,0,2,0,0,0,Create/Update,96749001194,2,12,0,0,,
Christian Brothers Sacred Bond 100 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,96749001194,2,12,0,0,2,2
Church Key,Customer Square 1,14,0.423076923076923,0.884615384615385,0,5,0,0,1,Create/Update,123471,50,100,0,1,,
Church Key,Customer Square 2,13,0.423076923076923,0.884615384615385,0,4,0,0,0.25,Create/Update,123471,50,100,0,0,,
Church Key,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,123471,50,100,0,0,50,50
Cigar City Guayabera Citra Pale Cans 6 Pack,Customer Square 1,9,0.211538461538462,0.493672986653594,0,2,0,0,0,Create/Update,856662005521,2,4,0,0,,
Cigar City Jai Alai Cans 6 Pack,Customer Square 1,31,1.03846153846154,1.01832325345183,0,4,0,1,2,Create/Update,897853002936,3,4,1,2,,
Cigar City Jai Alai Cans 6 Pack,Customer Square 3,10,0.211538461538462,0.453046884207298,0,2,0,0,0,Create/Update,897853002936,2,4,0,0,2,2
Cigar City Margarita Gose Cans 6 Pack,Customer Square 1,14,0.384615384615385,0.788226981996892,0,4,0,0,1,Create/Update,850005189084,3,4,0,1,,
Cigar City Margarita Gose Cans 6 Pack,Customer Square 3,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,850005189084,2,4,0,0,2,2
Cimarron Blanco 1L,Customer Square 1,47,3.73076923076923,2.4815890118367,0,12,2,4,5,Create/Update,741638311006,12,12,4,5,,
Cimarron Blanco 1L,Customer Square 2,52,7.48076923076923,3.60283213712269,1,17,4.75,8,10,Create/Update,741638311006,12,12,7,10,,
Cimarron Blanco 1L,Customer Square 3,33,1.19230769230769,1.19354774224484,0,4,0,1,2,Create/Update,741638311006,5,12,1,2,4,3
Cimarron Blanco 375ml,Customer Square 1,23,2.57692307692308,4.2847949140678,0,18,0,0,3.5,Create/Update,741638313000,2,12,3,4,,
Cimarron Blanco 375ml,Customer Square 2,29,2.30769230769231,3.42242863351148,0,13,0,1,3,Create/Update,741638313000,12,24,2,3,,
Cimarron Blanco 375ml,Customer Square 3,17,0.423076923076923,0.66059861681991,0,2,0,0,1,Create/Update,741638313000,2,12,0,1,2,1
Cimarron Reposado 1L,Customer Square 1,34,1.23076923076923,1.21869073213499,0,4,0,1,2,Create/Update,741638321005,12,12,1,2,,
Cimarron Reposado 1L,Customer Square 2,38,1.44230769230769,1.26207188534845,0,4,0,1,3,Create/Update,741638321005,12,12,1,3,,
Cimarron Reposado 1L,Customer Square 3,28,0.846153846153846,0.968436793231859,0,4,0,1,1,Create/Update,741638321005,3,12,1,1,2,2
Cimarron Reposado 375ml,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,741638323009,4,12,0,0,,
Cimarron Reposado 375ml,Customer Square 2,7,0.134615384615385,0.341312295178824,0,1,0,0,0,Create/Update,741638323009,12,36,0,0,,
Cimarron Reposado 375ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,741638323009,3,12,0,0,3,3
Cinco Sentidos Azul 750ml,Customer Square 1,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271835,1,2,0,0,,
Cinco Sentidos Azul 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,688187271835,1,2,0,0,,
Cinco Sentidos Azul 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271835,1,2,0,0,1,1
Cinco Sentidos De Horno 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271804,1,2,0,0,,
Cinco Sentidos De Horno 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271804,1,2,0,0,,
Cinco Sentidos De Horno 750ml,Customer Square 3,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,688187271804,1,2,0,0,1,1
Cinco Sentidos Espadillon 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271781,1,2,0,0,,
Cinco Sentidos Espadillon 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271781,1,2,0,0,,
Cinco Sentidos Espadillon 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271781,1,2,0,0,1,1
Cinco Sentidos Espadin-Tobaziche 750ml,Customer Square 1,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,850995005647,1,3,0,0,,
Cinco Sentidos Espadin-Tobaziche 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,850995005647,1,3,0,0,,
Cinco Sentidos Espadin-Tobaziche 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,850995005647,1,3,0,0,1,1
Cinco Sentidos Papalome 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,688187271798,1,2,0,0,,
Cinco Sentidos Papalome 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271798,1,2,0,0,,
Cinco Sentidos Papalome 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271798,1,2,0,0,1,1
Cinco Sentidos Papalometl 750ml,Customer Square 1,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,850995005449,1,3,0,0,,
Cinco Sentidos Papalometl 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,850995005449,1,3,0,0,,
Cinco Sentidos Papalometl 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,850995005449,1,3,0,0,1,1
Cinco Sentidos Papalote Pizorra y Azul 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271811,1,2,0,0,,
Cinco Sentidos Papalote Pizorra y Azul 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271811,1,2,0,0,,
Cinco Sentidos Papalote Pizorra y Azul 750ml,Customer Square 3,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,688187271811,1,2,0,0,1,1
Cinco Sentidos Pechuga de Azul 750ml,Customer Square 1,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271897,1,2,0,0,,
Cinco Sentidos Pechuga de Azul 750ml,Customer Square 2,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,688187271897,1,2,0,0,,
Cinco Sentidos Pechuga de Azul 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271897,1,2,0,0,1,1
Cinco Sentidos Pechuga de Mole Poblano 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,850995005470,1,3,0,0,1,1
Cinco Sentidos Pichomel 750ml,Customer Square 1,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,688187271828,1,2,0,0,,
Cinco Sentidos Pichomel 750ml,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,688187271828,1,2,0,0,,
Cinco Sentidos Pichomel 750ml,Customer Square 3,3,0.096153846153846,0.404760868843254,0,2,0,0,0,Create/Update,688187271828,1,2,0,0,1,1
Cinco Sentidos Pichomel y Papalome 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271842,1,2,0,0,,
Cinco Sentidos Pichomel y Papalome 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,688187271842,1,2,0,0,,
Cinco Sentidos Pichomel y Papalome 750ml,Customer Square 3,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,688187271842,1,2,0,0,1,1
Cinco Sentidos Sierra Negra 750ml,Customer Square 1,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,850995005456,1,2,0,0,,
Cinco Sentidos Sierra Negra 750ml,Customer Square 2,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,850995005456,1,2,0,0,,
Cinco Sentidos Sierra Negra 750ml,Customer Square 3,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,850995005456,1,2,0,0,1,1
Cinco Sentidos Tobala 750ml,Customer Square 1,6,0.115384615384615,0.319485533189157,0,1,0,0,0,Create/Update,850995005586,1,2,0,0,,
Cinco Sentidos Tobala 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,850995005586,1,2,0,0,,
Cinco Sentidos Tobala 750ml,Customer Square 3,7,0.134615384615385,0.341312295178824,0,1,0,0,0,Create/Update,850995005586,1,2,0,0,1,1
Cincoro Blanco 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,850008649011,1,6,0,0,,
Cincoro Blanco 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,850008649011,3,6,0,0,,
Cincoro Reposado 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,850008649035,1,6,0,0,,
Cincoro Reposado 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,850008649035,3,6,0,0,,
Cinzano Extra Dry Vermouth 1L,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,86785900209,2,12,0,0,,
Cinzano Extra Dry Vermouth 1L,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,86785900209,6,12,0,0,,
Cinzano Extra Dry Vermouth 1L,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,86785900209,2,12,0,0,2,2
Cinzano Prosecco 750ml,Customer Square 1,10,0.461538461538462,1.10002689585193,0,5,0,0,0,Create/Update,86785900100,2,12,0,0,,
Cinzano Prosecco 750ml,Customer Square 2,12,1.71153846153846,6.47877166201439,0,45,0,0,0,Create/Update,86785900100,6,12,2,0,,
Cinzano Rosso Vermouth 1L,Customer Square 1,10,0.192307692307692,0.394113490998446,0,1,0,0,0,Create/Update,86785900179,2,12,0,0,,
Cinzano Rosso Vermouth 1L,Customer Square 2,9,0.173076923076923,0.378313761017423,0,1,0,0,0,Create/Update,86785900179,6,12,0,0,,
Cinzano Rosso Vermouth 1L,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,86785900179,2,12,0,0,2,2
Cio Ciaro Amaro 750ml,Customer Square 1,8,0.230769230769231,0.575639597965222,0,2,0,0,0,Create/Update,82860222242,2,12,0,0,,
Cio Ciaro Amaro 750ml,Customer Square 2,12,0.288461538461538,0.599247555803188,0,3,0,0,0,Create/Update,82860222242,12,24,0,0,,
Cio Ciaro Amaro 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,82860222242,2,12,0,0,2,2
Ciroc Apple 375ml,Customer Square 1,31,1.13461538461538,1.12709371246866,0,4,0,1,2,Create/Update,88076180444,6,12,1,2,,
Ciroc Apple 375ml,Customer Square 2,10,0.211538461538462,0.453046884207298,0,2,0,0,0,Create/Update,88076180444,3,12,0,0,,
Ciroc Apple 375ml,Customer Square 3,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,88076180444,3,12,0,0,3,3
Ciroc Apple 750ml,Customer Square 1,13,0.365384615384615,0.707890858434845,0,3,0,0,0.25,Create/Update,88076180451,2,12,0,0,,
Ciroc Apple 750ml,Customer Square 2,12,0.25,0.475354119011857,0,2,0,0,0,Create/Update,88076180451,2,12,0,0,,
Ciroc Apple 750ml,Customer Square 3,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,88076180451,2,12,0,0,2,2
Ciroc Mango 375ml,Customer Square 1,17,0.461538461538462,0.745796901140974,0,3,0,0,1,Create/Update,88076180680,2,12,0,1,,
Ciroc Mango 375ml,Customer Square 2,10,0.269230769230769,0.592107858397717,0,2,0,0,0,Create/Update,88076180680,2,12,0,0,,
Ciroc Mango 375ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,88076180680,2,12,0,0,2,2
Ciroc Mango 750ml,Customer Square 1,8,0.173076923076923,0.426125380887699,0,2,0,0,0,Create/Update,88076180697,2,12,0,0,,
Ciroc Mango 750ml,Customer Square 2,20,0.480769230769231,0.693108511190004,0,3,0,0,1,Create/Update,88076180697,2,12,0,1,,
Ciroc Mango 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,88076180697,1,12,0,0,1,1
Ciroc Peach 375ml,Customer Square 1,23,0.673076923076923,0.934821123287434,0,4,0,0,1,Create/Update,88076177390,2,12,1,1,,
Ciroc Peach 375ml,Customer Square 2,14,0.288461538461538,0.493672986653594,0,2,0,0,1,Create/Update,88076177390,2,12,0,1,,
Ciroc Peach 375ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,88076177390,2,12,0,0,2,2
Ciroc Peach 750ml,Customer Square 1,8,0.173076923076923,0.426125380887699,0,2,0,0,0,Create/Update,88076177406,2,12,0,0,,
Ciroc Peach 750ml,Customer Square 2,12,0.288461538461538,0.566247379397518,0,2,0,0,0,Create/Update,88076177406,2,12,0,0,,
Ciroc Peach 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,88076177406,1,12,0,0,1,1
Ciroc Pineapple 375ml,Customer Square 1,26,0.903846153846154,1.13102430404097,0,4,0,0.5,1,Create/Update,88076179073,2,12,1,1,,
Ciroc Pineapple 375ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,88076179073,2,12,0,0,,
Ciroc Pineapple 375ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,88076179073,1,12,0,0,1,1
Ciroc Pineapple 750ml,Customer Square 1,20,0.423076923076923,0.566573840871394,0,2,0,0,1,Create/Update,88076179080,2,12,0,1,,
Ciroc Pineapple 750ml,Customer Square 2,5,0.115384615384615,0.374876705569575,0,2,0,0,0,Create/Update,88076179080,2,12,0,0,,
Ciroc Pineapple 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,88076179080,2,12,0,0,2,2
Ciroc Summer Citrus 750ml,Customer Square 1,15,0.615384615384615,1.112064022677,0,4,0,0,1,Create/Update,88076185395,2,12,1,1,,
Ciroc Summer Citrus 750ml,Customer Square 2,12,0.365384615384615,0.760284515414261,0,3,0,0,0,Create/Update,88076185395,2,12,0,0,,
Ciroc Summer Citrus 750ml,Customer Square 3,7,0.153846153846154,0.410656855847358,0,2,0,0,0,Create/Update,88076185395,2,12,0,0,2,2
Ciroc Vodka 750ml,Customer Square 1,9,0.192307692307692,0.440212428548446,0,2,0,0,0,Create/Update,88076161863,2,12,0,0,,
Ciroc Vodka 750ml,Customer Square 2,8,0.173076923076923,0.426125380887699,0,2,0,0,0,Create/Update,88076161863,2,12,0,0,,
Ciroc Vodka 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,88076161863,2,12,0,0,2,2
Ciroc Watermelon 750ml,Customer Square 1,28,0.673076923076923,0.699482056902816,0,2,0,1,1,Create/Update,88076183728,2,12,1,1,,
Ciroc Watermelon 750ml,Customer Square 2,7,0.134615384615385,0.341312295178824,0,1,0,0,0,Create/Update,88076183728,2,12,0,0,,
Ciroc Watermelon 750ml,Customer Square 3,7,0.173076923076923,0.469088881448095,0,2,0,0,0,Create/Update,88076183728,2,12,0,0,2,2
Citadelle Gin 1L,Customer Square 1,17,0.538461538461538,0.887120199590061,0,3,0,0,1,Create/Update,695521103028,1,6,1,1,,
Citadelle Gin 1L,Customer Square 2,17,0.442307692307692,0.718263438345504,0,3,0,0,1,Create/Update,695521103028,3,6,0,1,,
Citadelle Gin 1L,Customer Square 3,6,0.115384615384615,0.319485533189157,0,1,0,0,0,Create/Update,695521103028,1,6,0,0,1,1
Citadelle No Mistake Old Tom Gin 750ml,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,695521152200,0,6,0,0,,
Citadelle No Mistake Old Tom Gin 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,695521152200,2,6,0,0,,
Citadelle Reserve 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,695521151739,0,6,0,0,,
Citadelle Reserve 750ml,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,695521151739,2,6,0,0,,
Citadelle Reserve 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,695521151739,0,6,0,0,0,0
Citrus Jalapeno Salt Rimmer,Customer Square 1,10,0.211538461538462,0.453046884207298,0,2,0,0,0,Create/Update,855439000653,6,12,0,0,,
Citrus Jalapeno Salt Rimmer,Customer Square 2,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,855439000653,6,12,0,0,,
Citrus Jalapeno Salt Rimmer,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,855439000653,2,12,0,0,2,2
City Orchard Cherry 4pk,Customer Square 1,6,0.115384615384615,0.319485533189157,0,1,0,0,0,Create/Update,855082008051,2,6,0,0,,
City Orchard Cherry 4pk,Customer Square 2,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,855082008051,2,6,0,0,,
City Orchard Cherry 4pk,Customer Square 3,3,0.076923076923077,0.330858664117024,0,2,0,0,0,Create/Update,855082008051,2,6,0,0,2,2
City Orchard Lavender 4pk,Customer Square 1,11,0.307692307692308,0.636651744509494,0,2,0,0,0,Create/Update,855082008044,2,6,0,0,,
City Orchard Lavender 4pk,Customer Square 2,7,0.230769230769231,0.723649527777953,0,4,0,0,0,Create/Update,855082008044,2,6,0,0,,
City Orchard Lavender 4pk,Customer Square 3,6,0.134615384615385,0.393644028662668,0,2,0,0,0,Create/Update,855082008044,2,6,0,0,2,2
City Orchard Mr. Green 4pk,Customer Square 1,7,0.211538461538462,0.599247555803188,0,3,0,0,0,Create/Update,855082008167,2,6,0,0,,
City Orchard Mr. Green 4pk,Customer Square 2,5,0.115384615384615,0.374876705569575,0,2,0,0,0,Create/Update,855082008167,2,6,0,0,,
City Orchard Mr. Green 4pk,Customer Square 3,4,0.134615384615385,0.519942532099838,0,3,0,0,0,Create/Update,855082008167,2,6,0,0,2,2
City Orchard Plum 4pk,Customer Square 1,4,0.115384615384615,0.466321371268544,0,3,0,0,0,Create/Update,855082008327,2,6,0,0,,
City Orchard Plum 4pk,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,855082008327,2,6,0,0,,
City Orchard Plum 4pk,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,855082008327,2,6,0,0,2,2
Clairin Rum Casimir 750ml,Customer Square 1,11,0.25,0.514220844504651,0,2,0,0,0,Create/Update,810852032179,1,2,0,0,,
Clairin Rum Casimir 750ml,Customer Square 2,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,810852032179,2,2,0,0,,
Clairin Rum Casimir 750ml,Customer Square 3,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,810852032179,1,2,0,0,1,1
Clairin Rum Le Rocher 750ml,Customer Square 1,9,0.173076923076923,0.378313761017423,0,1,0,0,0,Create/Update,810852032094,1,2,0,0,,
Clairin Rum Le Rocher 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,810852032094,2,0,0,0,,
Clairin Rum Le Rocher 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,810852032094,1,2,0,0,1,1
Clairin Rum Sajous 750ml,Customer Square 1,7,0.153846153846154,0.410656855847358,0,2,0,0,0,Create/Update,810852032063,1,2,0,0,,
Clairin Rum Sajous 750ml,Customer Square 2,9,0.173076923076923,0.378313761017423,0,1,0,0,0,Create/Update,810852032063,2,2,0,0,,
Clairin Rum Sajous 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,810852032063,1,2,0,0,1,1
Clairin Rum Vaval 750ml,Customer Square 1,12,0.288461538461538,0.599247555803188,0,3,0,0,0,Create/Update,810852032070,1,2,0,0,,
Clairin Rum Vaval 750ml,Customer Square 2,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,810852032070,2,2,0,0,,
Clairin Rum Vaval 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,810852032070,1,2,0,0,1,1
Clase Azul Gold 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,20212030039,1,3,0,0,,
Clase Azul Gold 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,20212030039,2,3,0,0,,
Clase Azul Plata 750ml,Customer Square 1,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,81240049547,1,6,0,0,,
Clase Azul Plata 750ml,Customer Square 2,6,0.115384615384615,0.319485533189157,0,1,0,0,0,Create/Update,81240049547,2,6,0,0,,
Clase Azul Plata 750ml,Customer Square 3,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,81240049547,1,6,0,0,1,1
Clase Azul Reposado 750ml,Customer Square 1,6,0.173076923076923,0.544947204434798,0,3,0,0,0,Create/Update,81240049516,1,6,0,0,,
Clase Azul Reposado 750ml,Customer Square 2,20,0.596153846153846,0.904255226577596,0,4,0,0,1,Create/Update,81240049516,3,6,1,1,,
Clase Azul Reposado 750ml,Customer Square 3,7,0.153846153846154,0.410656855847358,0,2,0,0,0,Create/Update,81240049516,1,6,0,0,1,1
Claude Chatelier Cognac VS 750ml,Customer Square 2,5,0.153846153846154,0.532938710021193,0,3,0,0,0,Create/Update,695521104100,6,12,0,0,,
Clear Creek Eau de vie Douglas Fir 375ml,Customer Square 1,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,16976532001,1,3,0,0,,
Clear Creek Eau de vie Douglas Fir 375ml,Customer Square 2,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,16976532001,1,3,0,0,,
Clear Creek Eau de vie Douglas Fir 375ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,16976532001,1,3,0,0,1,1
Clement 10y Grand Reserve 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,182972000537,1,6,0,0,,
Clement 10y Grand Reserve 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,182972000537,1,6,0,0,,
Clement 10y Grand Reserve 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,182972000537,1,6,0,0,1,1
Clement 15y 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,182972000544,0,6,0,0,,
Clement 15y 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,182972000544,0,6,0,0,,
Clement 15y 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,182972000544,0,6,0,0,0,0
