,Category,SKU,ProductName,Location,OnHand,Par,Shy,Send
197,Whiskey Japanese,4573479360082,Akkeshi New Born Single Malt 2018 200ml,Airport,1.0,0,-1.0,
198,Whiskey Japanese,4573479360082,Akkeshi New Born Single Malt 2018 200ml,Oak Hill,2.0,0,-2.0,
199,Whiskey Japanese,4573479360082,Akkeshi New Born Single Malt 2018 200ml,Pleasant Valley,0.0,0,0.0,
200,Whiskey Japanese,4573479360167,Akkeshi Sarorunkamuy 200ml,Airport,1.0,0,-1.0,
201,Whiskey Japanese,4573479360167,Akkeshi Sarorunkamuy 200ml,Oak Hill,1.0,0,-1.0,
202,Whiskey Japanese,4573479360167,Akkeshi Sarorunkamuy 200ml,Pleasant Valley,0.0,0,0.0,
203,Craft Beer,812465000804,AleSmith Sublime 6/12oz,Pleasant Valley,0.0,0,0.0,
204,Fortified,087229200237,Alessio Bianco 750ml,Airport,5.0,1,-4.0,
205,Fortified,087229200237,Alessio Bianco 750ml,Oak Hill,1.0,0,-1.0,
206,Fortified,087229200237,Alessio Bianco 750ml,Pleasant Valley,3.0,0,-3.0,
207,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Airport,5.0,0,-5.0,
208,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Oak Hill,2.0,0,-2.0,
209,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Pleasant Valley,4.0,0,-4.0,
210,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Airport,2.0,1,-1.0,
211,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Oak Hill,3.0,0,-3.0,
212,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Pleasant Valley,1.0,0,-1.0,
213,Fortified,087229200213,Alessio Vino Chinato 750ml,Airport,2.0,0,-2.0,
214,Fortified,087229200213,Alessio Vino Chinato 750ml,Oak Hill,2.0,0,-2.0,
215,Fortified,087229200213,Alessio Vino Chinato 750ml,Pleasant Valley,2.0,0,-2.0,
216,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Airport,4.0,2,-2.0,
217,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Oak Hill,6.0,0,-6.0,
218,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Pleasant Valley,12.0,8,-4.0,
219,Mezcal,871952000635,Alipus Aniversario XX San Andreas Shaker Batch 750ml,Pleasant Valley,15.0,0,-15.0,
220,Mezcal,871952000581,Alipus Aniversario XX Santa Ana 750ml,Pleasant Valley,0.0,0,0.0,
221,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Airport,9.0,0,-9.0,
222,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Oak Hill,3.0,0,-3.0,
223,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Pleasant Valley,2.0,1,-1.0,
224,Mezcal,871952000079,Alipus San Andres 750ml,Airport,1.0,2,1.0,1.0
225,Mezcal,871952000079,Alipus San Andres 750ml,Oak Hill,3.0,1,-2.0,
226,Mezcal,871952000079,Alipus San Andres 750ml,Pleasant Valley,3.0,3,0.0,
227,Mezcal,871952000086,Alipus San Baltazar 750ml,Airport,3.0,1,-2.0,
228,Mezcal,871952000086,Alipus San Baltazar 750ml,Oak Hill,3.0,0,-3.0,
229,Mezcal,871952000086,Alipus San Baltazar 750ml,Pleasant Valley,4.0,1,-3.0,
230,Mezcal,871952000048,Alipus San Juan 750ml,Airport,5.0,1,-4.0,
231,Mezcal,871952000048,Alipus San Juan 750ml,Oak Hill,5.0,0,-5.0,
232,Mezcal,871952000048,Alipus San Juan 750ml,Pleasant Valley,2.0,1,-1.0,
233,Mezcal,871952000161,Alipus San Luis 750ml,Airport,3.0,1,-2.0,
234,Mezcal,871952000161,Alipus San Luis 750ml,Oak Hill,4.0,0,-4.0,
235,Mezcal,871952000161,Alipus San Luis 750ml,Pleasant Valley,5.0,1,-4.0,
236,Mezcal,871952000178,Alipus San Miguel 750ml,Airport,1.0,1,0.0,
237,Mezcal,871952000178,Alipus San Miguel 750ml,Oak Hill,2.0,0,-2.0,
238,Mezcal,871952000178,Alipus San Miguel 750ml,Pleasant Valley,3.0,1,-2.0,
239,Mezcal,871952000154,Alipus Santa Ana Del Rio 750ml,Airport,2.0,1,-1.0,
240,Mezcal,871952000154,Alipus Santa Ana Del Rio 750ml,Oak Hill,3.0,0,-3.0,
241,Mezcal,871952000154,Alipus Santa Ana Del Rio 750ml,Pleasant Valley,4.0,1,-3.0,
242,Gin,040232521386,Alkkemist Gin 750ml,Oak Hill,0.0,0,0.0,
243,Gin,040232521386,Alkkemist Gin 750ml,Pleasant Valley,0.0,0,0.0,
244,Craft Beer,832515000493,Alpine Beer Co. Nelson IPA 6pk cans,Airport,2.0,2,0.0,
245,Red New World,852282002964,Altocedro Cabernet Sauvignon 750ml,Airport,18.0,2,-16.0,
246,Red New World,852282002964,Altocedro Cabernet Sauvignon 750ml,Oak Hill,2.0,0,-2.0,
247,Red New World,852282002964,Altocedro Cabernet Sauvignon 750ml,Pleasant Valley,12.0,1,-11.0,
248,Amaro,618115105024,Amargo Vallet 750ml,Airport,0.0,0,0.0,
249,Amaro,618115105024,Amargo Vallet 750ml,Oak Hill,1.0,0,-1.0,
250,Amaro,618115105024,Amargo Vallet 750ml,Pleasant Valley,0.0,0,0.0,
251,Amaro,8018571001625,Amaro Alta Verde 750ml,Airport,2.0,0,-2.0,
252,Amaro,8018571001625,Amaro Alta Verde 750ml,Oak Hill,2.0,0,-2.0,
253,Amaro,8018571001625,Amaro Alta Verde 750ml,Pleasant Valley,3.0,0,-3.0,
254,Amaro,089552002755,Amaro Dell Etna 1L,Airport,5.0,0,-5.0,
255,Amaro,089552002755,Amaro Dell Etna 1L,Oak Hill,2.0,0,-2.0,
256,Amaro,089552002755,Amaro Dell Etna 1L,Pleasant Valley,5.0,1,-4.0,
257,Amaro,8057949760016,Amaro Della Sacra 750ml,Airport,2.0,0,-2.0,
258,Amaro,8057949760016,Amaro Della Sacra 750ml,Oak Hill,4.0,0,-4.0,
259,Amaro,8057949760016,Amaro Della Sacra 750ml,Pleasant Valley,6.0,0,-6.0,
260,Amaro,075496331938,Amaro Di Angostura 750ml,Airport,1.0,0,-1.0,
261,Amaro,075496331938,Amaro Di Angostura 750ml,Oak Hill,2.0,0,-2.0,
262,Amaro,075496331938,Amaro Di Angostura 750ml,Pleasant Valley,0.0,0,0.0,
263,Amaro,634955000046,Amaro Lucano 750ml,Airport,11.0,0,-11.0,
264,Amaro,634955000046,Amaro Lucano 750ml,Oak Hill,3.0,0,-3.0,
265,Amaro,634955000046,Amaro Lucano 750ml,Pleasant Valley,2.0,1,-1.0,
266,Amaro,8018571001588,Amaro Sfumato Rabarbaro 750ml,Airport,3.0,1,-2.0,
267,Amaro,8018571001588,Amaro Sfumato Rabarbaro 750ml,Oak Hill,3.0,0,-3.0,
268,Amaro,8018571001588,Amaro Sfumato Rabarbaro 750ml,Pleasant Valley,4.0,1,-3.0,
269,Amaro,716898963944,Amaro Sibona 1L,Airport,2.0,0,-2.0,
270,Amaro,716898963944,Amaro Sibona 1L,Oak Hill,3.0,0,-3.0,
271,Amaro,716898963944,Amaro Sibona 1L,Pleasant Valley,3.0,0,-3.0,
272,Books,9781607747482,Amaro The Spirited World Of Bittersweet,Airport,0.0,0,0.0,
273,Books,9781607747482,Amaro The Spirited World Of Bittersweet,Oak Hill,3.0,0,-3.0,
274,Books,9781607747482,Amaro The Spirited World Of Bittersweet,Pleasant Valley,2.0,0,-2.0,
275,Liqueur,083300048729,Amarula Cream 750ml,Pleasant Valley,6.0,0,-6.0,
276,White,637405073850,American Recordings Chardonnay 2019 750ml,Pleasant Valley,0.0,1,1.0,
277,Red New World,637405073867,American Recordings Pinot Noir 2019 750ml,Pleasant Valley,0.0,0,0.0,
