Action,ProductSKU,ProductName,Location,MinimumBeforeReorder,ReorderQuantity,Stock Locator,PickZones
Create/Update,089744329622,Chartreuse Green 375ml,Customer Square 3,0,12,,
Create/Update,089744329615,Chartreuse Green 750ml,Customer Square 3,27,12,,
Create/Update,089744329608,Chartreuse VEP Green 1L,Customer Square 3,0,3,,
Create/Update,089744329554,Chartreuse VEP Yellow 1L,Customer Square 3,0,3,,
Create/Update,089744329561,Chartreuse Yellow 750ml,Customer Square 3,22,12,,
Create/Update,851601000193,Chasing Lions Cabernet Sauvignon 750ml,Customer Square 3,0,12,,
Create/Update,736040545743,Chawar Miske Blanco 750ml,Customer Square 3,0,3,,
Create/Update,087752018583,Cherry Heering 750ml,Customer Square 3,5,12,,
Create/Update,868932000105,Chinola Passion Fruit Liqueur 750ml,Customer Square 3,0,6,,
Create/Update,080432400432,Chivas Regal 12yr 1L,Customer Square 3,0,12,,
Create/Update,852935001160,Chopin Vodka 1L,Customer Square 3,6,6,,
Create/Update,096749001194,Christian Brothers Sacred Bond 100 750ml,Customer Square 3,1,12,,
Create/Update,741638311006,Cimarron Blanco 1L,Customer Square 3,235,12,,
Create/Update,741638313000,Cimarron Blanco 375ml,Customer Square 3,0,12,,
Create/Update,741638321005,Cimarron Reposado 1L,Customer Square 3,136,12,,
Create/Update,688187271835,Cinco Sentidos Azul 750ml,Customer Square 3,0,2,,
Create/Update,688187271804,Cinco Sentidos De Horno 750ml,Customer Square 3,0,2,,
Create/Update,688187271781,Cinco Sentidos Espadillon 750ml,Customer Square 3,0,2,,
Create/Update,850995005647,Cinco Sentidos Espadin-Tobaziche 750ml,Customer Square 3,0,3,,
Create/Update,688187271798,Cinco Sentidos Papalome 750ml,Customer Square 3,0,2,,
Create/Update,850995005449,Cinco Sentidos Papalometl 750ml,Customer Square 3,0,3,,
Create/Update,688187271811,Cinco Sentidos Papalote Pizorra y Azul 750ml,Customer Square 3,0,2,,
Create/Update,688187271897,Cinco Sentidos Pechuga de Azul 750ml,Customer Square 3,0,2,,
Create/Update,850995005470,Cinco Sentidos Pechuga de Mole Poblano 750ml,Customer Square 3,0,3,,
Create/Update,688187271828,Cinco Sentidos Pichomel 750ml,Customer Square 3,0,2,,
Create/Update,688187271842,Cinco Sentidos Pichomel y Papalome 750ml,Customer Square 3,0,2,,
Create/Update,850995005456,Cinco Sentidos Sierra Negra 750ml,Customer Square 3,0,2,,
Create/Update,850995005586,Cinco Sentidos Tobala 750ml,Customer Square 3,0,2,,
Create/Update,086785900209,Cinzano Extra Dry Vermouth 1L,Customer Square 3,0,12,,
Create/Update,086785900179,Cinzano Rosso Vermouth 1L,Customer Square 3,5,12,,
Create/Update,082860222242,Cio Ciaro Amaro 750ml,Customer Square 3,0,12,,
Create/Update,088076161863,Ciroc Vodka 750ml,Customer Square 3,0,12,,
Create/Update,088076183728,Ciroc Watermelon 750ml,Customer Square 3,0,12,,
Create/Update,695521103028,Citadelle Gin 1L,Customer Square 3,49,6,,
Create/Update,810852032179,Clairin Rum Casimir 750ml,Customer Square 3,0,2,,
Create/Update,810852032094,Clairin Rum Le Rocher 750ml,Customer Square 3,0,2,,
Create/Update,810852032063,Clairin Rum Sajous 750ml,Customer Square 3,0,2,,
Create/Update,810852032070,Clairin Rum Vaval 750ml,Customer Square 3,1,2,,
Create/Update,081240501106,Clase Azul Durango Mezcal 750ml,Customer Square 3,0,3,,
Create/Update,081240049547,Clase Azul Plata 750ml,Customer Square 3,2,6,,
Create/Update,081240049516,Clase Azul Reposado 750ml,Customer Square 3,9,6,,
Create/Update,182972000537,Clement 10y Grand Reserve 750ml,Customer Square 3,0,6,,
Create/Update,182972000544,Clement 15y 750ml,Customer Square 3,0,6,,
Create/Update,182972000407,Clement Canne Bleue Rhum 750ml,Customer Square 3,3,6,,
Create/Update,128972000474,Clement Coconut 750ml,Customer Square 3,10,6,,
Create/Update,182972000025,Clement Creole Shrubb 750ml,Customer Square 3,1,6,,
Create/Update,182972000001,Clement Premiere Cane 750ml,Customer Square 3,1,6,,
Create/Update,182972001206,Clement Rhum Blanc Agricole 750ml,Customer Square 3,0,6,,
Create/Update,182972000513,Clement Rhum VSOP 750ml,Customer Square 3,1,6,,
Create/Update,182972000421,Clement Select Barrel 750ml,Customer Square 3,0,6,,
Create/Update,182972000520,Clement XO 750ml,Customer Square 3,0,6,,
Create/Update,088076163485,Clynelish 14y 750ml,Customer Square 3,0,6,,
Create/Update,856980005333,Cobrafire Eau De Vie De Rasin 750ml,Customer Square 3,0,2,,
Create/Update,8007117010061,Cocchi Americano 750ml,Customer Square 3,16,6,,
Create/Update,8007117010115,Cocchi Barolo Chinato 1L,Customer Square 3,2,3,,
Create/Update,8007117010078,Cocchi Barolo Chinato 500ml,Customer Square 3,0,2,,
Create/Update,8007117010108,Cocchi Di Torino 750ml,Customer Square 3,38,6,,
Create/Update,8007117011495,Cocchi Dopo Teatro Vermouth Amaro 500ml,Customer Square 3,0,4,,
Create/Update,8007117010085,Cocchi Rosa 750ml,Customer Square 3,9,4,,
Create/Update,791090529099,Cocktail Kingdom Atomizer 50ml,Customer Square 3,0,15,,
Create/Update,791090529785,Cocktail Kingdom Bitters Bottle 100ml Stainless,Customer Square 3,0,12,,
Create/Update,791090529723,Cocktail Kingdom Bitters Bottle 50ml,Customer Square 3,0,12,,
Create/Update,123479,Cocktail Kingdom Channel Knife,Customer Square 3,0,6,,
Create/Update,791090529709,Cocktail Kingdom Coco Mesh Strainer Gold,Customer Square 3,0,6,,
Create/Update,791090525770,Cocktail Kingdom Coco Mesh Strainer Stainless,Customer Square 3,0,6,,
Create/Update,791090525657,Cocktail Kingdom Ice Tray 2in,Customer Square 3,0,20,,
Create/Update,123492,Cocktail Kingdom Japanese Jigger .5-.75 oz Stainless,Customer Square 3,0,15,,
Create/Update,123496,Cocktail Kingdom Julep Strainer Copper,Customer Square 3,0,6,,
Create/Update,123499,Cocktail Kingdom Julep Strainer Stainless,Customer Square 3,0,10,,
Create/Update,123500,Cocktail Kingdom Lewis Bag,Customer Square 3,0,10,,
Create/Update,791090532358,Cocktail Kingdom Mixtin Beaker 625ml,Customer Square 3,0,4,,
Create/Update,123511,Cocktail Kingdom Teardrop Barspoon 30cm Stainless,Customer Square 3,0,12,,
Create/Update,071845098309,Coco Lopez,Customer Square 3,48,24,,
Create/Update,859061006021,Codigo 1530 Anejo 750ml,Customer Square 3,0,6,,
Create/Update,859061006007,Codigo 1530 Blanco 750ml,Customer Square 3,1,6,,
Create/Update,859061006014,Codigo 1530 Reposado 750ml,Customer Square 3,1,6,,
Create/Update,859061006113,Codigo Rosa 750ml,Customer Square 3,0,6,,
Create/Update,087236565008,Cointreau 1L,Customer Square 3,38,12,,
Create/Update,087236565206,Cointreau 375ml,Customer Square 3,0,24,,
Create/Update,031439002709,Collins Blue Cheese Olives 8oz,Customer Square 3,0,6,,
Create/Update,031439002204,Collins Cocktail Onions 8oz,Customer Square 3,0,6,,
Create/Update,031439002792,Collins Pimento Olives 8oz,Customer Square 3,0,6,,
Create/Update,736040533108,Combier Abricot 750ml,Customer Square 3,0,6,,
Create/Update,736040540571,Combier Banane 750ml,Customer Square 3,0,2,,
Create/Update,736040523802,Combier Creme de Mure 750ml,Customer Square 3,0,6,,
Create/Update,736040523826,Combier Fruits Rouges 750ml,Customer Square 3,0,2,,
Create/Update,736040523864,Combier Kummel 750ml,Customer Square 3,0,2,,
Create/Update,736040520283,Combier Orange 1L,Customer Square 3,33,6,,
Create/Update,736040523765,Combier Pamplemousse 750ml,Customer Square 3,1,6,,
Create/Update,736040001553,Combier Pasteque 750ml,Customer Square 3,0,6,,
Create/Update,736040523789,Combier Pêche De Vigne 750ml,Customer Square 3,0,6,,
Create/Update,736040526759,Combier Rose Liqueur 750ml,Customer Square 3,0,2,,
Create/Update,736040521341,Combier Royal 1L,Customer Square 3,5,2,,
Create/Update,832889001126,Compass Box Hedonism 750ml,Customer Square 3,0,1,,
Create/Update,832889005513,Compass Box Spice Tree Malt 750ml,Customer Square 3,0,2,,
Create/Update,080686187134,Connemara Peated Single Malt 750ml,Customer Square 3,0,6,,
Create/Update,8002007300000,Contratto Americano Rosso 750ml,Customer Square 3,0,6,,
Create/Update,8016441091004,Contratto Apertif 1L,Customer Square 3,1,6,,
Create/Update,8002007100006,Contratto Bianco Vermouth 750ml,Customer Square 3,0,6,,
Create/Update,8016441101000,Contratto Bitter 1L,Customer Square 3,0,6,,
Create/Update,8002007400007,Contratto Fernet 750ml,Customer Square 3,0,6,,
Create/Update,800200700003,Contratto Vermouth Rosso 750ml,Customer Square 3,0,6,,
Create/Update,850329005022,Copper & Kings Absinthe 750ml,Customer Square 3,0,6,,
Create/Update,850329005008,Copper & Kings American Brandy 750ml,Customer Square 3,0,6,,
Create/Update,850004947197,Copper & Kings Apple Brandy 750ml,Customer Square 3,0,6,,
Create/Update,720815930636,Corralejo Blanco 750ml,Customer Square 3,0,6,,
Create/Update,720815930131,Corralejo Reposado 750ml,Customer Square 3,0,6,,
Create/Update,721059000680,Coruba Dark Rum 1L,Customer Square 3,7,12,,
Create/Update,080686961048,Courvoisier VS 750ml,Customer Square 3,0,12,,
Create/Update,080480005382,Craigellachie 13y 750ml,Customer Square 3,0,6,,
Create/Update,082000771555,Crown Apple 375ml,Customer Square 3,0,24,,
Create/Update,082000771562,Crown Apple 750ml,Customer Square 3,2,12,,
Create/Update,082000792550,Crown Royal 16y Rye 750ml,Customer Square 3,0,6,,
Create/Update,087000007604,Crown Royal 375ml,Customer Square 3,0,24,,
Create/Update,087000007253,Crown Royal 750ml,Customer Square 3,0,12,,
Create/Update,860084000125,Crude Bitterless Marriage 4oz,Customer Square 3,0,4,,
Create/Update,860084000118,Crude Rizzo Bitters 4oz,Customer Square 3,0,4,,
Create/Update,851645006694,Cruz De Fuego Espadin 750ml,Customer Square 3,0,2,,
Create/Update,080686967613,Cruzan Blackstrap 1L,Customer Square 3,1,6,,
Create/Update,812066020812,Cutty Sark 1L,Customer Square 3,1,12,,
Create/Update,8412766200891,Cuvee 23 Cava 750mL,Customer Square 3,0,12,,
Create/Update,887341000018,Cynar 1L,Customer Square 3,13,12,,
Create/Update,721059002134,Cynar 70 Proof 1L,Customer Square 3,1,6,,
Create/Update,080686405016,DEK 03 Orange Liqueur 1L,Customer Square 3,0,12,,
Create/Update,087647111672,Dalmore 12y 750ml,Customer Square 3,0,6,,
Create/Update,087647111689,Dalmore 15y 750ml,Customer Square 3,0,6,,
Create/Update,081932049534,Damiana Liqueur 750ml,Customer Square 3,13,3,,
Create/Update,8809018212038,Damso Soju 375ml,Customer Square 3,6,20,,
Create/Update,618358000124,Daristi Xtabentun 750ml,Customer Square 3,0,6,,
Create/Update,695521106012,Daron Calvados Fine 750ml,Customer Square 3,8,6,,
Create/Update,753677291560,Dashfire Spiced Apple Bitters 100ml,Customer Square 3,0,3,,
Create/Update,856065002417,Deep Eddy Lemon 750ml,Customer Square 3,0,12,,
Create/Update,856065002271,Deep Eddy Lime 750ml,Customer Square 3,0,12,,
Create/Update,856065002080,Deep Eddy Ruby Red 750ml,Customer Square 3,0,12,,
Create/Update,856065002455,Deep Eddy Vodka 375ml,Customer Square 3,0,12,,
Create/Update,856065002035,Deep Eddy Vodka 750ml,Customer Square 3,0,12,,
Create/Update,618397110020,Del Maguey Arroqueno 750ml,Customer Square 3,1,6,,
Create/Update,618397201391,Del Maguey Barril 750ml,Customer Square 3,0,6,,
Create/Update,618398080384,Del Maguey Chichicapa 750ml,Customer Square 3,11,6,,
Create/Update,618397020015,Del Maguey Crema de Mezcal 750ml,Customer Square 3,4,6,,
Create/Update,618397201018,Del Maguey Espadin Especial 750ml,Customer Square 3,0,6,,
Create/Update,618397201384,Del Maguey Iberico Pechuga 750ml,Customer Square 3,0,6,,
Create/Update,618397201674,Del Maguey Jabali 750ml,Customer Square 3,0,6,,
Create/Update,618397201902,Del Maguey Las Milpas 750ml,Customer Square 3,0,6,,
Create/Update,618397201308,Del Maguey Madrecuixe 750ml,Customer Square 3,0,6,,
Create/Update,618397960021,Del Maguey Minero 750ml,Customer Square 3,1,6,,
Create/Update,618397010016,Del Maguey Pechuga 750ml,Customer Square 3,1,6,,
Create/Update,618397960014,Del Maguey San Domingo Albarradas 750ml,Customer Square 3,0,6,,
Create/Update,618397201223,Del Maguey San Jose Rio Minas 750ml,Customer Square 3,0,6,,
Create/Update,618397950015,Del Maguey San Luis del Rio 750ml,Customer Square 3,0,6,,
Create/Update,618397110013,Del Maguey San Luis del Rio Azul 750ml,Customer Square 3,0,6,,
Create/Update,618397201230,Del Maguey San Pedro Taviche 750ml,Customer Square 3,0,6,,
Create/Update,618397201131,Del Maguey Tepextate 750ml,Customer Square 3,0,6,,
Create/Update,618397970013,Del Maguey Tobala 750ml,Customer Square 3,1,6,,
Create/Update,618397201544,Del Maguey Tobaziche 750ml,Customer Square 3,0,6,,
Create/Update,618397200929,Del Maguey Vida 750ml,Customer Square 3,157,6,,
Create/Update,618397202114,Del Maguey Vida de Muertos750ml,Customer Square 3,0,6,,
Create/Update,898498001049,Denizen Merchant Reserve Rum 750ml,Customer Square 3,17,6,,
Create/Update,898498001056,Denizen Vatted Dark Rum 750ml,Customer Square 3,0,6,,
Create/Update,898498001018,Denizen White Rum 750ml,Customer Square 3,6,6,,
Create/Update,613739980590,Derrumbes Durango 200ml,Customer Square 3,0,6,,
Create/Update,708747152845,Derrumbes Durango Durangensis 750ml,Customer Square 3,2,2,,
Create/Update,7503019735541,Derrumbes Michoacan Chino Alto 750ml,Customer Square 3,0,2,,
Create/Update,7503018755007,Derrumbes Oaxaca Espadin Tobala 750ml,Customer Square 3,0,2,,
Create/Update,613739980576,Derrumbes San Luis Potosi 200ml,Customer Square 3,0,6,,
Create/Update,708747152838,Derrumbes San Luis Potosi Salmiana 750ml,Customer Square 3,2,6,,
Create/Update,708747152913,Derrumbes Tamaulipas Ensamble 750ml,Customer Square 3,0,2,,
Create/Update,613739980583,Derrumbes Zacatecas Blue Weber 200ml,Customer Square 3,0,6,,
Create/Update,708747152920,Derrumbes Zacatecas Blue Weber 750ml,Customer Square 3,0,4,,
Create/Update,866510000424,Desert Door Texas Sotol 50ml,Customer Square 3,120,30,,
Create/Update,866510000400,Desert Door Texas Sotol 750ml,Customer Square 3,23,6,,
Create/Update,866510000417,Desert Door Texas Sotol Barrel Aged 750ml,Customer Square 3,0,6,,
Create/Update,080480230012,Dewars 1L,Customer Square 3,4,12,,
Create/Update,050037014235,Di Saronno Amaretto 1L,Customer Square 3,5,6,,
Create/Update,082000797036,Dickel Bonded 13y 2007 750ml,Customer Square 3,0,12,,
Create/Update,082000797180,Dickel Bourbon 8y 750ml,Customer Square 3,0,12,,
Create/Update,082000792242,Dickel Grackle Single Barrel 15y 750ml,Customer Square 3,0,12,,
Create/Update,088076006225,Dickel No 12 1L,Customer Square 3,1,12,,
Create/Update,088076006423,Dickel No 8 1L,Customer Square 3,0,12,,
Create/Update,082000759461,Dickel Rye 1L,Customer Square 3,44,12,,
Create/Update,082000792253,Dickel Single Barrel 15y 750ml,Customer Square 3,0,12,,
Create/Update,094922277626,Dimmi Liqueur 750ml,Customer Square 3,0,6,,
Create/Update,8138230105034,Dingle Irish Gin 750ml,Customer Square 3,0,6,,
Create/Update,081382301138,Dingle Irish Whiskey Batch 4 750ml,Customer Square 3,0,6,,
Create/Update,7594003626167,Diplomatico Ambassador Selection 750ml,Customer Square 3,0,3,,
Create/Update,7594003626723,Diplomatico Distillery No2 750ml,Customer Square 3,0,6,,
Create/Update,7594003626631,Diplomatico Mantuano 750ml,Customer Square 3,2,6,,
Create/Update,7594003626891,Diplomatico Planas 750ml,Customer Square 3,0,6,,
Create/Update,7594003620394,Diplomatico Reserva Exclusiva 750ml,Customer Square 3,4,6,,
Create/Update,705105792163,Dirty Sue Olive Juice 750ml,Customer Square 3,1,12,,
Create/Update,860002029900,District Distilling Wild June Gin 750ml,Customer Square 3,0,6,,
Create/Update,3274510003913,Dolin Blanc 375ml,Customer Square 3,0,6,,
Create/Update,3274510003821,Dolin Blanc 750ml,Customer Square 3,18,6,,
Create/Update,3274510003791,Dolin Dry 750ml,Customer Square 3,20,6,,
Create/Update,3274510003616,Dolin Genepy Des Alpes 750ml,Customer Square 3,1,2,,
Create/Update,3274510003906,Dolin Rouge 375ml,Customer Square 3,0,6,,
Create/Update,3274510003814,Dolin Rouge 750ml,Customer Square 3,16,6,,
Create/Update,080480555306,Dom Benedictine 1L,Customer Square 3,9,12,,
Create/Update,080480555603,Dom Benedictine 375ml,Customer Square 3,0,12,,
Create/Update,793573762733,Domaine De Canton 1L,Customer Square 3,14,6,,
Create/Update,8057438300068,Domus Picta Treviso Prosecco 750ml,Customer Square 3,0,12,,
Create/Update,618115946047,Don Amado Rustico 750ml,Customer Square 3,0,2,,
Create/Update,7416388337516,Don Fulano Extra Anejo 750ml,Customer Square 3,0,2,,
Create/Update,674545000322,Don Julio 1942 750ml,Customer Square 3,6,6,,
Create/Update,088076185500,Don Julio 1942 Primavera 750ml,Customer Square 3,0,6,,
Create/Update,674545000063,Don Julio Anejo 750ml,Customer Square 3,3,6,,
Create/Update,674545000599,Don Julio Blanco 375ml,Customer Square 3,0,6,,
Create/Update,674545000001,Don Julio Blanco 750ml,Customer Square 3,38,6,,
Create/Update,674545000414,Don Julio Reposado 750ml,Customer Square 3,6,6,,
Create/Update,190046000017,Don Mateo Alto 750ml,Customer Square 3,0,2,,
Create/Update,190046000048,Don Mateo Cupreata 750ml,Customer Square 3,0,2,,
Create/Update,190046000031,Don Mateo Manso De Sahuayo 750ml,Customer Square 3,0,1,,
Create/Update,190046000000,Don Mateo Pechuga 750ml,Customer Square 3,1,2,,
Create/Update,190046000024,Don Mateo Silvestre 750ml,Customer Square 3,0,1,,
Create/Update,082301101518,Don Q 151 1L,Customer Square 3,0,12,,
Create/Update,082301100559,Don Q Anejo 1L,Customer Square 3,0,12,,
Create/Update,082301100023,Don Q Cristal 1L,Customer Square 3,0,12,,
Create/Update,850021602031,Dos Deus Vermouth Dry 750ml,Customer Square 3,0,6,,
Create/Update,850021602017,Dos Deus Vermouth White 750ml,Customer Square 3,0,6,,
Create/Update,072311630122,Dos Equis Bottles 6 Pack,Customer Square 3,12,4,,
Create/Update,1234500000081,Double Zero Apple Eau De Vie 750ml,Customer Square 3,0,2,,
Create/Update,094799020028,Dows Ruby Port NV 750ml,Customer Square 3,1,12,,
Create/Update,094799020011,Dows Tawny Port NV 750ml,Customer Square 3,2,12,,
Create/Update,083664873630,Drambuie 1L,Customer Square 3,0,6,,
Create/Update,094922475800,Dripping Springs Artisan Gin 750ml,Customer Square 3,0,6,,
Create/Update,094922337573,Dripping Springs Orange Vodka 1L,Customer Square 3,0,6,,
Create/Update,850010806259,Dripping Springs Traditional Gin 750ml,Customer Square 3,1,6,,
Create/Update,094922450876,Dripping Springs Vodka 50ml,Customer Square 3,0,72,,
Create/Update,094922545763,Dripping Springs Vodka 750ml,Customer Square 3,0,12,,
Create/Update,086785012346,Drumshanbo Gunpowder Irish Gin 750ml,Customer Square 3,1,6,,
Create/Update,854569002056,Du Peyrat Organic Cognac 750ml,Customer Square 3,4,3,,
Create/Update,096749401307,Dubonnet Rouge 750ml,Customer Square 3,0,12,,
Create/Update,7640105020447,Duplais Blanche Absinthe 750ml,Customer Square 3,0,2,,
Create/Update,7640105020737,Duplais Verte Absinthe 750ml,Customer Square 3,0,2,,
Create/Update,3267130034375,Duquesne Rhum Agricole Blanc 1L,Customer Square 3,0,2,,
Create/Update,3267130034405,Duquesne Rhum Agricole Dark 1L,Customer Square 3,0,2,,
Create/Update,080480002923,Dusse VSOP 750ml,Customer Square 3,1,6,,
Create/Update,085000004159,E & J VS Brandy 1.75L,Customer Square 3,0,6,,
Create/Update,085000004135,E & J VS Brandy 750ml,Customer Square 3,1,12,,
Create/Update,088004005498,EH Taylor Small Batch Bourbon 750ml,Customer Square 3,2,6,,
Create/Update,088004047955,Early Times Bonded 1L,Customer Square 3,8,12,,
Create/Update,858604005637,Eastcider Brut 100 Cal. 6 Pack Cans,Customer Square 3,8,4,,
Create/Update,858604005064,Eastciders Original Cans 6 Pack,Customer Square 3,4,4,,
Create/Update,858604005262,Eastciders Pineapple Cans 6 Pack,Customer Square 3,0,4,,
Create/Update,711629000011,El Dorado 12y 750ml,Customer Square 3,7,3,,
Create/Update,711629001322,El Dorado 12y Ruby Port Cask 750ml,Customer Square 3,0,2,,
Create/Update,711629000004,El Dorado 15y 750ml,Customer Square 3,0,3,,
Create/Update,711629000554,El Dorado 21y 750ml,Customer Square 3,0,2,,
Create/Update,711629000882,El Dorado 3y White 750ml,Customer Square 3,0,6,,
Create/Update,711629001100,El Dorado 5y 1L,Customer Square 3,9,6,,
Create/Update,711629001018,El Dorado 8y 750ml,Customer Square 3,2,4,,
Create/Update,711629001629,El Dorado Diamond 151 1L,Customer Square 3,0,3,,
Create/Update,850012903192,El Guapo Chicory Pecan Bitters 100ml,Customer Square 3,0,12,,
Create/Update,850012903048,El Guapo Ginger 16.5oz,Customer Square 3,0,6,,
Create/Update,850012903260,El Guapo Polynesian Kiss Bitters 100ml,Customer Square 3,0,6,,
Create/Update,850012903208,El Guapo Spiced Cocoa Bitters 100ml,Customer Square 3,0,6,,
Create/Update,744607063203,El Jimador Anejo 750ml,Customer Square 3,0,6,,
Create/Update,744607068307,El Jimador Blanco 1L,Customer Square 3,74,12,,
Create/Update,744607069304,El Jimador Reposado 1L,Customer Square 3,6,12,,
Create/Update,080925100078,El Jolgorio Barril 750ml,Customer Square 3,0,1,,
Create/Update,080925100061,El Jolgorio Cuixe 750ml,Customer Square 3,0,1,,
Create/Update,080925100016,El Jolgorio Espadin 750ml,Customer Square 3,0,1,,
Create/Update,080925100047,El Jolgorio Madrecuixe 750ml,Customer Square 3,0,1,,
Create/Update,080925100023,El Jolgorio Mexicano 750ml,Customer Square 3,0,1,,
Create/Update,080925100085,El Jolgorio Pechuga 750ml,Customer Square 3,0,1,,
Create/Update,080925100054,El Jolgorio Tepeztate 750ml,Customer Square 3,0,1,,
Create/Update,080925100030,El Jolgorio Tobala 750ml,Customer Square 3,0,1,,
Create/Update,863415000047,El Silencio Espadin 50ml,Customer Square 3,0,120,,
Create/Update,863415000023,El Silencio Espadin 750ml,Customer Square 3,41,6,,
Create/Update,7501398100332,El Tequileno Reposado 750ml,Customer Square 3,0,6,,
Create/Update,080686761402,El Tesoro Anejo 750ml,Customer Square 3,1,6,,
Create/Update,080686760405,El Tesoro Blanco 750ml,Customer Square 3,26,6,,
Create/Update,080686761044,El Tesoro Extra Anejo 750ml,Customer Square 3,0,6,,
Create/Update,080686759461,El Tesoro Paradiso Extra Anejo 750ml,Customer Square 3,0,6,,
Create/Update,080686762409,El Tesoro Reposado 750ml,Customer Square 3,15,6,,
Create/Update,096749001873,Elijah Craig 375ml,Customer Square 3,0,12,,
Create/Update,096749000067,Elijah Craig Small Batch 750ml,Customer Square 3,41,12,,
Create/Update,096749002733,Elijah Craig Straight Rye 750ml,Customer Square 3,0,6,,
Create/Update,098709086425,Emilio Hidalgo PX Sherry 500ml,Customer Square 3,1,6,,
Create/Update,628451773108,Empress 1908 Gin 750ml,Customer Square 3,6,6,,
Create/Update,7500462612702,Espina Negra Espadin 750ml,Customer Square 3,0,6,,
Create/Update,7500462612726,Espina Negra Tepeztate 750ml,Customer Square 3,0,4,,
Create/Update,7500462612719,Espina Negra Tobala 750ml,Customer Square 3,0,4,,
Create/Update,664804001436,Espolon Anejo 1L,Customer Square 3,0,6,,
Create/Update,721059701006,Espolon Blanco 1L,Customer Square 3,343,6,,
Create/Update,664804000378,Espolon Blanco 375ml,Customer Square 3,0,12,,
Create/Update,721059701013,Espolon Reposado 1L,Customer Square 3,7,6,,
Create/Update,858666003046,Esporao Monte Velho White 750ml,Customer Square 3,0,12,,
Create/Update,096749002986,Evan Williams 1783 750ml,Customer Square 3,0,6,,
Create/Update,096749021147,Evan Williams Black 1.75L,Customer Square 3,0,6,,
Create/Update,096749021277,Evan Williams Bonded 1L,Customer Square 3,72,12,,
Create/Update,088352126524,Exotico Blanco 1L,Customer Square 3,24,6,,
Create/Update,738435750732,FEW Breakfast Gin 750ml,Customer Square 3,0,6,,
Create/Update,039815110024,Fabbri Amarena Cherries 21oz,Customer Square 3,0,6,,
Create/Update,710822737274,Fairweather Cider Common 4pk,Customer Square 3,12,6,,
Create/Update,710822737298,Fairweather Cider Smell The Van 4pk,Customer Square 3,0,6,,
Create/Update,710822737267,Fairweather Cider Tejano Dreams 4pk,Customer Square 3,0,6,,
Create/Update,812066020225,Famous Grouse 1L,Customer Square 3,11,12,,
Create/Update,812066021383,Famous Grouse Smokey Black 1L,Customer Square 3,0,12,,
Create/Update,791863140674,Fee Brothers Aztec Chocolate Bitters 5oz,Customer Square 3,4,12,,
Create/Update,791863140711,Fee Brothers Black Walnut Bitters 5oz,Customer Square 3,13,12,,
Create/Update,791863140735,Fee Brothers Bokers Cardamom Bitters 5oz,Customer Square 3,1,12,,
Create/Update,791863140681,Fee Brothers Celery Bitters 5oz,Customer Square 3,1,12,,
Create/Update,791863140667,Fee Brothers Cherry Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863140698,Fee Brothers Cranberry Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863144450,Fee Brothers Fee Foam 5oz,Customer Square 3,0,12,,
Create/Update,791863140551,Fee Brothers Grapefruit Bitters 5oz,Customer Square 3,2,12,,
Create/Update,791863144504,Fee Brothers Hibiscus Water 5oz,Customer Square 3,0,12,,
Create/Update,791863140544,Fee Brothers Lemon Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863140759,Fee Brothers Lime Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863140537,Fee Brothers Mint Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863140513,Fee Brothers Orange Bitters 5oz,Customer Square 3,2,12,,
Create/Update,791863144405,Fee Brothers Orange Flower Water 5oz,Customer Square 3,1,12,,
Create/Update,791863140520,Fee Brothers Peach Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863140704,Fee Brothers Plum Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863140650,Fee Brothers Rhubarb Bitters 5oz,Customer Square 3,0,12,,
Create/Update,791863144412,Fee Brothers Rose Water 5oz,Customer Square 3,1,12,,
Create/Update,791863140605,Fee Brothers Whiskey Barrel Bitters 5oz,Customer Square 3,0,12,,
Create/Update,898563002629,Fernet Branca 750ml,Customer Square 3,40,6,,
Create/Update,857853002237,Fernet Gancia 750ml,Customer Square 3,0,6,,
Create/Update,887049000013,Fernet Vallet 750ml,Customer Square 3,0,4,,
Create/Update,898195001854,Fever Tree Aromatic Tonic 4 Pack,Customer Square 3,0,6,,
Create/Update,898195001137,Fever Tree Club Soda 4 Pack,Customer Square 3,6,6,,
Create/Update,812136030215,Fever Tree Club Soda Can 8 Pack,Customer Square 3,0,6,,
Create/Update,898195001656,Fever Tree Elderflower Tonic 4 Pack,Customer Square 3,0,6,,
Create/Update,898195001090,Fever Tree Ginger Ale 4 Pack,Customer Square 3,6,6,,
Create/Update,898195001274,Fever Tree Ginger Beer 4 Pack,Customer Square 3,62,6,,
Create/Update,812136030598,Fever Tree Ginger Beer Can 8 Pack,Customer Square 3,0,3,,
Create/Update,898195001014,Fever Tree Indian Tonic 4 Pack,Customer Square 3,60,6,,
Create/Update,898195001755,Fever Tree Indian Tonic Can 8 Pack,Customer Square 3,0,3,,
Create/Update,812136030857,Fever Tree Lime & Yuzu 4 Pack,Customer Square 3,12,6,,
Create/Update,898195001519,Fever Tree Mediteranian Tonic 4 Pack,Customer Square 3,30,6,,
