,Category,SKU,ProductName,Location,OnHand,Par,Shy,Send
0,Bar Tools,1234500000000,12/24 Mixing Tin Sets,Pleasant Valley,0.0,4,4.0,
1,Tequila,7503013136221,123 Organic Anejo Tequila 750ml,Warehouse,0.0,2,2.0,
2,Tequila,7503013136207,123 Organic Blanco Tequila 750ml,Airport,2.0,0,-2.0,
3,Tequila,7503013136207,123 Organic Blanco Tequila 750ml,Oak Hill,1.0,0,-1.0,
4,Tequila,7503013136207,123 Organic Blanco Tequila 750ml,Pleasant Valley,0.0,1,1.0,1.0
5,Tequila,7503013136207,123 Organic Blanco Tequila 750ml,Warehouse,0.0,2,2.0,1.0
6,Tequila,7503013136214,123 Organic Reposado Tequila 750ml,Airport,0.0,0,0.0,
7,Tequila,7503013136214,123 Organic Reposado Tequila 750ml,Oak Hill,1.0,0,-1.0,
8,Tequila,7503013136214,123 Organic Reposado Tequila 750ml,Pleasant Valley,1.0,1,0.0,
9,Tequila,7503013136214,123 Organic Reposado Tequila 750ml,Warehouse,0.0,2,2.0,1.0
10,Bubbles,805300030616,17/24 Metodo Classico 750ml,Airport,2.0,2,0.0,
11,Bubbles,805300030616,17/24 Metodo Classico 750ml,Oak Hill,6.0,2,-4.0,
12,Bubbles,805300030616,17/24 Metodo Classico 750ml,Pleasant Valley,6.0,2,-4.0,
13,Whiskey Bourbon/American,088004030711,1792 12y 750ml,Pleasant Valley,3.0,2,-1.0,
14,Whiskey Bourbon/American,088004030711,1792 12y 750ml,Warehouse,6.0,2,-4.0,
15,Whiskey Bourbon/American,088004027971,1792 Bottled In Bond 750ml,Airport,0.0,2,2.0,
16,Whiskey Bourbon/American,088004027971,1792 Bottled In Bond 750ml,Oak Hill,0.0,2,2.0,
17,Whiskey Bourbon/American,088004027971,1792 Bottled In Bond 750ml,Pleasant Valley,0.0,2,2.0,
18,Whiskey Bourbon/American,088004027971,1792 Bottled In Bond 750ml,Warehouse,3.0,2,-1.0,
19,Whiskey Bourbon/American,080660001159,1792 Full Proof 750ml,Airport,6.0,1,-5.0,
20,Whiskey Bourbon/American,080660001159,1792 Full Proof 750ml,Oak Hill,0.0,1,1.0,
21,Whiskey Bourbon/American,080660001159,1792 Full Proof 750ml,Pleasant Valley,0.0,1,1.0,
22,Whiskey Bourbon/American,080660001159,1792 Full Proof 750ml,Warehouse,6.0,1,-5.0,
23,Whiskey Bourbon/American,080660001142,1792 Single Barrel 750ml,Airport,0.0,1,1.0,
24,Whiskey Bourbon/American,080660001142,1792 Single Barrel 750ml,Oak Hill,0.0,1,1.0,
25,Whiskey Bourbon/American,080660001142,1792 Single Barrel 750ml,Pleasant Valley,0.0,1,1.0,
26,Whiskey Bourbon/American,088004042196,1792 Small Batch Bourbon 1L,Warehouse,46.0,18,-28.0,
27,Whiskey Bourbon/American,080660001203,1792 Small Batch Bourbon 750ml,Airport,13.0,2,-11.0,
28,Whiskey Bourbon/American,080660001203,1792 Small Batch Bourbon 750ml,Oak Hill,6.0,2,-4.0,
29,Whiskey Bourbon/American,080660001203,1792 Small Batch Bourbon 750ml,Pleasant Valley,4.0,2,-2.0,
30,Whiskey Bourbon/American,080660001166,1792 Sweet Wheat 750ml,Pleasant Valley,3.0,2,-1.0,
31,Whiskey Bourbon/American,080660001166,1792 Sweet Wheat 750ml,Warehouse,8.0,2,-6.0,
32,Tequila,811538010146,1800 Blanco 1L,Airport,7.0,1,-6.0,
33,Tequila,811538010146,1800 Blanco 1L,Oak Hill,5.0,1,-4.0,
34,Tequila,811538010146,1800 Blanco 1L,Pleasant Valley,3.0,3,0.0,
35,Whiskey Bourbon/American,040232625121,1876 Straight Bourbon 750ml,Pleasant Valley,0.0,24,24.0,
36,Vodka,850010806136,1876 Vodka 175L,Airport,1.0,3,2.0,2.0
37,Vodka,850010806136,1876 Vodka 175L,Oak Hill,6.0,2,-4.0,
38,Vodka,850010806136,1876 Vodka 175L,Pleasant Valley,20.0,20,0.0,
39,Vodka,850010806143,1876 Vodka 1L,Airport,4.0,4,0.0,
40,Vodka,850010806143,1876 Vodka 1L,Oak Hill,3.0,3,0.0,
41,Vodka,850010806143,1876 Vodka 1L,Pleasant Valley,12.0,4,-8.0,
42,Vodka,850010806143,1876 Vodka 1L,Warehouse,124.0,60,-64.0,
43,Mixer,857438001525,1888 Dirtiest Martini Mix 1L,Pleasant Valley,0.0,12,12.0,
44,Whiskey Irish,080686294047,2 Gingers Irish Whiskey 750ml,Warehouse,48.0,13,-35.0,
45,Craft Beer,859612001314,21st Amendment Blood Orange Cans 6 Pack,Airport,0.0,2,2.0,
46,Craft Beer,859612001031,21st Amendment Brew Free IPA Cans 6pk,Airport,0.0,2,2.0,
47,Craft Beer,859612001024,21st Amendment Seasonal Release Cans 6 Pack,Airport,0.0,2,2.0,
48,Red New World,664228300047,22 Pirates Red Blend 750ml,Airport,5.0,2,-3.0,
49,Red New World,664228300047,22 Pirates Red Blend 750ml,Oak Hill,7.0,2,-5.0,
50,Whiskey Bourbon/American,856491003132,291 Barrel Proof Bourbon 750ml,Warehouse,0.0,1,1.0,
51,Whiskey Rye,856491003057,291 Single Barrel Rye 750ml,Warehouse,0.0,1,1.0,
52,Mezcal,811538013628,400 Conejos Espadin 750ml,Airport,6.0,4,-2.0,
53,Mezcal,811538013628,400 Conejos Espadin 750ml,Pleasant Valley,5.0,2,-3.0,
54,Mezcal,811538013628,400 Conejos Espadin 750ml,Warehouse,8.0,6,-2.0,
55,Vodka,080480284312,42 Below 1L,Airport,2.0,2,0.0,
56,Vodka,080480284312,42 Below 1L,Pleasant Valley,9.0,2,-7.0,
57,Vodka,080480284312,42 Below 1L,Warehouse,43.0,48,5.0,
58,Craft Beer,852674006389,512 Citra Summer 6pk Bottles,Airport,0.0,3,3.0,
59,Craft Beer,852674006389,512 Citra Summer 6pk Bottles,Pleasant Valley,0.0,3,3.0,
60,Craft Beer,852674006068,512 IPA 6pk Bottles,Airport,2.0,3,1.0,1.0
61,Craft Beer,852674006068,512 IPA 6pk Bottles,Oak Hill,8.0,3,-5.0,
62,Craft Beer,852674006068,512 IPA 6pk Bottles,Pleasant Valley,4.0,3,-1.0,
63,Craft Beer,852674006068,512 IPA 6pk Bottles,Warehouse,38.0,16,-22.0,
64,Craft Beer,852674006150,512 Pale 6 Pack Bottles,Airport,6.0,4,-2.0,
65,Craft Beer,852674006150,512 Pale 6 Pack Bottles,Oak Hill,4.0,2,-2.0,
66,Craft Beer,852674006150,512 Pale 6 Pack Bottles,Pleasant Valley,4.0,4,0.0,
67,Craft Beer,852674006044,512 Pecan Porter 4pk Bottles,Airport,1.0,3,2.0,
68,Craft Beer,852674006044,512 Pecan Porter 4pk Bottles,Pleasant Valley,6.0,3,-3.0,
69,Craft Beer,852674006044,512 Pecan Porter 4pk Bottles,Warehouse,30.0,3,-27.0,
70,Craft Beer,852674006099,512 Smash Mosaic 6 Pack Bottles,Warehouse,0.0,8,8.0,
71,Craft Beer,852674006143,512 Wit 6 Pack Bottles,Airport,5.0,4,-1.0,
72,Craft Beer,852674006143,512 Wit 6 Pack Bottles,Oak Hill,0.0,1,1.0,
73,Craft Beer,852674006143,512 Wit 6 Pack Bottles,Pleasant Valley,7.0,4,-3.0,
74,Gin,5060093991710,6 O'clock Sloe Gin 750ml,Warehouse,34.0,11,-23.0,
75,Bag,876718036903,6 Pack Bike Carrier,Airport,0.0,2,2.0,
76,Bag,876718036903,6 Pack Bike Carrier,Pleasant Valley,3.0,2,-1.0,
77,Liqueur,089000118397,99 Apple Schnapps 50ml,Airport,64.0,60,-4.0,
78,Liqueur,089000118397,99 Apple Schnapps 50ml,Oak Hill,127.0,12,-115.0,
79,Liqueur,089000118397,99 Apple Schnapps 50ml,Pleasant Valley,103.0,60,-43.0,
80,Liqueur,080660620992,99 Bananas 50ml,Airport,108.0,60,-48.0,
81,Liqueur,080660620992,99 Bananas 50ml,Oak Hill,38.0,24,-14.0,
82,Liqueur,080660620992,99 Bananas 50ml,Pleasant Valley,100.0,60,-40.0,
83,Liqueur,080660620053,99 Bananas 750ml,Pleasant Valley,3.0,2,-1.0,
84,Liqueur,080660620053,99 Bananas 750ml,Warehouse,3.0,2,-1.0,
85,Liqueur,088004045418,99 Cherry Limeade 50ml,Airport,126.0,60,-66.0,
86,Liqueur,088004045418,99 Cherry Limeade 50ml,Oak Hill,75.0,6,-69.0,
87,Liqueur,088004045418,99 Cherry Limeade 50ml,Pleasant Valley,108.0,60,-48.0,
88,Liqueur,088004045425,99 Chocolate 50ml,Oak Hill,3.0,24,21.0,
89,Liqueur,088004045425,99 Chocolate 50ml,Pleasant Valley,0.0,60,60.0,
90,Liqueur,088004045456,99 Fruit Punch 50ml,Oak Hill,95.0,24,-71.0,
91,Liqueur,088004045456,99 Fruit Punch 50ml,Pleasant Valley,116.0,60,-56.0,
92,Liqueur,088004045449,99 Guava 50ml,Pleasant Valley,0.0,60,60.0,
93,Liqueur,088004045432,99 Mystery Flavor 50ml,Oak Hill,2.0,24,22.0,
94,Liqueur,088004045432,99 Mystery Flavor 50ml,Pleasant Valley,0.0,60,60.0,
95,Liqueur,088004034221,99 Party Bucket 50ml,Airport,5.0,2,-3.0,
96,Liqueur,088004034221,99 Party Bucket 50ml,Oak Hill,2.0,2,0.0,
97,Liqueur,088004034221,99 Party Bucket 50ml,Pleasant Valley,5.0,2,-3.0,
98,Whiskey Mexican,7503027709251,Abasolo Corn Whisky 50ml,Airport,60.0,12,-48.0,
99,Whiskey Mexican,7503027709251,Abasolo Corn Whisky 50ml,Oak Hill,12.0,0,-12.0,
100,Whiskey Mexican,7503027709251,Abasolo Corn Whisky 50ml,Pleasant Valley,12.0,12,0.0,
101,Whiskey Mexican,7503027709077,Abasolo Corn Whisky 750ml,Airport,16.0,1,-15.0,
102,Whiskey Mexican,7503027709077,Abasolo Corn Whisky 750ml,Oak Hill,10.0,1,-9.0,
103,Whiskey Mexican,7503027709077,Abasolo Corn Whisky 750ml,Pleasant Valley,17.0,2,-15.0,
104,Whiskey Mexican,7503027709077,Abasolo Corn Whisky 750ml,Warehouse,115.0,24,-91.0,
105,Whiskey Scotch,080480220006,Aberfeldy 12y 750ml,Airport,7.0,3,-4.0,
106,Whiskey Scotch,080480220006,Aberfeldy 12y 750ml,Oak Hill,4.0,2,-2.0,
107,Whiskey Scotch,080480220006,Aberfeldy 12y 750ml,Pleasant Valley,4.0,3,-1.0,
108,Whiskey Scotch,080480220006,Aberfeldy 12y 750ml,Warehouse,14.0,18,4.0,2.0
109,Whiskey Scotch,080480006167,Aberfeldy 16y 750ml,Airport,4.0,1,-3.0,
110,Whiskey Scotch,080480006167,Aberfeldy 16y 750ml,Oak Hill,2.0,0,-2.0,
111,Whiskey Scotch,080480006167,Aberfeldy 16y 750ml,Pleasant Valley,2.0,1,-1.0,
112,Whiskey Scotch,080480006167,Aberfeldy 16y 750ml,Warehouse,6.0,2,-4.0,
113,Whiskey Scotch,080480984984,Aberfeldy 18y Exceptional Cask Series 750ml,Airport,0.0,1,1.0,
114,Whiskey Scotch,080480984984,Aberfeldy 18y Exceptional Cask Series 750ml,Pleasant Valley,2.0,1,-1.0,
115,Whiskey Scotch,080480986032,Aberfeldy 18y Pauillac Bordeaux LE 750ml,Airport,0.0,1,1.0,
116,Whiskey Scotch,080480986032,Aberfeldy 18y Pauillac Bordeaux LE 750ml,Pleasant Valley,0.0,1,1.0,
117,Whiskey Scotch,080480985929,Aberfeldy 20y Exceptional Cask Series 750ml,Airport,0.0,1,1.0,
118,Whiskey Scotch,080480985929,Aberfeldy 20y Exceptional Cask Series 750ml,Pleasant Valley,2.0,1,-1.0,
119,Whiskey Scotch,080480220013,Aberfeldy 21y 750ml,Airport,0.0,1,1.0,
120,Whiskey Scotch,080480220013,Aberfeldy 21y 750ml,Pleasant Valley,1.0,1,0.0,
121,Whiskey Scotch,080432102145,Aberlour 12y 750ml,Airport,3.0,1,-2.0,
122,Whiskey Scotch,080432102145,Aberlour 12y 750ml,Oak Hill,2.0,1,-1.0,
123,Whiskey Scotch,080432102145,Aberlour 12y 750ml,Pleasant Valley,4.0,1,-3.0,
124,Whiskey Scotch,080432102145,Aberlour 12y 750ml,Warehouse,5.0,1,-4.0,
125,Whiskey Scotch,080432102169,Aberlour 16y 750ml,Airport,0.0,1,1.0,1.0
126,Whiskey Scotch,080432102169,Aberlour 16y 750ml,Oak Hill,2.0,0,-2.0,
127,Whiskey Scotch,080432102169,Aberlour 16y 750ml,Pleasant Valley,0.0,1,1.0,1.0
128,Whiskey Scotch,080432516171,Aberlour Abunadh 750ml,Airport,0.0,1,1.0,1.0
129,Whiskey Scotch,080432516171,Aberlour Abunadh 750ml,Oak Hill,3.0,1,-2.0,
130,Whiskey Scotch,080432516171,Aberlour Abunadh 750ml,Pleasant Valley,0.0,1,1.0,1.0
131,Whiskey Scotch,080432114612,Aberlour A'bunadh Alba 750ml,Airport,1.0,1,0.0,
132,Whiskey Scotch,080432114612,Aberlour A'bunadh Alba 750ml,Oak Hill,2.0,0,-2.0,
133,Whiskey Scotch,080432114612,Aberlour A'bunadh Alba 750ml,Pleasant Valley,2.0,1,-1.0,
134,Bar Tools,12301230,Absinthe 4 Leg Brouilleur,Airport,0.0,2,2.0,
135,Bar Tools,12301230,Absinthe 4 Leg Brouilleur,Pleasant Valley,0.0,2,2.0,
136,Bar Tools,12161216,Absinthe Brouilleur 3 Hole,Airport,2.0,2,0.0,
137,Bar Tools,12161216,Absinthe Brouilleur 3 Hole,Oak Hill,3.0,2,-1.0,
138,Bar Tools,12161216,Absinthe Brouilleur 3 Hole,Pleasant Valley,1.0,2,1.0,1.0
139,Bar Tools,13021302,Absinthe Fountain 2 Spout,Airport,0.0,1,1.0,
140,Bar Tools,13021302,Absinthe Fountain 2 Spout,Pleasant Valley,0.0,1,1.0,
141,Bar Tools,13221322,Absinthe Fountain 2 Spout Lady Wings,Oak Hill,1.0,1,0.0,
142,Bar Tools,13221322,Absinthe Fountain 2 Spout Lady Wings,Pleasant Valley,0.0,1,1.0,
143,Bar Tools,13041304,Absinthe Fountain 4 Spout,Airport,0.0,1,1.0,
144,Bar Tools,13041304,Absinthe Fountain 4 Spout,Oak Hill,1.0,1,0.0,
145,Bar Tools,13041304,Absinthe Fountain 4 Spout,Pleasant Valley,0.0,1,1.0,
146,Bar Tools,13241324,Absinthe Fountain 4 Spout Lady,Airport,0.0,1,1.0,
147,Bar Tools,13241324,Absinthe Fountain 4 Spout Lady,Pleasant Valley,0.0,1,1.0,
148,Bar Tools,1234500000004,Absinthe Fountain 4 Spout Rooster,Airport,0.0,1,1.0,
149,Bar Tools,1234500000005,Absinthe Fountain 6 Spout Lady,Airport,0.0,1,1.0,
150,Bar Tools,1234500000005,Absinthe Fountain 6 Spout Lady,Pleasant Valley,0.0,1,1.0,
151,Bar Tools,13061306,Absinthe Fountain 6 Spout Rooster,Airport,1.0,1,0.0,
152,Bar Tools,13061306,Absinthe Fountain 6 Spout Rooster,Oak Hill,1.0,1,0.0,
153,Bar Tools,13061306,Absinthe Fountain 6 Spout Rooster,Pleasant Valley,0.0,1,1.0,
154,Bar Tools,13741374,Absinthe Fountain Glass 4 Spout,Airport,1.0,0,-1.0,
155,Bar Tools,13741374,Absinthe Fountain Glass 4 Spout,Pleasant Valley,0.0,0,0.0,
156,Bar Tools,13811381,Absinthe Fountain Glass Double 1 Spout,Airport,0.0,0,0.0,
157,Bar Tools,13811381,Absinthe Fountain Glass Double 1 Spout,Oak Hill,1.0,0,-1.0,
158,Bar Tools,13811381,Absinthe Fountain Glass Double 1 Spout,Pleasant Valley,1.0,0,-1.0,
159,Bar Tools,13761376,Absinthe Fountain Twisted Glass 2 Spout,Airport,0.0,0,0.0,
160,Bar Tools,13761376,Absinthe Fountain Twisted Glass 2 Spout,Oak Hill,1.0,0,-1.0,
161,Bar Tools,13761376,Absinthe Fountain Twisted Glass 2 Spout,Pleasant Valley,0.0,0,0.0,
162,Glassware,14651465,Absinthe Glass Coupe,Airport,1.0,4,3.0,
163,Glassware,14651465,Absinthe Glass Coupe,Oak Hill,2.0,4,2.0,
164,Glassware,14651465,Absinthe Glass Coupe,Pleasant Valley,3.0,4,1.0,
165,Glassware,14601460,Absinthe Glass Lyon,Airport,2.0,4,2.0,
166,Glassware,14601460,Absinthe Glass Lyon,Oak Hill,2.0,4,2.0,
167,Glassware,14601460,Absinthe Glass Lyon,Pleasant Valley,1.0,4,3.0,
168,Glassware,14301430,Absinthe Glass Pontarlier,Airport,1.0,4,3.0,
169,Glassware,14301430,Absinthe Glass Pontarlier,Oak Hill,3.0,4,1.0,
170,Glassware,14301430,Absinthe Glass Pontarlier,Pleasant Valley,3.0,4,1.0,
171,Glassware,14701470,Absinthe Glass Torsade,Airport,6.0,0,-6.0,
172,Glassware,14701470,Absinthe Glass Torsade,Oak Hill,8.0,0,-8.0,
173,Glassware,14701470,Absinthe Glass Torsade,Pleasant Valley,3.0,0,-3.0,
174,Absinthe,689768241001,Absinthe Ordinaire Liqueur 92 Proof 750ml,Warehouse,10.0,1,-9.0,
175,Bar Tools,1234500000008,Absinthe Saucer Lavender,Airport,0.0,4,4.0,
176,Bar Tools,1234500000008,Absinthe Saucer Lavender,Oak Hill,2.0,4,2.0,
177,Bar Tools,1234500000008,Absinthe Saucer Lavender,Pleasant Valley,1.0,4,3.0,
178,Bar Tools,1234500000009,Absinthe Saucer Yellow,Airport,4.0,4,0.0,
179,Bar Tools,10031003,Absinthe Spoon,Airport,1.0,5,4.0,4.0
180,Bar Tools,10031003,Absinthe Spoon,Oak Hill,13.0,5,-8.0,
181,Bar Tools,10031003,Absinthe Spoon,Pleasant Valley,0.0,5,5.0,5.0
182,Bar Tools,15201520,Absinthe Spoon Holder,Airport,1.0,0,-1.0,
183,Bar Tools,15201520,Absinthe Spoon Holder,Pleasant Valley,1.0,0,-1.0,
184,Garnish,859868004619,Absinthe Sugar Cubes (20pack),Airport,0.0,20,20.0,
185,Garnish,859868004619,Absinthe Sugar Cubes (20pack),Oak Hill,11.0,20,9.0,
186,Garnish,859868004619,Absinthe Sugar Cubes (20pack),Pleasant Valley,0.0,20,20.0,
187,Garnish,1234500000011,Absinthe Sugar Cubes (2pack),Airport,737.0,100,-637.0,
188,Garnish,1234500000011,Absinthe Sugar Cubes (2pack),Oak Hill,44.0,100,56.0,
189,Garnish,1234500000011,Absinthe Sugar Cubes (2pack),Pleasant Valley,656.0,100,-556.0,
190,Vodka,835229001404,Absolut Citron 1L,Pleasant Valley,1.0,2,1.0,
191,Vodka,835229001404,Absolut Citron 1L,Warehouse,17.0,2,-15.0,
192,Vodka,835229000728,Absolut Elyx 1L,Warehouse,26.0,24,-2.0,
193,Vodka,835229000711,Absolut Elyx 750ml,Airport,6.0,2,-4.0,
194,Vodka,835229000711,Absolut Elyx 750ml,Oak Hill,3.0,2,-1.0,
195,Vodka,835229000711,Absolut Elyx 750ml,Pleasant Valley,2.0,6,4.0,1.0
196,Vodka,835229010840,Absolut Juice Pear & Elderflower 1L,Warehouse,0.0,18,18.0,
197,Vodka,835229010833,Absolut Juice Pear & Elderflower 750ml,Warehouse,0.0,12,12.0,
198,Vodka,835229010116,Absolut Pride 1L,Pleasant Valley,1.0,6,5.0,
199,Vodka,835229006409,Absolut Vanilla 1L,Pleasant Valley,11.0,4,-7.0,
200,Vodka,835229006409,Absolut Vanilla 1L,Warehouse,28.0,12,-16.0,
201,Vodka,835229000407,Absolut Vodka 1L,Warehouse,46.0,36,-10.0,
202,Vodka,835229000100,Absolut Vodka 200ml,Airport,9.0,6,-3.0,
203,Vodka,835229000100,Absolut Vodka 200ml,Oak Hill,0.0,6,6.0,
204,Vodka,835229000100,Absolut Vodka 200ml,Pleasant Valley,0.0,48,48.0,
205,Vodka,835229000209,Absolut Vodka 375ml,Airport,13.0,6,-7.0,
206,Vodka,835229000209,Absolut Vodka 375ml,Oak Hill,1.0,2,1.0,
207,Vodka,835229000209,Absolut Vodka 375ml,Pleasant Valley,0.0,48,48.0,
208,Vodka,835229000308,Absolut Vodka 750ml,Airport,6.0,6,0.0,
209,Vodka,835229000308,Absolut Vodka 750ml,Oak Hill,3.0,2,-1.0,
210,Vodka,835229000308,Absolut Vodka 750ml,Pleasant Valley,0.0,48,48.0,1.0
211,Bubbles,761503633026,Achard Vincent Clairette Brut 750ml,Airport,5.0,2,-3.0,
212,Bubbles,761503633026,Achard Vincent Clairette Brut 750ml,Oak Hill,4.0,3,-1.0,
213,Bubbles,761503633026,Achard Vincent Clairette Brut 750ml,Pleasant Valley,4.0,2,-2.0,
214,Rum,786992212248,Admiral Rodney Formidable 750ml,Airport,1.0,0,-1.0,
215,Rum,786992212248,Admiral Rodney Formidable 750ml,Oak Hill,1.0,0,-1.0,
216,Rum,786992212248,Admiral Rodney Formidable 750ml,Pleasant Valley,3.0,0,-3.0,
217,Rum,786992214914,Admiral Rodney Officers Release 1 750ml,Airport,0.0,0,0.0,
218,Rum,786992214914,Admiral Rodney Officers Release 1 750ml,Oak Hill,2.0,0,-2.0,
219,Rum,786992214914,Admiral Rodney Officers Release 1 750ml,Pleasant Valley,2.0,0,-2.0,
220,Rum,786992218486,Admiral Rodney Officers Release 2 750ml,Airport,1.0,0,-1.0,
221,Rum,786992218486,Admiral Rodney Officers Release 2 750ml,Oak Hill,1.0,0,-1.0,
222,Rum,786992212101,Admiral Rodney Princessa 750ml,Airport,2.0,0,-2.0,
223,Rum,786992212101,Admiral Rodney Princessa 750ml,Oak Hill,1.0,0,-1.0,
224,Rum,786992212101,Admiral Rodney Princessa 750ml,Pleasant Valley,1.0,0,-1.0,
225,Rum,786992212170,Admiral Rodney Royal Oak 750ml,Airport,1.0,0,-1.0,
226,Rum,786992212170,Admiral Rodney Royal Oak 750ml,Oak Hill,1.0,0,-1.0,
227,Rum,786992212170,Admiral Rodney Royal Oak 750ml,Pleasant Valley,1.0,0,-1.0,
228,Retail,024291261360,Advil 2 Pack,Airport,240.0,15,-225.0,
229,Retail,024291261360,Advil 2 Pack,Pleasant Valley,0.0,15,15.0,
230,Mixer,854856006507,Agavales Sangrita 1L,Airport,5.0,2,-3.0,
231,Mixer,854856006507,Agavales Sangrita 1L,Oak Hill,1.0,2,1.0,
232,Mixer,854856006507,Agavales Sangrita 1L,Pleasant Valley,12.0,2,-10.0,
233,Bubbles,0727785006736,Agricola Morandin Lentico Pet Nat 750ml,Airport,6.0,4,-2.0,
234,Bubbles,0727785006736,Agricola Morandin Lentico Pet Nat 750ml,Oak Hill,4.0,0,-4.0,
235,Bubbles,0727785006736,Agricola Morandin Lentico Pet Nat 750ml,Pleasant Valley,6.0,4,-2.0,
236,Whiskey Japanese,4969265778634,Akashi Eigashima Japanese Whisky 750ml,Airport,1.0,2,1.0,1.0
237,Whiskey Japanese,4969265778634,Akashi Eigashima Japanese Whisky 750ml,Oak Hill,2.0,1,-1.0,
238,Whiskey Japanese,4969265778634,Akashi Eigashima Japanese Whisky 750ml,Pleasant Valley,1.0,2,1.0,1.0
239,Whiskey Japanese,4969265778634,Akashi Eigashima Japanese Whisky 750ml,Warehouse,6.0,6,0.0,
240,Whiskey Japanese,4969265778597,Akashi Single Malt 750ml,Airport,2.0,1,-1.0,
241,Whiskey Japanese,4969265778597,Akashi Single Malt 750ml,Oak Hill,4.0,1,-3.0,
242,Whiskey Japanese,4969265778597,Akashi Single Malt 750ml,Pleasant Valley,0.0,1,1.0,1.0
243,Whiskey Japanese,4969265758834,Akashi Ume 750ml,Airport,2.0,2,0.0,
244,Whiskey Japanese,4969265758834,Akashi Ume 750ml,Oak Hill,3.0,1,-2.0,
245,Whiskey Japanese,4969265758834,Akashi Ume 750ml,Pleasant Valley,6.0,4,-2.0,
246,Whiskey Japanese,4969265758834,Akashi Ume 750ml,Warehouse,6.0,4,-2.0,
247,Whiskey Japanese,4573479360082,Akkeshi New Born Single Malt 2018 200ml,Airport,1.0,1,0.0,
248,Whiskey Japanese,4573479360082,Akkeshi New Born Single Malt 2018 200ml,Oak Hill,2.0,1,-1.0,
249,Whiskey Japanese,4573479360082,Akkeshi New Born Single Malt 2018 200ml,Pleasant Valley,0.0,1,1.0,1.0
250,Whiskey Japanese,4573479360167,Akkeshi Sarorunkamuy 200ml,Airport,1.0,1,0.0,
251,Whiskey Japanese,4573479360167,Akkeshi Sarorunkamuy 200ml,Oak Hill,1.0,1,0.0,
252,Whiskey Japanese,4573479360167,Akkeshi Sarorunkamuy 200ml,Pleasant Valley,0.0,1,1.0,
253,Craft Beer,812465000804,AleSmith Sublime 6/12oz,Pleasant Valley,0.0,1,1.0,
254,Fortified,087229200237,Alessio Bianco 750ml,Airport,5.0,2,-3.0,
255,Fortified,087229200237,Alessio Bianco 750ml,Oak Hill,1.0,2,1.0,
256,Fortified,087229200237,Alessio Bianco 750ml,Pleasant Valley,3.0,6,3.0,
257,Fortified,087229200237,Alessio Bianco 750ml,Warehouse,0.0,6,6.0,
258,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Airport,5.0,2,-3.0,
259,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Oak Hill,2.0,1,-1.0,
260,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Pleasant Valley,4.0,2,-2.0,
261,Fortified,094922423146,Alessio Chinato Vermouth 750ml,Warehouse,6.0,2,-4.0,
262,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Airport,2.0,2,0.0,
263,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Oak Hill,3.0,2,-1.0,
264,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Pleasant Valley,1.0,2,1.0,1.0
265,Fortified,094922423139,Alessio Di Torino Vermouth 750ml,Warehouse,6.0,2,-4.0,
266,Fortified,087229200213,Alessio Vino Chinato 750ml,Airport,2.0,2,0.0,
267,Fortified,087229200213,Alessio Vino Chinato 750ml,Oak Hill,2.0,2,0.0,
268,Fortified,087229200213,Alessio Vino Chinato 750ml,Pleasant Valley,2.0,2,0.0,
269,Fortified,087229200213,Alessio Vino Chinato 750ml,Warehouse,6.0,2,-4.0,
270,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Airport,4.0,2,-2.0,
271,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Oak Hill,6.0,2,-4.0,
272,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Pleasant Valley,12.0,5,-7.0,
273,Red New World,850832004017,Alias Cabernet Sauvignon 750ml,Warehouse,0.0,5,5.0,4.0
274,Mezcal,871952000635,Alipus Aniversario XX San Andreas Shaker Batch 750ml,Pleasant Valley,15.0,1,-14.0,
275,Mezcal,871952000581,Alipus Aniversario XX Santa Ana 750ml,Pleasant Valley,0.0,1,1.0,
276,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Airport,9.0,2,-7.0,
277,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Oak Hill,3.0,2,-1.0,
278,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Pleasant Valley,2.0,2,0.0,
279,Mezcal,871952000369,Alipus Ensamble San Andres 750ml,Warehouse,6.0,4,-2.0,
280,Mezcal,871952000079,Alipus San Andres 750ml,Airport,1.0,3,2.0,
281,Mezcal,871952000079,Alipus San Andres 750ml,Oak Hill,3.0,3,0.0,
282,Mezcal,871952000079,Alipus San Andres 750ml,Pleasant Valley,3.0,3,0.0,
283,Mezcal,871952000079,Alipus San Andres 750ml,Warehouse,19.0,4,-15.0,
284,Mezcal,871952000086,Alipus San Baltazar 750ml,Airport,3.0,3,0.0,
285,Mezcal,871952000086,Alipus San Baltazar 750ml,Oak Hill,3.0,2,-1.0,
286,Mezcal,871952000086,Alipus San Baltazar 750ml,Pleasant Valley,4.0,3,-1.0,
