,ProductCode,Name,Category,Type,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,AlwaysShowQuantity,InternalNote
2637,856222006463,Einstok Lime and Juniper Pils 6pk Cans,Imp Beer,Stock,856222006463,0.0,0.0,Pleasant Valley,Ambiente,,0.0,11.99,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7975,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2644,720260642542,El Buho Especial 750ml,Mezcal,Stock,720260642542,0.0,0.0,Airport,Republic,,0.0,79.99,62.49,62.49,62.49,62.49,62.49,62.49,62.49,62.49,62.49,15.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2656,7116290002039,El Dorado 15y White Port Cask 750ml,Rum,Stock,7116290002039,0.0,0.0,Airport,Favorite Brands,,0.0,139.99,108.43,108.43,108.43,108.43,108.43,108.43,108.43,108.43,108.43,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2674,1234500000083,El Guapo Bulk Bitters 128oz,Bitters,Stock,1234500000083,0.0,0.0,Airport,El Guapo,,111.09,350.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,128oz,,,,,,ACTIVE,,,Yes,0.0,
2678,850012903161,El Guapo Creole Orgeat 16.5oz,Mixer,Stock,850012903161,0.0,0.0,Airport,El Guapo,,9.76,18.99,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,10.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16.5oz,,,,,,ACTIVE,,,Yes,0.0,
2681,850012903222,El Guapo Cucumber Lavender Bitters 100ml,Bitters,Stock,850012903222,0.0,0.0,Airport,El Guapo,,8.0,19.99,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2683,850012903437,El Guapo Fuego Bitters 100ml,Bitters,Stock,850012903437,0.0,0.0,Airport,El Guapo,,9.0,19.99,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2684,850012903048,El Guapo Ginger 16.5oz,Mixer,Stock,850012903048,0.0,0.0,Airport,El Guapo,,9.76,18.99,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,10.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2686,850012903109,El Guapo Lime Cordial 16.5oz,Mixer,Stock,850012903109,0.0,0.0,Airport,El Guapo,,9.76,18.99,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16.5oz,,,,,,ACTIVE,,,Yes,0.0,
2689,850012903116,El Guapo Mojito Syrup 8.5oz,Mixer,Stock,850012903116,0.0,0.0,Airport,El Guapo,,0.0,12.99,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,8.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2690,701748633719,El Guapo Orgeat 16.5oz,Mixer,Stock,701748633719,0.0,0.0,Airport,El Guapo,,9.76,18.99,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,9.76,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16.5oz,,,,,,ACTIVE,,,Yes,0.0,
2693,850012903017,El Guapo Rose Cordial 16.5oz,Mixer,Stock,850012903017,0.0,0.0,Airport,El Guapo,,9.76,18.99,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,9.76,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2694,881314561582,El Guapo Rose Cordial 8.5oz,Mixer,Stock,881314561582,0.0,0.0,Airport,El Guapo,,6.0,12.99,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,8.5oz,,,,,,ACTIVE,,,Yes,0.0,
2695,850012903451,El Guapo Satsuma Syrup 8.5oz,Mixer,Stock,850012903451,0.0,0.0,Airport,El Guapo,,0.0,12.99,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,8.5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2697,850012903444,El Guapo Summer Berries Bitters 100ml,Bitters,Stock,850012903444,0.0,0.0,Airport,El Guapo,,8.0,19.99,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2698,722589582363,El Guapo Sweet Potato 8.5oz,Mixer,Stock,722589582363,0.0,0.0,Airport,El Guapo,,6.0,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,8.5oz,,,,,,ACTIVE,,,Yes,0.0,
2699,091037733016,El Guapo Tex Mex Bitters 100ml,Bitters,Stock,091037733016,0.0,0.0,Airport,El Guapo,,9.0,19.99,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2700,091037733054,El Guapo Tonic Syrup 16.5oz,Mixer,Stock,091037733054,0.0,0.0,Pleasant Valley,El Guapo,,0.0,18.99,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,13.01,9.76,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2702,1234500000084,El Guapo Tricentennial Bitters 100ml,Bitters,Stock,1234500000084,0.0,0.0,Airport,El Guapo,,9.0,19.99,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,100ml,,,,,,ACTIVE,,,Yes,0.0,
2703,610877406128,El Guapo Watermelon Cordial 16.5oz,Mixer,Stock,610877406128,0.0,0.0,Airport,El Guapo,,0.0,18.99,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,10.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2717,080925100252,El Jolgorio Coyote 750ml,Mezcal,Stock,080925100252,0.0,0.0,Airport,Favorite Brands,,138.4,199.99,156.16,156.16,156.16,156.16,156.16,156.16,156.16,156.16,156.16,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2725,08092510009,El Jolgorio Sierrudo 750ml,Mezcal,Stock,08092510009,0.0,0.0,Airport,Favorite Brands,,138.74,199.99,156.16,156.16,156.16,156.16,156.16,156.16,156.16,156.16,156.16,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2784,8018571001571,Elisar Novasalus 50ml,Amaro,Stock,8018571001571,0.0,0.0,Airport,Victory,,2.5,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,W,,,,,ACTIVE,,,Yes,0.0,
2817,721059707503,Espolon Blanco 750ml,Tequila,Stock,721059707503,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genesis,15.99,23.99,24.99,24.99,21.66,24.99,24.99,24.99,24.99,24.99,24.99,21.1198,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2823,858666003220,Esporao Alandra White 750ml,White,Stock,858666003220,0.0,0.0,Pleasant Valley,Virtuoso,,15.6,9.99,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2825,Esporao Monte Velho 750ml,Esporao Monte Velho 750ml,Service,Service,,0.0,0.0,Airport,,,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,,
2861,865913000109,Fair State Big Doinks 4/16oz,Craft Beer,Stock,865913000109,0.0,0.0,Pleasant Valley,Flood,,0.0,10.99,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16oz/4,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2872,852176003671,Faire La Fete Brut 750ml,Bubbles,Stock,852176003671,0.0,0.0,Pleasant Valley,Southern Glazers Wine & Spirits,Premier,0.0,15.99,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,13.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2873,851645006748,Faire la Fete Brut Rose 750ml,Bubbles,Stock,851645006748,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,15.99,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2879,049000047844,Fanta Bottle 12oz,Non Alcoholic Beverage,Stock,049000047844,0.0,0.0,Airport,Restaurant Depot,,0.0,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.4372,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2897,791863144535,Fee Brothers Elderflower Water 5oz,Bitters,Stock,791863144535,0.0,0.0,Airport,A Priori,,2.89,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,2.6973,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2898,791863144450,Fee Brothers Fee Foam 5oz,Bitters,Stock,791863144450,0.0,0.0,Airport,A Priori,,0.0,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,2.5643,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
2901,791863144504,Fee Brothers Hibiscus Water 5oz,Bitters,Stock,791863144504,0.0,0.0,Airport,A Priori,,2.89,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,2.9992,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2902,791863144511,Fee Brothers Jasmine Water 5oz,Bitters,Stock,791863144511,0.0,0.0,Airport,A Priori,,2.89,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,2.5974,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2903,791863144528,Fee Brothers Lavender Water 5oz,Bitters,Stock,791863144528,0.0,0.0,Airport,A Priori,,2.89,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,2.7922,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2908,791863144405,Fee Brothers Orange Flower Water 5oz,Bitters,Stock,791863144405,0.0,0.0,Airport,Republic,,3.43,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,3.7219,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
2912,791863144412,Fee Brothers Rose Water 5oz,Bitters,Stock,791863144412,0.0,0.0,Airport,A Priori,,0.0,7.99,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,3.4174,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,5oz,,,,,,ACTIVE,,,Yes,0.0,
2920,094922423115,Fernet Angelico 750ml,Amaro,Stock,,0.0,0.0,Airport,,,0.0,81.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,,
2922,084105307516,Fernet Branca 50ml,Amaro,Stock,084105307516,0.0,0.0,Airport,Republic,,1.8,2.99,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,0.8942,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2929,898195001854,Fever Tree Aromatic Tonic 4 Pack,Non Alcoholic Beverage,Stock,898195001854,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,3.69,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2930,898195001137,Fever Tree Club Soda 4 Pack,Non Alcoholic Beverage,Stock,898195001137,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,3.69,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2932,812136030215,Fever Tree Club Soda Can 8 Pack,Non Alcoholic Beverage,Stock,812136030215,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,7.99,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,11.2162,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,150ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2933,898195001656,Fever Tree Elderflower Tonic 4 Pack,Non Alcoholic Beverage,Stock,898195001656,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,4.42,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2934,898195001090,Fever Tree Ginger Ale 4 Pack,Non Alcoholic Beverage,Stock,898195001090,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,4.2,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2937,898195001274,Fever Tree Ginger Beer 4 Pack,Non Alcoholic Beverage,Stock,898195001274,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.729,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2941,898195001014,Fever Tree Indian Tonic 4 Pack,Non Alcoholic Beverage,Stock,898195001014,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,4.54,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2942,898195001342,Fever Tree Indian Tonic 500ml,Non Alcoholic Beverage,Stock,898195001342,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,2.99,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,500ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2943,898195001755,Fever Tree Indian Tonic Can 8 Pack,Non Alcoholic Beverage,Stock,898195001755,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,7.99,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,3.3507,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,150ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2944,812136031359,Fever Tree Lemon Tonic 4 Pack,Non Alcoholic Beverage,Stock,812136031359,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,4.42,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.6149,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2946,898195001175,Fever Tree Light Tonic 4 Pack,Non Alcoholic Beverage,Stock,898195001175,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,4.2,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2947,812136030857,Fever Tree Lime & Yuzu 4 Pack,Non Alcoholic Beverage,Stock,812136030857,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,3.69,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2948,898195001519,Fever Tree Mediteranian Tonic 4 Pack,Non Alcoholic Beverage,Stock,898195001519,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,4.2,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,,,ACTIVE,,,Yes,0.0,
2949,812136030277,Fever Tree Pink Grapefruit 4 Pack,Non Alcoholic Beverage,Stock,812136030277,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,3.69,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2952,898195001885,Fever Tree Spiced Orange Ginger Ale 4 Pack,Non Alcoholic Beverage,Stock,898195001885,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,6.99,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,3.5833,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2954,738435750565,FEW Barrel Aged Gin 750ml,Gin,Stock,738435750565,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,0.0,49.99,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,25.15,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
2955,810046140000,FEW Bourbon Whiskey 750ml,Whiskey Bourbon/American,Stock,810046140000,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,0.0,59.99,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.17,27.37,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2959,738435750541,FEW Rye Whiskey 750ml,Whiskey Rye,Stock,738435750541,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,0.0,64.99,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.17,28.195,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
2965,609613750205,Fidencio Tobala 750ml,Mezcal,Stock,609613750205,0.0,0.0,Airport,Victory,,98.0,139.99,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,75.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
2966,9781449470692,Field Guide to Bitters and Amari,Books,Stock,9781449470692,0.0,0.0,Airport,Hachette,,0.0,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
2979,637405074017,Field Recordings PPP Sparkling Red 750ml,Red New World,Stock,637405074017,0.0,0.0,Pleasant Valley,Victory,,11.5,17.99,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2986,667368295310,Figenza Mediterranean Fig Vodka 750ml,Vodka,Stock,667368295310,0.0,0.0,Warehouse,Republic,,0.0,25.99,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,9.795,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2991,632565000012,Fiji Water 500ml,Non Alcoholic Beverage,Stock,632565000012,0.0,0.0,Airport,Gama,,0.0,1.99,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,500 ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
2995,9780399579004,Finding Mezcal,Books,Stock,9780399579004,0.0,0.0,Airport,True Fabrications,,0.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,16.1111,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
3006,088004029296,Fireball Party Bucket,Liqueur,Stock,088004029296,0.0,0.0,Pleasant Valley,Republic,,12.0,19.99,13.79,13.79,13.79,13.79,13.79,13.79,13.79,13.79,13.79,40.391,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3020,028400040129,Flamin Hot Cheetos,Snacks,Stock,028400040129,0.0,0.0,Airport,Restaurant Depot,,0.47,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3498,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3023,026964823967,Flor De Cana Anejo 12y 750ml,Rum,Stock,026964823967,0.0,0.0,Airport,Republic,,16.7,34.99,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,16.7,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3024,026964500233,Flor De Cana Anejo 18y 750ml,Rum,Stock,026964500233,0.0,0.0,Airport,Republic,,27.36,56.99,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,27.36,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3033,026964194425,Flor De Cana White 4y 1.75L,Rum,Stock,026964194425,0.0,0.0,Airport,Republic,,15.0,32.99,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,15.7188,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1.75L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3041,857280008512,Flying Embers Grapefruit Thyme 4pk,Craft Beer,Stock,857280008512,0.0,0.0,Airport,Ben E Keith,,7.04,9.99,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,11.1875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
3065,7502221969461,Fortaleza Winter Blend 750ml,Tequila,Stock,7502221969461,0.0,0.0,Airport,Victory,,68.0,99.0,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
3068,642860130246,Founders All Day Can 19.2oz,Craft Beer,Stock,642860130246,0.0,0.0,Airport,Ben E Keith,,1.38,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.7458,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,,,ACTIVE,,,Yes,0.0,
3085,040232590917,Four Roses Barrel Strength 750ml,Whiskey Bourbon/American,Stock,040232590917,0.0,0.0,Airport,Republic,,102.19,149.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,,,ACTIVE,,,Yes,0.0,
