Product,Customer,Count,Mean,Std,Min,Max,25,50,75
Bud Light Cans 6pk,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bud Light Cans 6pk,Customer Square 3,4,0.11538461538461539,0.46632137126854395,0,3,0.0,0.0,0.0
Bud light 25oz,Customer Square 1,51,7.846153846153846,4.369406822021881,0,19,4.75,7.5,9.0
Bud light 25oz,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bud light 25oz,Customer Square 3,9,0.34615384615384615,0.8522507617753976,0,4,0.0,0.0,0.0
Bud light Cans 12 Pack,Customer Square 1,26,0.8461538461538461,0.9880948137434715,0,3,0.0,0.5,2.0
Bud light Cans 12 Pack,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bud light Cans 12 Pack,Customer Square 3,14,0.38461538461538464,0.7112785388041127,0,3,0.0,0.0,1.0
Budget Muddler,Customer Square 1,20,0.5576923076923077,0.8860773871929443,0,4,0.0,0.0,1.0
Budget Muddler,Customer Square 2,17,0.36538461538461536,0.5556993567999957,0,2,0.0,0.0,1.0
Budget Muddler,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0
Budweiser 25oz,Customer Square 1,50,13.788461538461538,9.896262966901151,0,58,7.75,13.0,18.5
Budweiser 25oz,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Budweiser 25oz,Customer Square 3,35,3.423076923076923,4.908180588200736,0,21,0.0,1.0,5.25
Budweiser Bottles 6 Pack,Customer Square 1,38,1.2884615384615385,1.214282606529761,0,5,0.0,1.0,2.0
Budweiser Bottles 6 Pack,Customer Square 2,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0
Budweiser Bottles 6 Pack,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Budweiser Cans 12 Pack,Customer Square 1,18,0.5576923076923077,0.9284698234287164,0,4,0.0,0.0,1.0
Budweiser Cans 12 Pack,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Budweiser Cans 12 Pack,Customer Square 3,18,0.5192307692307693,0.9300617145649037,0,5,0.0,0.0,1.0
Budweiser Cans 6 pack,Customer Square 1,31,1.1346153846153846,1.240794505918349,0,5,0.0,1.0,2.0
Budweiser Cans 6 pack,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Budweiser Cans 6 pack,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Buffalo Trace 1.75L,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Buffalo Trace 1.75L,Customer Square 2,8,0.28846153846153844,0.742566714473378,0,3,0.0,0.0,0.0
Buffalo Trace 1.75L,Customer Square 3,9,0.21153846153846154,0.49367298665359366,0,2,0.0,0.0,0.0
Buffalo Trace 1L,Customer Square 1,31,2.8846153846153846,3.4061812937536304,0,15,0.0,2.0,4.0
Buffalo Trace 1L,Customer Square 2,42,5.6923076923076925,4.158117462073716,0,15,2.0,6.0,9.0
Buffalo Trace 1L,Customer Square 3,34,2.019230769230769,2.161644536132552,0,10,0.0,1.5,3.0
Buffalo Trace 375ml,Customer Square 1,18,0.4807692307692308,0.7203200307818478,0,2,0.0,0.0,1.0
Buffalo Trace 375ml,Customer Square 2,22,0.6923076923076923,0.9910845174403942,0,4,0.0,0.0,1.0
Buffalo Trace 375ml,Customer Square 3,15,0.4230769230769231,0.7164590773152753,0,2,0.0,0.0,1.0
Buffalo Trace 50ml,Customer Square 1,14,0.6346153846153846,1.2251977258612672,0,5,0.0,0.0,1.0
Buffalo Trace 50ml,Customer Square 2,29,2.3846153846153846,2.8497897773604155,0,12,0.0,2.0,4.0
Buffalo Trace 50ml,Customer Square 3,17,0.8846153846153846,1.5147206667319397,0,6,0.0,0.0,1.0
Buffalo Trace 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Buffalo Trace 750ml,Customer Square 2,5,0.40384615384615385,1.59638552535474,0,9,0.0,0.0,0.0
Buffalo Trace 750ml,Customer Square 3,2,0.23076923076923078,1.51423228346381,0,11,0.0,0.0,0.0
Buffalo Trace Bourbon Cream 375ml,Customer Square 1,10,0.23076923076923078,0.5044183480232309,0,2,0.0,0.0,0.0
Buffalo Trace Bourbon Cream 375ml,Customer Square 2,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0
Buffalo Trace Bourbon Cream 375ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Buffalo Trace Bourbon Cream 750ml,Customer Square 1,10,0.2692307692307692,0.6237413361625713,0,3,0.0,0.0,0.0
Buffalo Trace Bourbon Cream 750ml,Customer Square 2,14,0.36538461538461536,0.7345549713378567,0,4,0.0,0.0,1.0
Buffalo Trace Bourbon Cream 750ml,Customer Square 3,7,0.1346153846153846,0.341312295178824,0,1,0.0,0.0,0.0
Buffalo Trace Grackle Barrel 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Buffalo Trace Grackle Barrel 1L,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Buffalo Trace Grackle Barrel 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Buffalo Trace Kosher Rye Recipe 750ml,Customer Square 1,2,0.07692307692307693,0.43172969847391635,0,3,0.0,0.0,0.0
Buffalo Trace Kosher Rye Recipe 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Buffalo Trace Kosher Rye Recipe 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Buffalo Trace Kosher Straight Rye 750ml,Customer Square 1,1,0.057692307692307696,0.4120054862620874,0,3,0.0,0.0,0.0
Buffalo Trace Kosher Straight Rye 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Buffalo Trace Kosher Straight Rye 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Buffalo Trace Kosher Wheat Recipe 750ml,Customer Square 1,2,0.07692307692307693,0.43172969847391635,0,3,0.0,0.0,0.0
Buffalo Trace Kosher Wheat Recipe 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Buffalo Trace Kosher Wheat Recipe 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Buffalo Trace White Dog Mash #1 375ml,Customer Square 1,5,0.1346153846153846,0.48153784713649667,0,3,0.0,0.0,0.0
Buffalo Trace White Dog Mash #1 375ml,Customer Square 2,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0
Buffalo Trace White Dog Mash #1 375ml,Customer Square 3,25,0.6153846153846154,0.7378202343558029,0,3,0.0,0.0,1.0
Bull and China Mixing Beaker,Customer Square 1,4,0.11538461538461539,0.46632137126854395,0,3,0.0,0.0,0.0
Bull and China Mixing Beaker,Customer Square 2,5,0.17307692307692307,0.5791623210144459,0,3,0.0,0.0,0.0
Bull and China Mixing Beaker,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Barrel Strength 750ml,Customer Square 1,1,0.057692307692307696,0.4120054862620874,0,3,0.0,0.0,0.0
Bulleit Barrel Strength 750ml,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Bulleit Barrel Strength 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Blenders Select 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Blenders Select 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Blenders Select 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Bulleit Bourbon 1.75L,Customer Square 1,31,1.25,1.2538402548233107,0,4,0.0,1.0,2.0
Bulleit Bourbon 1.75L,Customer Square 2,35,1.5769230769230769,1.432401880733544,0,4,0.0,1.0,3.0
Bulleit Bourbon 1.75L,Customer Square 3,23,0.5192307692307693,0.664784077593985,0,3,0.0,0.0,1.0
Bulleit Bourbon 10y 750ml,Customer Square 1,8,0.25,0.6758185919540607,0,3,0.0,0.0,0.0
Bulleit Bourbon 10y 750ml,Customer Square 2,12,0.28846153846153844,0.5662473793975177,0,2,0.0,0.0,0.0
Bulleit Bourbon 10y 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Bulleit Bourbon 1L,Customer Square 1,16,0.9807692307692307,1.7919733923954495,0,8,0.0,0.0,1.25
Bulleit Bourbon 1L,Customer Square 2,18,1.0769230769230769,2.1559056088063873,0,13,0.0,0.0,1.25
Bulleit Bourbon 1L,Customer Square 3,5,0.17307692307692307,0.7264548756740037,0,5,0.0,0.0,0.0
Bulleit Bourbon 375ml,Customer Square 1,38,1.6153846153846154,1.4696133211186768,0,6,0.0,1.0,2.0
Bulleit Bourbon 375ml,Customer Square 2,29,1.4615384615384615,1.9558741746294026,0,7,0.0,1.0,2.0
Bulleit Bourbon 375ml,Customer Square 3,7,0.17307692307692307,0.5084347717847033,0,3,0.0,0.0,0.0
Bulleit Bourbon 50ml,Customer Square 1,38,3.173076923076923,3.412201826061164,0,14,0.0,2.5,5.0
Bulleit Bourbon 50ml,Customer Square 2,34,2.1923076923076925,2.738882854366142,0,15,0.0,2.0,3.0
Bulleit Bourbon 50ml,Customer Square 3,14,0.5384615384615384,0.9895907946360466,0,4,0.0,0.0,1.0
Bulleit Bourbon 750ml,Customer Square 1,39,3.2884615384615383,2.830714359836091,0,12,0.75,3.0,5.0
Bulleit Bourbon 750ml,Customer Square 2,40,3.980769230769231,3.331033476815963,0,12,1.0,4.0,6.0
Bulleit Bourbon 750ml,Customer Square 3,28,0.8269230769230769,1.0870063662355829,0,6,0.0,1.0,1.0
Bulleit Grackle Barrel 750ml,Customer Square 1,1,0.34615384615384615,2.4720329175725255,0,18,0.0,0.0,0.0
Bulleit Grackle Barrel 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Grackle Barrel 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Rye 1.75L,Customer Square 1,32,1.0,1.1602387022306428,0,6,0.0,1.0,1.0
Bulleit Rye 1.75L,Customer Square 2,24,0.7307692307692307,1.1113987135999914,0,6,0.0,0.0,1.0
Bulleit Rye 1.75L,Customer Square 3,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0
Bulleit Rye 12y 750ml,Customer Square 1,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Bulleit Rye 12y 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Bulleit Rye 12y 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Bulleit Rye 1L,Customer Square 1,26,1.25,2.092799009056458,0,12,0.0,0.5,2.0
Bulleit Rye 1L,Customer Square 2,24,1.5961538461538463,4.962395572955183,0,36,0.0,0.0,2.0
Bulleit Rye 1L,Customer Square 3,8,0.17307692307692307,0.4261253808876988,0,2,0.0,0.0,0.0
Bulleit Rye 200ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Rye 200ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bulleit Rye 200ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Bulleit Rye 375ml,Customer Square 1,25,0.75,0.9582636541000763,0,4,0.0,0.0,1.0
Bulleit Rye 375ml,Customer Square 2,33,1.2692307692307692,1.3461538461538463,0,5,0.0,1.0,2.0
Bulleit Rye 375ml,Customer Square 3,8,0.15384615384615385,0.36080121229411,0,1,0.0,0.0,0.0
Bulleit Rye 750ml,Customer Square 1,46,2.3846153846153846,1.688807569238473,0,7,1.0,2.0,3.0
Bulleit Rye 750ml,Customer Square 2,38,1.8076923076923077,1.641276022565528,0,6,0.0,1.0,3.0
Bulleit Rye 750ml,Customer Square 3,9,0.19230769230769232,0.44021242854844606,0,2,0.0,0.0,0.0
Bulleit Shaker Barrel 750ml,Customer Square 1,8,0.2692307692307692,0.8113470426818841,0,5,0.0,0.0,0.0
Bulleit Shaker Barrel 750ml,Customer Square 2,8,0.23076923076923078,0.6081303192631498,0,3,0.0,0.0,0.0
Bulleit Shaker Barrel 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0
Bumbu XO 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Bumbu XO 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Bumbu XO 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Burrito Fiestero Ancestral Joven Durango 750ml,Customer Square 1,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0
Burrito Fiestero Ancestral Joven Durango 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Burrito Fiestero Ancestral Joven Durango 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Burrito Fiestero Artesanal Joven Cenizo 750ml,Customer Square 1,21,0.6153846153846154,0.8122581569978031,0,2,0.0,0.0,1.0
Burrito Fiestero Artesanal Joven Cenizo 750ml,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Burrito Fiestero Artesanal Joven Cenizo 750ml,Customer Square 3,15,0.4230769230769231,0.7428156890703064,0,3,0.0,0.0,1.0
Burrito Fiestero Artesanal Joven Ensamble 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Burrito Fiestero Artesanal Joven Ensamble 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Burrito Fiestero Artesanal Joven Ensamble 750ml,Customer Square 3,4,0.1346153846153846,0.5199425320998375,0,3,0.0,0.0,0.0
Busch 25oz,Customer Square 1,52,18.346153846153847,7.348167263350604,4,34,12.75,18.5,24.25
Busch 25oz,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Busch 25oz,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Busch Cans 6 Pack,Customer Square 1,48,3.0961538461538463,2.1684770922027936,0,11,1.75,3.0,4.25
Busch Cans 6 Pack,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Busch Cans 6 Pack,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushido Series Meiyo 17y 750ml,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Bushido Series Meiyo 17y 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushido Series Meiyo 17y 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushido Series REI Pure Malt 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushido Series REI Pure Malt 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Bushido Series REI Pure Malt 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushmills Black 50ml,Customer Square 1,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Bushmills Black 50ml,Customer Square 2,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0
Bushmills Black 50ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushmills Red 50ml,Customer Square 1,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0
Bushmills Red 50ml,Customer Square 2,2,0.07692307692307693,0.3846153846153846,0,2,0.0,0.0,0.0
Bushmills Red 50ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushmills White Label 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushmills White Label 1L,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Bushmills White Label 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Bushmills White Label 375ml,Customer Square 1,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0
Bushmills White Label 375ml,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Bushmills White Label 375ml,Customer Square 3,8,0.19230769230769232,0.4819216956208333,0,2,0.0,0.0,0.0
Bushmills White Label 750ml,Customer Square 1,8,0.15384615384615385,0.36080121229411,0,1,0.0,0.0,0.0
Bushmills White Label 750ml,Customer Square 2,8,0.23076923076923078,0.6683902768070294,0,4,0.0,0.0,0.0
Bushmills White Label 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0
Byrrh Grand Quinquina 750ml,Customer Square 1,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0
Byrrh Grand Quinquina 750ml,Customer Square 2,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Byrrh Grand Quinquina 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
CHEEZ-IT,Customer Square 1,34,2.5576923076923075,2.8649973925243972,0,13,0.0,1.5,4.25
CHEEZ-IT,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
CHEEZ-IT,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Caballito Cerrero Blanco 46 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Caballito Cerrero Blanco 46 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Caballito Cerrero Blanco 46 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Cabrito Blanco 1L,Customer Square 1,2,0.07692307692307693,0.43172969847391635,0,3,0.0,0.0,0.0
Cabrito Blanco 1L,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Cabrito Blanco 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Cabrito Reposado 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Cabrito Reposado 1L,Customer Square 2,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0
Cabrito Reposado 1L,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Cachaca 51 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Cachaca 51 1L,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Cachaca 51 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Caffe Del Fuego 50ml,Customer Square 1,14,0.8269230769230769,1.8782270060859345,0,10,0.0,0.0,1.0
Caffe Del Fuego 50ml,Customer Square 2,16,0.7884615384615384,1.6212120164762116,0,9,0.0,0.0,1.0
Caffe Del Fuego 50ml,Customer Square 3,10,0.3269230769230769,0.726454875674004,0,3,0.0,0.0,0.0
Caffe Del Fuego 750ml,Customer Square 1,13,0.3076923076923077,0.605692913385524,0,3,0.0,0.0,0.25
Caffe Del Fuego 750ml,Customer Square 2,13,0.3076923076923077,0.6056929133855239,0,3,0.0,0.0,0.25
Caffe Del Fuego 750ml,Customer Square 3,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0
Caffe Lolita 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Caffe Lolita 1L,Customer Square 2,10,0.19230769230769232,0.3941134909984461,0,1,0.0,0.0,0.0
Caffe Lolita 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Caffo Amaretto Fratelli d'Italia 750ml,Customer Square 1,6,0.19230769230769232,0.5896042198752266,0,3,0.0,0.0,0.0
Caffo Amaretto Fratelli d'Italia 750ml,Customer Square 2,10,0.23076923076923078,0.5044183480232309,0,2,0.0,0.0,0.0
Caffo Amaretto Fratelli d'Italia 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Caffo Limoncino Dell Isola 750ml,Customer Square 1,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Caffo Limoncino Dell Isola 750ml,Customer Square 2,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0
Caffo Limoncino Dell Isola 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Cage Free Lemon,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Cage Free Lemon,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Cage Free Lemon,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Cakewalk Snowflake 2 Bottle Bag,Customer Square 1,10,0.25,0.584248366575512,0,3,0.0,0.0,0.0
Cakewalk Snowflake 2 Bottle Bag,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Cakewalk Snowflake 2 Bottle Bag,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Cakewalk Sweater Napkin,Customer Square 1,9,0.3076923076923077,0.7730673554708377,0,3,0.0,0.0,0.0
Cakewalk Sweater Napkin,Customer Square 2,5,0.1346153846153846,0.4397921779242027,0,2,0.0,0.0,0.0
Cakewalk Sweater Napkin,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Calamity Gin 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Calamity Gin 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Calamity Gin 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Calirosa Rosa Blanco 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Calirosa Rosa Blanco 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Calirosa Rosa Blanco 750ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0
Calypso Spiced Rum 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Calypso Spiced Rum 1L,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Calypso Spiced Rum 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Camarena Silver 200ml,Customer Square 1,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0
Camarena Silver 200ml,Customer Square 2,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0
Camarena Silver 200ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Camarena Silver 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Camarena Silver 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Camarena Silver 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Cambridge Road Syrah 750ml,Customer Square 1,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Cambridge Road Syrah 750ml,Customer Square 2,8,0.15384615384615385,0.36080121229411,0,1,0.0,0.0,0.0
Cambridge Road Syrah 750ml,Customer Square 3,5,0.09615384615384616,0.2948021099376133,0,1,0.0,0.0,0.0
Camel Blue,Customer Square 1,42,2.7115384615384617,2.475546081648828,0,13,1.0,2.0,4.0
Camel Blue,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Camel Blue,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Camel Crush Blue,Customer Square 1,38,1.3461538461538463,1.1073984652990747,0,4,0.0,1.0,2.0
Camel Crush Blue,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Camel Crush Blue,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Camel Crush Rich,Customer Square 1,5,0.1346153846153846,0.4397921779242027,0,2,0.0,0.0,0.0
Camel Crush Rich,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Camel Crush Rich,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Campari 1L,Customer Square 1,4,0.11538461538461539,0.42307692307692313,0,2,0.0,0.0,0.0
Campari 1L,Customer Square 2,44,1.3269230769230769,0.9551712260144342,0,4,1.0,1.0,2.0
Campari 1L,Customer Square 3,9,0.17307692307692307,0.3783137610174231,0,1,0.0,0.0,0.0
Campari 375ml,Customer Square 1,20,0.5769230769230769,0.9270746763995344,0,5,0.0,0.0,1.0
Campari 375ml,Customer Square 2,18,0.4423076923076923,0.6625551221904697,0,2,0.0,0.0,1.0
Campari 375ml,Customer Square 3,10,0.21153846153846154,0.4530468842072979,0,2,0.0,0.0,0.0
Campari 50ml,Customer Square 1,21,0.9807692307692307,1.6111437005024225,0,7,0.0,0.0,1.0
Campari 50ml,Customer Square 2,20,0.8269230769230769,1.3689012135813086,0,5,0.0,0.0,1.0
Campari 50ml,Customer Square 3,5,0.15384615384615385,0.5329387100211929,0,3,0.0,0.0,0.0
Campari 750ml,Customer Square 1,51,4.230769230769231,2.4464682913521925,0,10,2.0,4.0,6.0
Campari 750ml,Customer Square 2,52,3.9423076923076925,1.8853020726996095,1,9,3.0,4.0,5.0
Campari 750ml,Customer Square 3,17,0.40384615384615385,0.6281724219638876,0,2,0.0,0.0,1.0
Campo Bravo 1L,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Campo Bravo 1L,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Campo Bravo 1L,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Campo Viejo Tempranillo 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Campo Viejo Tempranillo 750ml,Customer Square 2,3,0.1346153846153846,0.6210675100751979,0,4,0.0,0.0,0.0
Campo Viejo Tempranillo 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0
Camus VS 750ml,Customer Square 1,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0
Camus VS 750ml,Customer Square 2,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Camus VS 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0
Camus VSOP 750ml,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Camus VSOP 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Camus VSOP 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0
Canadian Hunter 750ml,Customer Square 1,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0
Canadian Hunter 750ml,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Canadian Hunter 750ml,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Candy Cigarettes,Customer Square 1,16,0.6153846153846154,1.1120640226769969,0,4,0.0,0.0,1.0
Candy Cigarettes,Customer Square 2,0,0.0,0.0,0,0,0.0,0.0,0.0
Candy Cigarettes,Customer Square 3,0,0.0,0.0,0,0,0.0,0.0,0.0
Canteen Cucumber Mint 12oz 6pk,Customer Square 1,0,0.0,0.0,0,0,0.0,0.0,0.0
Canteen Cucumber Mint 12oz 6pk,Customer Square 2,5,0.38461538461538464,1.533646310567453,0,10,0.0,0.0,0.0
Canteen Cucumber Mint 12oz 6pk,Customer Square 3,9,0.3076923076923077,0.7975554366664508,0,4,0.0,0.0,0.0
