Category,SKU,ProductName,Location,Bin,BatchSerialNumber,ExpiryDate,Discount,StockValue,OnHand,VolumeOnHand,Available,OnOrder,InTransit,Allocated,Status,Unit,Family,StockLocator,Brand,PriceTier1,PriceTier2,PriceTier3,NextDeliveryDate
"Bar Tools","13811381","Absinthe Fountain Glass Double 1 Spout","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",64.9900,55.0000,55.0000,
"Bar Tools","13811381","Absinthe Fountain Glass Double 1 Spout","Oak Hill","","",,"",32.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",64.9900,55.0000,55.0000,
"Bar Tools","13811381","Absinthe Fountain Glass Double 1 Spout","Pleasant Valley","","",,"",32.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",64.9900,55.0000,55.0000,
"Bar Tools","13761376","Absinthe Fountain Twisted Glass 2 Spout","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",64.9900,55.0000,55.0000,
"Bar Tools","13761376","Absinthe Fountain Twisted Glass 2 Spout","Oak Hill","","",,"",30.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",64.9900,55.0000,55.0000,
"Bar Tools","13761376","Absinthe Fountain Twisted Glass 2 Spout","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",64.9900,55.0000,55.0000,
"Bar Tools","123464","Absinthe Saucer Blue","Airport","","",,"",9.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.0000,0.0000,0.0000,
"Bar Tools","1234500000008","Absinthe Saucer Lavender","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.0000,5.7500,5.7500,
"Bar Tools","1234500000008","Absinthe Saucer Lavender","Oak Hill","","",,"",9.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.0000,5.7500,5.7500,
"Bar Tools","1234500000008","Absinthe Saucer Lavender","Pleasant Valley","","",,"",4.5000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.0000,5.7500,5.7500,
"Bar Tools","1234500000009","Absinthe Saucer Yellow","Airport","","",,"",18.0000,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",9.0000,5.7500,5.7500,
"Bar Tools","10031003","Absinthe Spoon","Airport","","",,"",4.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,7.0000,7.0000,
"Bar Tools","10031003","Absinthe Spoon","Oak Hill","","",,"",52.0000,13.0000,0.0000,13.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,7.0000,7.0000,
"Bar Tools","10031003","Absinthe Spoon","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,7.0000,7.0000,
"Bar Tools","15201520","Absinthe Spoon Holder","Airport","","",,"",28.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",59.9900,48.0000,48.0000,
"Bar Tools","15201520","Absinthe Spoon Holder","Pleasant Valley","","",,"",28.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",59.9900,48.0000,48.0000,
"Bar Tools","123518","Austin Shaker Corkscrew","Airport","","",,"",119.1400,46.0000,0.0000,46.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5900,4.5900,
"Bar Tools","123518","Austin Shaker Corkscrew","Oak Hill","","",,"",85.4700,33.0000,0.0000,33.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5900,4.5900,
"Bar Tools","123518","Austin Shaker Corkscrew","Pleasant Valley","","",,"",64.7500,25.0000,0.0000,25.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5900,4.5900,
"Bar Tools","123468","Black and Tan Spoon","Airport","","",,"",1.2000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",4.0000,3.0000,3.0000,
"Bar Tools","123468","Black and Tan Spoon","Pleasant Valley","","",,"",7.2000,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",4.0000,3.0000,3.0000,
"Bar Tools","123469","Budget Muddler","Airport","","",,"",107.5500,30.0000,0.0000,30.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5000,4.5000,
"Bar Tools","123469","Budget Muddler","Oak Hill","","",,"",36.8100,11.0000,0.0000,11.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5000,4.5000,
"Bar Tools","123469","Budget Muddler","Pleasant Valley","","",,"",64.4800,16.0000,0.0000,16.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5000,4.5000,
"Bar Tools","22233366677","Bull and China Mixing Beaker","Airport","","",,"",12.0000,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",40.0000,20.0000,20.0000,
"Bar Tools","22233366677","Bull and China Mixing Beaker","Pleasant Valley","","",,"",78.0000,26.0000,0.0000,26.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",40.0000,20.0000,20.0000,
"Bar Tools","22233366677","Bull and China Mixing Beaker","Warehouse","","",,"",24.0000,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",40.0000,20.0000,20.0000,
"Bar Tools","123470","Champagne Stopper Black","Airport","","",,"",39.5400,26.0000,0.0000,26.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",3.0000,2.2900,2.2900,
"Bar Tools","123470","Champagne Stopper Black","Oak Hill","","",,"",5.9600,4.0000,0.0000,4.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",3.0000,2.2900,2.2900,
"Bar Tools","123470","Champagne Stopper Black","Pleasant Valley","","",,"",10.7135,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",3.0000,2.2900,2.2900,
"Bar Tools","123470","Champagne Stopper Black","Warehouse","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",3.0000,2.2900,2.2900,
"Bar Tools","123471","Church Key","Airport","","",,"",68.4800,32.0000,0.0000,32.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",5.0000,3.1600,3.1600,
"Bar Tools","123471","Church Key","Oak Hill","","",,"",47.0800,22.0000,0.0000,22.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",5.0000,3.1600,3.1600,
"Bar Tools","123471","Church Key","Pleasant Valley","","",,"",243.9600,114.0000,0.0000,114.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",5.0000,3.1600,3.1600,
"Bar Tools","791090525831","Cocktail Kingdom Antique Hawthorne","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",24.0000,16.7500,16.7500,
"Bar Tools","791090525831","Cocktail Kingdom Antique Hawthorne","Oak Hill","","",,"",13.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",24.0000,16.7500,16.7500,
"Bar Tools","791090525831","Cocktail Kingdom Antique Hawthorne","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",24.0000,16.7500,16.7500,
"Bar Tools","791090529082","Cocktail Kingdom Atomizer 30ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",7.0000,5.2500,5.2500,
"Bar Tools","791090529082","Cocktail Kingdom Atomizer 30ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",7.0000,5.2500,5.2500,
"Bar Tools","791090529099","Cocktail Kingdom Atomizer 50ml","Airport","","",,"",60.0000,10.0000,0.0000,10.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,8.0000,8.0000,
"Bar Tools","791090529099","Cocktail Kingdom Atomizer 50ml","Oak Hill","","",,"",36.0000,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,8.0000,8.0000,
"Bar Tools","791090529099","Cocktail Kingdom Atomizer 50ml","Pleasant Valley","","",,"",60.0000,10.0000,0.0000,10.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,8.0000,8.0000,
"Bar Tools","791090529099","Cocktail Kingdom Atomizer 50ml","Warehouse","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",10.0000,8.0000,8.0000,
"Bar Tools","791090529785","Cocktail Kingdom Bitters Bottle 100ml Stainless","Airport","","",,"",13.5000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.0000,16.0000,16.0000,
"Bar Tools","791090529785","Cocktail Kingdom Bitters Bottle 100ml Stainless","Oak Hill","","",,"",108.0000,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.0000,16.0000,16.0000,
"Bar Tools","791090529785","Cocktail Kingdom Bitters Bottle 100ml Stainless","Pleasant Valley","","",,"",13.5000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.0000,16.0000,16.0000,
"Bar Tools","791090529785","Cocktail Kingdom Bitters Bottle 100ml Stainless","Warehouse","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",18.0000,16.0000,16.0000,
"Bar Tools","791090529723","Cocktail Kingdom Bitters Bottle 50ml","Airport","","",,"",11.7500,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",16.0000,14.2500,14.2500,
"Bar Tools","791090529723","Cocktail Kingdom Bitters Bottle 50ml","Oak Hill","","",,"",23.5000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",16.0000,14.2500,14.2500,
"Bar Tools","791090529723","Cocktail Kingdom Bitters Bottle 50ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",16.0000,14.2500,14.2500,
"Bar Tools","791090529792","Cocktail Kingdom Bitters Bottle Copper 100ml","Airport","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",21.0000,19.0000,19.0000,
"Bar Tools","791090529792","Cocktail Kingdom Bitters Bottle Copper 100ml","Pleasant Valley","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"Item","","","",21.0000,19.0000,19.0000,
"Bar Tools","123479","Cocktail Kingdom Channel Knife","Airport","","",,"",25.0900,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5000,4.5000,
"Bar Tools","123479","Cocktail Kingdom Channel Knife","Oak Hill","","",,"",12.9500,5.0000,0.0000,5.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5000,4.5000,
"Bar Tools","123479","Cocktail Kingdom Channel Knife","Pleasant Valley","","",,"",42.6700,13.0000,0.0000,13.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",6.0000,4.5000,4.5000,
"Bar Tools","791090529716","Cocktail Kingdom Coco Mesh Strainer Black","Airport","","",,"",40.5000,6.0000,0.0000,6.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",8.9900,7.5000,7.5000,
"Bar Tools","791090529716","Cocktail Kingdom Coco Mesh Strainer Black","Oak Hill","","",,"",43.7500,7.0000,0.0000,7.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",8.9900,7.5000,7.5000,
"Bar Tools","791090529716","Cocktail Kingdom Coco Mesh Strainer Black","Pleasant Valley","","",,"",54.0000,8.0000,0.0000,8.0000,0.0000,0.0000,0.0000,ACTIVE,"Item","","","",8.9900,7.5000,7.5000,
