Action,ProductSKU,ProductName,Location,MinimumBeforeReorder75,MinimumBeforeReorder85,ReorderQuantity,75Savings,85Savings,Stock Locator,PickZones
Create/Update,087647113409,Dalmore Port Wood 750ml,Customer Square 2,0,0,6,94.99,94.99,,
Create/Update,088076184541,Dalwhinnie Distillers Edition 750ml,Customer Square 2,0,0,12,99.99,99.99,,
Create/Update,081932049534,Damiana Liqueur 750ml,Customer Square 2,0,0,3,23.99,23.99,,
Create/Update,5703162007003,Dansk Viking Blod Mead750ml,Customer Square 2,0,0,4,59.98,59.98,,
Create/Update,695521106012,Daron Calvados Fine 750ml,Customer Square 2,0,1,6,128.97,85.98,,
Create/Update,753677291584,Dashfire Old Fashioned Bitters 100ml,Customer Square 2,0,0,6,19.99,19.99,,
Create/Update,753677291560,Dashfire Spiced Apple Bitters 100ml,Customer Square 2,0,0,6,19.99,19.99,,
Create/Update,9329549000106,De Iuliis Shiraz 750ml,Customer Square 2,0,0,6,47.98,47.98,,
Create/Update,7804670300032,De Otro Planeta Sauvignon Gris 750ml,Customer Square 2,0,1,6,56.97,37.98,,
Create/Update,9781607745259,Death & Co Book,Customer Square 2,0,1,3,119.97,79.98,,
Create/Update,859266003184,Deaths Door Gin 1L,Customer Square 2,0,0,6,155.96,155.96,,
Create/Update,856065002431,Deep Eddy Lemon 1.75L,Customer Square 2,1,2,6,34.99,0.0,,
Create/Update,856065002493,Deep Eddy Lemon 375ml,Customer Square 2,1,1,12,54.95,54.95,,
Create/Update,856065002400,Deep Eddy Lemon 50ml,Customer Square 2,32,43,120,5.16,-9.030000000000001,,
Create/Update,856065002417,Deep Eddy Lemon 750ml,Customer Square 2,3,3,12,59.97,59.97,,
Create/Update,856065002301,Deep Eddy Lime 50ml,Customer Square 2,36,42,120,56.760000000000005,49.02,,
Create/Update,856065002271,Deep Eddy Lime 750ml,Customer Square 2,2,3,12,0.0,-19.99,,
Create/Update,856065002073,Deep Eddy Plain 50ml,Customer Square 2,6,8,120,38.7,36.120000000000005,,
Create/Update,856065002103,Deep Eddy Ruby Red 1.75L,Customer Square 2,1,1,6,174.95000000000002,174.95000000000002,,
Create/Update,856065002479,Deep Eddy Ruby Red 375ml,Customer Square 2,1,1,12,54.95,54.95,,
Create/Update,856065002110,Deep Eddy Ruby Red 50ml,Customer Square 2,15,17,120,27.09,24.51,,
Create/Update,856065002080,Deep Eddy Ruby Red 750ml,Customer Square 2,2,2,12,79.96,79.96,,
Create/Update,856065002066,Deep Eddy Sweet Tea 50ml,Customer Square 2,2,3,120,43.86,42.57,,
Create/Update,856065002455,Deep Eddy Vodka 375ml,Customer Square 2,1,1,12,10.99,10.99,,
Create/Update,856065002035,Deep Eddy Vodka 750ml,Customer Square 2,1,3,12,99.94999999999999,59.97,,
Create/Update,618397110020,Del Maguey Arroqueno 750ml,Customer Square 2,0,0,6,259.98,259.98,,
Create/Update,618398080384,Del Maguey Chichicapa 750ml,Customer Square 2,1,1,6,157.98,157.98,,
Create/Update,618397020015,Del Maguey Crema de Mezcal 750ml,Customer Square 2,1,1,6,38.99,38.99,,
Create/Update,618397201384,Del Maguey Iberico Pechuga 750ml,Customer Square 2,0,0,6,459.98,459.98,,
Create/Update,618397201674,Del Maguey Jabali 750ml,Customer Square 2,0,0,6,259.98,259.98,,
Create/Update,618397201902,Del Maguey Las Milpas 750ml,Customer Square 2,0,0,6,163.98,163.98,,
Create/Update,618397201308,Del Maguey Madrecuixe 750ml,Customer Square 2,0,0,6,259.98,259.98,,
Create/Update,618397960021,Del Maguey Minero 750ml,Customer Square 2,0,0,6,473.93999999999994,473.93999999999994,,
Create/Update,618397010016,Del Maguey Pechuga 750ml,Customer Square 2,0,0,6,459.98,459.98,,
Create/Update,618397201629,Del Maguey San Dionisio Ocotepec 750ml,Customer Square 2,0,0,6,79.98,79.98,,
Create/Update,618397960014,Del Maguey San Domingo Albarradas 750ml,Customer Square 2,0,0,6,157.98,157.98,,
Create/Update,618397201223,Del Maguey San Jose Rio Minas 750ml,Customer Square 2,0,0,6,259.98,259.98,,
Create/Update,618397950015,Del Maguey San Luis del Rio 750ml,Customer Square 2,0,0,6,157.98,157.98,,
Create/Update,618397201230,Del Maguey San Pedro Taviche 750ml,Customer Square 2,0,0,6,259.98,259.98,,
Create/Update,618397201131,Del Maguey Tepextate 750ml,Customer Square 2,0,0,6,279.98,279.98,,
Create/Update,618397970013,Del Maguey Tobala 750ml,Customer Square 2,0,0,6,299.98,299.98,,
Create/Update,618397201544,Del Maguey Tobaziche 750ml,Customer Square 2,0,0,6,279.98,279.98,,
Create/Update,618397200929,Del Maguey Vida 750ml,Customer Square 2,5,6,6,38.99,0.0,,
Create/Update,618397202114,Del Maguey Vida de Muertos750ml,Customer Square 2,1,2,6,-49.99,-99.98,,
Create/Update,722782328638,Demitri's Bloody Mary Seasoning 8oz,Customer Square 2,0,0,6,71.94,71.94,,
Create/Update,898498001049,Denizen Merchant Reserve Rum 750ml,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,898498001056,Denizen Vatted Dark Rum 750ml,Customer Square 2,0,0,6,59.98,59.98,,
Create/Update,898498001018,Denizen White Rum 750ml,Customer Square 2,0,0,6,50.97,50.97,,
Create/Update,613739980590,Derrumbes Durango 200ml,Customer Square 2,0,1,6,43.98,21.99,,
Create/Update,708747152845,Derrumbes Durango Durangensis 750ml,Customer Square 2,0,0,2,155.98,155.98,,
Create/Update,613739980569,Derrumbes Michoacan 200ml,Customer Square 2,0,0,6,53.98,53.98,,
Create/Update,7503019735541,Derrumbes Michoacan Chino Alto 750ml,Customer Square 2,0,0,2,169.98,169.98,,
Create/Update,613739980552,Derrumbes Oaxaca 200ml,Customer Square 2,0,0,6,35.98,35.98,,
Create/Update,7503018755007,Derrumbes Oaxaca Espadin Tobala 750ml,Customer Square 2,0,0,2,127.98,127.98,,
Create/Update,613739980576,Derrumbes San Luis Potosi 200ml,Customer Square 2,1,1,6,17.99,17.99,,
Create/Update,708747152838,Derrumbes San Luis Potosi Salmiana 750ml,Customer Square 2,1,1,6,199.95000000000002,199.95000000000002,,
Create/Update,613739980606,Derrumbes Tamaulipas 200ml,Customer Square 2,0,0,6,45.98,45.98,,
Create/Update,708747152913,Derrumbes Tamaulipas Ensamble 750ml,Customer Square 2,0,0,2,163.98,163.98,,
Create/Update,613739980583,Derrumbes Zacatecas Blue Weber 200ml,Customer Square 2,0,0,6,43.98,43.98,,
Create/Update,708747152920,Derrumbes Zacatecas Blue Weber 750ml,Customer Square 2,0,1,6,383.94,319.95,,
Create/Update,866510000424,Desert Door Texas Sotol 50ml,Customer Square 2,1,1,300,26.910000000000004,26.910000000000004,,
Create/Update,866510000400,Desert Door Texas Sotol 750ml,Customer Square 2,2,2,6,79.98,79.98,,
Create/Update,866510000462,Desert Door Texas Sotol Back Burn750ml,Customer Square 2,0,0,6,55.99,55.99,,
Create/Update,866510000417,Desert Door Texas Sotol Barrel Aged 750ml,Customer Square 2,0,1,6,107.98,53.99,,
Create/Update,3507110017111,Deux Moulins Rose 750ml,Customer Square 2,0,0,6,19.98,19.98,,
Create/Update,080480230012,Dewars 1L,Customer Square 2,1,1,12,35.99,35.99,,
Create/Update,050037014235,Di Saronno Amaretto 1L,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,088076201323,Dickel Barrel Select 750ml,Customer Square 2,0,0,12,43.99,43.99,,
Create/Update,082000797036,Dickel Bonded 13y 2007 750ml,Customer Square 2,0,0,12,199.96,199.96,,
Create/Update,082000797180,Dickel Bourbon 8y 750ml,Customer Square 2,1,1,12,0.0,0.0,,
Create/Update,088076006225,Dickel No 12 1L,Customer Square 2,0,1,12,119.96,89.97,,
Create/Update,088076006423,Dickel No 8 1L,Customer Square 2,0,1,12,99.96,74.97,,
Create/Update,082000759461,Dickel Rye 1L,Customer Square 2,1,1,12,149.95,149.95,,
Create/Update,082000792253,Dickel Single Barrel 15y 750ml,Customer Square 2,0,1,12,64.99,0.0,,
Create/Update,082000799962,Dickel x Leopold Bros Rye Whiskey 750mL,Customer Square 2,0,1,12,109.99000000000001,0.0,,
Create/Update,4860003110917,DilaO Dry Amber Wine 750ml,Customer Square 2,1,1,12,16.99,16.99,,
Create/Update,8138230105034,Dingle Irish Gin 750ml,Customer Square 2,0,0,6,79.98,79.98,,
Create/Update,081382301138,Dingle Irish Whiskey Batch 4 750ml,Customer Square 2,0,0,6,169.98,169.98,,
Create/Update,7594003626631,Diplomatico Mantuano 750ml,Customer Square 2,0,1,6,99.96,74.97,,
Create/Update,7594003626891,Diplomatico Planas 750ml,Customer Square 2,0,0,6,67.98,67.98,,
Create/Update,7594003620394,Diplomatico Reserva Exclusiva 750ml,Customer Square 2,1,1,6,428.89000000000004,428.89000000000004,,
Create/Update,705105792163,Dirty Sue Olive Juice 750ml,Customer Square 2,0,0,12,119.88,119.88,,
Create/Update,860002029917,District Distilling Wild Bark Gin 750ml,Customer Square 2,0,0,6,79.98,79.98,,
Create/Update,860002029900,District Distilling Wild June Gin 750ml,Customer Square 2,0,0,6,79.98,79.98,,
Create/Update,3274510003913,Dolin Blanc 375ml,Customer Square 2,1,1,12,32.97,32.97,,
Create/Update,3274510003821,Dolin Blanc 750ml,Customer Square 2,1,1,12,27.98,27.98,,
Create/Update,3274510003807,Dolin Dry 375ml,Customer Square 2,3,4,12,32.97,21.98,,
Create/Update,3274510003791,Dolin Dry 750ml,Customer Square 2,2,2,12,55.96,55.96,,
Create/Update,3274510003616,Dolin Genepy Des Alpes 750ml,Customer Square 2,0,1,2,59.98,29.99,,
Create/Update,3274510003906,Dolin Rouge 375ml,Customer Square 2,3,3,12,32.97,32.97,,
Create/Update,3274510003814,Dolin Rouge 750ml,Customer Square 2,2,3,12,55.96,41.97,,
Create/Update,080480555306,Dom Benedictine 1L,Customer Square 2,0,0,12,99.98,99.98,,
Create/Update,080480555603,Dom Benedictine 375ml,Customer Square 2,0,1,12,87.96,65.97,,
Create/Update,0879039002930,Dom de l'ecu Classic Muscadet 750ml,Customer Square 2,1,2,12,19.99,0.0,,
Create/Update,793573762733,Domaine De Canton 1L,Customer Square 2,0,0,6,91.98,91.98,,
Create/Update,793573762719,Domaine De Canton 375ml,Customer Square 2,0,0,12,56.97,56.97,,
Create/Update,8057438300068,Domus Picta Treviso Prosecco 750ml,Customer Square 2,0,0,12,41.97,41.97,,
Create/Update,852660004221,Don Ciccio & Figli Cinque Apertivo 750ml,Customer Square 2,0,0,3,,,,
Create/Update,852660004436,Don Ciccio Ambrosia Aperitivo 750ml,Customer Square 2,0,0,3,29.99,29.99,,
Create/Update,852660004214,Don Ciccio Cerasum Aperitivo 750ml,Customer Square 2,0,0,3,37.99,37.99,,
Create/Update,7416388337516,Don Fulano Extra Anejo 750ml,Customer Square 2,0,0,2,419.97,419.97,,
Create/Update,674545000322,Don Julio 1942 750ml,Customer Square 2,0,1,6,1199.92,1049.93,,
Create/Update,088076185500,Don Julio 1942 Primavera 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,674545000063,Don Julio Anejo 750ml,Customer Square 2,0,1,6,197.96999999999997,131.98,,
Create/Update,674545000001,Don Julio Blanco 750ml,Customer Square 2,1,2,6,599.9,539.91,,
Create/Update,674545000414,Don Julio Reposado 750ml,Customer Square 2,0,1,6,329.95,263.96,,
Create/Update,190046000017,Don Mateo Alto 750ml,Customer Square 2,0,0,4,199.98,199.98,,
Create/Update,190046000048,Don Mateo Cupreata 750ml,Customer Square 2,0,0,4,151.98,151.98,,
Create/Update,190046000000,Don Mateo Pechuga 750ml,Customer Square 2,0,0,2,219.98,219.98,,
Create/Update,082301101518,Don Q 151 1L,Customer Square 2,0,0,12,51.98,51.98,,
Create/Update,082301100559,Don Q Anejo 1L,Customer Square 2,0,0,12,24.99,24.99,,
Create/Update,857071006048,Donkey & Goat Gadabout 750ml,Customer Square 2,0,1,12,51.98,25.99,,
Create/Update,857071006123,Donkey & Goat The Gallivanter,Customer Square 2,0,1,12,49.98,24.99,,
Create/Update,852935001337,Dorda Double Chocolate 750ml,Customer Square 2,0,0,6,65.97,65.97,,
Create/Update,850021602031,Dos Deus Vermouth Dry 750ml,Customer Square 2,0,0,6,39.98,39.98,,
Create/Update,850021602000,Dos Deus Vermouth Red 750ml,Customer Square 2,0,0,6,49.98,49.98,,
Create/Update,072311630122,Dos Equis Bottles 6 Pack,Customer Square 2,0,1,8,79.92,69.93,,
Create/Update,842094179985,Double Bottle Gift Bags,Customer Square 2,0,0,30,120.0,120.0,,
Create/Update,5602840079472,Douro Twisted Tinto 2016 750ml,Customer Square 2,1,1,12,18.99,18.99,,
Create/Update,094799020028,Dows Ruby Port NV 750ml,Customer Square 2,0,0,12,55.96,55.96,,
Create/Update,094799020011,Dows Tawny Port NV 750ml,Customer Square 2,0,0,12,59.96,59.96,,
Create/Update,083664873630,Drambuie 1L,Customer Square 2,0,0,6,219.96,219.96,,
Create/Update,9780399580550,Drinking Distilled A Users Manual,Customer Square 2,0,0,3,33.98,33.98,,
Create/Update,9781631594182,Drinking Like Ladies,Customer Square 2,0,0,3,49.98,49.98,,
Create/Update,850010806242,Dripping Springs Artisan Gin 750ml,Customer Square 2,2,3,6,27.99,0.0,,
Create/Update,850010806211,Dripping Springs Orange Vodka 1L,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,850010806259,Dripping Springs Traditional Gin 750ml,Customer Square 2,0,1,6,179.94,149.95,,
Create/Update,094922658159,Dripping Springs Vodka 1.75L,Customer Square 2,3,3,6,0.0,-0.0,,
Create/Update,850010806198,Dripping Springs Vodka 1L,Customer Square 2,5,5,12,25.99,25.99,,
Create/Update,850010806181,Dripping Springs Vodka 375ml,Customer Square 2,0,1,12,19.98,9.99,,
Create/Update,094922450876,Dripping Springs Vodka 50ml,Customer Square 2,0,2,72,11.94,7.96,,
Create/Update,094922545763,Dripping Springs Vodka 750ml,Customer Square 2,3,4,12,62.97,41.98,,
Create/Update,086785012346,Drumshanbo Gunpowder Irish Gin 750ml,Customer Square 2,1,1,6,199.95000000000002,199.95000000000002,,
Create/Update,086785024684,Drumshanbo Irish Gin 375ml,Customer Square 2,0,0,12,91.96,91.96,,
Create/Update,8500003890520,Drumshanbo Irish Gin 50ml,Customer Square 2,1,1,96,26.910000000000004,26.910000000000004,,
Create/Update,854569002056,Du Peyrat Organic Cognac 750ml,Customer Square 2,0,1,6,209.94,174.95000000000002,,
Create/Update,096749401307,Dubonnet Rouge 750ml,Customer Square 2,0,1,12,79.95,63.96,,
Create/Update,898432002002,Dulce Vida Blanco 750ml,Customer Square 2,0,1,6,29.99,0.0,,
Create/Update,898432002453,Dulce Vida Reposado 750ml,Customer Square 2,0,0,6,33.99,33.99,,
Create/Update,3267130034375,Duquesne Rhum Agricole Blanc 1L,Customer Square 2,0,0,2,29.99,29.99,,
Create/Update,3267130034405,Duquesne Rhum Agricole Dark 1L,Customer Square 2,0,0,2,33.99,33.99,,
Create/Update,080480002930,Dusse VSOP 375ml,Customer Square 2,0,1,12,83.97,55.98,,
Create/Update,080480002923,Dusse VSOP 750ml,Customer Square 2,1,1,6,109.98,109.98,,
Create/Update,085000004159,E & J VS Brandy 1.75L,Customer Square 2,1,1,6,71.97,71.97,,
Create/Update,085000004210,E & J VS Brandy 200ml,Customer Square 2,2,4,24,39.900000000000006,31.92,,
Create/Update,085000004265,E & J VS Brandy 375ml,Customer Square 2,4,5,24,52.72,46.129999999999995,,
Create/Update,08534004,E & J VS Brandy 50ml,Customer Square 2,2,3,120,57.42000000000001,56.43000000000001,,
Create/Update,085000004135,E & J VS Brandy 750ml,Customer Square 2,4,4,12,0.0,-0.0,,
Create/Update,085000003794,E & J VSOP Brandy 200ml,Customer Square 2,4,5,24,23.94,19.950000000000003,,
Create/Update,085000003831,E & J VSOP Brandy 375ml,Customer Square 2,6,7,24,27.959999999999997,20.97,,
Create/Update,088004005498,EH Taylor Small Batch Bourbon 750ml,Customer Square 2,0,0,6,179.96,179.96,,
Create/Update,088004021344,Eagle Rare 10y 750ml,Customer Square 2,0,0,24,959.76,959.76,,
Create/Update,088004047955,Early Times Bonded 1L,Customer Square 2,0,0,12,51.98,51.98,,
Create/Update,858604005637,Eastcider Brut 100 Cal. 6 Pack Cans,Customer Square 2,1,2,4,21.98,10.99,,
Create/Update,858604005644,Eastcider Seltzer Blk Cherry 6pk cans,Customer Square 2,0,0,4,32.97,32.97,,
Create/Update,858604005798,Eastciders Blackberry Cans 6 Pack,Customer Square 2,1,1,4,32.97,32.97,,
Create/Update,858604005354,Eastciders Blood Orange Cans 6 Pack,Customer Square 2,1,2,4,21.98,10.99,,
Create/Update,858604005088,Eastciders Honey Cans 6 Pack,Customer Square 2,1,1,4,10.99,10.99,,
Create/Update,858604005316,Eastciders Original 19.2oz,Customer Square 2,1,2,12,8.97,5.98,,
Create/Update,858604005064,Eastciders Original Cans 6 Pack,Customer Square 2,2,3,4,21.98,10.99,,
Create/Update,858604005262,Eastciders Pineapple Cans 6 Pack,Customer Square 2,1,1,4,21.98,21.98,,
Create/Update,858604005569,Eastciders Rose Cans 6 Pack,Customer Square 2,0,0,4,21.98,21.98,,
Create/Update,858604005484,Eastciders Seasonal Cans 6 Pack,Customer Square 2,1,1,4,21.98,21.98,,
Create/Update,858604005347,Eastciders Variety 12 Pack Cans,Customer Square 2,1,1,4,19.99,19.99,,
Create/Update,783757900280,Echeverria Propuesta Cab Sauv 750ml,Customer Square 2,0,1,12,27.98,13.99,,
Create/Update,080686938606,Effen Cucumber 1L,Customer Square 2,0,0,6,749.75,749.75,,
Create/Update,080686938248,Effen Cucumber 750ml,Customer Square 2,0,0,6,474.80999999999995,474.80999999999995,,
Create/Update,608782502417,Eggenberg Grapefruit Radler 4pk Cans,Customer Square 2,0,1,6,39.96,29.97,,
Create/Update,608782502363,Eggenberg Radler 4pk Cans,Customer Square 2,0,0,6,39.96,39.96,,
Create/Update,862018000287,Eight And Sand 750ml,Customer Square 2,0,0,6,69.98,69.98,,
Create/Update,852681918088,El Buho Espadin 1L,Customer Square 2,0,0,6,91.98,91.98,,
Create/Update,711629000011,El Dorado 12y 750ml,Customer Square 2,1,1,6,36.99,36.99,,
Create/Update,711629000004,El Dorado 15y 750ml,Customer Square 2,0,0,3,52.99,52.99,,
Create/Update,711629000554,El Dorado 21y 750ml,Customer Square 2,0,0,2,109.99,109.99,,
Create/Update,711629001100,El Dorado 5y 1L,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,711629001018,El Dorado 8y 750ml,Customer Square 2,0,0,4,53.98,53.98,,
Create/Update,711629001629,El Dorado Diamond 151 1L,Customer Square 2,0,0,3,35.98,35.98,,
Create/Update,711629001308,El Dorado Diamond White 750ml,Customer Square 2,0,0,3,12.99,12.99,,
Create/Update,205920592059,El Guapo Barrel Aged Vanilla 2oz,Customer Square 2,0,0,6,39.98,39.98,,
Create/Update,850012903468,El Guapo Cajun Grenadine Syrup 8.5oz,Customer Square 2,0,0,4,,,,
Create/Update,850012903192,El Guapo Chicory Pecan Bitters 100ml,Customer Square 2,0,1,12,,,,
Create/Update,850012903161,El Guapo Creole Orgeat 16.5oz,Customer Square 2,0,0,6,,,,
Create/Update,850012903215,El Guapo Cuban Bitters 100ml,Customer Square 2,0,0,6,39.98,39.98,,
Create/Update,850012903222,El Guapo Cucumber Lavender Bitters 100ml,Customer Square 2,0,0,6,,,,
Create/Update,850012903499,El Guapo Falernum Syrup 8.5oz,Customer Square 2,0,0,4,25.98,25.98,,
Create/Update,850012903437,El Guapo Fuego Bitters 100ml,Customer Square 2,0,0,6,39.98,39.98,,
Create/Update,850012903048,El Guapo Ginger 16.5oz,Customer Square 2,0,0,6,,,,
Create/Update,850012903109,El Guapo Lime Cordial 16.5oz,Customer Square 2,0,0,6,,,,
Create/Update,850012903253,El Guapo Love Potion Bitters 100ml,Customer Square 2,0,0,6,,,,
Create/Update,850012903116,El Guapo Mojito Syrup 8.5oz,Customer Square 2,0,0,4,25.98,25.98,,
Create/Update,850012903260,El Guapo Polynesian Kiss Bitters 100ml,Customer Square 2,0,0,6,,,,
Create/Update,850012903017,El Guapo Rose Cordial 16.5oz,Customer Square 2,0,0,6,,,,
Create/Update,850012903451,El Guapo Satsuma Syrup 8.5oz,Customer Square 2,0,0,4,,,,
Create/Update,850012903208,El Guapo Spiced Cocoa Bitters 100ml,Customer Square 2,0,0,6,,,,
Create/Update,850012903444,El Guapo Summer Berries Bitters 100ml,Customer Square 2,0,0,6,39.98,39.98,,
Create/Update,610877406128,El Guapo Watermelon Cordial 16.5oz,Customer Square 2,0,0,12,75.96,75.96,,
Create/Update,8414318902093,El Jefe Tempranillo 1L,Customer Square 2,3,4,24,27.98,13.99,,
Create/Update,744607063203,El Jimador Anejo 750ml,Customer Square 2,0,0,6,57.98,57.98,,
Create/Update,744607068307,El Jimador Blanco 1L,Customer Square 2,5,5,12,26.99,26.99,,
Create/Update,744607068604,El Jimador Blanco 375ml,Customer Square 2,2,2,12,99.9,99.9,,
Create/Update,744607068208,El Jimador Blanco 750ml,Customer Square 2,0,0,6,41.98,41.98,,
Create/Update,744607069304,El Jimador Reposado 1L,Customer Square 2,1,1,12,188.92999999999998,188.92999999999998,,
Create/Update,744607069601,El Jimador Reposado 375ml,Customer Square 2,1,1,12,109.89,109.89,,
Create/Update,080925100061,El Jolgorio Cuixe 750ml,Customer Square 2,0,0,1,129.99,129.99,,
Create/Update,080925100016,El Jolgorio Espadin 750ml,Customer Square 2,0,0,1,98.99,98.99,,
Create/Update,080925100047,El Jolgorio Madrecuixe 750ml,Customer Square 2,0,0,1,129.99,129.99,,
Create/Update,080925100023,El Jolgorio Mexicano 750ml,Customer Square 2,0,0,1,129.99,129.99,,
Create/Update,080925100085,El Jolgorio Pechuga 750ml,Customer Square 2,0,0,1,165.99,165.99,,
Create/Update,080925100054,El Jolgorio Tepeztate 750ml,Customer Square 2,0,0,1,159.99,159.99,,
Create/Update,080925100030,El Jolgorio Tobala 750ml,Customer Square 2,0,0,1,139.99,139.99,,
Create/Update,863415000047,El Silencio Espadin 50ml,Customer Square 2,1,2,120,35.910000000000004,31.92,,
Create/Update,863415000023,El Silencio Espadin 750ml,Customer Square 2,1,2,6,73.98,36.99,,
Create/Update,080686761402,El Tesoro Anejo 750ml,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,080686760054,El Tesoro Blanco 375ml,Customer Square 2,1,1,12,0.0,0.0,,
Create/Update,080686760405,El Tesoro Blanco 750ml,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,080686761044,El Tesoro Extra Anejo 750ml,Customer Square 2,0,0,6,105.99,105.99,,
Create/Update,080686762409,El Tesoro Reposado 750ml,Customer Square 2,1,1,6,917.83,917.83,,
Create/Update,681573840752,Elemental Spirits Bitters Variety Pack,Customer Square 2,0,0,4,24.99,24.99,,
Create/Update,748789500181,Elena Gin 750ml,Customer Square 2,0,0,6,63.98,63.98,,
Create/Update,096749001873,Elijah Craig 375ml,Customer Square 2,1,1,12,39.98,39.98,,
Create/Update,096749000074,Elijah Craig Small Batch 1.75L,Customer Square 2,1,1,6,59.99,59.99,,
Create/Update,096749000067,Elijah Craig Small Batch 750ml,Customer Square 2,5,6,12,-101.97,-135.96,,
Create/Update,096749002733,Elijah Craig Straight Rye 750ml,Customer Square 2,1,1,6,67.98,67.98,,
Create/Update,724049468866,Elisa Guerin Beaujolais Villages 750ml,Customer Square 2,0,1,6,47.98,23.99,,
Create/Update,098709086425,Emilio Hidalgo PX Sherry 500ml,Customer Square 2,0,0,6,20.99,20.99,,
Create/Update,628451773108,Empress 1908 Gin 750ml,Customer Square 2,2,2,6,79.98,79.98,,
Create/Update,709081489697,Enoz La Monade Fiano 750ml,Customer Square 2,0,1,6,28.99,0.0,,
Create/Update,706189916629,Entre Maguey Ensamble 700ml,Customer Square 2,0,0,6,38.99,38.99,,
Create/Update,706189916605,Entre Maguey Papalote 700ml,Customer Square 2,0,0,6,59.99,59.99,,
Create/Update,706189916612,Entre Maguey Tobala 700ml,Customer Square 2,0,0,6,99.99,99.99,,
Create/Update,28682868,Epoch Estate Blend 750ml,Customer Square 2,0,0,3,59.99,59.99,,
Create/Update,678113000165,Ercole Barbera del Monferatto DOC 1L,Customer Square 2,0,0,12,44.97,44.97,,
Create/Update,678113000158,Ercole Monferatto DOC Bianco 1L,Customer Square 2,0,0,12,44.97,44.97,,
Create/Update,664804001436,Espolon Anejo 1L,Customer Square 2,0,1,6,42.99,0.0,,
Create/Update,721059701006,Espolon Blanco 1L,Customer Square 2,21,26,6,-269.90999999999997,-419.85999999999996,,
Create/Update,664804000378,Espolon Blanco 375ml,Customer Square 2,4,4,24,119.92,119.92,,
Create/Update,721059707503,Espolon Blanco 750ml,Customer Square 2,0,0,24,287.88,287.88,,
Create/Update,721059701013,Espolon Reposado 1L,Customer Square 2,5,7,6,569.81,509.83,,
Create/Update,664804000385,Espolon Reposado 375ml,Customer Square 2,1,1,12,44.97,44.97,,
Create/Update,858666003138,Esporao Alandra White BIB 3L,Customer Square 2,0,0,4,47.98,47.98,,
Create/Update,858666003046,Esporao Monte Velho White 750ml,Customer Square 2,0,1,12,21.98,10.99,,
Create/Update,096749002986,Evan Williams 1783 750ml,Customer Square 2,0,0,6,39.98,39.98,,
Create/Update,096749021147,Evan Williams Black 1.75L,Customer Square 2,3,3,6,23.99,23.99,,
Create/Update,096749021246,Evan Williams Black 1L,Customer Square 2,2,2,12,16.99,16.99,,
Create/Update,096749021543,Evan Williams Black 200ml,Customer Square 2,3,4,48,41.31,36.72,,
Create/Update,096749021642,Evan Williams Black 375ml,Customer Square 2,6,6,24,45.54,45.54,,
Create/Update,096749021840,Evan Williams Black 50ml,Customer Square 2,26,30,120,33.66,29.7,,
Create/Update,096749021345,Evan Williams Black 750ml,Customer Square 2,2,3,12,41.97,27.98,,
Create/Update,096749021178,Evan Williams Bonded 175L,Customer Square 2,2,3,6,-0.0,-26.99,,
Create/Update,096749021277,Evan Williams Bonded 1L,Customer Square 2,1,2,12,56.97,37.98,,
Create/Update,096749750016,Evan Williams Single Barrel 750ml,Customer Square 2,0,0,6,31.99,31.99,,
Create/Update,088004021955,Evangelines Praline Liqueur 750ml,Customer Square 2,0,0,6,35.98,35.98,,
Create/Update,738435750565,FEW Barrel Aged Gin 750ml,Customer Square 2,0,0,6,49.99,49.99,,
Create/Update,738435750732,FEW Breakfast Gin 750ml,Customer Square 2,0,0,6,44.99,44.99,,
Create/Update,738435750541,FEW Rye Whiskey 750ml,Customer Square 2,0,0,6,64.99,64.99,,
Create/Update,039815110024,Fabbri Amarena Cherries 21oz,Customer Square 2,1,1,6,71.97,71.97,,
Create/Update,850018968188,Fair State Foamers Lime 12pk Cans,Customer Square 2,0,0,2,39.98,39.98,,
Create/Update,852176003671,Faire La Fete Brut 750ml,Customer Square 2,2,4,12,0.0,0.0,,
Create/Update,710822737274,Fairweather Cider Common 4pk,Customer Square 2,1,2,6,19.98,9.99,,
Create/Update,710822737298,Fairweather Cider Smell The Van 4pk,Customer Square 2,2,2,6,10.99,10.99,,
Create/Update,710822737267,Fairweather Cider Tejano Dreams 4pk,Customer Square 2,1,1,6,19.98,19.98,,
Create/Update,812066020225,Famous Grouse 1L,Customer Square 2,0,0,12,407.88,407.88,,
Create/Update,812066021383,Famous Grouse Smokey Black 1L,Customer Square 2,0,0,12,239.94,239.94,,
Create/Update,791863140506,Fee Brothers Aromatic Bitters 5oz,Customer Square 2,1,1,12,0.0,0.0,,
Create/Update,791863140674,Fee Brothers Aztec Chocolate Bitters 5oz,Customer Square 2,1,1,12,7.99,7.99,,
Create/Update,791863140711,Fee Brothers Black Walnut Bitters 5oz,Customer Square 2,1,1,12,23.97,23.97,,
