Action,ProductSKU,ProductName,Location,MinimumBeforeReorder75,MinimumBeforeReorder85,ReorderQuantity,75Savings,85Savings,Stock Locator,PickZones
Create/Update,851718000703,Redwood Empire Emerald Giant 750ml,Customer Square 2,0,0,6,39.99,39.99,,
Create/Update,851718000673,Redwood Empire Lost Monarch 750ml,Customer Square 2,0,0,6,39.99,39.99,,
Create/Update,851718000710,Redwood Empire Pipe Dream 750ml,Customer Square 2,0,0,6,39.99,39.99,,
Create/Update,088004190163,Regans Orange Bitters 5oz,Customer Square 2,1,1,12,183.77,183.77,,
Create/Update,087236002831,Remy Martin 1738 375ml,Customer Square 2,0,0,12,29.99,29.99,,
Create/Update,087236001131,Remy Martin VSOP 200ml,Customer Square 2,0,1,24,83.94,69.95,,
Create/Update,087236001247,Remy Martin VSOP 375ml,Customer Square 2,0,0,12,99.96,99.96,,
Create/Update,087236001162,Remy Martin VSOP 750ml,Customer Square 2,0,0,12,199.96,199.96,,
Create/Update,864286000037,Revolution Spirits Cafecito 750ml,Customer Square 2,0,1,6,119.96,89.97,,
Create/Update,864286000075,Revolution Spirits Chocolate Cafecito 750ml,Customer Square 2,0,0,6,107.96,107.96,,
Create/Update,856931008093,Revolution Spirits La Dama 750ml,Customer Square 2,0,0,6,119.96,119.96,,
Create/Update,856931008109,Revolution Spirits Negroni 200ml,Customer Square 2,1,1,24,-9.99,-9.99,,
Create/Update,7503018107103,Rey Campero Cuishe 200ml,Customer Square 2,0,0,6,59.98,59.98,,
Create/Update,7503018107035,Rey Campero Cuishe 750ml,Customer Square 2,0,1,1,91.99,0.0,,
Create/Update,7503018107349,Rey Campero Espadin 200ml,Customer Square 2,1,1,24,37.98,37.98,,
Create/Update,7503018107011,Rey Campero Espadin 750ml,Customer Square 2,1,2,6,59.99,0.0,,
Create/Update,7503018107141,Rey Campero Jabali 200ml,Customer Square 2,0,0,6,73.98,73.98,,
Create/Update,7503018107172,Rey Campero Jabali 750ml,Customer Square 2,0,0,4,219.98,219.98,,
Create/Update,7503018107110,Rey Campero Madre Cuishe 200ml,Customer Square 2,0,0,6,59.98,59.98,,
Create/Update,7503018107189,Rey Campero Madre Cuishe 750ml,Customer Square 2,0,1,1,91.99,0.0,,
Create/Update,7503018107127,Rey Campero Mexicano 200ml,Customer Square 2,0,0,6,59.98,59.98,,
Create/Update,7503018107059,Rey Campero Mexicano 750ml,Customer Square 2,0,0,2,367.96,367.96,,
Create/Update,7503018107134,Rey Campero Tepextate 200ml,Customer Square 2,1,1,6,36.99,36.99,,
Create/Update,7503018107066,Rey Campero Tepextate 750ml,Customer Square 2,0,1,4,219.98,109.99,,
Create/Update,7503018107202,Rey Campero Tobala 750ml,Customer Square 2,0,0,1,114.99,114.99,,
Create/Update,083664869282,Reyka 1L,Customer Square 2,4,5,6,183.92,160.92999999999998,,
Create/Update,083664869220,Reyka 50ml,Customer Square 2,11,16,96,12.87,7.92,,
Create/Update,8437008335032,Rezabal Txakoli Rose 750ml,Customer Square 2,0,1,6,43.98,21.99,,
Create/Update,689768873318,Rhum Barbancourt  5 Star 750ml,Customer Square 2,1,1,12,29.99,29.99,,
Create/Update,689768872311,Rhum Barbancourt 15y 750ml,Customer Square 2,0,0,12,54.99,54.99,,
Create/Update,689768871314,Rhum Barbancourt 3 Star 750ml,Customer Square 2,0,0,12,51.98,51.98,,
Create/Update,689768881313,Rhum Barbancourt Blanco 750ml,Customer Square 2,0,0,12,35.98,35.98,,
Create/Update,182972000384,Rhum JM Gold 750ml,Customer Square 2,0,0,6,85.98,85.98,,
Create/Update,182972000605,Rhum JM Shrubb 750ml,Customer Square 2,0,0,4,69.98,69.98,,
Create/Update,182972000322,Rhum JM Sirop De Canne 750ml,Customer Square 2,0,0,6,23.98,23.98,,
Create/Update,3329069990105,Rhum JM VO 750ml,Customer Square 2,0,1,4,77.98,38.99,,
Create/Update,182972000377,Rhum JM White 100 Proof 750ml,Customer Square 2,1,1,4,34.99,34.99,,
Create/Update,182972000292,Rhum JM White 1L,Customer Square 2,0,1,6,407.88,373.89000000000004,,
Create/Update,182972000346,Rhum JM XO 750ml,Customer Square 2,0,0,2,0.0,0.0,,
Create/Update,080432296677,Ricard Anise 750ml,Customer Square 2,0,0,12,147.96,147.96,,
Create/Update,811001031005,Rihei Ginger Shochu 750ml,Customer Square 2,0,0,6,224.95000000000002,224.95000000000002,,
Create/Update,689768301002,Rinquinquin A La Peche 750ml,Customer Square 2,0,0,2,39.98,39.98,,
Create/Update,096749702756,Rittenhouse Rye 750ml,Customer Square 2,4,4,12,659.8000000000001,659.8000000000001,,
Create/Update,810852037006,River Antoine Rivers Rum 700ml,Customer Square 2,0,1,6,139.98,69.99,,
Create/Update,899711000207,Roger Groult Calvados 18yr 750ml,Customer Square 2,0,0,1,107.99,107.99,,
Create/Update,115701157011,Roman Ceremony Cabernet Sauvignon 750mL,Customer Square 2,1,1,12,59.98,59.98,,
Create/Update,088291120355,Ron Abuelo Anejo 12y 750ml,Customer Square 2,0,0,12,195.96,195.96,,
Create/Update,811538017237,Ron Matusalem Clasico 750ml,Customer Square 2,0,0,12,59.97,59.97,,
Create/Update,085592519437,Ron Rio Gold Rum 1L,Customer Square 2,0,0,12,125.86,125.86,,
Create/Update,085592451331,Ron Rio Silver Rum 1L,Customer Square 2,2,2,12,17.98,17.98,,
Create/Update,699013000550,Ron Zacapa 23y 750ml,Customer Square 2,0,0,6,335.94,335.94,,
Create/Update,699013000567,Ron Zacapa XO 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,289767,Rona Coupe Classic Paris 8oz,Customer Square 2,0,1,24,72.0,60.0,,
Create/Update,124131,Rona Coupe Vintage Lace 8oz,Customer Square 2,0,0,24,72.0,72.0,,
Create/Update,123559,Rona Diamond Cut Beaker,Customer Square 2,0,0,6,120.0,120.0,,
Create/Update,124129,Rona Diamond Cut Old Fashioned 10.25oz,Customer Square 2,0,0,12,90.0,90.0,,
Create/Update,289766,Rona NIck-Nora Plain 5 1/2 oz,Customer Square 2,1,1,24,55.0,55.0,,
Create/Update,1234500000189,Rona Nick-Nora Vintage Lace 4.5oz,Customer Square 2,0,0,24,66.0,66.0,,
Create/Update,123457,Rona Unetched Mixing Beaker,Customer Square 2,0,0,6,55.0,55.0,,
Create/Update,860002743608,Rosaluna Joven 750ml,Customer Square 2,2,2,6,151.96,151.96,,
Create/Update,9024153040479,Rothman Apricot 750ml,Customer Square 2,0,0,6,45.98,45.98,,
Create/Update,9024153040875,Rothman Creme De Violette 750ml,Customer Square 2,0,1,3,45.98,22.99,,
Create/Update,9024153040578,Rothman Orchard Elderberry 750ml,Customer Square 2,0,0,6,91.96,91.96,,
Create/Update,9024153040523,Rothman Peach 750ml,Customer Square 2,0,0,4,45.98,45.98,,
Create/Update,680203040074,Rowans Creek 750ml,Customer Square 2,1,1,12,229.95000000000002,229.95000000000002,,
Create/Update,080480006181,Royal Brackla 12y 750ml,Customer Square 2,0,0,6,59.99,59.99,,
Create/Update,080480006198,Royal Brackla 16y 750ml,Customer Square 2,0,0,6,123.99,123.99,,
Create/Update,088076167353,Ruinart Rose 750ml,Customer Square 2,0,0,6,479.93999999999994,479.93999999999994,,
Create/Update,894108001218,Rum Bar Gold 200ml,Customer Square 2,0,0,24,53.94,53.94,,
Create/Update,894108001232,Rum Bar Gold Rum 1L,Customer Square 2,0,1,2,63.98,31.99,,
Create/Update,894108001041,Rum Bar Overproof 1L,Customer Square 2,0,0,2,67.98,67.98,,
Create/Update,894108001010,Rum Bar Overproof 200ml,Customer Square 2,0,0,24,59.94,59.94,,
Create/Update,894108001126,Rum Bar Rum Cream 750ml,Customer Square 2,0,0,2,49.98,49.98,,
Create/Update,894108001416,Rum Bar Silver Rum 1L,Customer Square 2,0,0,2,51.98,51.98,,
Create/Update,890355001018,Rum Chata 1L,Customer Square 2,0,0,6,184.95000000000002,184.95000000000002,,
Create/Update,890355001025,Rum Chata 750ml,Customer Square 2,1,1,6,27.99,27.99,,
Create/Update,890355001551,Rum Chata Peppermint Bark 750ml,Customer Square 2,0,0,6,,,,
Create/Update,9780760351734,Rum Curious,Customer Square 2,0,0,3,50.0,50.0,,
Create/Update,094922299567,Rum Fire 750ml,Customer Square 2,1,1,6,83.97,83.97,,
Create/Update,085000024690,Rumhaven Coconut 1L,Customer Square 2,0,0,12,95.96,95.96,,
Create/Update,086767520043,Rumpleminze 1L,Customer Square 2,1,1,12,36.99,36.99,,
Create/Update,850524003403,Russell Henry London Dry 750ml,Customer Square 2,0,0,1,37.99,37.99,,
Create/Update,721059957502,Russells Reserve Bourbon 10yr 750ml,Customer Square 2,1,2,6,37.99,0.0,,
Create/Update,721059967501,Russells Reserve Rye 6y 750ml,Customer Square 2,0,1,6,99.98,49.99,,
Create/Update,721059000000,Russells Reserve Single Barrel Bourbon 750ml,Customer Square 2,0,0,6,62.99,62.99,,
Create/Update,721059002097,Russells Reserve Single Barrel Rye 750ml,Customer Square 2,0,0,6,65.99,65.99,,
Create/Update,083664869619,Sailor Jerry 50ml,Customer Square 2,1,2,120,17.91,15.92,,
Create/Update,083664864461,Sailor Jerry 750ml,Customer Square 2,1,1,12,19.99,19.99,,
Create/Update,3483814000003,Saint Cosme Chateauneuf du Pape 750mL,Customer Square 2,0,0,12,0.0,0.0,,
Create/Update,3483812150007,Saint Cosme Cotes du Rhone 750ml,Customer Square 2,2,2,12,15.99,15.99,,
Create/Update,3483811000006,Saint Cosme Gigondas 750mL,Customer Square 2,0,0,12,0.0,0.0,,
Create/Update,3760071310046,Saint Cyr Pet Nat Rose 750ml,Customer Square 2,1,2,12,19.99,0.0,,
Create/Update,3147699115275,Saint James Rhum Paille Gold 750ml,Customer Square 2,0,0,6,83.97,83.97,,
Create/Update,680750897725,Saint Liberty Berties Bear Gulch 750ml,Customer Square 2,0,0,6,42.99,42.99,,
Create/Update,040232478666,Sainte Louise Brandy 750ml,Customer Square 2,1,1,6,27.99,27.99,,
Create/Update,876718021497,Sake Set 5 Piece,Customer Square 2,0,0,6,60.0,60.0,,
Create/Update,026757132511,Salers Gentiane 750ml,Customer Square 2,0,0,6,62.97,62.97,,
Create/Update,080432900437,Sandeman Fino Sherry 750ml,Customer Square 2,0,0,6,14.99,14.99,,
Create/Update,080432900772,Sandeman Rainwater Madeira 750ml,Customer Square 2,0,0,6,19.99,19.99,,
Create/Update,716898965467,Santa Maria Al Monte Amaro 1L,Customer Square 2,0,1,2,75.98,37.99,,
Create/Update,850018114028,Santa Teresa 1796 Solera 750ml,Customer Square 2,0,1,6,105.98,52.99,,
Create/Update,787790867081,Santanera Kosher Anejo 750ml,Customer Square 2,0,0,6,97.99,97.99,,
Create/Update,787790867180,Santanera Kosher Blanco 750ml,Customer Square 2,0,0,6,59.99,59.99,,
Create/Update,787790867784,Santanera Organic Blanco 750ml,Customer Square 2,0,0,6,104.99,104.99,,
Create/Update,787790867685,Santanera Tahona 750ml,Customer Square 2,0,0,6,79.99,79.99,,
Create/Update,8026058002676,Sardo Vermentino  750ml,Customer Square 2,0,1,12,37.98,18.99,,
Create/Update,017941000013,Satsuma Shiranami Shochu 750ml,Customer Square 2,0,0,6,49.98,49.98,,
Create/Update,080686835066,Sauza Hornitos Reposado 200ml,Customer Square 2,0,1,24,65.94,54.95,,
Create/Update,080686835035,Sauza Hornitos Reposado 375ml,Customer Square 2,0,1,12,79.95,63.96,,
Create/Update,080686835028,Sauza Hornitos Reposado 750ml,Customer Square 2,1,1,12,53.98,53.98,,
Create/Update,088004021894,Sazerac Rye 1.75L,Customer Square 2,0,1,6,195.96,146.97,,
Create/Update,088004025007,Sazerac Rye 200ml,Customer Square 2,0,1,12,53.94,44.95,,
Create/Update,088004139940,Sazerac Rye 6y 750ml,Customer Square 2,1,2,6,509.83,479.84,,
Create/Update,088004139941,Sazerac Rye 6y shaker Barrel 750ml,Customer Square 2,0,2,6,539.8199999999999,479.84,,
Create/Update,9024153090856,Scarlet Ibis 750ml,Customer Square 2,0,1,6,95.97,63.98,,
Create/Update,7070292731909,Scarpa Vemouth di Torino 750ml,Customer Square 2,0,0,4,44.99,44.99,,
Create/Update,080368402012,Schladerer Kirschwasser 750ml,Customer Square 2,0,0,1,41.99,41.99,,
Create/Update,080368811111,Schonauer Apfel Liqueur 750ml,Customer Square 2,0,0,2,19.99,19.99,,
Create/Update,851561005047,Scrappys Aromatic Bitters 5oz,Customer Square 2,0,1,4,35.98,17.99,,
Create/Update,851561005085,Scrappys Firewater Bitters 5oz,Customer Square 2,1,1,12,17.99,17.99,,
Create/Update,087000007321,Seagrams 7 1L,Customer Square 2,1,1,12,43.98,43.98,,
Create/Update,080432401262,Seagrams Gin 1.75L,Customer Square 2,0,0,6,95.96,95.96,,
Create/Update,080432401255,Seagrams Gin 1L,Customer Square 2,0,0,12,127.92,127.92,,
Create/Update,080432401217,Seagrams Gin 200ml,Customer Square 2,1,2,48,94.81,89.82000000000001,,
Create/Update,080432401224,Seagrams Gin 375ml,Customer Square 2,1,1,24,97.86,97.86,,
Create/Update,080432401231,Seagrams Gin 750ml,Customer Square 2,1,1,12,55.96,55.96,,
Create/Update,5060448760015,Seedlip Garden 108 700ml,Customer Square 2,1,1,6,174.95000000000002,174.95000000000002,,
Create/Update,5060448760350,Seedlip Grove 42 700ml,Customer Square 2,1,1,6,174.95000000000002,174.95000000000002,,
Create/Update,5060448760008,Seedlip Spice 94 700ml,Customer Square 2,0,1,6,209.94,174.95000000000002,,
Create/Update,850009098023,Senor Maguey Agave Nectar 750ml,Customer Square 2,0,0,6,45.98,45.98,,
