,SKU,Product,Customer,Location,Status,Category,OnHand,Quantity,Sale,Unit
3804,182972000544,Clement 15y 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,1.0,,,
3805,182972000544,Clement 15y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Rum,1.0,,,
3825,182972001213,Clement Rhum Blanc Agricole 1L,Customer Square 1,Airport,ACTIVE,Rum,6.0,,,
3827,182972001213,Clement Rhum Blanc Agricole 1L,Customer Square 2,Pleasant Valley,ACTIVE,Rum,6.0,,,
3840,182972000520,Clement XO 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,3.0,,,
3849,854763007314,Clown Shoes Space Cake 4pk 16oz Cans,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,6.0,,,
3864,4904403,Coca Cola 20oz Bottle,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,21.0,,,
3890,728028374926,Cocktail & Sons Honeysuckle and Peppercorns 8oz,Customer Square 1,Airport,ACTIVE,Mixer,2.0,,,
3906,791090525831,Cocktail Kingdom Antique Hawthorne,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,1.0,,,
3916,791090529723,Cocktail Kingdom Bitters Bottle 50ml,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
3938,1234500000044,Cocktail Kingdom Dash Dart Stainless 50ml,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
3943,123484,Cocktail Kingdom Ice Mallet,Customer Square 1,Airport,ACTIVE,Bar Tools,5.0,,,
3944,123484,Cocktail Kingdom Ice Mallet,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,3.0,,,
3945,123484,Cocktail Kingdom Ice Mallet,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,6.0,,,
3962,123666,Cocktail Kingdom Japanese Jigger .5-.75 oz Black,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,24.0,,,
3975,123494,Cocktail Kingdom Japanese Jigger 1-1.5 oz Stainless,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,1.0,,,
3980,123495,Cocktail Kingdom Julep Strainer Black,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,6.0,,,
3983,123496,Cocktail Kingdom Julep Strainer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,6.0,,,
3986,123497,Cocktail Kingdom Julep Strainer Gold,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,5.0,,,
4010,791090529181,Cocktail Kingdom Pineapple Barspoon Stainless 43.5cm,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,2.0,,,
4012,842094152117,Cocktail Kingdom Pitchfork Ice Pick,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
4018,791090528351,Cocktail Kingdom Skull  Barspoon Stainless 40cm,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,8.0,,,
4030,123509,Cocktail Kingdom Teardrop Barspoon 30cm Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,6.0,,,
4039,1234500000064,Cocktail Kingdom Teardrop Double Stirrer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,4.0,,,
4041,1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
4042,1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,4.0,,,
4043,1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,1.0,,,
4045,1234500000066,Cocktail Kingdom Teardrop Double Stirrer Stainless,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,4.0,,,
4049,1234500000069,Cocktail Recipe Journal,Customer Square 1,Airport,ACTIVE,Books,1.0,,,
4050,9781941199046,Cocktail Techniques Kazuo Uyeda,Customer Square 1,Airport,ACTIVE,Books,1.0,,,
4051,9781941199046,Cocktail Techniques Kazuo Uyeda,Customer Square 3,Oak Hill,ACTIVE,Books,1.0,,,
4066,859061006861,Codigo Rare Hare Anejo 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,1.0,,,
4080,087236565107,Cointreau 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,12.0,,,
4082,087236565695,Cointreau Noir 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,1.0,,,
4088,04963406,Coke Can 12oz,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,50.0,,,
4119,736040523888,Combier Elicser 375ml,Customer Square 1,Airport,ACTIVE,Liqueur,3.0,,,
4120,736040523888,Combier Elicser 375ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
4121,736040523888,Combier Elicser 375ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,4.0,,,
4122,736040523826,Combier Fruits Rouges 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,2.0,,,
4123,736040523826,Combier Fruits Rouges 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
4125,736040523864,Combier Kummel 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,1.0,,,
4126,736040523864,Combier Kummel 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
4127,736040523864,Combier Kummel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,5.0,,,
4129,736040539711,Combier Le Bleu 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
4140,736040523765,Combier Pamplemousse 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
4145,736040526759,Combier Rose Liqueur 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,3.0,,,
4149,736040521341,Combier Royal 1L,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
4150,736040521341,Combier Royal 1L,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,2.0,,,
4183,832889008811,Compass Box Canvas 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
4185,832889007302,Compass Box Flaming Heart 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
4187,832889001126,Compass Box Hedonism 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,3.0,,,
4188,832889001126,Compass Box Hedonism 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
4197,832889008781,Compass Box Menagerie 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
4198,832889008781,Compass Box Menagerie 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
4213,832889007500,Compass Box Oak Cross 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
4218,832889006213,Compass Box Peat Monster 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,6.0,,,
4220,832889008743,Compass Box Rogues Banquet 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
