SKU,Product,Customer,Location,Status,Category,OnHand,Quantity,Sale,Unit
8027787000117,Jasci Pecorino 750ml,Customer Square 3,Oak Hill,ACTIVE,White,6.0,,,
3279983020108,Jean Perrier Savoie Mondeuse 750ml,Customer Square 1,Airport,ACTIVE,Red Old World,1.0,,,
40001246,Jean Royer Chateauneuf Du Pape Tradition 2019 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,3.0,,,
814794011605,Jeffersons Rye Ocean 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Rye,2.0,,,
736040537175,Jelinek Amaro 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,3.0,,,
736040537175,Jelinek Amaro 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Amaro,14.0,,,
850995005845,Jeppsons Straight Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,4.0,,,
974021,Jeremie Choquet Red Deer Cab Franc 750mL,Customer Square 1,Airport,ACTIVE,Red Old World,12.0,,,
974021,Jeremie Choquet Red Deer Cab Franc 750mL,Customer Square 3,Oak Hill,ACTIVE,Red Old World,12.0,,,
818534014949,Jester King Biere De Miel 750ml,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
818534014949,Jester King Biere De Miel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,1.0,,,
818534027116,Jester King Bug Farm 750ml,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
818534028397,Jester King Citrus Froot 750ml,Customer Square 1,Airport,ACTIVE,Craft Beer,2.0,,,
818534028397,Jester King Citrus Froot 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,1.0,,,
818534015434,Jester King Dichotomous Hibernal 2017 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,2.0,,,
818534012259,Jester King El Cedro 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,1.0,,,
818534023040,Jester King Grim Harvest 750ml,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
818534026836,Jester King Lagered Farmhouse 750ml,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
818534027826,Jester King Mr. Mingo Raspberry Vanilla 750ml,Customer Square 3,Oak Hill,ACTIVE,Craft Beer,1.0,,,
818534024603,Jester King No Whales Here 750ml,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
818534028076,Jester King Year 10 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,2.0,,,
999888112,JFR Antique Silver Rocks Glass,Customer Square 3,Oak Hill,ACTIVE,Glassware,2.0,,,
999888112,JFR Antique Silver Rocks Glass,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,2.0,,,
999888115,JFR Carrara Rocks Glass,Customer Square 3,Oak Hill,ACTIVE,Glassware,2.0,,,
999888115,JFR Carrara Rocks Glass,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,2.0,,,
999888116,JFR Desert Horn Rocks Glass,Customer Square 3,Oak Hill,ACTIVE,Glassware,2.0,,,
999888116,JFR Desert Horn Rocks Glass,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,2.0,,,
999888119,JFR Executive 6 Piece Cocktail Set,Customer Square 1,Airport,ACTIVE,Glassware,1.0,,,
999888119,JFR Executive 6 Piece Cocktail Set,Customer Square 3,Oak Hill,ACTIVE,Glassware,1.0,,,
999888119,JFR Executive 6 Piece Cocktail Set,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,1.0,,,
999888111,JFR Maraschino Rocks Glass,Customer Square 3,Oak Hill,ACTIVE,Glassware,2.0,,,
999888111,JFR Maraschino Rocks Glass,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,2.0,,,
999888114,JFR Oak Grain Rocks Glass,Customer Square 1,Airport,ACTIVE,Glassware,2.0,,,
999888114,JFR Oak Grain Rocks Glass,Customer Square 3,Oak Hill,ACTIVE,Glassware,2.0,,,
999888114,JFR Oak Grain Rocks Glass,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,2.0,,,
999888117,JFR Simpatico 6 Piece Cocktail Set,Customer Square 1,Airport,ACTIVE,Glassware,1.0,,,
999888117,JFR Simpatico 6 Piece Cocktail Set,Customer Square 3,Oak Hill,ACTIVE,Glassware,1.0,,,
999888117,JFR Simpatico 6 Piece Cocktail Set,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,1.0,,,
999888118,JFR Strada 6 Piece Cocktail Set,Customer Square 1,Airport,ACTIVE,Glassware,1.0,,,
999888118,JFR Strada 6 Piece Cocktail Set,Customer Square 3,Oak Hill,ACTIVE,Glassware,1.0,,,
999888118,JFR Strada 6 Piece Cocktail Set,Customer Square 2,Pleasant Valley,ACTIVE,Glassware,1.0,,,
999888113,JFR The Executive Rocks Glass,Customer Square 3,Oak Hill,ACTIVE,Glassware,2.0,,,
080686001102,Jim Beam 1.75L,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,7.0,,,
080686034902,Jim Beam Black 50ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,5.0,,,
87647113249,John Barr Scotch 50ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
087647111962,John Barr Scotch 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,12.0,,,
088110011192,Johnnie Walker Black 375ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
08259604,Johnnie Walker Double Black 50ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
08259701,Johnnie Walker Gold 50ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
08259701,Johnnie Walker Gold 50ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
088076178243,Johnnie Walker Gold 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,6.0,,,
088076186286,Johnnie Walker High Rye 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,2.0,,,
088110021405,Johnnie Walker Red 1L,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
857193003895,Jolly Pumpkin Bam Biere 4 Pack Cans,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,1.0,,,
811538011211,Jose Cuervo Margarita Mix 1L,Customer Square 2,Pleasant Valley,ACTIVE,Mixer,12.0,,,
811538011457,Jose Cuervo Reserva De Familia Extra Anejo 750ml,Customer Square 1,Airport,ACTIVE,Tequila,1.0,,,
811538011457,Jose Cuervo Reserva De Familia Extra Anejo 750ml,Customer Square 3,Oak Hill,ACTIVE,Tequila,1.0,,,
750101333568,Joseph Perrier Champagne Rose 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Bubbles,6.0,,,
850176001444,Joto Eiko Fuji Ban Ryu 10000 Ways 720ml,Customer Square 2,Pleasant Valley,ACTIVE,Sake,12.0,,,
850176001154,Joto Yuki No Bosha Junmai Ginjo 300ml,Customer Square 1,Airport,ACTIVE,Sake,1.0,,,
3760174333034,Joy VSOP 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,3.0,,,
3760174333027,Joy XO 8y 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,1.0,,,
3760174333027,Joy XO 8y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Brandy,2.0,,,
3760174333010,Joy XO Premium 25y 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,1.0,,,
3760174333010,Joy XO Premium 25y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Brandy,2.0,,,
048415000406,JP Wisers 18y 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Canadian,1.0,,,
048415000406,JP Wisers 18y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Canadian,1.0,,,
096749211203,JTS Brown 1L,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,4.0,,,
087647081425,Jura 10y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
087647113287,Jura 18yr 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,2.0,,,
087647113287,Jura 18yr 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,3.0,,,
087647113270,Jura Seven Wood 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,3.0,,,
618358000063,Kalani Coconut 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,1.0,,,
4589858890125,Kamiki Sakura Wood 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Japanese,1.0,,,
4589858890026,Kamiki Whisky 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Japanese,2.0,,,
080368418525,Kammer Kirschwasser 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,2.0,,,
4710085219513,Kavalan Classic 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Taiwaneese,6.0,,,
4710085219537,Kavalan Concertmaster 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Taiwaneese,6.0,,,
096749312207,Kentucky Deluxe 1L,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,2.0,,,
857361007144,Kentucky Owl 10yr Rye Wiseman 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Rye,3.0,,,
4589633900032,Ki No Bi Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,2.0,,,
4589633900308,Ki No Bi Navy Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,3.0,,,
4589633900544,Ki No Tea Gin 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,4.0,,,
851362006007,Kikori Whiskey 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Japanese,2.0,,,
080686187240,Kilbeggan Single Grain 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Irish,2.0,,,
080686187295,Kilbeggan Single Pot Still 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Irish,4.0,,,
857203007288,King Floyds Aromatic Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,6.0,,,
857203007288,King Floyds Aromatic Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007288,King Floyds Aromatic Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007820,King Floyds Black Lava 4oz,Customer Square 1,Airport,ACTIVE,Garnish,5.0,,,
857203007028,King Floyds Cardamom Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,6.0,,,
857203007028,King Floyds Cardamom Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007028,King Floyds Cardamom Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007301,King Floyds Cherry Cacao Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007301,King Floyds Cherry Cacao Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007806,King Floyds Chocolate Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,6.0,,,
857203007806,King Floyds Chocolate Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007318,King Floyds Chocolate Cinn 4oz,Customer Square 3,Oak Hill,ACTIVE,Garnish,6.0,,,
857203007158,King Floyds Ginger Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,6.0,,,
857203007158,King Floyds Ginger Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007158,King Floyds Ginger Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007493,King Floyds Grapefruit Rosemary Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007493,King Floyds Grapefruit Rosemary Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007578,King Floyds Green Chili Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,6.0,,,
857203007578,King Floyds Green Chili Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007042,King Floyds Orange Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007172,King Floyds Scorched Pear and Ginger Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007172,King Floyds Scorched Pear and Ginger Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
857203007080,King Floyds Sea Salt 4oz,Customer Square 1,Airport,ACTIVE,Garnish,6.0,,,
857203007080,King Floyds Sea Salt 4oz,Customer Square 2,Pleasant Valley,ACTIVE,Garnish,12.0,,,
857203007783,King Floyds Wild Plum Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,6.0,,,
857203007783,King Floyds Wild Plum Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,6.0,,,
857203007783,King Floyds Wild Plum Bitters 100ml,Customer Square 2,Pleasant Valley,ACTIVE,Bitters,6.0,,,
195893500840,Kings Carey Grenache Rose 750ml ,Customer Square 3,Oak Hill,ACTIVE,Rose,12.0,,,
853396007258,Kings County Empire Rye 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey American Single Malt,5.0,,,
853396007197,Kings County Peated Bourbon 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,2.0,,,
853396007203,Kings County Single Malt 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey American Single Malt,3.0,,,
856442005918,Kirk and Sweeney XO No1 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Rum,1.0,,,
7280281712592,Kirnbauer 7301 Blaufrankisch 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,8.0,,,
667368288817,Kleiner Feigling 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,3.0,,,
850009079138,Koch Ancestral Espadin Jaya 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,6.0,,,
850009079060,Koch Arroqueno 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,4.0,,,
850009079022,Koch Ensamble 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,3.0,,,
850009079022,Koch Ensamble 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,3.0,,,
850009079046,Koch Tepeztate 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,6.0,,,
850009079107,Koch Tobasiche 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
4976881505032,Komagatake x Chichibu Malt Duo 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Japanese,1.0,,,
860001753417,Komos Anejo Cristalino 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,1.0,,,
860001753448,Komos Reposado Rosa 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,2.0,,,
864903000198,Kooper Single Barrel Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,4.0,,,
791090528429,Koriko 2 Prong Strainer Stainless,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,12.0,,,
720815890060,Koskenkorva Vodka 1L,Customer Square 2,Pleasant Valley,ACTIVE,Vodka,6.0,,,
850786006150,Koval Barreled Gin MML Private Barrel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Gin,1.0,,,
91037815422,Koval Bourbon Shaker Single Barrel 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,1.0,,,
91037815422,Koval Bourbon Shaker Single Barrel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,1.0,,,
091037649096,Koval Rye 7 Grand Single Barrel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Rye,1.0,,,
811538013000,Kraken 94 1L,Customer Square 3,Oak Hill,ACTIVE,Rum,2.0,,,
853507000031,Krogstad Festling Aquavit 750ml,Customer Square 3,Oak Hill,ACTIVE,Aquavit,2.0,,,
081753835514,Krug Grand Cuvee 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Bubbles,6.0,,,
854877004018,Kruto Red Label Vodka 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Vodka,5.0,,,
898627001094,Kubler Absinthe 1L,Customer Square 3,Oak Hill,ACTIVE,Absinthe,5.0,,,
7610154027759,Kuhn Rikon Peeler Black,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,9.0,,,
4934829101289,Kujira Nas Whiskey 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Japanese,4.0,,,
850012089018,Kuleana Hawaiian Rum Agricole 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,2.0,,,
850012089186,Kuleana Hokulei 18 Aged Rum750ml,Customer Square 1,Airport,ACTIVE,Rum,6.0,,,
4920321004258,Kura Japanese Pure Malt 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Japanese,4.0,,,
12993112028,La Croix Peach Pear 12pk Cans,Customer Square 2,Pleasant Valley,ACTIVE,Mixer,4.0,,,
898930000029,La Favorite Vieux Rhum Agricole 1L,Customer Square 1,Airport,ACTIVE,Rum,3.0,,,
898930000029,La Favorite Vieux Rhum Agricole 1L,Customer Square 3,Oak Hill,ACTIVE,Rum,1.0,,,
040232247569,La Luna Bruto 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
040232247590,La Luna Chino Silvestre 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
040232247590,La Luna Chino Silvestre 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
040232290695,La Luna Ensamble Bruto + Manso Sahuayo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
040232290695,La Luna Ensamble Bruto + Manso Sahuayo 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
040232247538,La Luna Ensamble Chino + Manso Sahuayo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
040232247583,La Luna Manso Sahuayo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,4.0,,,
040232247583,La Luna Manso Sahuayo 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
040232538735,La Luna Pechuga Ensamble 375ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,1.0,,,
852282002063,La Madrid Malbec Reserva 750ml,Customer Square 3,Oak Hill,ACTIVE,Red New World,6.0,,,
810852030014,La Maison Artist Series #11 Ardmore 700ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
810852030014,La Maison Artist Series #11 Ardmore 700ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
810852030014,La Maison Artist Series #11 Ardmore 700ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
810852030052,La Maison Artist Series #11 Auchentoshan 700ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
810852030038,La Maison Artist Series #11 Benriach 700ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
810852030038,La Maison Artist Series #11 Benriach 700ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
810852030038,La Maison Artist Series #11 Benriach 700ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
810852030021,La Maison Artist Series #11 Laphroaig 700ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
810852030021,La Maison Artist Series #11 Laphroaig 700ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
810852030021,La Maison Artist Series #11 Laphroaig 700ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
8437020611015,La Maldicion Tinto 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,6.0,,,
8437015799117,La Nevera Rose BIB 3L,Customer Square 3,Oak Hill,ACTIVE,Rose,2.0,,,
3700209604104,La Quintinye Blanc 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,2.0,,,
3700209604104,La Quintinye Blanc 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Fortified,6.0,,,
3700209604005,La Quintinye Rouge 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,2.0,,,
613739981405,La Venenosa Raicilla Costa de Jalisco 200ml,Customer Square 1,Airport,ACTIVE,Raicilla,7.0,,,
799599687708,La Venenosa Raicilla Sur Red 750ml,Customer Square 3,Oak Hill,ACTIVE,Raicilla,2.0,,,
690463307107,Lacuesta Vermouth Reserva 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,8.0,,,
690463307206,Lacuesta Vermouth Rojo Limited Edition 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,3.0,,,
088076187702,Lagavulin Offerman Charred Oak Cask Edition 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,6.0,,,
088076183858,Lagavulin Offerman Edition 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
723830100091,Lagunitas IPA 12 Pack Bottles,Customer Square 1,Airport,ACTIVE,Craft Beer,2.0,,,
723830137004,Lagunitas IPA N/A Bottles 6 Pack,Customer Square 1,Airport,ACTIVE,Non Alcoholic Beverage,10.0,,,
723830000148,Lagunitas Limited Release Bottles 6 Pack,Customer Square 1,Airport,ACTIVE,Craft Beer,4.0,,,
723830000254,Lagunitas Seasonal 1 Bottles 6 Pack,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
084848100504,Lairds Applejack 200ml,Customer Square 2,Pleasant Valley,ACTIVE,Brandy,3.0,,,
687700144526,Lalocura Espadin 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,3.0,,,
747154058722,Lan Rioja Gran Reserva 2008 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,8.0,,,
080686813330,Laphroaig 10y Cask Strength 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,6.0,,,
080686813330,Laphroaig 10y Cask Strength 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,7.0,,,
080686812104,Laphroaig 16y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
080686813248,Laphroaig 25y 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
080686813248,Laphroaig 25y 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
080686814290,Laphroaig 30y Ian Hunter Book 2 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
080686813033,Laphroaig Quarter Cask 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,6.0,,,
160051614,Laurent Benard Blanc De Blanc 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Bubbles,6.0,,,
210025612,Laurent Benard Rose de Saignee  750ml,Customer Square 2,Pleasant Valley,ACTIVE,Bubbles,6.0,,,
856933005731,Laws Four Grain Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,6.0,,,
856933005748,Laws San Luis Rye 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Rye,6.0,,,
848487253010,Lazzaroni Amaro 750ml,Customer Square 1,Airport,ACTIVE,Amaro,3.0,,,
848487253010,Lazzaroni Amaro 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,4.0,,,
848487253010,Lazzaroni Amaro 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Amaro,7.0,,,
084848727305,Lazzaroni Fernet 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,2.0,,,
084848722300,Lazzaroni Maraschino 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,4.0,,,
084848733306,Lazzaroni Peach Amaretto 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
084848721303,Lazzaroni Sambuca 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,5.0,,,
084848721303,Lazzaroni Sambuca 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
084848721303,Lazzaroni Sambuca 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,3.0,,,
3770015736030,Le Quai A Raisins Embruns 750ml,Customer Square 3,Oak Hill,ACTIVE,White,4.0,,,
201920192019,Le Quai A Raisins Syrah Cinsault 750ml,Customer Square 3,Oak Hill,ACTIVE,Red Old World,1.0,,,
849834000653,Le Verger French Terroir Liqueur 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
849834000653,Le Verger French Terroir Liqueur 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,2.0,,,
3760144883767,Leduc Frouin Coteaux du Layon 2017 750ml,Customer Square 2,Pleasant Valley,ACTIVE,White,6.0,,,
860384000351,Lee Spirits Creme De Cocao 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
860384000368,Lee Spirits Forbidden Fruit 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,1.0,,,
860384000368,Lee Spirits Forbidden Fruit 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,1.0,,,
088004018917,Legacy Canadian 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Canadian,2.0,,,
814789001802,Lemon Hart 1804 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,2.0,,,
814789001864,Lemon Hart Spiced Rum 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,2.0,,,
1234500000130,Lemons (fresh),Customer Square 2,Pleasant Valley,ACTIVE,Fruit,9967.0,,,
284002122,Leon Gold Pink Gold 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Bubbles,12.0,,,
836137000466,Leopold  Bros Maraschino 700ml ,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,2.0,,,
836137000251,Leopold Bros Bourbon 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Bourbon/American,3.0,,,
836137000046,Leopold Bros Orange Liqueur 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,3.0,,,
836137000046,Leopold Bros Orange Liqueur 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,4.0,,,
836137007045,Leopold Bros. Three Pins 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,1.0,,,
836137007045,Leopold Bros. Three Pins 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Amaro,1.0,,,
836137007113,Leopold Brothers Absinthe Verte 750ml,Customer Square 3,Oak Hill,ACTIVE,Absinthe,3.0,,,
836137007113,Leopold Brothers Absinthe Verte 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Absinthe,3.0,,,
836137000091,Leopold Brothers Apertivo 750ml,Customer Square 3,Oak Hill,ACTIVE,Amaro,3.0,,,
836137007076,Leopold Brothers Cranberry Liqueur 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,1.0,,,
836137007076,Leopold Brothers Cranberry Liqueur 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,1.0,,,
836137000145,Leopold Brothers Navy Gin 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Gin,2.0,,,
836137007007,Leopold Brothers Rocky Mountain Blackberry 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,2.0,,,
836137005027,Leopold Brothers Silver Tree Vodka 750ml,Customer Square 1,Airport,ACTIVE,Vodka,3.0,,,
836137005010,Leopold Brothers Small Batch Gin 750ml,Customer Square 1,Airport,ACTIVE,Gin,4.0,,,
