Product,Total,Mean,Std,Min,Max,50,75,85,Action,ProductSKU,Customer,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,Diff85,MeanSavings,75Savings,85Savings
Linie Aquavit 750ml,4.0,0.07692307692307693,0.2664693550105962,0.0,1.0,0.0,0.0,0.0,Create/Update,817469010101,Customer Square 2,6,12,29.99,0.0,6.0,6.0,6.0,179.94,179.94,179.94
Liquore Strega 750ml,8.0,0.15384615384615385,0.49554225872019675,0.0,3.0,0.0,0.0,0.0,Create/Update,088320330007,Customer Square 2,1,12,39.99,0.0,1.0,1.0,1.0,39.99,39.99,39.99
Live Oak Big Bark Cans 6 Pack,43.0,0.8269230769230769,1.0137734886997847,0.0,3.0,0.0,1.25,2.0,Create/Update,853626006075,Customer Square 2,4,0,9.99,1.0,3.0,3.0,2.0,29.97,29.97,19.98
Live Oak Grodziskie Cans 6 Pack,20.0,0.38461538461538464,0.5933557161746733,0.0,2.0,0.0,1.0,1.0,Create/Update,853626006211,Customer Square 2,2,4,9.99,0.0,2.0,1.0,1.0,19.98,9.99,9.99
Live Oak Hefeweizen  Cans 6 Pack,120.0,2.3076923076923075,1.587674418503869,0.0,5.0,2.0,4.0,4.0,Create/Update,853626006068,Customer Square 2,6,4,9.99,2.0,4.0,2.0,2.0,39.96,19.98,19.98
Live Oak Pilz Cans 12 Pack ,51.0,0.9807692307692307,1.5503149136097951,0.0,9.0,0.0,1.0,2.0,Create/Update,853626006020,Customer Square 2,2,2,18.99,1.0,1.0,1.0,0.0,18.99,18.99,0.0
Live Oak Pilz Cans 6 Pack,136.0,2.6153846153846154,2.3051267790418,0.0,14.0,2.0,4.0,4.0,Create/Update,853626006013,Customer Square 2,4,4,9.99,3.0,1.0,0.0,0.0,9.99,0.0,0.0
Live Oak Seasonal Cans 6 Pack,49.0,0.9423076923076923,1.1336371271684225,0.0,4.0,1.0,1.0,2.0,Create/Update,853626006198,Customer Square 2,4,8,9.99,1.0,3.0,3.0,2.0,29.97,29.97,19.98
Lo-Fi Dry Vermouth 750ml,22.0,0.4230769230769231,0.6890951102757278,0.0,3.0,0.0,1.0,1.0,Create/Update,085000023723,Customer Square 2,6,6,21.99,0.0,6.0,5.0,5.0,131.94,109.94999999999999,109.94999999999999
Lo-Fi Gentian Amaro 750ml,32.0,0.6153846153846154,1.112064022676997,0.0,5.0,0.0,1.0,1.3500000000000014,Create/Update,085000023747,Customer Square 2,6,6,21.99,1.0,5.0,5.0,5.0,109.94999999999999,109.94999999999999,109.94999999999999
Lo-Fi Sweet Vermouth 750ml,18.0,0.34615384615384615,0.6760921473556517,0.0,3.0,0.0,0.25,1.0,Create/Update,085000023730,Customer Square 2,6,6,21.99,0.0,6.0,6.0,5.0,131.94,131.94,109.94999999999999
Lobos Tequila 1707 Joven 750ml,3.0,0.057692307692307696,0.2331606856342719,0.0,1.0,0.0,0.0,0.0,Create/Update,7533396874793,Customer Square 2,1,6,49.99,0.0,1.0,1.0,1.0,49.99,49.99,49.99
Lobos Tequila 1707 Reposado 750ml,6.0,0.11538461538461539,0.3194855331891567,0.0,1.0,0.0,0.0,0.0,Create/Update,816136027909,Customer Square 2,1,6,53.99,0.0,1.0,1.0,1.0,53.99,53.99,53.99
Lone Pint 667 Neighbor of the Beast 4 Pack,4.0,0.07692307692307693,0.2664693550105964,0.0,1.0,0.0,0.0,0.0,Create/Update,850047007087,Customer Square 2,2,6,13.99,0.0,2.0,2.0,2.0,27.98,27.98,27.98
Lone Pint Yellow Rose Bottles 4 Pack,16.0,0.3076923076923077,0.6661733875264915,0.0,3.0,0.0,0.0,1.0,Create/Update,850047007018,Customer Square 2,2,6,13.99,0.0,2.0,2.0,1.0,27.98,27.98,13.99
Lone Star 24pk,39.0,0.75,1.2690850732228014,0.0,5.0,0.0,1.0,2.0,Create/Update,073360183010,Customer Square 2,3,6,22.99,1.0,2.0,2.0,1.0,45.98,45.98,22.99
Lone Star Cans 12 Pack,72.0,1.3846153846153846,1.6773817297966553,0.0,6.0,1.0,2.0,3.0,Create/Update,073360183416,Customer Square 2,8,8,10.99,1.0,7.0,6.0,5.0,76.93,65.94,54.95
Lone Star Cans 6 Pack 16oz,78.0,1.5,1.8239854925199042,0.0,8.0,1.0,3.0,3.0,Create/Update,073360187544,Customer Square 2,4,12,6.99,2.0,2.0,1.0,1.0,13.98,6.99,6.99
Long Drink Cranberry 6/12 Cans,84.0,1.6153846153846154,1.6426274233894325,0.0,8.0,1.0,2.0,3.0,Create/Update,860272001484,Customer Square 2,4,4,13.99,2.0,2.0,2.0,1.0,27.98,27.98,13.99
Long Drink Strong 6/12 Cans,147.0,2.826923076923077,1.8368153234727704,0.0,7.0,3.0,4.0,5.0,Create/Update,860272001477,Customer Square 2,6,12,15.99,3.0,3.0,2.0,1.0,47.97,31.98,15.99
Long Drink Traditional 6/12 Cans,212.0,4.076923076923077,2.0460670889646746,0.0,10.0,4.0,5.0,6.0,Create/Update,860272001446,Customer Square 2,6,4,13.99,4.0,2.0,1.0,0.0,27.98,13.99,0.0
Long Drink Zero 6/12oz Cans,89.0,1.7115384615384615,1.757801713477753,0.0,10.0,1.0,2.0,3.0,Create/Update,860272001439,Customer Square 2,4,4,13.99,2.0,2.0,2.0,1.0,27.98,27.98,13.99
Lopez De Heredia Vina Bosconia 750ml,10.0,0.19230769230769232,0.4402124285484459,0.0,2.0,0.0,0.0,1.0,Create/Update,815783000082,Customer Square 2,2,12,39.99,0.0,2.0,2.0,1.0,79.98,79.98,39.99
Los Infantes Orleans Borbon Manzanilla 375ml,4.0,0.07692307692307693,0.26646935501059643,0.0,1.0,0.0,0.0,0.0,Create/Update,8437013189002,Customer Square 2,1,6,9.99,0.0,1.0,1.0,1.0,9.99,9.99,9.99
Los Nahuales Joven Espadin 750ml,8.0,0.15384615384615385,0.4106568558473581,0.0,2.0,0.0,0.0,0.0,Create/Update,871952000215,Customer Square 2,2,2,59.99,0.0,2.0,2.0,2.0,119.98,119.98,119.98
Los Vecinos Del Campo Espadin 750ml,6.0,0.11538461538461539,0.3748767055695755,0.0,2.0,0.0,0.0,0.0,Create/Update,088004031077,Customer Square 2,6,6,34.99,0.0,6.0,6.0,6.0,209.94,209.94,209.94
Lost Irish 750ml,26.0,0.5,1.0284416890093029,0.0,5.0,0.0,1.0,1.0,Create/Update,7503027709510,Customer Square 2,2,6,36.99,0.0,2.0,1.0,1.0,73.98,36.99,36.99
Louis Perdrier Brut Excellence 750ml,52.0,1.0,1.3301243435223524,0.0,5.0,0.0,2.0,3.0,Create/Update,810885011905,Customer Square 2,3,12,11.99,1.0,2.0,1.0,0.0,23.98,11.99,0.0
Louis Roederer Cristal Brut 750ml,2.0,0.038461538461538464,0.1923076923076923,0.0,1.0,0.0,0.0,0.0,Create/Update,734599143052,Customer Square 2,0,6,289.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucano Anniversario 750ml,3.0,0.057692307692307696,0.23316068563427195,0.0,1.0,0.0,0.0,0.0,Create/Update,634955000138,Customer Square 2,2,6,33.99,0.0,2.0,2.0,2.0,67.98,67.98,67.98
Lucano Lemoncello 750ml,3.0,0.057692307692307696,0.23316068563427206,0.0,1.0,0.0,0.0,0.0,Create/Update,634955070018,Customer Square 2,4,12,18.99,0.0,4.0,4.0,4.0,75.96,75.96,75.96
Luksusowa Vodka 750ml,19.0,0.36538461538461536,0.6512959316106189,0.0,3.0,0.0,1.0,1.0,Create/Update,630328000378,Customer Square 2,2,12,13.99,0.0,2.0,1.0,1.0,27.98,13.99,13.99
Lunaria Coste di Moro Montepulciano 750ml,40.0,0.7692307692307693,1.1027131682178035,0.0,4.0,0.0,2.0,2.0,Create/Update,8032692480251,Customer Square 2,2,12,17.99,1.0,1.0,0.0,0.0,17.99,0.0,0.0
Lunaria Pinot Grigio Pet Nat 750ml,97.0,1.8653846153846154,1.7544322569933268,0.0,6.0,1.5,3.0,4.0,Create/Update,8032692482477,Customer Square 2,4,12,17.99,2.0,2.0,1.0,0.0,35.98,17.99,0.0
Lunaria Ramoro Pinot Grigio Terre di Chieti 750mL,87.0,1.6730769230769231,1.8051332131340785,0.0,8.0,2.0,3.0,3.0,Create/Update,8032692480206,Customer Square 2,4,12,15.99,2.0,2.0,1.0,1.0,31.98,15.99,15.99
Lunaria Ruminat Primitivo 750ml,37.0,0.7115384615384616,1.363487305821398,0.0,8.0,0.0,1.0,1.3500000000000014,Create/Update,8032692480305,Customer Square 2,2,12,15.99,1.0,1.0,1.0,1.0,15.99,15.99,15.99
Lunazul Anejo 750ml,15.0,0.28846153846153844,0.5662473793975173,0.0,3.0,0.0,0.25,1.0,Create/Update,096749908585,Customer Square 2,2,6,19.99,0.0,2.0,2.0,1.0,39.98,39.98,19.99
Lunazul Blanco 1L,431.0,8.288461538461538,6.395119949742745,0.0,26.0,8.5,12.25,14.350000000000001,Create/Update,096749908028,Customer Square 2,12,12,19.99,8.0,4.0,-0.0,-2.0,79.96,-0.0,-39.98
Lunazul Blanco 375ml,121.0,2.326923076923077,1.9086962308799031,0.0,8.0,2.0,4.0,4.0,Create/Update,096749001361,Customer Square 2,24,12,9.99,2.0,22.0,20.0,20.0,219.78,199.8,199.8
Lunazul Blanco 50ml,371.0,7.134615384615385,5.906413874092385,0.0,27.0,6.0,9.25,12.350000000000001,Create/Update,096749908516,Customer Square 2,30,60,1.99,7.0,23.0,21.0,18.0,45.77,41.79,35.82
Lunazul Extra Anejo 750ml,6.0,0.11538461538461539,0.3748767055695753,0.0,2.0,0.0,0.0,0.0,Create/Update,096749002771,Customer Square 2,1,6,42.99,0.0,1.0,1.0,1.0,42.99,42.99,42.99
Lunazul Reposado 1L,126.0,2.423076923076923,1.2301681224399599,0.0,5.0,2.0,3.0,4.0,Create/Update,096749908592,Customer Square 2,24,12,19.99,2.0,22.0,21.0,20.0,439.78,419.78999999999996,399.79999999999995
Lunazul Reposado 375ml,33.0,0.6346153846153846,0.8327167344081141,0.0,3.0,0.0,1.0,1.3500000000000014,Create/Update,096749001378,Customer Square 2,12,12,9.99,1.0,11.0,11.0,11.0,109.89,109.89,109.89
Lunazul Reposado 50ml,94.0,1.8076923076923077,2.361864171976005,0.0,12.0,1.0,3.0,3.3500000000000014,Create/Update,096749908509,Customer Square 2,20,60,1.99,2.0,18.0,17.0,17.0,35.82,33.83,33.83
Lustau Amontillado Dry Sherry 750ml,15.0,0.28846153846153844,0.6603186428226689,0.0,3.0,0.0,0.0,1.0,Create/Update,097985276001,Customer Square 2,6,12,14.99,0.0,6.0,6.0,5.0,89.94,89.94,74.95
Lustau Brandy De Jerez 750ml,15.0,0.28846153846153844,0.531201050651274,0.0,2.0,0.0,0.25,1.0,Create/Update,097985153739,Customer Square 2,10,6,24.99,0.0,10.0,10.0,9.0,249.89999999999998,249.89999999999998,224.91
Lustau Cream Sherry 750ml,4.0,0.07692307692307693,0.330858664117024,0.0,2.0,0.0,0.0,0.0,Create/Update,097985280008,Customer Square 2,2,4,24.99,0.0,2.0,2.0,2.0,49.98,49.98,49.98
Lustau East India Solera 750ml,2.0,0.038461538461538464,0.19230769230769224,0.0,1.0,0.0,0.0,0.0,Create/Update,097985287007,Customer Square 2,2,3,24.99,0.0,2.0,2.0,2.0,49.98,49.98,49.98
Lustau Fino Sherry 750ml,7.0,0.1346153846153846,0.3936440286626676,0.0,2.0,0.0,0.0,0.0,Create/Update,097985225009,Customer Square 2,6,6,13.99,0.0,6.0,6.0,6.0,83.94,83.94,83.94
Lustau La Plaza Vieja Sherry 750ml,2.0,0.038461538461538464,0.1923076923076923,0.0,1.0,0.0,0.0,0.0,Create/Update,8412325008210,Customer Square 2,2,4,15.99,0.0,2.0,2.0,2.0,31.98,31.98,31.98
Lustau Manzanilla 750ml,6.0,0.11538461538461539,0.3194855331891567,0.0,1.0,0.0,0.0,0.0,Create/Update,097985274007,Customer Square 2,6,12,15.99,0.0,6.0,6.0,6.0,95.94,95.94,95.94
Lustau Oloroso Don Nuno 750ml,9.0,0.17307692307692307,0.3783137610174233,0.0,1.0,0.0,0.0,1.0,Create/Update,097985278005,Customer Square 2,6,12,22.99,0.0,6.0,6.0,5.0,137.94,137.94,114.94999999999999
Lustau PX Sherry 750ml,9.0,0.17307692307692307,0.426125380887699,0.0,2.0,0.0,0.0,0.3500000000000014,Create/Update,097985283009,Customer Square 2,18,12,24.99,0.0,18.0,18.0,18.0,449.82,449.82,449.82
Lustau Puerto Fino Sherry 750ml,5.0,0.09615384615384616,0.35407601229849983,0.0,2.0,0.0,0.0,0.0,Create/Update,097985843005,Customer Square 2,6,6,17.99,0.0,6.0,6.0,6.0,107.94,107.94,107.94
Lustau Vermut Blanco 750ml,3.0,0.057692307692307696,0.2331606856342719,0.0,1.0,0.0,0.0,0.0,Create/Update,097985157287,Customer Square 2,4,6,21.99,0.0,4.0,4.0,4.0,87.96,87.96,87.96
Lustau Vermut Rouge 750ml,11.0,0.21153846153846154,0.453046884207298,0.0,2.0,0.0,0.0,1.0,Create/Update,097985156259,Customer Square 2,6,6,21.99,0.0,6.0,6.0,5.0,131.94,131.94,109.94999999999999
Luxardo Amaretto 750ml,6.0,0.11538461538461539,0.3194855331891566,0.0,1.0,0.0,0.0,0.0,Create/Update,087229127305,Customer Square 2,3,12,29.99,0.0,3.0,3.0,3.0,89.97,89.97,89.97
Luxardo Amaro 750ml,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,087229020071,Customer Square 2,1,12,28.99,0.0,1.0,1.0,1.0,28.99,28.99,28.99
Luxardo Apricot 750ml,4.0,0.07692307692307693,0.3308586641170242,0.0,2.0,0.0,0.0,0.0,Create/Update,087229127978,Customer Square 2,1,12,26.99,0.0,1.0,1.0,1.0,26.99,26.99,26.99
Luxardo Bitter 750ml,6.0,0.11538461538461539,0.3748767055695753,0.0,2.0,0.0,0.0,0.0,Create/Update,087229127626,Customer Square 2,1,12,28.99,0.0,1.0,1.0,1.0,28.99,28.99,28.99
Luxardo Bitter Bianco 750ml,4.0,0.07692307692307693,0.2664693550105964,0.0,1.0,0.0,0.0,0.0,Create/Update,087229127381,Customer Square 2,1,12,26.99,0.0,1.0,1.0,1.0,26.99,26.99,26.99
Luxardo Cherries 400g,203.0,3.9038461538461537,2.3143333928486705,0.0,9.0,4.0,5.25,7.0,Create/Update,187229127289,Customer Square 2,6,12,17.99,4.0,2.0,1.0,-1.0,35.98,17.99,-17.99
Luxardo Fernet 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,087229012762,Customer Square 2,1,12,26.99,0.0,1.0,1.0,1.0,26.99,26.99,26.99
Luxardo Limoncello 750ml,5.0,0.09615384615384616,0.2948021099376133,0.0,1.0,0.0,0.0,0.0,Create/Update,087229127718,Customer Square 2,6,12,27.99,0.0,6.0,6.0,6.0,167.94,167.94,167.94
Luxardo Maraschino 375ml,27.0,0.5192307692307693,0.7718704707842111,0.0,3.0,0.0,1.0,1.0,Create/Update,087229127817,Customer Square 2,3,12,19.99,1.0,2.0,2.0,2.0,39.98,39.98,39.98
Luxardo Maraschino 750ml,47.0,0.9038461538461539,0.8606709231000094,0.0,3.0,1.0,1.0,2.0,Create/Update,086891026237,Customer Square 2,8,12,38.99,1.0,7.0,7.0,6.0,272.93,272.93,233.94
Luxardo Sangue Morlacco 750ml,2.0,0.038461538461538464,0.19230769230769243,0.0,1.0,0.0,0.0,0.0,Create/Update,087229020033,Customer Square 2,1,12,29.99,0.0,1.0,1.0,1.0,29.99,29.99,29.99
Luxardo Triplum 1L,7.0,0.1346153846153846,0.39364402866266757,0.0,2.0,0.0,0.0,0.0,Create/Update,087229127114,Customer Square 2,1,12,34.99,0.0,1.0,1.0,1.0,34.99,34.99,34.99
MG Mezcal Joven Botanical 750ml,7.0,0.1346153846153846,0.4397921779242027,0.0,2.0,0.0,0.0,0.0,Create/Update,850009098030,Customer Square 2,2,6,59.99,0.0,2.0,2.0,2.0,119.98,119.98,119.98
Macallan 12y 750ml,12.0,0.23076923076923078,0.541201818441165,0.0,2.0,0.0,0.0,1.0,Create/Update,812066020553,Customer Square 2,4,12,89.99,0.0,4.0,4.0,3.0,359.96,359.96,269.96999999999997
Macallan 12y Double Cask 750ml,10.0,0.19230769230769232,0.4402124285484459,0.0,2.0,0.0,0.0,1.0,Create/Update,812066021598,Customer Square 2,2,12,74.99,0.0,2.0,2.0,1.0,149.98,149.98,74.99
Macallan 15y Double Cask 750ml,3.0,0.057692307692307696,0.3046726830337475,0.0,2.0,0.0,0.0,0.0,Create/Update,812066023066,Customer Square 2,0,12,149.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macallan 18y 750ml,4.0,0.07692307692307693,0.3308586641170242,0.0,2.0,0.0,0.0,0.0,Create/Update,812066020355,Customer Square 2,0,12,339.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macallan 18y Double Cask 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,812066023387,Customer Square 2,0,12,349.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macallan Classic Cut 750ml,4.0,0.07692307692307693,0.5493406483494502,0.0,4.0,0.0,0.0,0.0,Create/Update,812066023202,Customer Square 2,0,6,109.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macallan Rare Cask Batch 2020 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,812066020034,Customer Square 2,0,3,329.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macchu Pisco 750ml,11.0,0.21153846153846154,0.45304688420729766,0.0,2.0,0.0,0.0,1.0,Create/Update,7750152000023,Customer Square 2,2,6,29.99,0.0,2.0,2.0,1.0,59.98,59.98,29.99
Madre Mezcal 200ml,45.0,0.8653846153846154,1.240794505918349,0.0,6.0,0.0,2.0,2.0,Create/Update,816136023000,Customer Square 2,4,9,21.99,1.0,3.0,2.0,2.0,65.97,43.98,43.98
Madre Mezcal 750ml,110.0,2.1153846153846154,2.072288275849876,0.0,10.0,2.0,3.0,4.0,Create/Update,816136022980,Customer Square 2,6,6,53.99,2.0,4.0,3.0,2.0,215.96,161.97,107.98
Madre Mezcal Espadin 750ml,165.0,3.173076923076923,3.698862371086099,0.0,24.0,3.0,4.0,5.350000000000001,Create/Update,816136027640,Customer Square 2,6,6,37.99,3.0,3.0,2.0,1.0,113.97,75.98,37.99
Maine Beer Lunch IPA 500ml,12.0,0.23076923076923078,0.6081303192631498,0.0,3.0,0.0,0.0,0.3500000000000014,Create/Update,705105321660,Customer Square 2,4,12,7.99,0.0,4.0,4.0,4.0,31.96,31.96,31.96
Majas Rose 750ml,18.0,0.34615384615384615,0.8522507617753984,0.0,5.0,0.0,0.0,1.0,Create/Update,610373581794,Customer Square 2,2,12,17.99,0.0,2.0,2.0,1.0,35.98,35.98,17.99
Makers Mark 1.75L,38.0,0.7307692307692307,0.7368170792564623,0.0,2.0,1.0,1.0,2.0,Create/Update,085246139417,Customer Square 2,2,6,64.99,1.0,1.0,1.0,0.0,64.99,64.99,0.0
Makers Mark 101 750ml,5.0,0.09615384615384616,0.3540760122984995,0.0,2.0,0.0,0.0,0.0,Create/Update,085246501566,Customer Square 2,2,1,45.99,0.0,2.0,2.0,2.0,91.98,91.98,91.98
Makers Mark 1L,73.0,1.4038461538461537,1.4578648162587666,0.0,7.0,1.0,2.0,3.0,Create/Update,085246139424,Customer Square 2,4,12,38.99,1.0,3.0,2.0,1.0,116.97,77.98,38.99
Makers Mark 200ml,35.0,0.6730769230769231,1.069168509532126,0.0,5.0,0.0,1.0,2.0,Create/Update,085246139462,Customer Square 2,6,24,9.99,1.0,5.0,5.0,4.0,49.95,49.95,39.96
Makers Mark 375ml,48.0,0.9230769230769231,1.053312610586858,0.0,4.0,1.0,1.25,2.0,Create/Update,085246185001,Customer Square 2,6,12,16.99,1.0,5.0,5.0,4.0,84.94999999999999,84.94999999999999,67.96
Makers Mark 46 750ml,18.0,0.34615384615384615,0.6165853669954385,0.0,2.0,0.0,1.0,1.0,Create/Update,085246500101,Customer Square 2,3,6,41.99,0.0,3.0,2.0,2.0,125.97,83.98,83.98
Makers Mark 50ml,207.0,3.980769230769231,6.365442714120169,0.0,41.0,2.0,5.0,6.700000000000003,Create/Update,085246171561,Customer Square 2,20,120,2.99,4.0,16.0,15.0,13.0,47.84,44.85,38.870000000000005
Makers Mark 750ml,131.0,2.519230769230769,1.6111437005024223,0.0,6.0,2.0,4.0,4.0,Create/Update,085246139431,Customer Square 2,4,12,31.99,3.0,1.0,0.0,0.0,31.99,0.0,0.0
Makers Mark Cask Strength 750ml,6.0,0.11538461538461539,0.3194855331891568,0.0,1.0,0.0,0.0,0.0,Create/Update,085246501221,Customer Square 2,1,6,55.99,0.0,1.0,1.0,1.0,55.99,55.99,55.99
Mal Bien Espadin 1L,12.0,0.23076923076923078,0.7497534111391505,0.0,4.0,0.0,0.0,0.0,Create/Update,687700144588,Customer Square 2,4,6,42.99,0.0,4.0,4.0,4.0,171.96,171.96,171.96
Mal Bien Espadin 750ml,37.0,0.7115384615384616,0.8165720671370059,0.0,3.0,1.0,1.0,1.3500000000000014,Create/Update,686091998220,Customer Square 2,1,3,42.99,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0
Malfy Gin Arancia 750ml,5.0,0.09615384615384616,0.35407601229849944,0.0,2.0,0.0,0.0,0.0,Create/Update,080432116692,Customer Square 2,1,6,29.99,0.0,1.0,1.0,1.0,29.99,29.99,29.99
Malfy Gin Rosa 750ml,9.0,0.17307692307692307,0.42612538088769886,0.0,2.0,0.0,0.0,0.3500000000000014,Create/Update,0853222006387,Customer Square 2,3,6,32.99,0.0,3.0,3.0,3.0,98.97,98.97,98.97
Malfy Origanle Gin 750ml,4.0,0.07692307692307693,0.2664693550105963,0.0,1.0,0.0,0.0,0.0,Create/Update,853222006158,Customer Square 2,2,6,32.99,0.0,2.0,2.0,2.0,65.98,65.98,65.98
Malfy Originale Gin 1L,8.0,0.15384615384615385,0.41065685584735817,0.0,2.0,0.0,0.0,0.0,Create/Update,853222006172,Customer Square 2,3,6,33.99,0.0,3.0,3.0,3.0,101.97,101.97,101.97
Malibu 750ml,66.0,1.2692307692307692,1.1621496099798563,0.0,5.0,1.0,2.0,3.0,Create/Update,089540448992,Customer Square 2,5,12,19.99,1.0,4.0,3.0,2.0,79.96,59.97,39.98
Malibu Coconut Rum 50ml,294.0,5.653846153846154,6.219957381082702,0.0,21.0,3.0,10.0,14.0,Create/Update,089540453927,Customer Square 2,24,120,1.49,6.0,18.0,14.0,10.0,26.82,20.86,14.9
Mancino Secco 750ml,2.0,0.038461538461538464,0.27467032417472503,0.0,2.0,0.0,0.0,0.0,Create/Update,8000648001348,Customer Square 2,2,2,34.99,0.0,2.0,2.0,2.0,69.98,69.98,69.98
Mandarine Napoleon 1L,11.0,0.21153846153846154,0.4083992419537558,0.0,1.0,0.0,0.0,1.0,Create/Update,8710625701009,Customer Square 2,4,6,43.99,0.0,4.0,4.0,3.0,175.96,175.96,131.97
Manzone Langhe Nebbiolo 750ml,27.0,0.5192307692307693,0.7718704707842111,0.0,4.0,0.0,1.0,1.0,Create/Update,8032535881405,Customer Square 2,2,6,25.99,1.0,1.0,1.0,1.0,25.99,25.99,25.99
Maraska Maraschino 1L,2.0,0.038461538461538464,0.27467032417472503,0.0,2.0,0.0,0.0,0.0,Create/Update,089683110060,Customer Square 2,1,2,29.99,0.0,1.0,1.0,1.0,29.99,29.99,29.99
Marca Negra Espadin 750ml,2.0,0.038461538461538464,0.19230769230769237,0.0,1.0,0.0,0.0,0.0,Create/Update,736040527336,Customer Square 2,1,6,69.99,0.0,1.0,1.0,1.0,69.99,69.99,69.99
Marfa Spirits Chicuahuan Desert Sotol 90 1L,11.0,0.21153846153846154,0.45304688420729794,0.0,2.0,0.0,0.0,1.0,Create/Update,860006845308,Customer Square 2,1,6,49.99,0.0,1.0,1.0,0.0,49.99,49.99,0.0
Marfa Spirits Desert Gin 1L,8.0,0.15384615384615385,0.4955422587201967,0.0,3.0,0.0,0.0,0.0,Create/Update,00860006845384,Customer Square 2,1,6,22.99,0.0,1.0,1.0,1.0,22.99,22.99,22.99
Marie Duffau Hors D'Age 750ml,2.0,0.038461538461538464,0.27467032417472503,0.0,2.0,0.0,0.0,0.0,Create/Update,762488200043,Customer Square 2,1,2,54.99,0.0,1.0,1.0,1.0,54.99,54.99,54.99
Marie Duffau Napoleon 750ml,15.0,0.28846153846153844,0.531201050651274,0.0,2.0,0.0,0.25,1.0,Create/Update,762488200036,Customer Square 2,4,6,33.99,0.0,4.0,4.0,3.0,135.96,135.96,101.97
Marietta Old Vine Red 750ml,109.0,2.0961538461538463,2.3717862092703905,0.0,12.0,2.0,3.0,4.0,Create/Update,746751687137,Customer Square 2,4,12,14.99,2.0,2.0,1.0,0.0,29.98,14.99,0.0
Martin Miller Westbourne Gin 750ml,2.0,0.038461538461538464,0.19230769230769237,0.0,1.0,0.0,0.0,0.0,Create/Update,810108010227,Customer Square 2,2,6,45.99,0.0,2.0,2.0,2.0,91.98,91.98,91.98
Martini & Rossi Ambrato 750ml,2.0,0.038461538461538464,0.1923076923076923,0.0,1.0,0.0,0.0,0.0,Create/Update,011034006593,Customer Square 2,2,6,26.99,0.0,2.0,2.0,2.0,53.98,53.98,53.98
Martini & Rossi Bitter 750ml,4.0,0.07692307692307693,0.33085866411702414,0.0,2.0,0.0,0.0,0.0,Create/Update,011034505010,Customer Square 2,1,6,29.99,0.0,1.0,1.0,1.0,29.99,29.99,29.99
Martini & Rossi Extra Dry Vermouth 750ml,4.0,0.07692307692307693,0.26646935501059654,0.0,1.0,0.0,0.0,0.0,Create/Update,011034420054,Customer Square 2,4,6,11.99,0.0,4.0,4.0,4.0,47.96,47.96,47.96
Martini & Rossi Rosso Vermouth 750ml,4.0,0.07692307692307693,0.33085866411702425,0.0,2.0,0.0,0.0,0.0,Create/Update,011034410055,Customer Square 2,6,6,11.99,0.0,6.0,6.0,6.0,71.94,71.94,71.94
Martini & Rossi Rubino 750ml,6.0,0.11538461538461539,0.37487670556957525,0.0,2.0,0.0,0.0,0.0,Create/Update,011034006586,Customer Square 2,2,6,26.99,0.0,2.0,2.0,2.0,53.98,53.98,53.98
Marula Baconnelle 750ml,8.0,0.15384615384615385,0.455083060238432,0.0,2.0,0.0,0.0,0.0,Create/Update,17731773177,Customer Square 2,2,12,25.99,0.0,2.0,2.0,2.0,51.98,51.98,51.98
Mas Theo P'tit Gaby 750ml,35.0,0.6730769230769231,0.8709224518634039,0.0,3.0,0.0,1.0,1.3500000000000014,Create/Update,816820010125,Customer Square 2,2,12,19.99,1.0,1.0,1.0,1.0,19.99,19.99,19.99
Masso Antico Fiano Appassito,6.0,0.11538461538461539,0.3748767055695754,0.0,2.0,0.0,0.0,0.0,Create/Update,666392841197,Customer Square 2,2,12,11.99,0.0,2.0,2.0,2.0,23.98,23.98,23.98
Masso Antico Primitivo 750ml,19.0,0.36538461538461536,0.6801822763010534,0.0,3.0,0.0,1.0,1.0,Create/Update,666392848233,Customer Square 2,2,12,12.99,0.0,2.0,1.0,1.0,25.98,12.99,12.99
MastroJanni Brunello di Montalcino 750mL,4.0,0.07692307692307693,0.26646935501059626,0.0,1.0,0.0,0.0,0.0,Create/Update,8023952015016,Customer Square 2,0,12,63.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mata Vermouth Tinto Reserva 750ml,4.0,0.07692307692307693,0.2664693550105963,0.0,1.0,0.0,0.0,0.0,Create/Update,8437013189668,Customer Square 2,2,2,17.99,0.0,2.0,2.0,2.0,35.98,35.98,35.98
