Product,Total,Mean,Std,Min,Max,50,75,85,Action,ProductSKU,Customer,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,Diff85,MeanSavings,75Savings,85Savings
De Iuliis Shiraz 750ml,3.0,0.057692307692307696,0.3046726830337473,0.0,2.0,0.0,0.0,0.0,Create/Update,9329549000106,Customer Square 2,2,6,23.99,0.0,2.0,2.0,2.0,47.98,47.98,47.98
De Otro Planeta Sauvignon Gris 750ml,18.0,0.34615384615384615,0.6470232246638741,0.0,2.0,0.0,0.25,1.0,Create/Update,7804670300032,Customer Square 2,3,6,18.99,0.0,3.0,3.0,2.0,56.97,56.97,37.98
Death & Co Book,13.0,0.25,0.5503495392790071,0.0,2.0,0.0,0.0,1.0,Create/Update,9781607745259,Customer Square 2,3,3,39.99,0.0,3.0,3.0,2.0,119.97,119.97,79.98
Deaths Door Gin 1L,4.0,0.07692307692307693,0.2664693550105965,0.0,1.0,0.0,0.0,0.0,Create/Update,859266003184,Customer Square 2,4,6,38.99,0.0,4.0,4.0,4.0,155.96,155.96,155.96
Deep Eddy Lemon 1.75L,38.0,0.7307692307692307,0.901182654912306,0.0,3.0,0.0,1.0,2.0,Create/Update,856065002431,Customer Square 2,2,6,34.99,1.0,1.0,1.0,0.0,34.99,34.99,0.0
Deep Eddy Lemon 375ml,22.0,0.4230769230769231,0.5665738408713937,0.0,2.0,0.0,1.0,1.0,Create/Update,856065002493,Customer Square 2,6,12,10.99,0.0,6.0,5.0,5.0,65.94,54.95,54.95
Deep Eddy Lemon 50ml,1212.0,23.307692307692307,17.161605695830787,1.0,76.0,21.0,32.5,43.0,Create/Update,856065002400,Customer Square 2,36,120,1.29,23.0,13.0,4.0,-7.0,16.77,5.16,-9.030000000000001
Deep Eddy Lemon 750ml,112.0,2.1538461538461537,3.4938661382079266,0.0,24.0,1.0,3.0,3.0,Create/Update,856065002417,Customer Square 2,6,12,19.99,2.0,4.0,3.0,3.0,79.96,59.97,59.97
Deep Eddy Lime 50ml,1393.0,26.78846153846154,18.87747593385133,0.0,71.0,22.5,36.5,42.400000000000006,Create/Update,856065002301,Customer Square 2,80,120,1.29,27.0,53.0,44.0,38.0,68.37,56.760000000000005,49.02
Deep Eddy Lime 750ml,66.0,1.2692307692307692,1.4559610177498232,0.0,7.0,1.0,2.0,3.0,Create/Update,856065002271,Customer Square 2,2,12,19.99,1.0,1.0,0.0,-1.0,19.99,0.0,-19.99
Deep Eddy Plain 50ml,206.0,3.9615384615384617,4.196892341416894,0.0,18.0,3.0,6.0,8.0,Create/Update,856065002073,Customer Square 2,36,120,1.29,4.0,32.0,30.0,28.0,41.28,38.7,36.120000000000005
Deep Eddy Ruby Red 1.75L,19.0,0.36538461538461536,0.6210675100751977,0.0,2.0,0.0,1.0,1.0,Create/Update,856065002103,Customer Square 2,6,6,34.99,0.0,6.0,5.0,5.0,209.94,174.95000000000002,174.95000000000002
Deep Eddy Ruby Red 375ml,18.0,0.34615384615384615,0.5145803138561404,0.0,2.0,0.0,1.0,1.0,Create/Update,856065002479,Customer Square 2,6,12,10.99,0.0,6.0,5.0,5.0,65.94,54.95,54.95
Deep Eddy Ruby Red 50ml,521.0,10.01923076923077,10.774775358385373,0.0,54.0,6.0,15.0,17.0,Create/Update,856065002110,Customer Square 2,36,120,1.29,10.0,26.0,21.0,19.0,33.54,27.09,24.51
Deep Eddy Ruby Red 750ml,65.0,1.25,1.158164994224119,0.0,5.0,1.0,2.0,2.0,Create/Update,856065002080,Customer Square 2,6,12,19.99,1.0,5.0,4.0,4.0,99.94999999999999,79.96,79.96
Deep Eddy Sweet Tea 50ml,96.0,1.8461538461538463,4.138861862250649,0.0,26.0,0.5,2.0,3.0,Create/Update,856065002066,Customer Square 2,36,120,1.29,2.0,34.0,34.0,33.0,43.86,43.86,42.57
Deep Eddy Vodka 375ml,20.0,0.38461538461538464,0.7634397400491997,0.0,4.0,0.0,1.0,1.0,Create/Update,856065002455,Customer Square 2,2,12,10.99,0.0,2.0,1.0,1.0,21.98,10.99,10.99
Deep Eddy Vodka 750ml,55.0,1.0576923076923077,1.378592670617137,0.0,6.0,1.0,1.25,3.0,Create/Update,856065002035,Customer Square 2,6,12,19.99,1.0,5.0,5.0,3.0,99.94999999999999,99.94999999999999,59.97
Del Maguey Arroqueno 750ml,3.0,0.057692307692307696,0.23316068563427214,0.0,1.0,0.0,0.0,0.0,Create/Update,618397110020,Customer Square 2,2,6,129.99,0.0,2.0,2.0,2.0,259.98,259.98,259.98
Del Maguey Chichicapa 750ml,18.0,0.34615384615384615,0.6165853669954384,0.0,2.0,0.0,1.0,1.0,Create/Update,618398080384,Customer Square 2,3,6,78.99,0.0,3.0,2.0,2.0,236.96999999999997,157.98,157.98
Del Maguey Crema de Mezcal 750ml,18.0,0.34615384615384615,0.5845647751373333,0.0,3.0,0.0,1.0,1.0,Create/Update,618397020015,Customer Square 2,2,6,38.99,0.0,2.0,1.0,1.0,77.98,38.99,38.99
Del Maguey Iberico Pechuga 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201384,Customer Square 2,2,6,229.99,0.0,2.0,2.0,2.0,459.98,459.98,459.98
Del Maguey Jabali 750ml,5.0,0.09615384615384616,0.2948021099376134,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201674,Customer Square 2,2,6,129.99,0.0,2.0,2.0,2.0,259.98,259.98,259.98
Del Maguey Las Milpas 750ml,5.0,0.09615384615384616,0.29480210993761335,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201902,Customer Square 2,2,6,81.99,0.0,2.0,2.0,2.0,163.98,163.98,163.98
Del Maguey Madrecuixe 750ml,2.0,0.038461538461538464,0.19230769230769224,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201308,Customer Square 2,2,6,129.99,0.0,2.0,2.0,2.0,259.98,259.98,259.98
Del Maguey Minero 750ml,7.0,0.1346153846153846,0.3936440286626677,0.0,2.0,0.0,0.0,0.0,Create/Update,618397960021,Customer Square 2,6,6,78.99,0.0,6.0,6.0,6.0,473.93999999999994,473.93999999999994,473.93999999999994
Del Maguey Pechuga 750ml,2.0,0.038461538461538464,0.19230769230769237,0.0,1.0,0.0,0.0,0.0,Create/Update,618397010016,Customer Square 2,2,6,229.99,0.0,2.0,2.0,2.0,459.98,459.98,459.98
Del Maguey San Dionisio Ocotepec 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201629,Customer Square 2,2,6,39.99,0.0,2.0,2.0,2.0,79.98,79.98,79.98
Del Maguey San Domingo Albarradas 750ml,4.0,0.07692307692307693,0.33085866411702414,0.0,2.0,0.0,0.0,0.0,Create/Update,618397960014,Customer Square 2,2,6,78.99,0.0,2.0,2.0,2.0,157.98,157.98,157.98
Del Maguey San Jose Rio Minas 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201223,Customer Square 2,2,6,129.99,0.0,2.0,2.0,2.0,259.98,259.98,259.98
Del Maguey San Luis del Rio 750ml,5.0,0.09615384615384616,0.29480210993761324,0.0,1.0,0.0,0.0,0.0,Create/Update,618397950015,Customer Square 2,2,6,78.99,0.0,2.0,2.0,2.0,157.98,157.98,157.98
Del Maguey San Pedro Taviche 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201230,Customer Square 2,2,6,129.99,0.0,2.0,2.0,2.0,259.98,259.98,259.98
Del Maguey Tepextate 750ml,5.0,0.09615384615384616,0.2948021099376133,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201131,Customer Square 2,2,6,139.99,0.0,2.0,2.0,2.0,279.98,279.98,279.98
Del Maguey Tobala 750ml,5.0,0.09615384615384616,0.35407601229849966,0.0,2.0,0.0,0.0,0.0,Create/Update,618397970013,Customer Square 2,2,6,149.99,0.0,2.0,2.0,2.0,299.98,299.98,299.98
Del Maguey Tobaziche 750ml,2.0,0.038461538461538464,0.19230769230769237,0.0,1.0,0.0,0.0,0.0,Create/Update,618397201544,Customer Square 2,2,6,139.99,0.0,2.0,2.0,2.0,279.98,279.98,279.98
Del Maguey Vida 750ml,189.0,3.6346153846153846,2.244898885455013,0.0,9.0,3.0,5.0,6.0,Create/Update,618397200929,Customer Square 2,6,6,38.99,4.0,2.0,1.0,0.0,77.98,38.99,0.0
Del Maguey Vida de Muertos750ml,55.0,1.0576923076923077,1.321617038946281,0.0,7.0,1.0,1.0,2.0,Create/Update,618397202114,Customer Square 2,0,6,49.99,1.0,-1.0,-1.0,-2.0,-49.99,-49.99,-99.98
Demitri's Bloody Mary Seasoning 8oz,6.0,0.11538461538461539,0.423076923076923,0.0,2.0,0.0,0.0,0.0,Create/Update,722782328638,Customer Square 2,6,6,11.99,0.0,6.0,6.0,6.0,71.94,71.94,71.94
Denizen Merchant Reserve Rum 750ml,26.0,0.5,0.7467879938056768,0.0,3.0,0.0,1.0,1.0,Create/Update,898498001049,Customer Square 2,3,6,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0
Denizen Vatted Dark Rum 750ml,6.0,0.11538461538461539,0.505882555306381,0.0,3.0,0.0,0.0,0.0,Create/Update,898498001056,Customer Square 2,2,6,29.99,0.0,2.0,2.0,2.0,59.98,59.98,59.98
Denizen White Rum 750ml,8.0,0.15384615384615385,0.4955422587201968,0.0,3.0,0.0,0.0,0.0,Create/Update,898498001018,Customer Square 2,3,6,16.99,0.0,3.0,3.0,3.0,50.97,50.97,50.97
Derrumbes Durango 200ml,9.0,0.17307692307692307,0.37831376101742337,0.0,1.0,0.0,0.0,1.0,Create/Update,613739980590,Customer Square 2,2,6,21.99,0.0,2.0,2.0,1.0,43.98,43.98,21.99
Derrumbes Durango Durangensis 750ml,6.0,0.11538461538461539,0.37487670556957525,0.0,2.0,0.0,0.0,0.0,Create/Update,708747152845,Customer Square 2,2,2,77.99,0.0,2.0,2.0,2.0,155.98,155.98,155.98
Derrumbes Michoacan 200ml,4.0,0.07692307692307693,0.2664693550105962,0.0,1.0,0.0,0.0,0.0,Create/Update,613739980569,Customer Square 2,2,6,26.99,0.0,2.0,2.0,2.0,53.98,53.98,53.98
Derrumbes Michoacan Chino Alto 750ml,5.0,0.09615384615384616,0.29480210993761324,0.0,1.0,0.0,0.0,0.0,Create/Update,7503019735541,Customer Square 2,2,2,84.99,0.0,2.0,2.0,2.0,169.98,169.98,169.98
Derrumbes Oaxaca 200ml,7.0,0.1346153846153846,0.3413122951788239,0.0,1.0,0.0,0.0,0.0,Create/Update,613739980552,Customer Square 2,2,6,17.99,0.0,2.0,2.0,2.0,35.98,35.98,35.98
Derrumbes Oaxaca Espadin Tobala 750ml,10.0,0.19230769230769232,0.5202980484026415,0.0,3.0,0.0,0.0,0.3500000000000014,Create/Update,7503018755007,Customer Square 2,2,2,63.99,0.0,2.0,2.0,2.0,127.98,127.98,127.98
Derrumbes San Luis Potosi 200ml,16.0,0.3076923076923077,0.5730640163750516,0.0,3.0,0.0,1.0,1.0,Create/Update,613739980576,Customer Square 2,2,6,17.99,0.0,2.0,1.0,1.0,35.98,17.99,17.99
Derrumbes San Luis Potosi Salmiana 750ml,26.0,0.5,0.8660254037844386,0.0,3.0,0.0,1.0,1.0,Create/Update,708747152838,Customer Square 2,6,6,39.99,0.0,6.0,5.0,5.0,239.94,199.95000000000002,199.95000000000002
Derrumbes Tamaulipas 200ml,7.0,0.1346153846153846,0.3936440286626676,0.0,2.0,0.0,0.0,0.0,Create/Update,613739980606,Customer Square 2,2,6,22.99,0.0,2.0,2.0,2.0,45.98,45.98,45.98
Derrumbes Tamaulipas Ensamble 750ml,6.0,0.11538461538461539,0.31948553318915657,0.0,1.0,0.0,0.0,0.0,Create/Update,708747152913,Customer Square 2,2,2,81.99,0.0,2.0,2.0,2.0,163.98,163.98,163.98
Derrumbes Zacatecas Blue Weber 200ml,10.0,0.19230769230769232,0.4819216956208332,0.0,2.0,0.0,0.0,0.3500000000000014,Create/Update,613739980583,Customer Square 2,2,6,21.99,0.0,2.0,2.0,2.0,43.98,43.98,43.98
Derrumbes Zacatecas Blue Weber 750ml,11.0,0.21153846153846154,0.45304688420729783,0.0,2.0,0.0,0.0,1.0,Create/Update,708747152920,Customer Square 2,6,6,63.99,0.0,6.0,6.0,5.0,383.94,383.94,319.95
Desert Door Texas Sotol 50ml,35.0,0.6730769230769231,1.2818429317881141,0.0,7.0,0.0,1.0,1.3500000000000014,Create/Update,866510000424,Customer Square 2,10,300,2.99,1.0,9.0,9.0,9.0,26.910000000000004,26.910000000000004,26.910000000000004
Desert Door Texas Sotol 750ml,67.0,1.2884615384615385,1.4720020179430469,0.0,8.0,1.0,2.0,2.0,Create/Update,866510000400,Customer Square 2,4,6,39.99,1.0,3.0,2.0,2.0,119.97,79.98,79.98
Desert Door Texas Sotol Back Burn750ml,4.0,0.07692307692307693,0.26646935501059643,0.0,1.0,0.0,0.0,0.0,Create/Update,866510000462,Customer Square 2,1,6,55.99,0.0,1.0,1.0,1.0,55.99,55.99,55.99
Desert Door Texas Sotol Barrel Aged 750ml,14.0,0.2692307692307692,0.5586861171666904,0.0,2.0,0.0,0.0,1.0,Create/Update,866510000417,Customer Square 2,2,6,53.99,0.0,2.0,2.0,1.0,107.98,107.98,53.99
Deux Moulins Rose 750ml,8.0,0.15384615384615385,0.5678778100089774,0.0,3.0,0.0,0.0,0.0,Create/Update,3507110017111,Customer Square 2,2,6,9.99,0.0,2.0,2.0,2.0,19.98,19.98,19.98
Dewars 1L,20.0,0.38461538461538464,0.6549763986894768,0.0,3.0,0.0,1.0,1.0,Create/Update,080480230012,Customer Square 2,2,12,35.99,0.0,2.0,1.0,1.0,71.98,35.99,35.99
Di Saronno Amaretto 1L,15.0,0.28846153846153844,0.4936729866535934,0.0,2.0,0.0,1.0,1.0,Create/Update,050037014235,Customer Square 2,1,6,37.99,0.0,1.0,0.0,0.0,37.99,0.0,0.0
Dickel Barrel Select 750ml,4.0,0.07692307692307693,0.2664693550105965,0.0,1.0,0.0,0.0,0.0,Create/Update,088076201323,Customer Square 2,1,12,43.99,0.0,1.0,1.0,1.0,43.99,43.99,43.99
Dickel Bonded 13y 2007 750ml,7.0,0.1346153846153846,0.3936440286626677,0.0,2.0,0.0,0.0,0.0,Create/Update,082000797036,Customer Square 2,4,12,49.99,0.0,4.0,4.0,4.0,199.96,199.96,199.96
Dickel Bourbon 8y 750ml,27.0,0.5192307692307693,0.7203200307818481,0.0,3.0,0.0,1.0,1.0,Create/Update,082000797180,Customer Square 2,1,12,32.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickel No 12 1L,14.0,0.2692307692307692,0.5231334811052091,0.0,2.0,0.0,0.0,1.0,Create/Update,088076006225,Customer Square 2,4,12,29.99,0.0,4.0,4.0,3.0,119.96,119.96,89.97
Dickel No 8 1L,10.0,0.19230769230769232,0.39411349099844595,0.0,1.0,0.0,0.0,1.0,Create/Update,088076006423,Customer Square 2,4,12,24.99,0.0,4.0,4.0,3.0,99.96,99.96,74.97
Dickel Rye 1L,34.0,0.6538461538461539,0.8745243846847752,0.0,4.0,0.0,1.0,1.0,Create/Update,082000759461,Customer Square 2,6,12,29.99,1.0,5.0,5.0,5.0,149.95,149.95,149.95
Dickel Single Barrel 15y 750ml,14.0,0.2692307692307692,0.5231334811052093,0.0,2.0,0.0,0.0,1.0,Create/Update,082000792253,Customer Square 2,1,12,64.99,0.0,1.0,1.0,0.0,64.99,64.99,0.0
Dickel x Leopold Bros Rye Whiskey 750mL,20.0,0.38461538461538464,1.040596096805283,0.0,5.0,0.0,0.0,1.0,Create/Update,082000799962,Customer Square 2,1,12,109.99000000000001,0.0,1.0,1.0,0.0,109.99000000000001,109.99000000000001,0.0
DilaO Dry Amber Wine 750ml,36.0,0.6923076923076923,0.9310552643777076,0.0,4.0,0.0,1.0,1.0,Create/Update,4860003110917,Customer Square 2,2,12,16.99,1.0,1.0,1.0,1.0,16.99,16.99,16.99
Dingle Irish Gin 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,8138230105034,Customer Square 2,2,6,39.99,0.0,2.0,2.0,2.0,79.98,79.98,79.98
Dingle Irish Whiskey Batch 4 750ml,5.0,0.09615384615384616,0.2948021099376133,0.0,1.0,0.0,0.0,0.0,Create/Update,081382301138,Customer Square 2,2,6,84.99,0.0,2.0,2.0,2.0,169.98,169.98,169.98
Diplomatico Mantuano 750ml,12.0,0.23076923076923078,0.46473253744594495,0.0,2.0,0.0,0.0,1.0,Create/Update,7594003626631,Customer Square 2,4,6,24.99,0.0,4.0,4.0,3.0,99.96,99.96,74.97
Diplomatico Planas 750ml,9.0,0.17307692307692307,0.426125380887699,0.0,2.0,0.0,0.0,0.3500000000000014,Create/Update,7594003626891,Customer Square 2,2,6,33.99,0.0,2.0,2.0,2.0,67.98,67.98,67.98
Diplomatico Reserva Exclusiva 750ml,26.0,0.5,0.7467879938056768,0.0,3.0,0.0,1.0,1.0,Create/Update,7594003620394,Customer Square 2,12,6,38.99,0.0,12.0,11.0,11.0,467.88,428.89000000000004,428.89000000000004
Dirty Sue Olive Juice 750ml,7.0,0.1346153846153846,0.39364402866266757,0.0,2.0,0.0,0.0,0.0,Create/Update,705105792163,Customer Square 2,12,12,9.99,0.0,12.0,12.0,12.0,119.88,119.88,119.88
District Distilling Wild Bark Gin 750ml,4.0,0.07692307692307693,0.33085866411702425,0.0,2.0,0.0,0.0,0.0,Create/Update,860002029917,Customer Square 2,2,6,39.99,0.0,2.0,2.0,2.0,79.98,79.98,79.98
District Distilling Wild June Gin 750ml,5.0,0.09615384615384616,0.35407601229849983,0.0,2.0,0.0,0.0,0.0,Create/Update,860002029900,Customer Square 2,2,6,39.99,0.0,2.0,2.0,2.0,79.98,79.98,79.98
Dolin Blanc 375ml,25.0,0.4807692307692308,0.6931085111900039,0.0,2.0,0.0,1.0,1.0,Create/Update,3274510003913,Customer Square 2,4,12,10.99,0.0,4.0,3.0,3.0,43.96,32.97,32.97
Dolin Blanc 750ml,23.0,0.4423076923076923,0.7182634383455038,0.0,3.0,0.0,1.0,1.0,Create/Update,3274510003821,Customer Square 2,3,12,13.99,0.0,3.0,2.0,2.0,41.97,27.98,27.98
Dolin Dry 375ml,112.0,2.1538461538461537,1.8437484329549054,0.0,10.0,2.0,3.0,4.0,Create/Update,3274510003807,Customer Square 2,6,12,10.99,2.0,4.0,3.0,2.0,43.96,32.97,21.98
Dolin Dry 750ml,49.0,0.9423076923076923,1.0636197545403716,0.0,4.0,1.0,2.0,2.0,Create/Update,3274510003791,Customer Square 2,6,12,13.99,1.0,5.0,4.0,4.0,69.95,55.96,55.96
Dolin Genepy Des Alpes 750ml,11.0,0.21153846153846154,0.49367298665359355,0.0,2.0,0.0,0.0,1.0,Create/Update,3274510003616,Customer Square 2,2,2,29.99,0.0,2.0,2.0,1.0,59.98,59.98,29.99
Dolin Rouge 375ml,99.0,1.9038461538461537,1.7013525771326692,0.0,7.0,1.5,3.0,3.3500000000000014,Create/Update,3274510003906,Customer Square 2,6,12,10.99,2.0,4.0,3.0,3.0,43.96,32.97,32.97
Dolin Rouge 750ml,76.0,1.4615384615384615,1.4605259650805786,0.0,5.0,1.0,2.0,3.0,Create/Update,3274510003814,Customer Square 2,6,12,13.99,1.0,5.0,4.0,3.0,69.95,55.96,41.97
Dom Benedictine 1L,3.0,0.057692307692307696,0.23316068563427203,0.0,1.0,0.0,0.0,0.0,Create/Update,080480555306,Customer Square 2,2,12,49.99,0.0,2.0,2.0,2.0,99.98,99.98,99.98
Dom Benedictine 375ml,13.0,0.25,0.5503495392790071,0.0,2.0,0.0,0.0,1.0,Create/Update,080480555603,Customer Square 2,4,12,21.99,0.0,4.0,4.0,3.0,87.96,87.96,65.97
Dom de l'ecu Classic Muscadet 750ml,52.0,1.0,1.286019499792345,0.0,7.0,1.0,1.25,2.0,Create/Update,0879039002930,Customer Square 2,2,12,19.99,1.0,1.0,1.0,0.0,19.99,19.99,0.0
Domaine De Canton 1L,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,793573762733,Customer Square 2,2,6,45.99,0.0,2.0,2.0,2.0,91.98,91.98,91.98
Domaine De Canton 375ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,793573762719,Customer Square 2,3,12,18.99,0.0,3.0,3.0,3.0,56.97,56.97,56.97
Domus Picta Treviso Prosecco 750ml,23.0,0.4423076923076923,1.1834347263281102,0.0,5.0,0.0,0.0,0.0,Create/Update,8057438300068,Customer Square 2,3,12,13.99,0.0,3.0,3.0,3.0,41.97,41.97,41.97
Don Ciccio & Figli Cinque Apertivo 750ml,1.0,0.019230769230769232,0.13733516208736252,0.0,1.0,0.0,0.0,0.0,Create/Update,852660004221,Customer Square 2,1,3,,0.0,1.0,1.0,1.0,,,
Don Ciccio Ambrosia Aperitivo 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,852660004436,Customer Square 2,1,3,29.99,0.0,1.0,1.0,1.0,29.99,29.99,29.99
Don Ciccio Cerasum Aperitivo 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,852660004214,Customer Square 2,1,3,37.99,0.0,1.0,1.0,1.0,37.99,37.99,37.99
Don Fulano Extra Anejo 750ml,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,7416388337516,Customer Square 2,3,2,139.99,0.0,3.0,3.0,3.0,419.97,419.97,419.97
Don Julio 1942 750ml,13.0,0.25,0.5503495392790071,0.0,2.0,0.0,0.0,1.0,Create/Update,674545000322,Customer Square 2,8,6,149.99,0.0,8.0,8.0,7.0,1199.92,1199.92,1049.93
Don Julio 1942 Primavera 750ml,7.0,0.1346153846153846,0.4815378471364968,0.0,3.0,0.0,0.0,0.0,Create/Update,088076185500,Customer Square 2,0,6,139.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Julio Anejo 750ml,15.0,0.28846153846153844,0.5312010506512741,0.0,2.0,0.0,0.25,1.0,Create/Update,674545000063,Customer Square 2,3,6,65.99,0.0,3.0,3.0,2.0,197.96999999999997,197.96999999999997,131.98
Don Julio Blanco 750ml,42.0,0.8076923076923077,0.8995396587328078,0.0,3.0,1.0,1.0,2.0,Create/Update,674545000001,Customer Square 2,11,6,59.99,1.0,10.0,10.0,9.0,599.9,599.9,539.91
Don Julio Reposado 750ml,20.0,0.38461538461538464,0.7882269819968919,0.0,3.0,0.0,0.0,1.0,Create/Update,674545000414,Customer Square 2,5,6,65.99,0.0,5.0,5.0,4.0,329.95,329.95,263.96
Don Mateo Alto 750ml,2.0,0.038461538461538464,0.19230769230769224,0.0,1.0,0.0,0.0,0.0,Create/Update,190046000017,Customer Square 2,2,4,99.99,0.0,2.0,2.0,2.0,199.98,199.98,199.98
Don Mateo Cupreata 750ml,3.0,0.057692307692307696,0.23316068563427206,0.0,1.0,0.0,0.0,0.0,Create/Update,190046000048,Customer Square 2,2,4,75.99,0.0,2.0,2.0,2.0,151.98,151.98,151.98
Don Mateo Pechuga 750ml,9.0,0.17307692307692307,0.4261253808876989,0.0,2.0,0.0,0.0,0.3500000000000014,Create/Update,190046000000,Customer Square 2,2,2,109.99,0.0,2.0,2.0,2.0,219.98,219.98,219.98
Don Q 151 1L,3.0,0.057692307692307696,0.23316068563427192,0.0,1.0,0.0,0.0,0.0,Create/Update,082301101518,Customer Square 2,2,12,25.99,0.0,2.0,2.0,2.0,51.98,51.98,51.98
Don Q Anejo 1L,4.0,0.07692307692307693,0.26646935501059643,0.0,1.0,0.0,0.0,0.0,Create/Update,082301100559,Customer Square 2,1,12,24.99,0.0,1.0,1.0,1.0,24.99,24.99,24.99
Donkey & Goat Gadabout 750ml,17.0,0.3269230769230769,0.6994820569028153,0.0,3.0,0.0,0.0,1.0,Create/Update,857071006048,Customer Square 2,2,12,25.99,0.0,2.0,2.0,1.0,51.98,51.98,25.99
Donkey & Goat The Gallivanter,16.0,0.3076923076923077,0.6661733875264914,0.0,3.0,0.0,0.0,1.0,Create/Update,857071006123,Customer Square 2,2,12,24.99,0.0,2.0,2.0,1.0,49.98,49.98,24.99
Dorda Double Chocolate 750ml,3.0,0.057692307692307696,0.30467268303374734,0.0,2.0,0.0,0.0,0.0,Create/Update,852935001337,Customer Square 2,3,6,21.99,0.0,3.0,3.0,3.0,65.97,65.97,65.97
Dos Deus Vermouth Dry 750ml,2.0,0.038461538461538464,0.19230769230769226,0.0,1.0,0.0,0.0,0.0,Create/Update,850021602031,Customer Square 2,2,6,19.99,0.0,2.0,2.0,2.0,39.98,39.98,39.98
Dos Deus Vermouth Red 750ml,7.0,0.1346153846153846,0.3413122951788239,0.0,1.0,0.0,0.0,0.0,Create/Update,850021602000,Customer Square 2,2,6,24.99,0.0,2.0,2.0,2.0,49.98,49.98,49.98
Dos Equis Bottles 6 Pack,25.0,0.4807692307692308,0.990151204758154,0.0,4.0,0.0,0.0,1.3500000000000014,Create/Update,072311630122,Customer Square 2,8,8,9.99,0.0,8.0,8.0,7.0,79.92,79.92,69.93
Double Bottle Gift Bags,10.0,0.19230769230769232,0.8095217376865073,0.0,5.0,0.0,0.0,0.0,Create/Update,842094179985,Customer Square 2,30,30,4.0,0.0,30.0,30.0,30.0,120.0,120.0,120.0
Douro Twisted Tinto 2016 750ml,24.0,0.46153846153846156,0.6032456592830048,0.0,2.0,0.0,1.0,1.0,Create/Update,5602840079472,Customer Square 2,2,12,18.99,0.0,2.0,1.0,1.0,37.98,18.99,18.99
Dows Ruby Port NV 750ml,5.0,0.09615384615384616,0.2948021099376133,0.0,1.0,0.0,0.0,0.0,Create/Update,094799020028,Customer Square 2,4,12,13.99,0.0,4.0,4.0,4.0,55.96,55.96,55.96
Dows Tawny Port NV 750ml,8.0,0.15384615384615385,0.4106568558473582,0.0,2.0,0.0,0.0,0.0,Create/Update,094799020011,Customer Square 2,4,12,14.99,0.0,4.0,4.0,4.0,59.96,59.96,59.96
Drambuie 1L,5.0,0.09615384615384616,0.2948021099376133,0.0,1.0,0.0,0.0,0.0,Create/Update,083664873630,Customer Square 2,4,6,54.99,0.0,4.0,4.0,4.0,219.96,219.96,219.96
Drinking Distilled A Users Manual,2.0,0.038461538461538464,0.19230769230769226,0.0,1.0,0.0,0.0,0.0,Create/Update,9780399580550,Customer Square 2,2,3,16.99,0.0,2.0,2.0,2.0,33.98,33.98,33.98
Drinking Like Ladies,1.0,0.019230769230769232,0.13733516208736254,0.0,1.0,0.0,0.0,0.0,Create/Update,9781631594182,Customer Square 2,2,3,24.99,0.0,2.0,2.0,2.0,49.98,49.98,49.98
Dripping Springs Artisan Gin 750ml,90.0,1.7307692307692308,1.021224465180904,0.0,4.0,2.0,2.0,3.0,Create/Update,850010806242,Customer Square 2,3,6,27.99,2.0,1.0,1.0,0.0,27.99,27.99,0.0
Dripping Springs Orange Vodka 1L,31.0,0.5961538461538461,0.7405719043834501,0.0,3.0,0.0,1.0,1.0,Create/Update,850010806211,Customer Square 2,1,6,26.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dripping Springs Traditional Gin 750ml,18.0,0.34615384615384615,0.676092147355652,0.0,3.0,0.0,0.25,1.0,Create/Update,850010806259,Customer Square 2,6,6,29.99,0.0,6.0,6.0,5.0,179.94,179.94,149.95
Dripping Springs Vodka 1.75L,115.0,2.2115384615384617,1.24555422420856,0.0,5.0,2.0,3.0,3.3500000000000014,Create/Update,094922658159,Customer Square 2,3,6,36.99,2.0,1.0,0.0,-0.0,36.99,0.0,-0.0
