Action,ProductSKU,ProductName,Location,MinimumBeforeReorder,ReorderQuantity,StockLocator,PickZones
Create/Update,086785024684,Drumshanbo Irish Gin 375ml,Oak Hill,1.0000,12.0000,,
Create/Update,086785024684,Drumshanbo Irish Gin 375ml,Pleasant Valley,4.0000,12.0000,,
Create/Update,086785024684,Drumshanbo Irish Gin 375ml,Airport,1.0000,12.0000,,
Create/Update,00850030152466,DEHY Grapefruit Jar,Pleasant Valley,2.0000,12.0000,,
Create/Update,00850030152466,DEHY Grapefruit Jar,Oak Hill,2.0000,12.0000,,
Create/Update,00850030152466,DEHY Grapefruit Jar,Airport,2.0000,12.0000,,
Create/Update,786992000609,Chairmans Spiced Rum 750ml,Oak Hill,2.0000,4.0000,,
Create/Update,786992000609,Chairmans Spiced Rum 750ml,Airport,2.0000,4.0000,,
Create/Update,786992000609,Chairmans Spiced Rum 750ml,Pleasant Valley,4.0000,6.0000,,
Create/Update,786992000609,Chairmans Spiced Rum 750ml,Warehouse,4.0000,6.0000,,
Create/Update,850995005753,Jeppsons Malort Liqueur 50ml,Pleasant Valley,24.0000,120.0000,,
Create/Update,850995005753,Jeppsons Malort Liqueur 50ml,Oak Hill,6.0000,120.0000,,
Create/Update,850995005753,Jeppsons Malort Liqueur 50ml,Airport,24.0000,120.0000,,
Create/Update,698450767460,Jalisco Orange 750ml,Warehouse,24.0000,6.0000,,
Create/Update,698450767460,Jalisco Orange 750ml,Pleasant Valley,4.0000,6.0000,,
Create/Update,698450767460,Jalisco Orange 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,698450767460,Jalisco Orange 750ml,Airport,3.0000,6.0000,,
Create/Update,812136030277,Fever Tree Pink Grapefruit 4 Pack,Pleasant Valley,30.0000,12.0000,,
Create/Update,812136030277,Fever Tree Pink Grapefruit 4 Pack,Airport,6.0000,6.0000,,
Create/Update,812136030277,Fever Tree Pink Grapefruit 4 Pack,Warehouse,30.0000,12.0000,,
Create/Update,812136030277,Fever Tree Pink Grapefruit 4 Pack,Oak Hill,3.0000,6.0000,,
Create/Update,7868575,Big Red Can 12oz,Airport,12.0000,24.0000,,
Create/Update,857361007144,Kentucky Owl 10yr Rye Wiseman 750ml,Warehouse,1.0000,6.0000,,
Create/Update,857361007144,Kentucky Owl 10yr Rye Wiseman 750ml,Pleasant Valley,0.0000,6.0000,,
Create/Update,857361007144,Kentucky Owl 10yr Rye Wiseman 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,857361007144,Kentucky Owl 10yr Rye Wiseman 750ml,Airport,0.0000,6.0000,,
Create/Update,818844022726,Tin Cup 1L,Warehouse,24.0000,6.0000,,
Create/Update,088110955311,Buchanans 12y 1.75L,Oak Hill,0.0000,6.0000,,
Create/Update,088110955311,Buchanans 12y 1.75L,Airport,1.0000,6.0000,,
Create/Update,088110955311,Buchanans 12y 1.75L,Pleasant Valley,1.0000,6.0000,,
Create/Update,9024153040486,Rothman Cherry 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,9024153040486,Rothman Cherry 750ml,Airport,2.0000,4.0000,,
Create/Update,9024153040486,Rothman Cherry 750ml,Oak Hill,1.0000,4.0000,,
Create/Update,9024153040486,Rothman Cherry 750ml,Warehouse,12.0000,6.0000,,
Create/Update,852660004214,Don Ciccio Cerasum Aperitivo 750ml,Pleasant Valley,1.0000,3.0000,,
Create/Update,852660004214,Don Ciccio Cerasum Aperitivo 750ml,Airport,1.0000,3.0000,,
Create/Update,852660004214,Don Ciccio Cerasum Aperitivo 750ml,Oak Hill,1.0000,3.0000,,
Create/Update,791090525657,Cocktail Kingdom Ice Tray 2in,Oak Hill,6.0000,20.0000,,
Create/Update,791090525657,Cocktail Kingdom Ice Tray 2in,Pleasant Valley,20.0000,20.0000,,
Create/Update,791090525657,Cocktail Kingdom Ice Tray 2in,Warehouse,20.0000,20.0000,,
Create/Update,791090525657,Cocktail Kingdom Ice Tray 2in,Airport,20.0000,20.0000,,
Create/Update,080432116449,Redbreast Small Batch Cask Strength 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,080432116449,Redbreast Small Batch Cask Strength 750ml,Airport,1.0000,6.0000,,
Create/Update,080432116449,Redbreast Small Batch Cask Strength 750ml,Warehouse,2.0000,6.0000,,
Create/Update,080432116449,Redbreast Small Batch Cask Strength 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,124113,Spiegelau Collins Glass,Airport,8.0000,12.0000,,
Create/Update,124113,Spiegelau Collins Glass,Pleasant Valley,8.0000,12.0000,,
Create/Update,124113,Spiegelau Collins Glass,Oak Hill,4.0000,12.0000,,
Create/Update,810058730176,Flying Embers Pineapple 6pk Cans,Pleasant Valley,2.0000,4.0000,,
Create/Update,810058730176,Flying Embers Pineapple 6pk Cans,Oak Hill,2.0000,4.0000,,
Create/Update,851088007180,Still Austin Straight Bourbon 750ml,Airport,3.0000,6.0000,,
Create/Update,851088007180,Still Austin Straight Bourbon 750ml,Oak Hill,2.0000,6.0000,,
Create/Update,851088007180,Still Austin Straight Bourbon 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,851088007180,Still Austin Straight Bourbon 750ml,Warehouse,60.0000,6.0000,,
Create/Update,085200020553,Trincheri Vermouth Rosso 750ml,Pleasant Valley,4.0000,6.0000,,
Create/Update,085200020553,Trincheri Vermouth Rosso 750ml,Warehouse,4.0000,6.0000,,
Create/Update,085200020553,Trincheri Vermouth Rosso 750ml,Airport,1.0000,6.0000,,
Create/Update,085200020553,Trincheri Vermouth Rosso 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,814789001864,Lemon Hart Spiced Rum 750ml,Pleasant Valley,2.0000,4.0000,,
Create/Update,814789001864,Lemon Hart Spiced Rum 750ml,Oak Hill,1.0000,4.0000,,
Create/Update,814789001864,Lemon Hart Spiced Rum 750ml,Warehouse,2.0000,4.0000,,
Create/Update,814789001864,Lemon Hart Spiced Rum 750ml,Airport,2.0000,4.0000,,
Create/Update,3032230201275,Cherry Rocher Brandy 750ml,Pleasant Valley,1.0000,2.0000,,
Create/Update,3032230201275,Cherry Rocher Brandy 750ml,Warehouse,1.0000,2.0000,,
Create/Update,3032230201275,Cherry Rocher Brandy 750ml,Airport,1.0000,2.0000,,
Create/Update,3032230201275,Cherry Rocher Brandy 750ml,Oak Hill,1.0000,2.0000,,
Create/Update,856442005024,Uncle Vals Peppered 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,856442005024,Uncle Vals Peppered 750ml,Airport,1.0000,6.0000,,
Create/Update,856442005024,Uncle Vals Peppered 750ml,Warehouse,2.0000,6.0000,,
Create/Update,856442005024,Uncle Vals Peppered 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,080432200308,Powers John Lane 750ml,Warehouse,2.0000,6.0000,,
Create/Update,080432200308,Powers John Lane 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,080432200308,Powers John Lane 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,080432200308,Powers John Lane 750ml,Airport,1.0000,6.0000,,
Create/Update,812066023240,Highland Park 21y 750ml,Warehouse,1.0000,3.0000,,
Create/Update,856146006006,Avua Prata Cachaca 750ml,Pleasant Valley,4.0000,6.0000,,
Create/Update,856146006006,Avua Prata Cachaca 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,856146006006,Avua Prata Cachaca 750ml,Warehouse,4.0000,6.0000,,
Create/Update,856146006006,Avua Prata Cachaca 750ml,Airport,1.0000,6.0000,,
Create/Update,088076163461,Caol Ila 12y 750ml,Airport,1.0000,6.0000,,
Create/Update,088076163461,Caol Ila 12y 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,088076163461,Caol Ila 12y 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,088076163461,Caol Ila 12y 750ml,Warehouse,2.0000,6.0000,,
Create/Update,853626006211,Live Oak Grodziskie Cans 6 Pack,Oak Hill,0.0000,4.0000,,
Create/Update,853626006211,Live Oak Grodziskie Cans 6 Pack,Airport,4.0000,4.0000,,
Create/Update,853626006211,Live Oak Grodziskie Cans 6 Pack,Pleasant Valley,2.0000,4.0000,,
Create/Update,123456789101,Crude Tiki 500 Bitters 2oz,Pleasant Valley,2.0000,4.0000,,
Create/Update,123456789101,Crude Tiki 500 Bitters 2oz,Airport,2.0000,4.0000,,
Create/Update,123456789101,Crude Tiki 500 Bitters 2oz,Oak Hill,2.0000,4.0000,,
Create/Update,070491103092,Real Syrup Strawberry 500ml,Warehouse,24.0000,6.0000,,
Create/Update,018200250064,Bud Ice 25oz,Airport,24.0000,60.0000,,
Create/Update,649188900360,Grand Marnier 50ml,Oak Hill,8.0000,120.0000,,
Create/Update,649188900360,Grand Marnier 50ml,Airport,10.0000,120.0000,,
Create/Update,649188900360,Grand Marnier 50ml,Pleasant Valley,10.0000,120.0000,,
Create/Update,3507110017111,Deux Moulins Rose 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,3507110017111,Deux Moulins Rose 750ml,Airport,2.0000,6.0000,,
Create/Update,3507110017111,Deux Moulins Rose 750ml,Oak Hill,2.0000,6.0000,,
Create/Update,689768241018,Absinthe Ordinaire Reserve 129 Proof 750ml,Warehouse,4.0000,12.0000,,
Create/Update,856442005826,Bozal Jabali 750ml,Pleasant Valley,1.0000,6.0000,,
Create/Update,856442005826,Bozal Jabali 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,856442005826,Bozal Jabali 750ml,Warehouse,1.0000,6.0000,,
Create/Update,856442005826,Bozal Jabali 750ml,Airport,1.0000,6.0000,,
Create/Update,081240120758,Clase Azul Anejo 750ml,Warehouse,2.0000,3.0000,,
Create/Update,860004266419,Quadrum Rose Box 3L,Pleasant Valley,3.0000,3.0000,,
Create/Update,860004266419,Quadrum Rose Box 3L,Airport,3.0000,3.0000,,
Create/Update,860004266419,Quadrum Rose Box 3L,Oak Hill,1.0000,3.0000,,
Create/Update,860012000319,Bitter Queens Sarsparilla Bitters 5oz,Warehouse,2.0000,4.0000,,
Create/Update,860012000319,Bitter Queens Sarsparilla Bitters 5oz,Airport,2.0000,4.0000,,
Create/Update,860012000319,Bitter Queens Sarsparilla Bitters 5oz,Pleasant Valley,2.0000,4.0000,,
Create/Update,860012000319,Bitter Queens Sarsparilla Bitters 5oz,Oak Hill,2.0000,4.0000,,
Create/Update,752541007566,West 32 Soju Reserve 750ml,Warehouse,6.0000,6.0000,,
Create/Update,752541007566,West 32 Soju Reserve 750ml,Oak Hill,1.0000,4.0000,,
Create/Update,752541007566,West 32 Soju Reserve 750ml,Airport,1.0000,4.0000,,
Create/Update,752541007566,West 32 Soju Reserve 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,852322814168,Giffard Violette 750ml,Airport,2.0000,6.0000,,
Create/Update,852322814168,Giffard Violette 750ml,Warehouse,12.0000,12.0000,,
Create/Update,852322814168,Giffard Violette 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,852322814168,Giffard Violette 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,086024018825,Gran Gala Orange Liqueur 1L,Warehouse,120.0000,12.0000,,
Create/Update,083664868377,Sailor Jerry 1L,Warehouse,24.0000,12.0000,,
Create/Update,720815922136,Templeton 10yr Rye 750ml,Airport,1.0000,6.0000,,
Create/Update,720815922136,Templeton 10yr Rye 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,720815922136,Templeton 10yr Rye 750ml,Pleasant Valley,1.0000,6.0000,,
Create/Update,720815922136,Templeton 10yr Rye 750ml,Warehouse,2.0000,6.0000,,
Create/Update,098709972575,Nardini Acqua Di Cedro 700ml,Pleasant Valley,1.0000,2.0000,,
Create/Update,098709972575,Nardini Acqua Di Cedro 700ml,Oak Hill,1.0000,2.0000,,
Create/Update,098709972575,Nardini Acqua Di Cedro 700ml,Warehouse,1.0000,2.0000,,
Create/Update,098709972575,Nardini Acqua Di Cedro 700ml,Airport,1.0000,2.0000,,
Create/Update,854197004040,Old Highborn Gin 1L,Oak Hill,2.0000,6.0000,,
Create/Update,854197004040,Old Highborn Gin 1L,Warehouse,36.0000,12.0000,,
Create/Update,854197004040,Old Highborn Gin 1L,Airport,2.0000,6.0000,,
Create/Update,854197004040,Old Highborn Gin 1L,Pleasant Valley,4.0000,12.0000,,
Create/Update,081753832551,Belvedere Heritage 1L,Warehouse,18.0000,6.0000,,
Create/Update,738435750732,FEW Breakfast Gin 750ml,Airport,1.0000,6.0000,,
Create/Update,738435750732,FEW Breakfast Gin 750ml,Pleasant Valley,1.0000,6.0000,,
Create/Update,738435750732,FEW Breakfast Gin 750ml,Warehouse,1.0000,6.0000,,
Create/Update,738435750732,FEW Breakfast Gin 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,833027009080,Camus VSOP 750ml,Pleasant Valley,1.0000,3.0000,,
Create/Update,8000648001331,Mancino Vermouth Bianco 750ml,Warehouse,18.0000,6.0000,,
Create/Update,8000648001331,Mancino Vermouth Bianco 750ml,Pleasant Valley,2.0000,2.0000,,
Create/Update,8000648001331,Mancino Vermouth Bianco 750ml,Oak Hill,1.0000,2.0000,,
Create/Update,8000648001331,Mancino Vermouth Bianco 750ml,Airport,1.0000,2.0000,,
Create/Update,818367000034,Neisson Eleve Sous Bois 1L,Airport,2.0000,2.0000,,
Create/Update,818367000034,Neisson Eleve Sous Bois 1L,Pleasant Valley,2.0000,2.0000,,
Create/Update,818367000034,Neisson Eleve Sous Bois 1L,Warehouse,6.0000,2.0000,,
Create/Update,818367000034,Neisson Eleve Sous Bois 1L,Oak Hill,1.0000,2.0000,,
Create/Update,8026058002676,Sardo Vermentino  750ml,Pleasant Valley,2.0000,12.0000,,
Create/Update,8026058002676,Sardo Vermentino  750ml,Airport,2.0000,12.0000,,
Create/Update,8026058002676,Sardo Vermentino  750ml,Oak Hill,3.0000,12.0000,,
Create/Update,898563002599,Carpano Antica 50ml,Oak Hill,12.0000,120.0000,,
Create/Update,898563002599,Carpano Antica 50ml,Warehouse,80.0000,120.0000,,
Create/Update,898563002599,Carpano Antica 50ml,Pleasant Valley,24.0000,120.0000,,
Create/Update,898563002599,Carpano Antica 50ml,Airport,24.0000,120.0000,,
Create/Update,12301230,Absinthe 4 Leg Brouilleur,Oak Hill,0.0000,2.0000,,
Create/Update,12301230,Absinthe 4 Leg Brouilleur,Airport,2.0000,2.0000,,
Create/Update,12301230,Absinthe 4 Leg Brouilleur,Pleasant Valley,2.0000,2.0000,,
Create/Update,860174000356,Andalusia Texas Single Malt Bottled In Bond 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,860174000356,Andalusia Texas Single Malt Bottled In Bond 750ml,Pleasant Valley,1.0000,6.0000,,
Create/Update,860174000356,Andalusia Texas Single Malt Bottled In Bond 750ml,Airport,1.0000,6.0000,,
Create/Update,860174000356,Andalusia Texas Single Malt Bottled In Bond 750ml,Warehouse,2.0000,6.0000,,
Create/Update,088320005196,Pussers Navy Rum 1L,Airport,2.0000,12.0000,,
Create/Update,088320005196,Pussers Navy Rum 1L,Warehouse,6.0000,12.0000,,
Create/Update,088320005196,Pussers Navy Rum 1L,Oak Hill,2.0000,12.0000,,
Create/Update,088320005196,Pussers Navy Rum 1L,Pleasant Valley,6.0000,12.0000,,
Create/Update,094922423146,Alessio Chinato Vermouth 750ml,Pleasant Valley,2.0000,4.0000,,
Create/Update,094922423146,Alessio Chinato Vermouth 750ml,Oak Hill,1.0000,4.0000,,
Create/Update,094922423146,Alessio Chinato Vermouth 750ml,Airport,2.0000,4.0000,,
Create/Update,094922423146,Alessio Chinato Vermouth 750ml,Warehouse,2.0000,4.0000,,
Create/Update,856650004994,El Segundo IPA 16oz 4pk,Airport,1.0000,6.0000,,
Create/Update,027724227506,St George Gin Terroir 750ml,Airport,4.0000,6.0000,,
Create/Update,027724227506,St George Gin Terroir 750ml,Warehouse,30.0000,6.0000,,
Create/Update,027724227506,St George Gin Terroir 750ml,Pleasant Valley,3.0000,6.0000,,
Create/Update,027724227506,St George Gin Terroir 750ml,Oak Hill,2.0000,6.0000,,
Create/Update,711629000554,El Dorado 21y 750ml,Oak Hill,0.0000,2.0000,,
Create/Update,711629000554,El Dorado 21y 750ml,Warehouse,1.0000,2.0000,,
Create/Update,711629000554,El Dorado 21y 750ml,Pleasant Valley,1.0000,2.0000,,
Create/Update,711629000554,El Dorado 21y 750ml,Airport,1.0000,2.0000,,
Create/Update,096749013272,Quality House Vodka 100p 1L,Pleasant Valley,24.0000,12.0000,,
Create/Update,6906785990724,Red Star Baiju 750ml,Pleasant Valley,12.0000,24.0000,,
Create/Update,6906785990724,Red Star Baiju 750ml,Warehouse,12.0000,24.0000,,
Create/Update,855615003003,Tequila 512 Blanco 750ml,Pleasant Valley,4.0000,12.0000,,
Create/Update,687700144588,Mal Bien Espadin 1L,Warehouse,12.0000,6.0000,,
Create/Update,687700144588,Mal Bien Espadin 1L,Pleasant Valley,4.0000,6.0000,,
Create/Update,080686016748,Knob Creek Rye 750ml,Pleasant Valley,3.0000,6.0000,,
Create/Update,080686016748,Knob Creek Rye 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,080686016748,Knob Creek Rye 750ml,Airport,3.0000,6.0000,,
Create/Update,080686016748,Knob Creek Rye 750ml,Warehouse,3.0000,6.0000,,
Create/Update,718783000048,Cascahuin Blanco 750ml,Pleasant Valley,2.0000,12.0000,,
Create/Update,718783000048,Cascahuin Blanco 750ml,Airport,3.0000,4.0000,,
Create/Update,718783000048,Cascahuin Blanco 750ml,Warehouse,10.0000,12.0000,,
Create/Update,718783000048,Cascahuin Blanco 750ml,Oak Hill,2.0000,4.0000,,
Create/Update,899711000207,Roger Groult Calvados 18yr 750ml,Warehouse,1.0000,1.0000,,
Create/Update,899711000207,Roger Groult Calvados 18yr 750ml,Oak Hill,0.0000,1.0000,,
Create/Update,899711000207,Roger Groult Calvados 18yr 750ml,Airport,1.0000,1.0000,,
Create/Update,899711000207,Roger Groult Calvados 18yr 750ml,Pleasant Valley,1.0000,1.0000,,
Create/Update,080432112649,Jameson Caskmates IPA 1L,Warehouse,2.0000,6.0000,,
Create/Update,080432112649,Jameson Caskmates IPA 1L,Airport,1.0000,6.0000,,
Create/Update,080432112649,Jameson Caskmates IPA 1L,Pleasant Valley,1.0000,6.0000,,
Create/Update,080432112649,Jameson Caskmates IPA 1L,Oak Hill,1.0000,6.0000,,
Create/Update,082000752974,Bulleit Rye 1L,Warehouse,48.0000,12.0000,,
Create/Update,082000752974,Bulleit Rye 1L,Pleasant Valley,6.0000,12.0000,,
Create/Update,082000752974,Bulleit Rye 1L,Oak Hill,0.0000,12.0000,,
Create/Update,082000752974,Bulleit Rye 1L,Airport,6.0000,12.0000,,
Create/Update,894108001225,Rum Bar Gold Rum 750ml,Airport,2.0000,4.0000,,
Create/Update,071845098309,Coco Lopez,Pleasant Valley,8.0000,24.0000,,
Create/Update,071845098309,Coco Lopez,Airport,8.0000,24.0000,,
Create/Update,071845098309,Coco Lopez,Oak Hill,4.0000,24.0000,,
Create/Update,071845098309,Coco Lopez,Warehouse,8.0000,24.0000,,
Create/Update,4710085231164,Kavalan Distillery Select 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,4710085231164,Kavalan Distillery Select 750ml,Pleasant Valley,1.0000,6.0000,,
Create/Update,4710085231164,Kavalan Distillery Select 750ml,Warehouse,1.0000,6.0000,,
Create/Update,4710085231164,Kavalan Distillery Select 750ml,Airport,1.0000,6.0000,,
Create/Update,00850030152268,DEHY Blood Orange 550g,Warehouse,4.0000,6.0000,,
Create/Update,711629000011,El Dorado 12y 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,711629000011,El Dorado 12y 750ml,Airport,1.0000,3.0000,,
Create/Update,711629000011,El Dorado 12y 750ml,Warehouse,18.0000,6.0000,,
Create/Update,711629000011,El Dorado 12y 750ml,Oak Hill,1.0000,3.0000,,
Create/Update,810255020223,Bitter Truth Golden Falernum 750ml,Pleasant Valley,12.0000,6.0000,,
Create/Update,810255020223,Bitter Truth Golden Falernum 750ml,Warehouse,12.0000,6.0000,,
Create/Update,085000019511,New Amsterdam Vodka 1.75L,Warehouse,12.0000,6.0000,,
Create/Update,085000019511,New Amsterdam Vodka 1.75L,Airport,4.0000,6.0000,,
Create/Update,085000019511,New Amsterdam Vodka 1.75L,Oak Hill,4.0000,6.0000,,
Create/Update,085000019511,New Amsterdam Vodka 1.75L,Pleasant Valley,12.0000,6.0000,,
Create/Update,734599143052,Louis Roederer Cristal Brut 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,734599143052,Louis Roederer Cristal Brut 750ml,Airport,0.0000,6.0000,,
Create/Update,734599143052,Louis Roederer Cristal Brut 750ml,Pleasant Valley,0.0000,6.0000,,
Create/Update,082184087008,Jack Daniels Single Barrel Select 750ml,Warehouse,2.0000,6.0000,,
Create/Update,082184087008,Jack Daniels Single Barrel Select 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,082184087008,Jack Daniels Single Barrel Select 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,082184087008,Jack Daniels Single Barrel Select 750ml,Airport,2.0000,6.0000,,
Create/Update,812066020171,Brugal Extra Viejo 750ml,Oak Hill,1.0000,12.0000,,
Create/Update,812066020171,Brugal Extra Viejo 750ml,Airport,1.0000,12.0000,,
Create/Update,812066020171,Brugal Extra Viejo 750ml,Pleasant Valley,4.0000,12.0000,,
Create/Update,812066020171,Brugal Extra Viejo 750ml,Warehouse,4.0000,12.0000,,
Create/Update,084692300648,Taylor Fladgate Fine Tawny Port  750ml,Oak Hill,2.0000,12.0000,,
Create/Update,084692300648,Taylor Fladgate Fine Tawny Port  750ml,Warehouse,6.0000,12.0000,,
Create/Update,084692300648,Taylor Fladgate Fine Tawny Port  750ml,Airport,2.0000,12.0000,,
Create/Update,084692300648,Taylor Fladgate Fine Tawny Port  750ml,Pleasant Valley,2.0000,12.0000,,
Create/Update,080686001607,Jim Beam 375ml,Pleasant Valley,6.0000,24.0000,,
Create/Update,080686001607,Jim Beam 375ml,Oak Hill,4.0000,24.0000,,
Create/Update,080686001607,Jim Beam 375ml,Airport,4.0000,24.0000,,
Create/Update,8057438300068,Domus Picta Treviso Prosecco 750ml,Airport,3.0000,12.0000,,
Create/Update,8057438300068,Domus Picta Treviso Prosecco 750ml,Oak Hill,3.0000,12.0000,,
Create/Update,8057438300068,Domus Picta Treviso Prosecco 750ml,Pleasant Valley,3.0000,12.0000,,
Create/Update,860012000371,Bitter Queens Sample Pack,Pleasant Valley,2.0000,4.0000,,
Create/Update,860012000371,Bitter Queens Sample Pack,Oak Hill,2.0000,4.0000,,
Create/Update,860012000371,Bitter Queens Sample Pack,Airport,2.0000,4.0000,,
Create/Update,1234500000189,Rona Nick-Nora Vintage Lace 4.5oz,Pleasant Valley,6.0000,24.0000,,
Create/Update,1234500000189,Rona Nick-Nora Vintage Lace 4.5oz,Oak Hill,6.0000,24.0000,,
Create/Update,1234500000189,Rona Nick-Nora Vintage Lace 4.5oz,Airport,6.0000,24.0000,,
Create/Update,087229211035,Fiero Tequila Habanero 750ml,Warehouse,10.0000,12.0000,,
Create/Update,701192030034,Tapatio Blanco 1L,Pleasant Valley,6.0000,12.0000,,
Create/Update,701192030034,Tapatio Blanco 1L,Airport,4.0000,12.0000,,
Create/Update,701192030034,Tapatio Blanco 1L,Oak Hill,3.0000,12.0000,,
Create/Update,701192030034,Tapatio Blanco 1L,Warehouse,6.0000,12.0000,,
Create/Update,086395413007,Takara Shochu Benikko Sweet Potato 750ml,Airport,1.0000,6.0000,,
Create/Update,086395413007,Takara Shochu Benikko Sweet Potato 750ml,Oak Hill,1.0000,6.0000,,
Create/Update,086395413007,Takara Shochu Benikko Sweet Potato 750ml,Pleasant Valley,1.0000,6.0000,,
Create/Update,086395413007,Takara Shochu Benikko Sweet Potato 750ml,Warehouse,1.0000,6.0000,,
Create/Update,721094199042,Goslings Black Seal 1L,Pleasant Valley,6.0000,12.0000,,
Create/Update,721094199042,Goslings Black Seal 1L,Warehouse,6.0000,12.0000,,
Create/Update,721094199042,Goslings Black Seal 1L,Airport,2.0000,12.0000,,
Create/Update,721094199042,Goslings Black Seal 1L,Oak Hill,2.0000,12.0000,,
Create/Update,1234500000073,Cortina Rocks 10.5oz,Pleasant Valley,30.0000,60.0000,,
Create/Update,1234500000073,Cortina Rocks 10.5oz,Warehouse,30.0000,60.0000,,
Create/Update,080925100139,Nuestra Soledad San Luis Del Rio 750ml,Pleasant Valley,4.0000,4.0000,,
Create/Update,080925100139,Nuestra Soledad San Luis Del Rio 750ml,Oak Hill,0.0000,2.0000,,
Create/Update,080925100139,Nuestra Soledad San Luis Del Rio 750ml,Warehouse,4.0000,4.0000,,
Create/Update,080925100139,Nuestra Soledad San Luis Del Rio 750ml,Airport,2.0000,2.0000,,
Create/Update,16381638,Libbey Stemless White Wine Glass,Airport,2.0000,8.0000,,
Create/Update,16381638,Libbey Stemless White Wine Glass,Pleasant Valley,2.0000,8.0000,,
Create/Update,16381638,Libbey Stemless White Wine Glass,Oak Hill,2.0000,8.0000,,
Create/Update,080432400708,Glenlivet 12y  1L,Pleasant Valley,6.0000,12.0000,,
Create/Update,080432400708,Glenlivet 12y  1L,Warehouse,6.0000,12.0000,,
Create/Update,637405074017,Field Recordings PPP Sparkling Red 750ml,Airport,2.0000,24.0000,,
Create/Update,637405074017,Field Recordings PPP Sparkling Red 750ml,Pleasant Valley,2.0000,12.0000,,
Create/Update,854125003008,Tres Agaves Blanco 750ml,Warehouse,6.0000,12.0000,,
Create/Update,850000679146,Blue Owl Mojito Seltzer 6pk,Airport,2.0000,4.0000,,
Create/Update,850000679146,Blue Owl Mojito Seltzer 6pk,Oak Hill,2.0000,4.0000,,
Create/Update,850000679146,Blue Owl Mojito Seltzer 6pk,Pleasant Valley,2.0000,4.0000,,
Create/Update,088004021894,Sazerac Rye 1.75L,Oak Hill,0.0000,6.0000,,
Create/Update,088004021894,Sazerac Rye 1.75L,Pleasant Valley,4.0000,6.0000,,
Create/Update,088004021894,Sazerac Rye 1.75L,Airport,2.0000,6.0000,,
Create/Update,853626006013,Live Oak Pilz Cans 6 Pack,Airport,4.0000,8.0000,,
Create/Update,853626006013,Live Oak Pilz Cans 6 Pack,Pleasant Valley,4.0000,4.0000,,
Create/Update,853626006013,Live Oak Pilz Cans 6 Pack,Oak Hill,1.0000,4.0000,,
Create/Update,866634000355,Violet Crown Jasmine Liqueur 750ml,Warehouse,12.0000,6.0000,,
Create/Update,866634000355,Violet Crown Jasmine Liqueur 750ml,Pleasant Valley,2.0000,4.0000,,
Create/Update,866634000355,Violet Crown Jasmine Liqueur 750ml,Oak Hill,1.0000,4.0000,,
Create/Update,866634000355,Violet Crown Jasmine Liqueur 750ml,Airport,2.0000,4.0000,,
Create/Update,613739980552,Derrumbes Oaxaca 200ml,Oak Hill,2.0000,6.0000,,
Create/Update,613739980552,Derrumbes Oaxaca 200ml,Airport,2.0000,6.0000,,
Create/Update,613739980552,Derrumbes Oaxaca 200ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,4920321004258,Kura Japanese Single Malt 750ml,Oak Hill,0.0000,6.0000,,
Create/Update,4920321004258,Kura Japanese Single Malt 750ml,Pleasant Valley,2.0000,6.0000,,
Create/Update,4920321004258,Kura Japanese Single Malt 750ml,Warehouse,2.0000,6.0000,,
Create/Update,4920321004258,Kura Japanese Single Malt 750ml,Airport,2.0000,6.0000,,
Create/Update,087000002715,Captain Morgan 750ml,Airport,1.0000,12.0000,,
Create/Update,087000002715,Captain Morgan 750ml,Oak Hill,1.0000,12.0000,,
Create/Update,087000002715,Captain Morgan 750ml,Pleasant Valley,1.0000,12.0000,,
Create/Update,856442005314,Uncle Vals Botanical 750ml,Oak Hill,2.0000,6.0000,,
